context_id,rater,state,fragment_id,tile,family,p1_native,p2_native,p3_native,span_px,reason,raw_path
G399_005,astra,VISIBLE,G399_005_astra_f2,3,CENTRE_LINE,1836.0 360.0,1821.0 445.0,1829.0 403.0,86.3,Centre line and lane boundary paint are visible in the wide shot.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_005.json
G399_005,sol,VISIBLE,G399_005_sol_f1,2,BASELINE,856.0 299.0,801.0 466.0,825.0 386.0,175.8,wide court view with baseline and centre line legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_005.json
G399_005,sol,VISIBLE,G399_005_sol_f2,3,CENTRE_LINE,1814.0 319.0,1813.0 518.0,1814.0 412.0,199.0,wide court view with baseline and centre line legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_005.json
G399_006,astra,VISIBLE,G399_006_astra_f1,4,UNKNOWN,120.0 929.0,500.0 975.0,291.0 950.0,382.8,A straight orange painted floor band is clearly visible in the low court view.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_006.json
G399_006,sol,VISIBLE,G399_006_sol_f1,4,BASELINE,42.0 953.0,611.0 1066.0,329.0 1011.0,580.1,low court view with baseline and lane paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_006.json
G399_006,sol,VISIBLE,G399_006_sol_f2,6,LANE_LINE,1698.0 808.0,1717.0 1061.0,1707.0 935.0,253.7,low court view with baseline and lane paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_006.json
G399_007,astra,VISIBLE,G399_007_astra_f1,1,SIDELINE,50.0 495.0,410.0 470.0,240.0 481.0,360.9,White sideline and baseline bands are clearly visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_007.json
G399_007,astra,VISIBLE,G399_007_astra_f2,6,BASELINE,1500.0 706.0,1660.0 822.0,1581.0 765.0,197.6,White sideline and baseline bands are clearly visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_007.json
G399_007,sol,VISIBLE,G399_007_sol_f1,6,BASELINE,1391.0 610.0,1893.0 984.0,1660.0 809.0,626.0,court view with baseline and lane paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_007.json
G399_007,sol,VISIBLE,G399_007_sol_f2,4,LANE_LINE,510.0 675.0,625.0 803.0,567.0 740.0,172.1,court view with baseline and lane paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_007.json
G399_008,astra,VISIBLE,G399_008_astra_f1,1,SIDELINE,60.0 329.0,270.0 321.0,184.0 324.0,210.2,Sideline and baseline paint are visible between occlusions.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_008.json
G399_008,astra,VISIBLE,G399_008_astra_f2,3,BASELINE,1462.0 289.0,1578.0 375.0,1516.0 330.0,144.4,Sideline and baseline paint are visible between occlusions.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_008.json
G399_008,sol,VISIBLE,G399_008_sol_f1,1,SIDELINE,20.0 330.0,476.0 319.0,260.0 324.0,456.1,wide court view with sideline and baseline paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_008.json
G399_008,sol,VISIBLE,G399_008_sol_f2,3,BASELINE,1391.0 270.0,1888.0 522.0,1629.0 390.0,557.2,wide court view with sideline and baseline paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_008.json
G399_009,astra,VISIBLE,G399_009_astra_f1,4,BASELINE,426.0 802.0,562.0 724.0,490.0 765.0,156.8,Baseline and free throw line paint are visible in the wide court view.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_009.json
G399_009,astra,VISIBLE,G399_009_astra_f2,6,FREE_THROW,1319.0 740.0,1410.0 659.0,1364.0 700.0,121.8,Baseline and free throw line paint are visible in the wide court view.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_009.json
G399_009,sol,VISIBLE,G399_009_sol_f1,4,BASELINE,622.0 708.0,532.0 765.0,579.0 735.0,106.5,wide court view with baseline and lane paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_009.json
G399_009,sol,VISIBLE,G399_009_sol_f2,5,LANE_LINE,659.0 691.0,1259.0 773.0,961.0 730.0,605.6,wide court view with baseline and lane paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_009.json
G399_010,astra,VISIBLE,G399_010_astra_f1,4,BASELINE,300.0 806.0,520.0 677.0,409.0 742.0,255.0,Baseline and lane boundary paint are clearly visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_010.json
G399_010,astra,VISIBLE,G399_010_astra_f2,5,LANE_LINE,840.0 901.0,1080.0 927.0,950.0 913.0,241.4,Baseline and lane boundary paint are clearly visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_010.json
G399_010,sol,VISIBLE,G399_010_sol_f1,4,BASELINE,239.0 832.0,619.0 595.0,421.0 718.0,447.8,wide court view with baseline and lane paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_010.json
G399_010,sol,VISIBLE,G399_010_sol_f2,5,LANE_LINE,651.0 877.0,1131.0 926.0,890.0 901.0,482.5,wide court view with baseline and lane paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_010.json
G399_011,astra,VISIBLE,G399_011_astra_f1,4,BASELINE,50.0 911.0,224.0 782.0,133.0 849.0,216.6,Baseline and lane paint visible on the floor.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_011.json
G399_011,astra,VISIBLE,G399_011_astra_f2,5,LANE_LINE,730.0 801.0,1005.0 821.0,876.0 812.0,275.7,Baseline and lane paint visible on the floor.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_011.json
G399_011,sol,VISIBLE,G399_011_sol_f1,4,BASELINE,15.0 843.0,286.0 569.0,214.0 642.0,385.4,"wide shot, baseline and lane paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_011.json
G399_011,sol,VISIBLE,G399_011_sol_f2,5,LANE_LINE,1248.0 545.0,1177.0 793.0,1211.0 667.0,258.0,"wide shot, baseline and lane paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_011.json
G399_012,astra,VISIBLE,G399_012_astra_f1,6,BASELINE,1408.0 640.0,1744.0 819.0,1599.0 741.0,380.7,Baseline and lane paint visible in the lower tiles.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_012.json
G399_012,astra,VISIBLE,G399_012_astra_f2,6,LANE_LINE,1360.0 903.0,1715.0 872.0,1551.0 886.0,356.4,Baseline and lane paint visible in the lower tiles.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_012.json
G399_012,sol,VISIBLE,G399_012_sol_f1,6,BASELINE,1305.0 642.0,1794.0 886.0,1558.0 768.0,546.5,"wide shot, baseline paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_012.json
G399_013,astra,VISIBLE,G399_013_astra_f1,6,BASELINE,1474.0 620.0,1606.0 741.0,1530.0 672.0,179.1,Straight baseline and lane markings are visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_013.json
G399_013,astra,VISIBLE,G399_013_astra_f2,2,LANE_LINE,740.0 480.0,850.0 472.0,807.0 475.0,110.3,Straight baseline and lane markings are visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_013.json
G399_013,sol,VISIBLE,G399_013_sol_f1,6,SIDELINE,1310.0 550.0,1630.0 762.0,1472.0 651.0,383.9,"wide shot, sideline paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_013.json
G399_014,astra,VISIBLE,G399_014_astra_f1,4,BASELINE,171.0 683.0,306.0 580.0,249.0 624.0,169.8,Baseline and lane boundary paint visible in tile four.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_014.json
G399_014,astra,VISIBLE,G399_014_astra_f2,4,LANE_LINE,402.0 563.0,603.0 581.0,485.0 571.0,201.8,Baseline and lane boundary paint visible in tile four.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_014.json
G399_014,sol,VISIBLE,G399_014_sol_f1,1,BASELINE,427.0 527.0,622.0 376.0,526.0 449.0,246.6,"wide shot, baseline and sideline paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_014.json
G399_014,sol,VISIBLE,G399_014_sol_f2,4,SIDELINE,330.0 548.0,124.0 672.0,229.0 608.0,240.4,"wide shot, baseline and sideline paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_014.json
G399_015,astra,VISIBLE,G399_015_astra_f1,5,CENTRE_LINE,1189.0 710.0,1169.0 850.0,1180.0 779.0,141.4,Centre line and free throw line paint are visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_015.json
G399_015,astra,VISIBLE,G399_015_astra_f2,4,FREE_THROW,254.0 560.0,187.0 641.0,222.0 600.0,105.1,Centre line and free throw line paint are visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_015.json
G399_015,sol,VISIBLE,G399_015_sol_f1,1,LANE_LINE,9.0 510.0,252.0 510.0,171.0 510.0,243.0,"wide shot, lane and centre line paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_015.json
G399_015,sol,VISIBLE,G399_015_sol_f2,5,CENTRE_LINE,1183.0 548.0,1182.0 864.0,1182.0 653.0,316.0,"wide shot, lane and centre line paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_015.json
G399_016,astra,VISIBLE,G399_016_astra_f1,4,BASELINE,24.0 659.0,152.0 565.0,91.0 609.0,158.8,Baseline and lane boundary bands are unobstructed in tile four.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_016.json
G399_016,astra,VISIBLE,G399_016_astra_f2,4,LANE_LINE,200.0 588.0,574.0 616.0,365.0 601.0,375.0,Baseline and lane boundary bands are unobstructed in tile four.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_016.json
G399_016,sol,VISIBLE,G399_016_sol_f1,4,BASELINE,148.0 547.0,17.0 664.0,92.0 597.0,175.6,"wide shot, baseline paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_016.json
G399_017,astra,ABSENT,,,,,,,,Close-up of players and basket; no painted floor marking is visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_017.json
G399_017,sol,ABSENT,,,,,,,,"close shot, no playing floor visible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_017.json
G399_018,astra,VISIBLE,G399_018_astra_f1,4,BASELINE,182.0 741.0,299.0 655.0,246.0 694.0,145.2,Baseline and free throw paint are legible in the lower tiles.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_018.json
G399_018,astra,VISIBLE,G399_018_astra_f2,5,FREE_THROW,965.0 579.0,899.0 655.0,927.0 622.0,100.7,Baseline and free throw paint are legible in the lower tiles.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_018.json
G399_018,sol,VISIBLE,G399_018_sol_f1,5,LANE_LINE,648.0 675.0,930.0 694.0,823.0 688.0,282.6,"wide shot, lane and centre line paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_018.json
G399_018,sol,VISIBLE,G399_018_sol_f2,6,CENTRE_LINE,1823.0 549.0,1823.0 894.0,1824.0 662.0,345.0,"wide shot, lane and centre line paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_018.json
G399_019,astra,ABSENT,,,,,,,,Close-up of bench personnel; no painted floor marking is visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_019.json
G399_019,sol,ABSENT,,,,,,,,"close shot, no playing floor visible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_019.json
G399_020,astra,ABSENT,,,,,,,,Close-up of a player and spectators; no painted floor marking is visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_020.json
G399_020,sol,ABSENT,,,,,,,,"close shot, no playing floor visible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_020.json
G399_021,astra,VISIBLE,G399_021_astra_f1,2,BASELINE,944.0 397.0,1064.0 305.0,994.0 359.0,151.2,Baseline and lane paint are visible on the floor.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_021.json
G399_021,astra,VISIBLE,G399_021_astra_f2,5,LANE_LINE,940.0 564.0,1160.0 612.0,1054.0 589.0,225.2,Baseline and lane paint are visible on the floor.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_021.json
G399_021,sol,VISIBLE,G399_021_sol_f1,2,BASELINE,1020.0 286.0,1265.0 308.0,1145.0 297.0,246.0,"wide shot, baseline and lane paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_021.json
G399_021,sol,VISIBLE,G399_021_sol_f2,2,LANE_LINE,963.0 454.0,1257.0 523.0,1114.0 489.0,302.0,"wide shot, baseline and lane paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_021.json
G399_022,astra,VISIBLE,G399_022_astra_f1,2,BASELINE,670.0 332.0,770.0 249.0,725.0 286.0,130.0,Baseline and centre line paint are clear.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_022.json
G399_022,astra,VISIBLE,G399_022_astra_f2,3,CENTRE_LINE,1771.0 430.0,1771.0 510.0,1771.0 463.0,80.0,Baseline and centre line paint are clear.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_022.json
G399_022,sol,VISIBLE,G399_022_sol_f1,2,BASELINE,650.0 353.0,790.0 226.0,720.0 289.0,189.0,"wide shot, baseline and centre line paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_022.json
G399_022,sol,VISIBLE,G399_022_sol_f2,6,CENTRE_LINE,1774.0 672.0,1775.0 990.0,1774.0 832.0,318.0,"wide shot, baseline and centre line paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_022.json
G399_023,astra,ABSENT,,,,,,,,Close-up of players and seats with no floor markings visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_023.json
G399_023,sol,ABSENT,,,,,,,,close-up of players with no painted floor marking visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_023.json
G399_024,astra,VISIBLE,G399_024_astra_f1,1,CENTRE_LINE,330.0 184.0,600.0 181.0,445.0 183.0,270.0,Centre line and free throw paint are legible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_024.json
G399_024,astra,VISIBLE,G399_024_astra_f2,5,FREE_THROW,740.0 716.0,1170.0 707.0,1003.0 711.0,430.1,Centre line and free throw paint are legible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_024.json
G399_024,sol,VISIBLE,G399_024_sol_f1,2,CENTRE_LINE,647.0 179.0,776.0 179.0,718.0 179.0,129.0,"wide court shot, centre and free throw paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_024.json
G399_024,sol,VISIBLE,G399_024_sol_f2,5,FREE_THROW,652.0 939.0,1232.0 939.0,905.0 939.0,580.0,"wide court shot, centre and free throw paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_024.json
G399_025,astra,VISIBLE,G399_025_astra_f1,1,SIDELINE,50.0 522.0,250.0 531.0,160.0 527.0,200.2,White sideline paint is visible below the teal floor border.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_025.json
G399_025,sol,VISIBLE,G399_025_sol_f1,4,UNKNOWN,8.0 778.0,414.0 779.0,209.0 778.0,406.0,close court view with one painted band visible but family unclear,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_025.json
G399_026,astra,ABSENT,,,,,,,,Players and spectators fill the view; no floor markings are visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_026.json
G399_026,sol,ABSENT,,,,,,,,close-up of players and crowd with no floor visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_026.json
G399_027,astra,VISIBLE,G399_027_astra_f1,6,SIDELINE,1450.0 736.0,1715.0 738.0,1605.0 737.0,265.0,Yellow sideline paint is visible in front of the bench.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_027.json
G399_027,sol,ABSENT,,,,,,,,low court view shows floor and logo but no painted court marking,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_027.json
G399_028,astra,VISIBLE,G399_028_astra_f1,2,BASELINE,1060.0 417.0,1240.0 524.0,1132.0 461.0,209.4,Baseline and lane line paint are visible in the wide court view.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_028.json
G399_028,astra,VISIBLE,G399_028_astra_f2,5,LANE_LINE,890.0 720.0,1170.0 687.0,1024.0 703.0,281.9,Baseline and lane line paint are visible in the wide court view.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_028.json
G399_028,sol,VISIBLE,G399_028_sol_f1,5,LANE_LINE,835.0 714.0,1215.0 682.0,1037.0 696.0,381.3,"wide shot, lane and baseline paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_028.json
G399_028,sol,VISIBLE,G399_028_sol_f2,6,BASELINE,1337.0 590.0,1840.0 873.0,1613.0 746.0,577.1,"wide shot, lane and baseline paint legible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_028.json
G399_029,astra,ABSENT,,,,,,,,Close-up of people with no playing floor markings visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_029.json
G399_029,sol,ABSENT,,,,,,,,close-up of coaches and crowd with no floor visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_029.json
G399_030,astra,ABSENT,,,,,,,,People obscure the court; the small floor patch has no visible painted marking.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_030.json
G399_030,sol,ABSENT,,,,,,,,bench close-up with no painted floor marking visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_030.json
G399_031,astra,VISIBLE,G399_031_astra_f1,3,UNKNOWN,1350.0 61.0,1850.0 112.0,1540.0 81.0,502.6,Close view shows straight dark painted bands on the floor; family unclear.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_031.json
G399_031,astra,VISIBLE,G399_031_astra_f2,4,UNKNOWN,30.0 852.0,330.0 891.0,167.0 870.0,302.5,Close view shows straight dark painted bands on the floor; family unclear.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_031.json
G399_031,sol,VISIBLE,G399_031_sol_f1,3,UNKNOWN,1300.0 54.0,1880.0 112.0,1530.0 77.0,582.9,"close shot, two straight painted bands visible on the floor",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_031.json
G399_031,sol,VISIBLE,G399_031_sol_f2,6,UNKNOWN,1300.0 724.0,1880.0 807.0,1540.0 758.0,585.9,"close shot, two straight painted bands visible on the floor",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_031.json
G399_032,astra,ABSENT,,,,,,,,Close view of coach and seating; no painted floor marking visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_032.json
G399_032,sol,ABSENT,,,,,,,,close shot of coach and seating with no playing floor visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_032.json
G399_033,astra,VISIBLE,G399_033_astra_f1,3,UNKNOWN,1360.0 180.0,1829.0 273.0,1552.0 218.0,478.1,Straight dark floor paint is visible near the boundary; family unclear in close view.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_033.json
G399_033,sol,VISIBLE,G399_033_sol_f1,3,SIDELINE,1300.0 101.0,1880.0 247.0,1540.0 160.0,598.1,court boundary paint visible behind the player,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_033.json
G399_034,astra,VISIBLE,G399_034_astra_f1,4,BASELINE,30.0 697.0,239.0 569.0,112.0 647.0,245.1,Wide court view shows baseline and lane paint clearly.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_034.json
G399_034,astra,VISIBLE,G399_034_astra_f2,2,LANE_LINE,740.0 486.0,970.0 502.0,861.0 495.0,230.6,Wide court view shows baseline and lane paint clearly.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_034.json
G399_034,sol,VISIBLE,G399_034_sol_f1,1,BASELINE,190.0 526.0,600.0 335.0,360.0 445.0,452.3,wide shot with baseline and sideline paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_034.json
G399_034,sol,VISIBLE,G399_034_sol_f2,2,SIDELINE,660.0 307.0,1240.0 334.0,900.0 318.0,580.6,wide shot with baseline and sideline paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_034.json
G399_035,astra,VISIBLE,G399_035_astra_f1,2,SIDELINE,680.0 407.0,1160.0 424.0,944.0 417.0,480.3,White sideline and centre line paint are visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_035.json
G399_035,astra,VISIBLE,G399_035_astra_f2,3,CENTRE_LINE,1302.0 446.0,1299.0 516.0,1301.0 476.0,70.1,White sideline and centre line paint are visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_035.json
G399_035,sol,VISIBLE,G399_035_sol_f1,2,SIDELINE,860.0 421.0,1260.0 431.0,1040.0 427.0,400.1,wide shot with the far sideline paint visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_035.json
G399_036,astra,VISIBLE,G399_036_astra_f1,1,SIDELINE,70.0 493.0,410.0 466.0,233.0 480.0,341.1,White sideline and lane boundary paint are visible in the wide view.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_036.json
G399_036,astra,VISIBLE,G399_036_astra_f2,6,LANE_LINE,1550.0 661.0,1744.0 634.0,1630.0 650.0,195.9,White sideline and lane boundary paint are visible in the wide view.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_036.json
G399_036,sol,VISIBLE,G399_036_sol_f1,3,BASELINE,1295.0 426.0,1780.0 520.0,1530.0 473.0,494.0,wide shot with baseline and lane paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_036.json
G399_036,sol,VISIBLE,G399_036_sol_f2,6,LANE_LINE,1290.0 710.0,1900.0 635.0,1555.0 679.0,614.6,wide shot with baseline and lane paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_036.json
G399_037,astra,VISIBLE,G399_037_astra_f1,6,BASELINE,1669.0 740.0,1850.0 843.0,1744.0 783.0,208.3,White baseline and lane boundary bands are clear against the floor.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_037.json
G399_037,astra,VISIBLE,G399_037_astra_f2,6,LANE_LINE,1300.0 758.0,1610.0 734.0,1435.0 747.0,310.9,White baseline and lane boundary bands are clear against the floor.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_037.json
G399_037,sol,VISIBLE,G399_037_sol_f1,2,SIDELINE,650.0 420.0,1040.0 418.0,820.0 419.0,390.0,wide shot with sideline and baseline paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_037.json
G399_037,sol,VISIBLE,G399_037_sol_f2,6,BASELINE,1330.0 568.0,1880.0 855.0,1520.0 670.0,620.4,wide shot with sideline and baseline paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_037.json
G399_038,astra,ABSENT,,,,,,,,Low close view of players and arena; no painted floor marking visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_038.json
G399_038,sol,ABSENT,,,,,,,,close shot of players and arena seating with no playing floor visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_038.json
G399_039,astra,VISIBLE,G399_039_astra_f1,4,BASELINE,60.0 813.0,260.0 726.0,153.0 773.0,218.1,White baseline and lane boundary paint are unobstructed in the lower left tile.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_039.json
G399_039,astra,VISIBLE,G399_039_astra_f2,4,LANE_LINE,350.0 717.0,560.0 742.0,441.0 728.0,211.5,White baseline and lane boundary paint are unobstructed in the lower left tile.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_039.json
G399_039,sol,VISIBLE,G399_039_sol_f1,4,BASELINE,15.0 802.0,480.0 552.0,225.0 689.0,527.9,wide shot with baseline and lane paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_039.json
G399_039,sol,VISIBLE,G399_039_sol_f2,5,LANE_LINE,655.0 975.0,1240.0 1002.0,910.0 989.0,585.6,wide shot with baseline and lane paint legible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_039.json
G399_040,astra,VISIBLE,G399_040_astra_f1,6,LANE_LINE,1430.0 865.0,1780.0 911.0,1550.0 881.0,353.0,Low court view shows a straight white lane boundary beside the purple paint.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_040.json
G399_040,sol,VISIBLE,G399_040_sol_f1,4,FREE_THROW,120.0 931.0,300.0 931.0,235.0 931.0,180.0,low court view with free throw and lane paint visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_040.json
G399_040,sol,VISIBLE,G399_040_sol_f2,6,LANE_LINE,1295.0 853.0,1880.0 881.0,1550.0 866.0,585.7,low court view with free throw and lane paint visible,C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_040.json
G399_041,astra,ABSENT,,,,,,,,Close shot of players and spectators; no floor markings visible.,C:/Users/neelj/nba-track-a12/.g399_out/real_astra/G399_041.json
G399_041,sol,ABSENT,,,,,,,,"close shot, no painted floor marking visible",C:/Users/neelj/nba-track-a12/.g399_out/real_sol/G399_041.json
