clip,frame_index,label
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,11078,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,11269,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,11460,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,11651,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,11842,COURT_NO_PAINT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,12033,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,12224,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,12415,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,12606,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,12797,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,12988,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,13179,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,13370,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,13561,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,13752,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,13943,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,14134,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,14325,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,14516,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,14707,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,14898,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,15089,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,15280,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,15471,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,15662,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,15853,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,16044,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,16235,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,16426,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,16617,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,16808,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,16999,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,17190,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,17381,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,17572,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,17763,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,17954,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,18145,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,18336,COURT_NO_PAINT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,18527,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,18718,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,18909,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,19100,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,19291,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,19482,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,19673,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,19864,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,20055,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,20246,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,20437,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,20628,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,20819,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,21010,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,21201,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,21392,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,21583,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,21774,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,21965,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,22156,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,22347,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,22538,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,22729,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,22920,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,23111,COURT_NO_PAINT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,23302,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,23493,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,23684,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,23875,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,24066,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,24257,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,24448,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,24639,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,24830,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,25021,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,25212,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,25403,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,25594,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,25785,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,25976,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,26167,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,26358,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,26549,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,26740,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,26931,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,27122,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,27313,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,27504,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,27695,COURT_NO_PAINT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,27886,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,28077,NON_COURT
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,28268,PAINT_SOLVABLE
ncaa_basketball__ncaa_basketball_WFl3V7ZY4ss,28459,NON_COURT
