frame_key,game,section,competition,width,height,sheet_scale,label,cx,cy,diameter,decided_by,source
0ef480c1dc0b450f69540f7d403dd41809a4e363f3afe1aa6f8399f886f012a4,3gBeJyl7Szg,nba__3gBeJyl7Szg_s2302.mp4,nba,1280,720,1.0,VISIBLE,240.0,564.0,24.5,ADJUDICATED,g400_stage1
12bed787d4c9f3b1897d6af52758c4fee75ffe366b7c224442bb52c7757c4e59,pGrVjtS7Xqg,nba__pGrVjtS7Xqg_s3128.mp4,nba,1920,1080,1.0,VISIBLE,741.25,633.5,30.25,AGREED,g400_stage1
191c03d25116d7ad48ae6d9c4289f7435a39e3081a495d51edc5f76d31654038,FnbFGnX4Qgo,nba__FnbFGnX4Qgo_s2822.mp4,nba,1920,1080,1.0,VISIBLE,1010.0,634.0,105.0,ADJUDICATED,g400_stage1
21e7d20982ca27d24be926b992c39d706262ad7ce8443959e954f2a8b918b34c,H1-Ns9IU-JM,nba__H1-Ns9IU-JM_s2906.mp4,nba,1920,1080,1.0,VISIBLE,1120.75,415.5,31.25,ADJUDICATED,g400_stage1
40cd78f1e635413922331a25f673520a40979096dfe940167a66547a5ae860a4,Ge4uewCFUFQ,ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,540.0,288.0,28.5,ADJUDICATED,g400_stage1
2dec3133bd281d19d5fd67fc2356176887cdee1483db572a31b1120623ce9689,s-0Y7aLxXgM,ncaa_basketball__s-0Y7aLxXgM_s2460.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,273.75,315.0,21.75,AGREED,g400_stage1
1ce8531c56b5acceacfe9fcb730f18b92b79b5f4fe2c7b7a65e51cc3a84caa54,qTXrSRHHR2M,ncaa_basketball__qTXrSRHHR2M_s2262.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,582.0,183.0,22.5,ADJUDICATED,g400_stage1
14e9395b630c30d73d0fb8cef241204ce2d0b195cfe45d957e5d2f9794d57625,KZK9rv9TnGE,ncaa_basketball__KZK9rv9TnGE_s2858.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,778.0,458.0,24.5,ADJUDICATED,g400_stage1
77ea01c32fe24bf55d40bae2ee73300e2a25c6223024c6f6192a553c06a68177,52PuVDx8T0o,basketball__fiba-52PuVDx8T0o_s3660.mp4,fiba,1920,1080,1.0,VISIBLE,581.5,798.5,36.0,ADJUDICATED,g400_stage1
2ce95936d913a6126a5dd9ce4d04116c7001d64cc6e04387f3eab927c57a84a9,GG2f11NYjKw,nba__GG2f11NYjKw_s2924.mp4,nba,1920,1080,1.0,VISIBLE,1030.75,544.75,74.0,AGREED,g400_stage1
4213905ecff380bb03d5126c375cf95b4841ccd82cd67dfb4e735b1a27f68343,1rZZ_7buX_Y,nba__1rZZ_7buX_Y_s2782.mp4,nba,1920,1080,1.0,VISIBLE,1345.75,274.25,32.5,AGREED,g400_stage1
11a327e470e7fd336f43309d7c9f974a1042949071864d9a6e6bedc680835028,3gBeJyl7Szg,nba__3gBeJyl7Szg_s2302.mp4,nba,1280,720,1.0,VISIBLE,245.5,489.5,130.0,ADJUDICATED,g400_stage1
5398d378368ea8a73c7a7a8371f8eb1bb167c399d7a940c180ee25b837518d58,Kh7Fj4ogPN4,nba__Kh7Fj4ogPN4_s2434.mp4,nba,1280,720,1.0,VISIBLE,883.0,282.0,23.5,ADJUDICATED,g400_stage1
60a890f483f3e81ae4881a61ae49d75453f18d4110d195574f13128a87148484,Ktu6yFS9iMo,nba__Ktu6yFS9iMo_s2532.mp4,nba,1280,720,1.0,VISIBLE,745.5,537.0,179.5,ADJUDICATED,g400_stage1
51255806ea975ae87838f777d2e92c97ec6be44363e37133fb083be55e53ec1e,dAy3tnlu3EQ,ncaa_basketball__dAy3tnlu3EQ_s1502.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,197.0,277.0,20.5,ADJUDICATED,g400_stage1
30505822b4f9a678aa87f3debddc33873a7d85fc1e9c2057bc61bf0f3d4f8f7e,7blRl4zVfrY,ncaa_basketball__7blRl4zVfrY_s2356.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,1110.5,291.5,24.0,ADJUDICATED,g400_stage1
342db439be5087e0f97bb937297479d15d1b4bc8d3ebfa052bb7204b9d319d60,s-0Y7aLxXgM,ncaa_basketball__s-0Y7aLxXgM_s2460.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,831.0,227.0,22.0,ADJUDICATED,g400_stage1
364673586ff647b95288b7b50e0b3677551dc4ad2743631d762152b7ea2ac610,qTXrSRHHR2M,ncaa_basketball__qTXrSRHHR2M_s2262.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,851.0,276.0,13.5,ADJUDICATED,g400_stage1
251228393c783d5ba6bd79674edcee42ebce3bd46c56031aa2414be2fbdf9aca,FyMWTVsJvv8,ncaa_basketball__FyMWTVsJvv8_s1504.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,803.0,421.0,23.5,ADJUDICATED,g400_stage1
20e1896d8372257eff2b0707c8dfed42c6d566c8279638ab276d261d469d3840,KZK9rv9TnGE,ncaa_basketball__KZK9rv9TnGE_s2858.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,756.5,18.0,24.5,ADJUDICATED,g400_stage1
8ac59600ce06f9890d83f39913c3a01f723e956d4d3b396624b2e388edf9c237,jHcR5UxPGuE,basketball__acb-jHcR5UxPGuE_s1393.mp4,acb,1280,720,1.0,VISIBLE,991.25,300.75,19.5,AGREED,g400_stage1
683c859b88265acfc46931370397027c6b8b45bad9515a66cece7f96f284679a,KjjghT10zjY,basketball__fiba-KjjghT10zjY_s3184.mp4,fiba,1920,1080,1.0,VISIBLE,703.5,760.0,29.0,ADJUDICATED,g400_stage1
6122a3e8ee36a88b4dedfced5458e26fe5c938ab282cbec482d3816bb4c60137,GG2f11NYjKw,nba__GG2f11NYjKw_s2924.mp4,nba,1920,1080,1.0,VISIBLE,1453.5,743.75,32.75,AGREED,g400_stage1
4645b74c25df4efd7fb8ddb07f0df515ed7268c61222911cef132e7f5c1d9179,1rZZ_7buX_Y,nba__1rZZ_7buX_Y_s2782.mp4,nba,1920,1080,1.0,VISIBLE,1493.25,491.75,34.5,AGREED,g400_stage1
479b06b30e23afdd1a50fd9e24d9125b4538451b46f2dd61067b7ab90efa42e8,FnbFGnX4Qgo,nba__FnbFGnX4Qgo_s2822.mp4,nba,1920,1080,1.0,VISIBLE,388.5,489.5,32.0,AGREED,g400_stage1
54fc3dab005ceb55b056202fbdadf3571a1e11093bdb3d9e49b8180de52a3739,Ge4uewCFUFQ,ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,1015.5,210.75,20.25,AGREED,g400_stage1
4a1750769a6d81c19853fc506a091aa683c69a0c6265ef3c66d1d385debbcdb2,s-0Y7aLxXgM,ncaa_basketball__s-0Y7aLxXgM_s2460.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,1019.5,280.25,20.25,AGREED,g400_stage1
821552787edc89400e99ded12330281db58db96a6cfd82ea0fed7b33bcc4a7c1,IpR4pT8iN0Y,ncaa_basketball__IpR4pT8iN0Y_s1261.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,695.5,232.5,21.0,ADJUDICATED,g400_stage1
8c05207f2909a8411451ce2abe605e080b541a92e25137b251717d2b42dd25ec,jHcR5UxPGuE,basketball__acb-jHcR5UxPGuE_s1393.mp4,acb,1280,720,1.0,VISIBLE,752.25,55.0,101.75,AGREED,g400_stage1
43a146721b4ecd958bbb7e9fbfea67880243a15d3bf275be49947c501fbf634b,UWqS6-hl0W8,basketball__fiba-UWqS6-hl0W8_s4941.mp4,fiba,1920,1080,1.0,VISIBLE,1620.75,520.5,31.75,AGREED,g400_stage1
8ec0d6a276426c16dbb99bd2340501094adaac892d7de12e9622c1fc7876682f,L7o4UCIIqS4,nba__L7o4UCIIqS4_s2656.mp4,nba,1280,720,1.0,VISIBLE,786.0,286.0,18.5,ADJUDICATED,g400_stage1
4972a9bd15d5f5bbc74bd7666a49cea45871e73a1f405228e06005c755bb9921,1rZZ_7buX_Y,nba__1rZZ_7buX_Y_s2782.mp4,nba,1920,1080,1.0,VISIBLE,301.75,518.5,32.25,AGREED,g400_stage1
73b55b32aaa40695a8e629c18214512f5c22341c337623c999d5af28246ea59f,3gBeJyl7Szg,nba__3gBeJyl7Szg_s2302.mp4,nba,1280,720,1.0,VISIBLE,930.0,427.5,28.5,ADJUDICATED,g400_stage1
49f8dfaac04095659c2667b199f7aa0448ee5ff91c9a3daeea7a30ffd86a3346,pGrVjtS7Xqg,nba__pGrVjtS7Xqg_s3128.mp4,nba,1920,1080,1.0,VISIBLE,1493.0,497.0,32.0,ADJUDICATED,g400_stage1
5837a6fd032f299831f49b4d9259167c563e566f0e431339095667516049a4aa,FnbFGnX4Qgo,nba__FnbFGnX4Qgo_s2822.mp4,nba,1920,1080,1.0,VISIBLE,1583.5,828.5,40.0,ADJUDICATED,g400_stage1
8855654569c88f781daa6c949000f41c49776c1722943cc41701c4b1ca61a345,Ktu6yFS9iMo,nba__Ktu6yFS9iMo_s2532.mp4,nba,1280,720,1.0,VISIBLE,749.0,414.0,36.0,ADJUDICATED,g400_stage1
6b5723b2d2b7ece4017682dc43fce8d8ec7c0fd8418e74cc37aa3119b8653bc8,dAy3tnlu3EQ,ncaa_basketball__dAy3tnlu3EQ_s1502.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,502.0,412.5,17.0,ADJUDICATED,g400_stage1
64388f71e3cc7b3429fcb24e8f089f880fdfd9c1f05c672fb19bfceb06047acc,7blRl4zVfrY,ncaa_basketball__7blRl4zVfrY_s2356.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,418.0,291.5,28.5,AGREED,g400_stage1
76a161ada37815ef2c9e1c3d3f36d1f7ec1651052a0039a100e44d59e5dad558,s-0Y7aLxXgM,ncaa_basketball__s-0Y7aLxXgM_s2460.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,759.0,85.25,47.75,AGREED,g400_stage1
5a2f330d84697bcce4cd8dbadf8144539c84a4d9946eaae7b5e9ed5144fdd3a5,qTXrSRHHR2M,ncaa_basketball__qTXrSRHHR2M_s2262.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,511.25,240.0,18.75,AGREED,g400_stage1
82cec948f4729abc5df8507fd0f6d2312b681ba750547a9d873b56aefc0ed993,IpR4pT8iN0Y,ncaa_basketball__IpR4pT8iN0Y_s1261.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,243.0,386.25,19.75,AGREED,g400_stage1
ab164dd59b9ef79886dd6bc69676938a895e909e0261e20ccc9eccb2b1130986,OHJgVogFtNE,basketball__acb-OHJgVogFtNE_s2920.mp4,acb,1920,1080,1.0,VISIBLE,1047.0,397.25,27.25,AGREED,g400_stage1
5b36027c4952db3c5c18f03a758d3aa543ea45c694abecc79e5d6a22f5477de4,1JN2w7nPn9k,basketball__euroleague-1JN2w7nPn9k_s4922.mp4,euroleague,1920,1080,1.0,VISIBLE,336.5,313.5,29.0,ADJUDICATED,g400_stage1
7321b0c30573a5aa91462a54c70d68d30f046f2c77aa32d2646f433dabedcf37,0wlE9W_0Qv0,basketball__fiba-0wlE9W_0Qv0_s3596.mp4,fiba,1920,1080,1.0,VISIBLE,1644.5,539.0,35.5,AGREED,g400_stage1
4b226efc45537f13f291e186964f1b01706b0dfd1eecb73ff2708299795967a7,yZ5u2sOpiNU,nba__yZ5u2sOpiNU_s2652.mp4,nba,1920,1080,1.0,VISIBLE,647.5,679.5,31.5,AGREED,g400_stage1
6b0cea4ffea185382f5fd9c40ba4283cb4c3f4b2e2641108a2785b3be18325e0,1rZZ_7buX_Y,nba__1rZZ_7buX_Y_s2782.mp4,nba,1920,1080,1.0,VISIBLE,1157.0,780.0,56.0,ADJUDICATED,g400_stage1
98d222836e3ed00a730f843e408c1f40728648b98d98df63968469fde49c4ba2,pGrVjtS7Xqg,nba__pGrVjtS7Xqg_s3128.mp4,nba,1920,1080,1.0,VISIBLE,1356.5,469.5,38.5,AGREED,g400_stage1
d2307a2e373737524c4e2bc14aa5cae4a851674fe04b3d7a79d29b13b837e676,Kh7Fj4ogPN4,nba__Kh7Fj4ogPN4_s2434.mp4,nba,1280,720,1.0,VISIBLE,1034.0,364.0,19.0,ADJUDICATED,g400_stage1
9b6493d5f61b10bb3a7bd0260b543ac3a64d900469be30a1b879d2ffd31de804,dAy3tnlu3EQ,ncaa_basketball__dAy3tnlu3EQ_s1502.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,621.0,296.0,19.0,ADJUDICATED,g400_stage1
8b89257a9d092913287a9de1ff643d67734449ba9126e9f49afa7d90a6748d6d,7blRl4zVfrY,ncaa_basketball__7blRl4zVfrY_s2356.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,658.75,296.5,36.75,AGREED,g400_stage1
64494c7ed65840920de3dc1407bf3087b8d8f4d4e2d8c9b11dcc7a54b879ec93,qTXrSRHHR2M,ncaa_basketball__qTXrSRHHR2M_s2262.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,845.0,189.5,24.5,ADJUDICATED,g400_stage1
770cf3fbcf91631b945b49c08496481c7a0c90cf861eb1a81d323767d09c3f2b,5zMtHtfCzpI,wnba__5zMtHtfCzpI_s1650.mp4,wnba,1920,1080,1.0,VISIBLE,1744.25,257.5,40.75,AGREED,g400_stage1
af9ba0d4904bcc1dd1148649df08ee9e41ad23d764d92c043c53e418defe58fb,jHcR5UxPGuE,basketball__acb-jHcR5UxPGuE_s1393.mp4,acb,1280,720,1.0,VISIBLE,928.5,273.5,20.0,ADJUDICATED,g400_stage1
c6c10b4839482d79e27f5cf4837ed5f4eb45cff501681d936dcd7589e4206740,OHJgVogFtNE,basketball__acb-OHJgVogFtNE_s2920.mp4,acb,1920,1080,1.0,VISIBLE,1250.5,513.0,30.0,ADJUDICATED,g400_stage1
769051cb48c0d476817cf74ac7c2b47ebd839eb928136470baf84e81c902507b,FFTTnwrFzwQ,basketball__euroleague-FFTTnwrFzwQ_s5004.mp4,euroleague,1920,1080,1.0,VISIBLE,1082.5,335.0,37.5,AGREED,g400_stage1
92352b7937f60fc803b3af393a8772bae6bcc37f5a22a84fda8454dec3feb718,UWqS6-hl0W8,basketball__fiba-UWqS6-hl0W8_s4941.mp4,fiba,1920,1080,1.0,VISIBLE,1373.0,414.0,26.0,ADJUDICATED,g400_stage1
a8228b951ae2a615065fe4350b80bd2f82e2ce588feab46b0ff23e46d318e54b,HZw0bbHwHjY,basketball__fiba-HZw0bbHwHjY_s3910.mp4,fiba,1920,1080,1.0,VISIBLE,1646.0,632.5,27.5,ADJUDICATED,g400_stage1
8d90a261a9d5faa03eb381cca35e3bac81c390a1e647bb6d5f704e43f178cd3a,GG2f11NYjKw,nba__GG2f11NYjKw_s2924.mp4,nba,1920,1080,1.0,VISIBLE,569.0,599.5,42.5,AGREED,g400_stage1
88d4cdde4d85e015fdc9d780454b1d3b7672bd926cbb13b642d8b419c2c80360,H1-Ns9IU-JM,nba__H1-Ns9IU-JM_s2906.mp4,nba,1920,1080,1.0,VISIBLE,781.25,415.0,30.75,AGREED,g400_stage1
96e5562dc38214af47488a859cb37572b4d86a48668c1687ed5d9f5b36071fc2,Ktu6yFS9iMo,nba__Ktu6yFS9iMo_s2532.mp4,nba,1280,720,1.0,VISIBLE,869.5,144.5,26.5,AGREED,g400_stage1
987578fec437e4ec7e02a60d895d54793d65f1af03534c4613340a13033fdda3,Ge4uewCFUFQ,ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,657.75,356.75,22.0,AGREED,g400_stage1
b2d2fa54ef1be8c0a9a37177625f255e1249b8ecc3486215128f97a376f23113,dAy3tnlu3EQ,ncaa_basketball__dAy3tnlu3EQ_s1502.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,407.75,254.75,23.5,AGREED,g400_stage1
89e698b5946b10c5bad1793a9f03eaf9f9e532ac3964114cbfd10eccc199ad30,qTXrSRHHR2M,ncaa_basketball__qTXrSRHHR2M_s2262.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,400.75,311.75,19.5,AGREED,g400_stage1
9736ef960c3923b11f5eddf9229b63e9da2df81cf41d43be3fbdfd864a47762f,IpR4pT8iN0Y,ncaa_basketball__IpR4pT8iN0Y_s1261.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,1001.0,357.0,20.0,AGREED,g400_stage1
70536d53a8070ebc6e8b53f6f8437b8bef0845236dd94f69e87deb8e0e4407f1,FyMWTVsJvv8,ncaa_basketball__FyMWTVsJvv8_s1504.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,777.0,308.0,57.0,ADJUDICATED,g400_stage1
7b2b0b4c5f589c1020f27d387b68274f936b53d5e3ae97a745eb0e3c4b4bad2b,KZK9rv9TnGE,ncaa_basketball__KZK9rv9TnGE_s2858.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,435.0,327.5,18.5,ADJUDICATED,g400_stage1
b4fb0c7a85d1ca8e37f846ad086dc62021d96a46f99655f33afe2f130ed05704,jHcR5UxPGuE,basketball__acb-jHcR5UxPGuE_s1393.mp4,acb,1280,720,1.0,VISIBLE,888.75,394.25,14.0,AGREED,g400_stage1
a0cc8eb15237ac276e044b18607e4425949f09042a21da33b7f9fb0034eaa387,KjjghT10zjY,basketball__fiba-KjjghT10zjY_s3184.mp4,fiba,1920,1080,1.0,VISIBLE,719.0,798.25,28.75,AGREED,g400_stage1
dd17d4d9a296f4d60382c257185ee5b6ab08e464533aefceca3c010ab26b5166,52PuVDx8T0o,basketball__fiba-52PuVDx8T0o_s3660.mp4,fiba,1920,1080,1.0,VISIBLE,727.25,715.75,27.5,AGREED,g400_stage1
c7a6bb2ed8d17d9e8d4ec5004040a68ff02f97c0a4035ec167aa76d35b00bb0d,spBCthmSgks,nba__spBCthmSgks_s2700.mp4,nba,1280,720,1.0,VISIBLE,368.25,168.5,19.25,AGREED,g400_stage1
c94f62399af9cbb77764c057531584ae88261a0fb2461c4c0827aa71793b86c2,pGrVjtS7Xqg,nba__pGrVjtS7Xqg_s3128.mp4,nba,1920,1080,1.0,VISIBLE,880.5,698.0,29.5,ADJUDICATED,g400_stage1
e5d4e960192d4d220d3201eb07ef72f6c2b88aec432bc47a3923739132190b78,FnbFGnX4Qgo,nba__FnbFGnX4Qgo_s2822.mp4,nba,1920,1080,1.0,VISIBLE,1085.0,649.5,30.5,ADJUDICATED,g400_stage1
94323b993bded6cf19708d96caabb2802960831e86b19bb6be14c655aa8448a1,H1-Ns9IU-JM,nba__H1-Ns9IU-JM_s2906.mp4,nba,1920,1080,1.0,VISIBLE,828.5,396.0,25.5,ADJUDICATED,g400_stage1
ead9fcb9d393d99c39b0b526d8802f4aa4043baf0e01da2650e171625ae12b64,Kh7Fj4ogPN4,nba__Kh7Fj4ogPN4_s2434.mp4,nba,1280,720,1.0,VISIBLE,1251.0,459.5,23.5,ADJUDICATED,g400_stage1
b4c21db951a7c24f82d2cdfbc70fe66256b2d4c003b9c132629d16a06c94873f,7blRl4zVfrY,ncaa_basketball__7blRl4zVfrY_s2356.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,348.0,280.0,20.0,ADJUDICATED,g400_stage1
9c42154fa44c94192549601fd980f71726081adfebcf787b031f73e779baa85b,s-0Y7aLxXgM,ncaa_basketball__s-0Y7aLxXgM_s2460.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,950.0,343.0,19.0,ADJUDICATED,g400_stage1
b5281f2aae8f83eee50a0fe9905c1dedd3a479a1d2937e1a6c937611ff042ac5,IpR4pT8iN0Y,ncaa_basketball__IpR4pT8iN0Y_s1261.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,969.0,345.0,20.0,ADJUDICATED,g400_stage1
92ea689eb22dc1bf3641ffce8b8035748ccfe8acaf00a7c0c69d5e88f105bd87,KZK9rv9TnGE,ncaa_basketball__KZK9rv9TnGE_s2858.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,662.5,426.0,25.5,ADJUDICATED,g400_stage1
e6f95762c19e188b05f671d87406655ccc1f9131ab74abf8d72fd1c2ccf83d12,OHJgVogFtNE,basketball__acb-OHJgVogFtNE_s2920.mp4,acb,1920,1080,1.0,VISIBLE,970.0,435.0,50.0,ADJUDICATED,g400_stage1
d5885b0b8e280348330bd3d09023256c9b830cca4d3bd36352830051ec3869a2,UWqS6-hl0W8,basketball__fiba-UWqS6-hl0W8_s4941.mp4,fiba,1920,1080,1.0,VISIBLE,864.5,437.5,126.0,ADJUDICATED,g400_stage1
fc2124bb50bcaffb234a62378eac7620582eaa06696f2074a05fd18f2d701b04,KjjghT10zjY,basketball__fiba-KjjghT10zjY_s3184.mp4,fiba,1920,1080,1.0,VISIBLE,447.0,277.0,87.0,ADJUDICATED,g400_stage1
b97481a69bac1dab1695e107f5252ae1e24926f47df4a229c70f84aa334ec1a8,HZw0bbHwHjY,basketball__fiba-HZw0bbHwHjY_s3910.mp4,fiba,1920,1080,1.0,VISIBLE,1279.25,542.5,36.75,AGREED,g400_stage1
c405748c24a2b1e96118dbfdefbfcb317cef9a3109b704e497b3e13c3efdb772,GG2f11NYjKw,nba__GG2f11NYjKw_s2924.mp4,nba,1920,1080,1.0,VISIBLE,1289.5,276.75,41.25,AGREED,g400_stage1
ea76ef78abc9f1d1e826594b21fd9e499049aae104042dc8e2f5ae4252fb0aba,1rZZ_7buX_Y,nba__1rZZ_7buX_Y_s2782.mp4,nba,1920,1080,1.0,VISIBLE,1003.0,1041.0,80.0,ADJUDICATED,g400_stage1
ed4ec7cdb8a15d08596ca60d59afc97c03af91a91b4bacc86d91b50694e2d3d6,Kh7Fj4ogPN4,nba__Kh7Fj4ogPN4_s2434.mp4,nba,1280,720,1.0,VISIBLE,138.0,400.0,27.0,ADJUDICATED,g400_stage1
edaa9b592debfefa422e9ef9b179fb3e1321585457909ab448722b7f2e0012e0,Ktu6yFS9iMo,nba__Ktu6yFS9iMo_s2532.mp4,nba,1280,720,1.0,VISIBLE,57.0,344.0,23.0,AGREED,g400_stage1
d6885538f7310ec31523317a5463c10d44005a8f759d42f07c444a792fffb843,Ge4uewCFUFQ,ncaa_basketball__Ge4uewCFUFQ_s2382.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,249.75,522.25,26.0,AGREED,g400_stage1
a5f4c120dcd3648ea271df9bd7579d60eb45ce3d7106d935d10a7d33c24ca81d,s-0Y7aLxXgM,ncaa_basketball__s-0Y7aLxXgM_s2460.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,360.0,219.0,28.0,ADJUDICATED,g400_stage1
c1ee5aad7436feee21a0718c0c3754f6107d5b4b310840a8f6451a5e25854816,qTXrSRHHR2M,ncaa_basketball__qTXrSRHHR2M_s2262.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,411.0,301.0,30.5,ADJUDICATED,g400_stage1
d11b27ae54298c06cb64941c92e5ae8a7f384e4a7bad3d21626b9998db2d01be,KZK9rv9TnGE,ncaa_basketball__KZK9rv9TnGE_s2858.mp4,ncaa_basketball,1280,720,1.0,VISIBLE,608.0,606.0,145.0,ADJUDICATED,g400_stage1
df0cc7a481e6ae1839a91b1c6660d62004553750f526fe49ba39dddb7196fbc0,jHcR5UxPGuE,basketball__acb-jHcR5UxPGuE_s1393.mp4,acb,1280,720,1.0,VISIBLE,195.5,374.5,19.0,AGREED,g400_stage1
fa451cd89365cdfd8dd3fa76c76560df1817889c1f693901db719a7d30043c3f,OHJgVogFtNE,basketball__acb-OHJgVogFtNE_s2920.mp4,acb,1920,1080,1.0,VISIBLE,827.75,791.25,46.0,AGREED,g400_stage1
