frame_key,rater,round,label,box_x,box_y,box_w,box_h,cx,cy,width,height,reason
2dec3133bd281d19d5fd67fc2356176887cdee1483db572a31b1120623ce9689,sol,2,VISIBLE,263,306,21,21,273.5,316.5,1280,720,ball on dribble
1ce8531c56b5acceacfe9fcb730f18b92b79b5f4fe2c7b7a65e51cc3a84caa54,sol,2,UNKNOWN,,,,,,,1280,720,ball unclear near handler
3b83fd3eaec9c02eb91ddf50fa35750aaa489c1487f4d8b5f25069b98bd3aa7c,sol,2,ABSENT,,,,,,,1280,720,player closeup no ball
1b70bb1d3efc9bd6175193869b6efe7b9116524ec3a5d285365a2e894608fe7e,sol,2,ABSENT,,,,,,,1280,720,stoppage with no player ball
14e9395b630c30d73d0fb8cef241204ce2d0b195cfe45d957e5d2f9794d57625,sol,2,VISIBLE,765,439,24,25,777.0,451.5,1280,720,ball held before free throw
23948de4dd821a4e9adb6818455fb08ca614837b062b7748b4972937576782fd,sol,2,UNKNOWN,,,,,,,1920,1080,ball obscured at frame border
86603ad2b512037c2b277101a5b8d9fde6ff25f901b3383ff68b0e92890121b5,sol,3,ABSENT,,,,,,,1280,720,player closeup no ball
62808c4cc85237e039c5c1440b316bbfb9c789e043a21b418b560070df246173,sol,3,UNKNOWN,,,,,,,1920,1080,ball not identifiable in wide play
385c1c14da5d2af2c92630191957844c4ad8c86c7011592929fb68743e172f2f,sol,3,ABSENT,,,,,,,1920,1080,broadcast logo only
343ff64c26087ad6e82ab817e1c74d457f1c688ef9618977532a74d7515c2475,sol,3,ABSENT,,,,,,,1920,1080,stats graphic no game ball
3081d8b7e6494e24d94a66b6b1638948c1c64fced15101fbb9dc0dfc3eb88b59,sol,3,ABSENT,,,,,,,1920,1080,crowd shot no ball
607e46e91f196d991077b94ca7848304598ad4fe091a679df8f70485bffa1350,sol,3,ABSENT,,,,,,,1920,1080,crowd shot no ball
260a999e7ee82f0f7ddc22e3c5caa37a317461f1540cf81716ce96b777ae5afb,sol,3,ABSENT,,,,,,,1920,1080,player closeup no ball
70706d001da9472b2c78b8886aaa5ceb7071b334ae6ebd2c9ba20c2decd21dc3,sol,3,ABSENT,,,,,,,1920,1080,player closeup no ball
77ea01c32fe24bf55d40bae2ee73300e2a25c6223024c6f6192a553c06a68177,sol,3,VISIBLE,564,780,35,37,581.5,798.5,1920,1080,ball bouncing near ballhandler
58d62331f3974095f7c795241e4187447c0c0313092a6fcbedb472bce515bbd3,sol,3,ABSENT,,,,,,,1280,720,bench closeup no ball
3015eb3f52fb5ef2ec6c3a42a37790884484d422d1db20b412503b562b83cc2a,sol,3,ABSENT,,,,,,,1920,1080,tunnel shot no ball
42775e938c8216198d44e8346422c78c44c8cf8d24d341e33f71fccca8241d9a,sol,3,ABSENT,,,,,,,1280,720,stoppage view no ball
2ce95936d913a6126a5dd9ce4d04116c7001d64cc6e04387f3eab927c57a84a9,sol,3,VISIBLE,988,503,78,84,1027.0,545.0,1920,1080,ball controlled by driving player
4213905ecff380bb03d5126c375cf95b4841ccd82cd67dfb4e735b1a27f68343,sol,3,VISIBLE,1323,255,38,35,1342.0,272.5,1920,1080,ball airborne near sideline
11a327e470e7fd336f43309d7c9f974a1042949071864d9a6e6bedc680835028,sol,3,VISIBLE,180,425,131,129,245.5,489.5,1280,720,ball held by referee
1d4b5ea6115933a74d7575367c15944151f63c5f57dd08bc076e96e851e415b8,sol,3,UNKNOWN,,,,,,,1920,1080,ball not identifiable in wide play
4b5522c10efbc5ed44437a5f083d8b77b868c00f67ae9f3415bc443c5b216f5e,sol,3,ABSENT,,,,,,,1920,1080,review graphic no ball
2cabffbec7b9d4ec05957f88d483df8804024197768cf5693e51be759671785b,sol,3,ABSENT,,,,,,,1920,1080,players walking no ball
245a32355389da717b94e9d3e01c3298b655056d46717d933e54762a84563c27,sol,3,ABSENT,,,,,,,1920,1080,player closeup no ball
5398d378368ea8a73c7a7a8371f8eb1bb167c399d7a940c180ee25b837518d58,sol,3,VISIBLE,861,276,24,23,873.0,287.5,1280,720,ball above players near rim
60a890f483f3e81ae4881a61ae49d75453f18d4110d195574f13128a87148484,sol,3,VISIBLE,655,448,181,178,745.5,537.0,1280,720,ball tucked under players arm
477084f791536a1781c93dc45d3bc2c4e0998cd646dc09304122c52dd0c93f20,sol,3,ABSENT,,,,,,,1280,720,stoppage view no ball
51255806ea975ae87838f777d2e92c97ec6be44363e37133fb083be55e53ec1e,sol,3,VISIBLE,184,271,21,20,194.5,281.0,1280,720,ball held on left wing
30505822b4f9a678aa87f3debddc33873a7d85fc1e9c2057bc61bf0f3d4f8f7e,sol,3,VISIBLE,1098,280,25,23,1110.5,291.5,1280,720,ball held by perimeter player
342db439be5087e0f97bb937297479d15d1b4bc8d3ebfa052bb7204b9d319d60,sol,3,VISIBLE,763,184,23,21,774.5,194.5,1280,720,ball raised near basket
364673586ff647b95288b7b50e0b3677551dc4ad2743631d762152b7ea2ac610,sol,3,VISIBLE,849,264,14,13,856.0,270.5,1280,720,ball bouncing beside ballhandler
696374ca92ec0580b25d58de20d255ad1863fec71f6278563bad5b772e81156d,sol,3,ABSENT,,,,,,,1280,720,player closeup no ball
251228393c783d5ba6bd79674edcee42ebce3bd46c56031aa2414be2fbdf9aca,sol,3,VISIBLE,796,410,24,23,808.0,421.5,1280,720,ball passing between players
20e1896d8372257eff2b0707c8dfed42c6d566c8279638ab276d261d469d3840,sol,3,VISIBLE,743,7,27,22,756.5,18.0,1280,720,ball airborne above basket
27a074d54a0a7ed8d11d11ef1de81465e6f0d8864a1bd80a1b09199188c60823,sol,3,UNKNOWN,,,,,,,1920,1080,ball obscured or out of frame
8ac59600ce06f9890d83f39913c3a01f723e956d4d3b396624b2e388edf9c237,sol,4,VISIBLE,981,289,20,20,991.0,299.0,1280,720,ball beside ballhandler
7a2124f313bd153d67baab648d57cd825edda95862d1d998a89370d5b2def1d4,sol,4,VISIBLE,353,512,25,26,365.5,525.0,1920,1080,blurred ball near baseline player
50c31e5043ac6be84ef65c50a38663841f288548c01ad720e52fd1f012611da2,sol,4,ABSENT,,,,,,,1920,1080,promo scene without game ball
43ff8f9425693f07f5e2c2f5eaa82d7cc4ef8c93b71c4e09ded347e65b79523e,sol,4,ABSENT,,,,,,,1920,1080,interview closeup without ball
30828d37a3c5040ead5a313a3ab20921d23efd13c8edddf0716947763622faf5,sol,4,ABSENT,,,,,,,1920,1080,timeout bench without ball
683c859b88265acfc46931370397027c6b8b45bad9515a66cece7f96f284679a,sol,4,VISIBLE,696,744,29,29,710.5,758.5,1920,1080,ball at dribblers hand
2e2085e5f4df9cc1179da59fb7b9fc6247ea70f1e7057a9c4acb6f56e17c12a4,sol,4,UNKNOWN,,,,,,,1920,1080,live ball obscured in traffic
7124a92f8172fee55ad8d3d50be7eba58e3fa7348719c30392b332aa33576208,sol,4,ABSENT,,,,,,,1920,1080,player closeup without ball
90c223eb0b81addf97f7a836e1525c608a2ace7c4bc20d6024c0257a9c70fbfb,sol,4,ABSENT,,,,,,,1920,1080,timeout huddle without ball
735620bdefa481de47922d0d5498c4c9e138bdda60b72609853c992c056ba19c,sol,4,ABSENT,,,,,,,1280,720,player closeup without ball
34947548a21599bc515dd0e584588365412e98601094133a4cea85cde71cf54a,sol,4,ABSENT,,,,,,,1920,1080,bench closeup without ball
69ee42e73ab36d09c8e21ebd27dfbee20119710f63d946626da82183911ddbc3,sol,4,ABSENT,,,,,,,1280,720,sideline closeup without ball
6122a3e8ee36a88b4dedfced5458e26fe5c938ab282cbec482d3816bb4c60137,sol,4,VISIBLE,1438,730,34,29,1455.0,744.5,1920,1080,ball under dribblers hand
4645b74c25df4efd7fb8ddb07f0df515ed7268c61222911cef132e7f5c1d9179,sol,4,VISIBLE,1477,475,30,30,1492.0,490.0,1920,1080,ball held by perimeter player
694f990b560c3ea542f2fb86fba9a0ca856072c53bf2be0db9b1f3afa54110fe,sol,4,VISIBLE,563,419,19,19,572.5,428.5,1280,720,ball between shooters hands
2342fa2f794fffb239128ba4e3f610975c24f28f6109ee10f22ddd445137b730,sol,4,VISIBLE,945,319,29,31,959.5,334.5,1920,1080,ball held near chest
54c6fdfc3a63d2a63c0ad9315d96da2d63c950c870ecfac5db5e6b9ac1a93846,sol,4,ABSENT,,,,,,,1920,1080,challenge replay without visible ball
479b06b30e23afdd1a50fd9e24d9125b4538451b46f2dd61067b7ab90efa42e8,sol,4,VISIBLE,377,476,28,28,391.0,490.0,1920,1080,ball in left hand dribble
450de77d7691584de62e6cbadd9e133901526e45e7ec33d4e565a23fde6d565a,sol,4,UNKNOWN,,,,,,,1920,1080,ball obscured by driving player
7bdf4b8d722456565818e60bed1229da03dfa681b2c90ba38c7c77970510b5c6,sol,4,ABSENT,,,,,,,1280,720,timeout scene without ball
75b7df0dc19e6591ae5565817878c5e6d6f77dc51f28f1afe8d98c1161d6756b,sol,4,VISIBLE,729,218,20,21,739.0,228.5,1280,720,ball above rim
54fc3dab005ceb55b056202fbdadf3571a1e11093bdb3d9e49b8180de52a3739,sol,4,VISIBLE,1007,198,19,20,1016.5,208.0,1280,720,ball held on right wing
688b16a0eed8b43353b4719136bbe877bdf5e0402bae2e6d212fbc28c8efe7f4,sol,4,UNKNOWN,,,,,,,1280,720,shot ball not clearly discernible
42c97f45fc315f81754ea3d00fef6175971a6d51dd73414ebb3c7d89a7a2bba0,sol,4,ABSENT,,,,,,,1280,720,crowd interaction without ball
4a1750769a6d81c19853fc506a091aa683c69a0c6265ef3c66d1d385debbcdb2,sol,4,VISIBLE,1009,268,20,21,1019.0,278.5,1280,720,ball airborne before catch
589cee1465466c71c6c367a6d8b1cf1c2a526dfbc8214c9e7e6f54b8dd49efc9,sol,4,ABSENT,,,,,,,1280,720,period break without ball
821552787edc89400e99ded12330281db58db96a6cfd82ea0fed7b33bcc4a7c1,sol,4,VISIBLE,667,235,21,21,677.5,245.5,1280,720,ball held under basket
2f817c74f8463b628ed68f6f047b9035b6c61aa90f14c2342718530c31c25e3d,sol,4,VISIBLE,1094,21,127,146,1157.5,94.0,1280,720,ball beside rim camera
23126846d301b261a52282ccc987e78fae9aed7ebfac275d7ce7eab77f1e7a39,sol,4,ABSENT,,,,,,,1280,720,coach closeup without ball
5111d6d51460f7a73541ddc95d3c38af4db0c4ae692cb48ae2e84f27451916a3,sol,4,VISIBLE,1097,711,57,65,1125.5,743.5,1920,1080,motion blurred ball in traffic
8c05207f2909a8411451ce2abe605e080b541a92e25137b251717d2b42dd25ec,sol,5,VISIBLE,687,0,121,102,747.5,51.0,1280,720,ball held overhead
977231941d6de5d0b2f6bee22ce1e2e77b3eb9fc6d7bf8611c69791635ef1447,sol,5,ABSENT,,,,,,,1920,1080,no ball in closeup
64181b41b0d92136e0ed26602939bc310c4d36e44eb92dd9eb2f99e49fd1d2ce,sol,5,ABSENT,,,,,,,1920,1080,map graphic only
567b6e021ad8849c0eaef2c9d4e9b050d5190a253a3af9de878ffcbda5d8e978,sol,5,ABSENT,,,,,,,1920,1080,stats graphic only
43a146721b4ecd958bbb7e9fbfea67880243a15d3bf275be49947c501fbf634b,sol,5,VISIBLE,1601,507,31,30,1616.5,522.0,1920,1080,ball held at sideline
72bfedfa44db8108f13154a3966875664d5a4af585c9d32d027c3c9fd8319ec4,sol,5,UNKNOWN,,,,,,,1920,1080,ball obscured in traffic
31a449b8825fb744a58879ac521d7b9f1e356ff01d412463a78ab0cd4daeda1d,sol,5,UNKNOWN,,,,,,,1920,1080,ball not identifiable
72c0e7372c526c434cd8b1ceb0b1e9dcecc671920eb9f031d8c6b0251163a54d,sol,5,ABSENT,,,,,,,1920,1080,timeout bench scene
9208fa951c5b4a3d1e269baa737531d61f030ad330091d3762d42bbc26455c78,sol,5,ABSENT,,,,,,,1920,1080,player closeup no ball
7a8c0340cba125f383f1bee270d3f85a06d09c228e63fe26f8984e4d57fb946b,sol,5,ABSENT,,,,,,,1280,720,halftime closeup no ball
393aa74f807ead7757e4ca6fd8cfaf1f9fa9022e27184e5ea9210a0375833c69,sol,5,ABSENT,,,,,,,1920,1080,stoppage court no ball
8ec0d6a276426c16dbb99bd2340501094adaac892d7de12e9622c1fc7876682f,sol,5,UNKNOWN,,,,,,,1280,720,ball obscured by handler
7cec3dfa2e54e6557f8db43feb7b2a498ef41a451b349508779f73d5fc87f04d,sol,5,ABSENT,,,,,,,1920,1080,players closeup no ball
4972a9bd15d5f5bbc74bd7666a49cea45871e73a1f405228e06005c755bb9921,sol,5,VISIBLE,286,506,30,29,301.0,520.5,1920,1080,ball in handlers hand
73b55b32aaa40695a8e629c18214512f5c22341c337623c999d5af28246ea59f,sol,5,VISIBLE,916,437,28,29,930.0,451.5,1280,720,ball held at chest
49f8dfaac04095659c2667b199f7aa0448ee5ff91c9a3daeea7a30ffd86a3346,sol,5,VISIBLE,1756,454,32,33,1772.0,470.5,1920,1080,ball held on wing
903236982fa10d60795643107e74347f5a32f7a2e12cfd28920a68513a387830,sol,5,VISIBLE,700,618,49,49,724.5,642.5,1920,1080,ball bouncing in replay
5837a6fd032f299831f49b4d9259167c563e566f0e431339095667516049a4aa,sol,5,VISIBLE,1566,806,35,45,1583.5,828.5,1920,1080,ball on low dribble
54f647e2516eddaf6c1a2954e6eade11816f582a864570f0706a22a3c7d88e83,sol,5,VISIBLE,382,368,29,28,396.5,382.0,1920,1080,ball held near sideline
bf043c06df4d46a2c5fde16f0bb2694a16e8786373cc272a0a6eccaedc4f2099,sol,5,ABSENT,,,,,,,1280,720,bench closeup no ball
8855654569c88f781daa6c949000f41c49776c1722943cc41701c4b1ca61a345,sol,5,ABSENT,,,,,,,1280,720,official holds no active ball
874d02c3744675742828a84b476558fbc48798a8c7440751923e0c9da4d4b6aa,sol,5,ABSENT,,,,,,,1280,720,player closeup no ball
6b5723b2d2b7ece4017682dc43fce8d8ec7c0fd8418e74cc37aa3119b8653bc8,sol,5,VISIBLE,495,405,17,17,503.5,413.5,1280,720,ball on court
64388f71e3cc7b3429fcb24e8f089f880fdfd9c1f05c672fb19bfceb06047acc,sol,5,VISIBLE,404,278,29,29,418.5,292.5,1280,720,ball airborne on pass
76a161ada37815ef2c9e1c3d3f36d1f7ec1651052a0039a100e44d59e5dad558,sol,5,VISIBLE,735,61,50,57,760.0,89.5,1280,720,ball held overhead
5a2f330d84697bcce4cd8dbadf8144539c84a4d9946eaae7b5e9ed5144fdd3a5,sol,5,VISIBLE,502,230,20,20,512.0,240.0,1280,720,ball in handlers hand
82cec948f4729abc5df8507fd0f6d2312b681ba750547a9d873b56aefc0ed993,sol,5,VISIBLE,232,376,20,19,242.0,385.5,1280,720,ball on low dribble
3734d91b275a7ae11088e8a4dd664b50d3190e66819a23149831b2bce9fb53f5,sol,5,UNKNOWN,,,,,,,1280,720,ball hidden in lane traffic
2da3cf59323281dc36c8ac8298cbbc9be63134693707d56a9ff598eda4b2fc99,sol,5,VISIBLE,673,297,29,30,687.5,312.0,1280,720,ball held for free throw
559d7f1ca444d5a732caec2fd5cc5fa02c76e56f9485be738988670d47269888,sol,5,UNKNOWN,,,,,,,1920,1080,blurred crop hides ball
8d2facc3514992b35e25a001869614c735c93f1392a6b39a8ebc5f62a8a38fa2,sol,6,ABSENT,,,,,,,1280,720,close player shot without ball
ab164dd59b9ef79886dd6bc69676938a895e909e0261e20ccc9eccb2b1130986,sol,6,VISIBLE,1033,382,27,29,1046.5,396.5,1920,1080,ball airborne near players
66c8e8fad5e69d65c665eeacb44830afece93425632fd7ffba119879125f0ea5,sol,6,ABSENT,,,,,,,1920,1080,player huddle without ball
5b36027c4952db3c5c18f03a758d3aa543ea45c694abecc79e5d6a22f5477de4,sol,6,VISIBLE,322,299,29,29,336.5,313.5,1920,1080,ball airborne behind player
6850627900848f4ac12eda764add442aa4a7edaa45e562ef866edb77cc684de4,sol,6,ABSENT,,,,,,,1920,1080,player closeup without ball
89306c655150ba3c3f14e94e80df007734195782057506d76447fbd13d4826dd,sol,6,ABSENT,,,,,,,1920,1080,player closeup without ball
4a32fd8786d221b2d409bb631fba5c0f452afc8aba18864816888b76c4cf59f2,sol,6,ABSENT,,,,,,,1920,1080,player closeup without ball
7321b0c30573a5aa91462a54c70d68d30f046f2c77aa32d2646f433dabedcf37,sol,6,VISIBLE,1626,521,32,35,1642.0,538.5,1920,1080,official holding ball
ad4808ec193e86e1e914a5656da68189f0451f3359da3a6dd641399eb5f43216,sol,6,ABSENT,,,,,,,1920,1080,players waiting without ball
8078eb1d155a2642507c09420bc17dba5c0b1c7ed5ac7415f782113f64dc5625,sol,6,ABSENT,,,,,,,1280,720,players walking without ball
4b226efc45537f13f291e186964f1b01706b0dfd1eecb73ff2708299795967a7,sol,6,VISIBLE,629,664,34,31,646.0,679.5,1920,1080,ball bouncing by shooter
8fd1fd1fc29d433b41841a437975324d2e91d35e4dd7043bd3a64cbafe405392,sol,6,ABSENT,,,,,,,1280,720,bench closeup without ball
8a9ebab28a5cdafb4bad1acf44806d6a450ed20ec10968de026d79cc9de1baeb,sol,6,ABSENT,,,,,,,1920,1080,player closeup without ball
6b0cea4ffea185382f5fd9c40ba4283cb4c3f4b2e2641108a2785b3be18325e0,sol,6,VISIBLE,1126,765,63,60,1157.5,795.0,1920,1080,player dribbling ball
79ea5f1bf761d1ab152bd9f3b3a916c4b21efab0f2f7012ab8f1aec058f0e735,sol,6,VISIBLE,1162,393,22,30,1173.0,408.0,1280,720,player controlling ball
98d222836e3ed00a730f843e408c1f40728648b98d98df63968469fde49c4ba2,sol,6,VISIBLE,1340,451,36,40,1358.0,471.0,1920,1080,ball airborne near baseline
ab2582564942b035c85bafbb63e074f785d9086829ecef9dfe42d7bbaa17b2e9,sol,6,ABSENT,,,,,,,1920,1080,advertisement without game ball
7855bda02771e5e982132861eb288a4ddbfcded8a02b0481a8f7fb587f261bb7,sol,6,ABSENT,,,,,,,1920,1080,player closeup without ball
7ebff0bd660d0165b1de252141fa54985634ac516e6fc3f83847c87ea2afee7c,sol,6,VISIBLE,1205,475,33,34,1221.5,492.0,1920,1080,ball beside baseline player
d2307a2e373737524c4e2bc14aa5cae4a851674fe04b3d7a79d29b13b837e676,sol,6,VISIBLE,1023,345,18,20,1032.0,355.0,1280,720,ball under dribblers hand
8af055f12a3726010be5fa6516743ae2591ba481b22c1d22bf7232f230eb30fb,sol,6,ABSENT,,,,,,,1280,720,player closeup without ball
9218c9539299c0375ae605d5c6a6c4123cf8552d6825fa715685695bff68ae6f,sol,6,ABSENT,,,,,,,1280,720,player closeup without ball
9b6493d5f61b10bb3a7bd0260b543ac3a64d900469be30a1b879d2ffd31de804,sol,6,VISIBLE,610,270,20,20,620.0,280.0,1280,720,ball airborne near rim
8b89257a9d092913287a9de1ff643d67734449ba9126e9f49afa7d90a6748d6d,sol,6,VISIBLE,639,281,45,37,661.5,299.5,1280,720,player holding ball
822a5d65c1d994deb4511f9e01ce17991f7f33553aae48a3729bae1539a208d6,sol,6,ABSENT,,,,,,,1280,720,player closeup without ball
64494c7ed65840920de3dc1407bf3087b8d8f4d4e2d8c9b11dcc7a54b879ec93,sol,6,VISIBLE,833,177,24,25,845.0,189.5,1280,720,player carrying ball
887f21c26908153a4896f86be828a201ada27fc13a565b0ba315b3ad1229e999,sol,6,ABSENT,,,,,,,1280,720,players closeup without ball
