archive,line,rater,round,frame_key,width,height,box_w,box_h,diameter,cx,cy,usable,exclusion
g400_rater_sol_03.txt,23,sol,3,51255806ea975ae87838f777d2e92c97ec6be44363e37133fb083be55e53ec1e,1280,720,21.0,20.0,20.5,194.5,281.0,1,
g400_rater_sol_03.txt,24,sol,3,30505822b4f9a678aa87f3debddc33873a7d85fc1e9c2057bc61bf0f3d4f8f7e,1280,720,25.0,23.0,24.0,1110.5,291.5,1,
g400_rater_sol_03.txt,25,sol,3,342db439be5087e0f97bb937297479d15d1b4bc8d3ebfa052bb7204b9d319d60,1280,720,23.0,21.0,22.0,774.5,194.5,1,
g400_rater_sol_03.txt,26,sol,3,364673586ff647b95288b7b50e0b3677551dc4ad2743631d762152b7ea2ac610,1280,720,14.0,13.0,13.5,856.0,270.5,1,
g400_rater_sol_03.txt,28,sol,3,251228393c783d5ba6bd79674edcee42ebce3bd46c56031aa2414be2fbdf9aca,1280,720,24.0,23.0,23.5,808.0,421.5,1,
g400_rater_sol_03.txt,29,sol,3,20e1896d8372257eff2b0707c8dfed42c6d566c8279638ab276d261d469d3840,1280,720,27.0,22.0,24.5,756.5,18.0,1,
g400_rater_sol_04.txt,1,sol,4,8ac59600ce06f9890d83f39913c3a01f723e956d4d3b396624b2e388edf9c237,1280,720,20.0,20.0,20.0,991.0,299.0,1,
g400_rater_sol_04.txt,2,sol,4,7a2124f313bd153d67baab648d57cd825edda95862d1d998a89370d5b2def1d4,1920,1080,25.0,26.0,25.5,365.5,525.0,1,
g400_rater_sol_04.txt,6,sol,4,683c859b88265acfc46931370397027c6b8b45bad9515a66cece7f96f284679a,1920,1080,29.0,29.0,29.0,710.5,758.5,1,
g400_rater_sol_04.txt,13,sol,4,6122a3e8ee36a88b4dedfced5458e26fe5c938ab282cbec482d3816bb4c60137,1920,1080,34.0,29.0,31.5,1455.0,744.5,1,
g400_rater_sol_04.txt,14,sol,4,4645b74c25df4efd7fb8ddb07f0df515ed7268c61222911cef132e7f5c1d9179,1920,1080,30.0,30.0,30.0,1492.0,490.0,1,
g400_rater_sol_04.txt,15,sol,4,694f990b560c3ea542f2fb86fba9a0ca856072c53bf2be0db9b1f3afa54110fe,1280,720,19.0,19.0,19.0,572.5,428.5,1,
g400_rater_sol_04.txt,16,sol,4,2342fa2f794fffb239128ba4e3f610975c24f28f6109ee10f22ddd445137b730,1920,1080,29.0,31.0,30.0,959.5,334.5,1,
g400_rater_sol_04.txt,18,sol,4,479b06b30e23afdd1a50fd9e24d9125b4538451b46f2dd61067b7ab90efa42e8,1920,1080,28.0,28.0,28.0,391.0,490.0,1,
g400_rater_sol_04.txt,21,sol,4,75b7df0dc19e6591ae5565817878c5e6d6f77dc51f28f1afe8d98c1161d6756b,1280,720,20.0,21.0,20.5,739.0,228.5,1,
g400_rater_sol_04.txt,22,sol,4,54fc3dab005ceb55b056202fbdadf3571a1e11093bdb3d9e49b8180de52a3739,1280,720,19.0,20.0,19.5,1016.5,208.0,1,
g400_rater_sol_04.txt,25,sol,4,4a1750769a6d81c19853fc506a091aa683c69a0c6265ef3c66d1d385debbcdb2,1280,720,20.0,21.0,20.5,1019.0,278.5,1,
g400_rater_sol_04.txt,27,sol,4,821552787edc89400e99ded12330281db58db96a6cfd82ea0fed7b33bcc4a7c1,1280,720,21.0,21.0,21.0,677.5,245.5,1,
g400_rater_sol_04.txt,28,sol,4,2f817c74f8463b628ed68f6f047b9035b6c61aa90f14c2342718530c31c25e3d,1280,720,127.0,146.0,136.5,1157.5,94.0,1,
g400_rater_sol_04.txt,30,sol,4,5111d6d51460f7a73541ddc95d3c38af4db0c4ae692cb48ae2e84f27451916a3,1920,1080,57.0,65.0,61.0,1125.5,743.5,1,
g400_rater_sol_05.txt,1,sol,5,8c05207f2909a8411451ce2abe605e080b541a92e25137b251717d2b42dd25ec,1280,720,121.0,102.0,111.5,747.5,51.0,1,
g400_rater_sol_05.txt,5,sol,5,43a146721b4ecd958bbb7e9fbfea67880243a15d3bf275be49947c501fbf634b,1920,1080,31.0,30.0,30.5,1616.5,522.0,1,
g400_rater_sol_05.txt,14,sol,5,4972a9bd15d5f5bbc74bd7666a49cea45871e73a1f405228e06005c755bb9921,1920,1080,30.0,29.0,29.5,301.0,520.5,1,
g400_rater_sol_05.txt,15,sol,5,73b55b32aaa40695a8e629c18214512f5c22341c337623c999d5af28246ea59f,1280,720,28.0,29.0,28.5,930.0,451.5,1,
g400_rater_sol_05.txt,16,sol,5,49f8dfaac04095659c2667b199f7aa0448ee5ff91c9a3daeea7a30ffd86a3346,1920,1080,32.0,33.0,32.5,1772.0,470.5,1,
g400_rater_sol_05.txt,17,sol,5,903236982fa10d60795643107e74347f5a32f7a2e12cfd28920a68513a387830,1920,1080,49.0,49.0,49.0,724.5,642.5,1,
g400_rater_sol_05.txt,18,sol,5,5837a6fd032f299831f49b4d9259167c563e566f0e431339095667516049a4aa,1920,1080,35.0,45.0,40.0,1583.5,828.5,1,
g400_rater_sol_05.txt,19,sol,5,54f647e2516eddaf6c1a2954e6eade11816f582a864570f0706a22a3c7d88e83,1920,1080,29.0,28.0,28.5,396.5,382.0,1,
g400_rater_sol_05.txt,23,sol,5,6b5723b2d2b7ece4017682dc43fce8d8ec7c0fd8418e74cc37aa3119b8653bc8,1280,720,17.0,17.0,17.0,503.5,413.5,1,
g400_rater_sol_05.txt,24,sol,5,64388f71e3cc7b3429fcb24e8f089f880fdfd9c1f05c672fb19bfceb06047acc,1280,720,29.0,29.0,29.0,418.5,292.5,1,
g400_rater_sol_05.txt,25,sol,5,76a161ada37815ef2c9e1c3d3f36d1f7ec1651052a0039a100e44d59e5dad558,1280,720,50.0,57.0,53.5,760.0,89.5,1,
g400_rater_sol_05.txt,26,sol,5,5a2f330d84697bcce4cd8dbadf8144539c84a4d9946eaae7b5e9ed5144fdd3a5,1280,720,20.0,20.0,20.0,512.0,240.0,1,
g400_rater_sol_05.txt,27,sol,5,82cec948f4729abc5df8507fd0f6d2312b681ba750547a9d873b56aefc0ed993,1280,720,20.0,19.0,19.5,242.0,385.5,1,
g400_rater_sol_05.txt,29,sol,5,2da3cf59323281dc36c8ac8298cbbc9be63134693707d56a9ff598eda4b2fc99,1280,720,29.0,30.0,29.5,687.5,312.0,1,
g400_rater_sol_06.txt,2,sol,6,ab164dd59b9ef79886dd6bc69676938a895e909e0261e20ccc9eccb2b1130986,1920,1080,27.0,29.0,28.0,1046.5,396.5,1,
g400_rater_sol_06.txt,4,sol,6,5b36027c4952db3c5c18f03a758d3aa543ea45c694abecc79e5d6a22f5477de4,1920,1080,29.0,29.0,29.0,336.5,313.5,1,
g400_rater_sol_06.txt,8,sol,6,7321b0c30573a5aa91462a54c70d68d30f046f2c77aa32d2646f433dabedcf37,1920,1080,32.0,35.0,33.5,1642.0,538.5,1,
g400_rater_sol_06.txt,11,sol,6,4b226efc45537f13f291e186964f1b01706b0dfd1eecb73ff2708299795967a7,1920,1080,34.0,31.0,32.5,646.0,679.5,1,
g400_rater_sol_06.txt,14,sol,6,6b0cea4ffea185382f5fd9c40ba4283cb4c3f4b2e2641108a2785b3be18325e0,1920,1080,63.0,60.0,61.5,1157.5,795.0,1,
g400_rater_sol_06.txt,15,sol,6,79ea5f1bf761d1ab152bd9f3b3a916c4b21efab0f2f7012ab8f1aec058f0e735,1280,720,22.0,30.0,26.0,1173.0,408.0,1,
g400_rater_sol_06.txt,16,sol,6,98d222836e3ed00a730f843e408c1f40728648b98d98df63968469fde49c4ba2,1920,1080,36.0,40.0,38.0,1358.0,471.0,1,
g400_rater_sol_06.txt,19,sol,6,7ebff0bd660d0165b1de252141fa54985634ac516e6fc3f83847c87ea2afee7c,1920,1080,33.0,34.0,33.5,1221.5,492.0,1,
g400_rater_sol_06.txt,20,sol,6,d2307a2e373737524c4e2bc14aa5cae4a851674fe04b3d7a79d29b13b837e676,1280,720,18.0,20.0,19.0,1032.0,355.0,1,
g400_rater_sol_06.txt,23,sol,6,9b6493d5f61b10bb3a7bd0260b543ac3a64d900469be30a1b879d2ffd31de804,1280,720,20.0,20.0,20.0,620.0,280.0,1,
g400_rater_sol_06.txt,24,sol,6,8b89257a9d092913287a9de1ff643d67734449ba9126e9f49afa7d90a6748d6d,1280,720,45.0,37.0,41.0,661.5,299.5,1,
g400_rater_sol_06.txt,26,sol,6,64494c7ed65840920de3dc1407bf3087b8d8f4d4e2d8c9b11dcc7a54b879ec93,1280,720,24.0,25.0,24.5,845.0,189.5,1,
g400_rater_sol_06.txt,30,sol,6,770cf3fbcf91631b945b49c08496481c7a0c90cf861eb1a81d323767d09c3f2b,1920,1080,39.0,45.0,42.0,1750.5,258.5,1,
g400_rater_sol_07.txt,2,sol,7,c6c10b4839482d79e27f5cf4837ed5f4eb45cff501681d936dcd7589e4206740,1920,1080,29.0,31.0,30.0,1250.5,518.5,1,
g400_rater_sol_07.txt,3,sol,7,769051cb48c0d476817cf74ac7c2b47ebd839eb928136470baf84e81c902507b,1920,1080,41.0,41.0,41.0,1076.5,336.5,1,
g400_rater_sol_07.txt,4,sol,7,5bd1478b59152518c935cce2314e27ba02759fcd64d3d3691d0217a9f3480a9f,1920,1080,111.0,107.0,109.0,1280.5,386.5,1,
g400_rater_sol_07.txt,5,sol,7,92352b7937f60fc803b3af393a8772bae6bcc37f5a22a84fda8454dec3feb718,1920,1080,27.0,27.0,27.0,1348.5,406.5,1,
g400_rater_sol_07.txt,7,sol,7,a8228b951ae2a615065fe4350b80bd2f82e2ce588feab46b0ff23e46d318e54b,1920,1080,28.0,27.0,27.5,1646.0,632.5,1,
g400_rater_sol_07.txt,9,sol,7,cdd78a2279bae7055bfe4c19cb86bbd1756df77fbdc9136cd838166f6063b9fd,1920,1080,128.0,130.0,129.0,1078.0,812.0,1,
g400_rater_sol_07.txt,10,sol,7,a9c0c368cc98a109a25650e95572b3a085ed6f94613cd1619e7d0f74b5cb69b6,1280,720,20.0,22.0,21.0,654.0,216.0,1,
g400_rater_sol_07.txt,13,sol,7,8d90a261a9d5faa03eb381cca35e3bac81c390a1e647bb6d5f704e43f178cd3a,1920,1080,44.0,45.0,44.5,571.0,600.5,1,
g400_rater_sol_07.txt,15,sol,7,9115fdc7cf7155d6e13c1d306c6c0df3d44ee31975c9e54a44a6f648f00ff599,1280,720,21.0,23.0,22.0,552.5,261.5,1,
g400_rater_sol_07.txt,19,sol,7,88d4cdde4d85e015fdc9d780454b1d3b7672bd926cbb13b642d8b419c2c80360,1920,1080,33.0,28.0,30.5,778.5,415.0,1,
g400_rater_sol_07.txt,20,sol,7,e5bac25c6b674f3439ab2fcc54adb83cf197e167807eaa9696f6afb20f0effbe,1280,720,22.0,29.0,25.5,456.0,296.5,1,
g400_rater_sol_07.txt,21,sol,7,96e5562dc38214af47488a859cb37572b4d86a48668c1687ed5d9f5b36071fc2,1280,720,20.0,24.0,22.0,866.0,141.0,1,
g400_rater_sol_07.txt,22,sol,7,987578fec437e4ec7e02a60d895d54793d65f1af03534c4613340a13033fdda3,1280,720,20.0,20.0,20.0,657.0,359.0,1,
g400_rater_sol_07.txt,23,sol,7,b2d2fa54ef1be8c0a9a37177625f255e1249b8ecc3486215128f97a376f23113,1280,720,21.0,23.0,22.0,405.5,252.5,1,
g400_rater_sol_07.txt,24,sol,7,b4a0830926da6c21ef6e5682ae9eecfb67fff6b9237354247f23313d0e9d83c3,1280,720,26.0,28.0,27.0,552.0,154.0,1,
g400_rater_sol_07.txt,26,sol,7,89e698b5946b10c5bad1793a9f03eaf9f9e532ac3964114cbfd10eccc199ad30,1280,720,17.0,18.0,17.5,399.5,311.0,1,
g400_rater_sol_07.txt,27,sol,7,9736ef960c3923b11f5eddf9229b63e9da2df81cf41d43be3fbdfd864a47762f,1280,720,19.0,20.0,19.5,1000.5,358.0,1,
g400_rater_sol_07.txt,28,sol,7,70536d53a8070ebc6e8b53f6f8437b8bef0845236dd94f69e87deb8e0e4407f1,1280,720,70.0,69.0,69.5,777.0,302.5,1,
g400_rater_sol_07.txt,29,sol,7,7b2b0b4c5f589c1020f27d387b68274f936b53d5e3ae97a745eb0e3c4b4bad2b,1280,720,18.0,19.0,18.5,440.0,330.5,1,
g400_rater_sol_08.txt,1,sol,8,b4fb0c7a85d1ca8e37f846ad086dc62021d96a46f99655f33afe2f130ed05704,1280,720,15.0,17.0,16.0,893.5,391.5,1,
g400_rater_sol_08.txt,6,sol,8,a0cc8eb15237ac276e044b18607e4425949f09042a21da33b7f9fb0034eaa387,1920,1080,29.0,30.0,29.5,718.5,800.0,1,
g400_rater_sol_08.txt,9,sol,8,dd17d4d9a296f4d60382c257185ee5b6ab08e464533aefceca3c010ab26b5166,1920,1080,28.0,29.0,28.5,730.0,715.5,1,
g400_rater_sol_08.txt,10,sol,8,c7a6bb2ed8d17d9e8d4ec5004040a68ff02f97c0a4035ec167aa76d35b00bb0d,1280,720,19.0,19.0,19.0,366.5,170.5,1,
g400_rater_sol_08.txt,12,sol,8,c2f9d417e06e508c42ffac0fd95c71ff38c8503c3a9b9a9515972e86d5d90a71,1280,720,19.0,18.0,18.5,541.5,170.0,1,
g400_rater_sol_08.txt,14,sol,8,798a52755cc8303c1b19c9ee506a3ac52e9f8ad42170fd48c0d008548df2e009,1920,1080,27.0,29.0,28.0,1309.5,551.5,1,
g400_rater_sol_08.txt,15,sol,8,b87836a7c968c40018d4b263afe1c31534feee41cfa58541dca9da290a57fc48,1280,720,16.0,17.0,16.5,715.0,282.5,1,
g400_rater_sol_08.txt,16,sol,8,c94f62399af9cbb77764c057531584ae88261a0fb2461c4c0827aa71793b86c2,1920,1080,29.0,30.0,29.5,880.5,698.0,1,
g400_rater_sol_08.txt,18,sol,8,e5d4e960192d4d220d3201eb07ef72f6c2b88aec432bc47a3923739132190b78,1920,1080,30.0,31.0,30.5,1085.0,649.5,1,
g400_rater_sol_08.txt,19,sol,8,94323b993bded6cf19708d96caabb2802960831e86b19bb6be14c655aa8448a1,1920,1080,25.0,26.0,25.5,828.5,396.0,1,
g400_rater_sol_08.txt,20,sol,8,ead9fcb9d393d99c39b0b526d8802f4aa4043baf0e01da2650e171625ae12b64,1280,720,24.0,23.0,23.5,1256.0,459.5,1,
g400_rater_sol_08.txt,21,sol,8,b0133ec0784645c717de53a6bf22de51b25ab934118fd5dfce5a71710ad35153,1280,720,19.0,19.0,19.0,757.5,260.5,1,
g400_rater_sol_08.txt,24,sol,8,b4c21db951a7c24f82d2cdfbc70fe66256b2d4c003b9c132629d16a06c94873f,1280,720,20.0,20.0,20.0,329.0,285.0,1,
g400_rater_sol_08.txt,25,sol,8,9c42154fa44c94192549601fd980f71726081adfebcf787b031f73e779baa85b,1280,720,19.0,19.0,19.0,964.5,346.5,1,
g400_rater_sol_08.txt,27,sol,8,b5281f2aae8f83eee50a0fe9905c1dedd3a479a1d2937e1a6c937611ff042ac5,1280,720,20.0,20.0,20.0,969.0,331.0,1,
g400_rater_sol_08.txt,29,sol,8,92ea689eb22dc1bf3641ffce8b8035748ccfe8acaf00a7c0c69d5e88f105bd87,1280,720,25.0,26.0,25.5,662.5,426.0,1,
g400_rater_sol_09.txt,2,sol,9,e6f95762c19e188b05f671d87406655ccc1f9131ab74abf8d72fd1c2ccf83d12,1920,1080,84.0,83.0,83.5,960.0,450.5,1,
g400_rater_sol_09.txt,6,sol,9,fc2124bb50bcaffb234a62378eac7620582eaa06696f2074a05fd18f2d701b04,1920,1080,96.0,80.0,88.0,466.0,294.0,1,
g400_rater_sol_09.txt,7,sol,9,b97481a69bac1dab1695e107f5252ae1e24926f47df4a229c70f84aa334ec1a8,1920,1080,44.0,43.0,43.5,1280.0,542.5,1,
g400_rater_sol_09.txt,13,sol,9,c405748c24a2b1e96118dbfdefbfcb317cef9a3109b704e497b3e13c3efdb772,1920,1080,39.0,39.0,39.0,1290.5,278.5,1,
g400_rater_sol_09.txt,14,sol,9,ea76ef78abc9f1d1e826594b21fd9e499049aae104042dc8e2f5ae4252fb0aba,1920,1080,72.0,63.0,67.5,964.0,1048.5,1,
g400_rater_sol_09.txt,16,sol,9,d8849a787681c0e30704e3c86d65e7048e3748ec252bc37819c6ef4b13aacb3d,1920,1080,44.0,44.0,44.0,1310.0,248.0,1,
g400_rater_sol_09.txt,20,sol,9,ed4ec7cdb8a15d08596ca60d59afc97c03af91a91b4bacc86d91b50694e2d3d6,1280,720,30.0,29.0,29.5,166.0,392.5,1,
g400_rater_sol_09.txt,21,sol,9,edaa9b592debfefa422e9ef9b179fb3e1321585457909ab448722b7f2e0012e0,1280,720,24.0,23.0,23.5,56.0,345.5,1,
g400_rater_sol_09.txt,22,sol,9,d6885538f7310ec31523317a5463c10d44005a8f759d42f07c444a792fffb843,1280,720,24.0,25.0,24.5,250.0,524.5,1,
g400_rater_sol_09.txt,25,sol,9,a5f4c120dcd3648ea271df9bd7579d60eb45ce3d7106d935d10a7d33c24ca81d,1280,720,24.0,27.0,25.5,362.0,187.5,1,
g400_rater_sol_09.txt,26,sol,9,c1ee5aad7436feee21a0718c0c3754f6107d5b4b310840a8f6451a5e25854816,1280,720,28.0,33.0,30.5,416.0,291.5,1,
g400_rater_sol_09.txt,29,sol,9,d11b27ae54298c06cb64941c92e5ae8a7f384e4a7bad3d21626b9998db2d01be,1280,720,175.0,164.0,169.5,625.5,621.0,1,
g400_rater_sol_10.txt,1,sol,10,df0cc7a481e6ae1839a91b1c6660d62004553750f526fe49ba39dddb7196fbc0,1280,720,20.0,20.0,20.0,198.0,375.0,1,
g400_rater_sol_10.txt,2,sol,10,fa451cd89365cdfd8dd3fa76c76560df1817889c1f693901db719a7d30043c3f,1920,1080,44.0,52.0,48.0,829.0,794.0,1,
g400_rater_sol_10.txt,4,sol,10,dadf3658d9418133ade41215f9f987c6e01385e6b871d6a4fce613fc2c6b57d0,1920,1080,84.0,82.0,83.0,1142.0,287.0,1,
g400_rater_sol_10.txt,6,sol,10,ff21b7948ffae5ff09ab07caba6d82170a99af0795313ecebad7bc8ae850c70b,1920,1080,30.0,42.0,36.0,1162.0,833.0,1,
g400_rater_sol_10.txt,8,sol,10,e03efbe6e55ce176e99e24aedf239b3c9392d2f232b498ede434ecaa9ba0b248,1920,1080,34.0,31.0,32.5,1255.0,584.5,1,
g400_rater_sol_10.txt,12,sol,10,e3896f3c0e1563967bcde6c23cd26a5473a6e32950613265cb7ed6eb21874618,1280,720,20.0,19.0,19.5,867.0,235.5,1,
g400_rater_sol_10.txt,13,sol,10,d600a381c231e8abbc43c9713eee8df2959255607fd5944f5dc4e50d0e4df307,1920,1080,30.0,25.0,27.5,1129.0,431.5,1,
g400_rater_sol_10.txt,17,sol,10,fab772b26227589016ef5d6090e3c743bc65440a35c9a2ed7fb08154c59e12c5,1920,1080,73.0,68.0,70.5,1877.5,699.0,1,
g400_rater_sol_10.txt,18,sol,10,eff19a93ae5a22527c757ad24df37f066273a207f6df4d64749c745a911d8f8a,1920,1080,53.0,48.0,50.5,1434.5,355.0,1,
g400_rater_sol_10.txt,22,sol,10,e795691d00a2f8fd92f297822571e467879970a80a72a822015ce8f4b8d21fae,1280,720,19.0,19.0,19.0,491.5,414.5,1,
g400_rater_sol_10.txt,25,sol,10,d6c09fdfc10f628c9ea82f73a7859c65c367c777ba0b9a8376e72873ba0609cd,1280,720,28.0,25.0,26.5,481.0,333.5,1,
g400_rater_sol_10.txt,26,sol,10,e91eb80e92a5fc61ad92193ccc959e7b7e0bbfd022b84b4b46d9820e39ed8e8b,1280,720,25.0,23.0,24.0,675.5,236.5,1,
g400_rater_sol_10.txt,29,sol,10,e6384984a6cbf1067b8749ef3d0c1e1e21b9c43ff08bc7aaf099df9ed3591563,1280,720,59.0,55.0,57.0,495.5,335.5,1,
g400_rater_terra_01.txt,10,terra,1,12a12dda6f5a4f62765428be8935f836151f729cba9f61c501fa76bfd1143a77,1280,720,26.0,25.0,25.5,841.0,349.5,1,
g400_rater_terra_01.txt,13,terra,1,05f397d61bd02ea0eea485196a89649b1eda5cd20110eff32184f1c93fc4df75,1920,1080,26.0,29.0,27.5,1468.0,259.5,1,
g400_rater_terra_01.txt,15,terra,1,0746f934c5033313912857a75def3cbcbdb788df30511f21c60d34c00423ac8b,1280,720,28.0,27.0,27.5,1662.0,367.5,0,CENTRE_OUTSIDE_NATIVE_FRAME
g400_rater_terra_01.txt,16,terra,1,0e57a267d711ef73b1298a36a868f8b5d3c6cfffcd3ebcd947835d2a538fa206,1920,1080,29.0,29.0,29.0,1279.5,153.5,1,
g400_rater_terra_01.txt,18,terra,1,06c833af5a9f2193620e7940ec49b1ee714775ec9802b44615f7e4852c9c348e,1920,1080,27.0,27.0,27.0,686.5,253.5,1,
g400_rater_terra_01.txt,19,terra,1,1c5bf1ecfc05baefc75b2badb39851755973658158679cae6140d6acf509b519,1920,1080,27.0,29.0,28.0,1646.5,365.5,1,
g400_rater_terra_01.txt,21,terra,1,0e1c3340aa20f8875f6db9f3375803b9503d90de4e8a2e8e688d603f38acbbf5,1280,720,25.0,25.0,25.0,654.5,46.5,1,
g400_rater_terra_01.txt,22,terra,1,3c7538e1555b95c92a5c1e632e336974262ab6b15fe5794f062371c63ac00575,1280,720,22.0,22.0,22.0,1082.0,284.0,1,
g400_rater_terra_01.txt,24,terra,1,082ca7619ae6cade00728666b1e288da7dbd0fb12f054903a19e54f9467e46df,1280,720,28.0,29.0,28.5,508.0,587.5,1,
g400_rater_terra_01.txt,26,terra,1,033833a1647685ecd6b012db9b6ca88b76c0048783008491f45ea30ae2241a93,1280,720,22.0,23.0,22.5,317.0,433.5,1,
g400_rater_terra_01.txt,29,terra,1,07c32f0c1352ce05c4cb92a4491cd21ab57aac9ab36d4d4b9343407bcd22cfdb,1280,720,25.0,25.0,25.0,855.5,322.5,1,
g400_rater_terra_02.txt,1,terra,2,41a51cd4fdf664e3bbbfd0da84ff730956e6b35a18296c00b298be5bbfd4f6a9,1280,720,18.0,18.0,18.0,949.0,207.0,1,
