frame_key,round,position,width,height,terra_cx,terra_cy,terra_d,sol_cx,sol_cy,sol_d,gap_px
2537bfcdafca775c6aa63fc446b32a15036587b0bdb6e50feda3fc530cc37f0d,2,11,1920,1080,936.5,1024.5,132.0,888.5,1029.0,170.5,48.21
194783bc010e4781d0e0bb88dba61c304708c47b3a27ecfff7ac23b7028817fe,2,14,1920,1080,1005.0,353.5,30.5,961.5,363.5,26.0,44.635
0ef480c1dc0b450f69540f7d403dd41809a4e363f3afe1aa6f8399f886f012a4,2,15,1280,720,270.5,553.5,27.0,241.0,563.5,24.5,31.149
12bed787d4c9f3b1897d6af52758c4fee75ffe366b7c224442bb52c7757c4e59,2,16,1920,1080,742.5,631.5,31.0,740.0,635.5,29.5,4.717
191c03d25116d7ad48ae6d9c4289f7435a39e3081a495d51edc5f76d31654038,2,18,1920,1080,1011.0,629.0,113.0,998.5,638.5,96.0,15.7
21e7d20982ca27d24be926b992c39d706262ad7ce8443959e954f2a8b918b34c,2,19,1920,1080,1121.5,426.5,31.0,1120.0,404.5,31.5,22.051
40cd78f1e635413922331a25f673520a40979096dfe940167a66547a5ae860a4,2,22,1280,720,525.5,324.0,28.5,488.5,309.0,23.5,39.925
2dec3133bd281d19d5fd67fc2356176887cdee1483db572a31b1120623ce9689,2,25,1280,720,274.0,313.5,22.5,273.5,316.5,21.0,3.041
14e9395b630c30d73d0fb8cef241204ce2d0b195cfe45d957e5d2f9794d57625,2,29,1280,720,815.5,422.5,33.0,777.0,451.5,24.5,48.2
2ce95936d913a6126a5dd9ce4d04116c7001d64cc6e04387f3eab927c57a84a9,3,13,1920,1080,1034.5,544.5,67.0,1027.0,545.0,81.0,7.517
4213905ecff380bb03d5126c375cf95b4841ccd82cd67dfb4e735b1a27f68343,3,14,1920,1080,1349.5,276.0,28.5,1342.0,272.5,36.5,8.276
11a327e470e7fd336f43309d7c9f974a1042949071864d9a6e6bedc680835028,3,15,1280,720,380.0,500.0,65.0,245.5,489.5,130.0,134.909
5398d378368ea8a73c7a7a8371f8eb1bb167c399d7a940c180ee25b837518d58,3,20,1280,720,600.0,183.5,25.5,873.0,287.5,23.5,292.139
60a890f483f3e81ae4881a61ae49d75453f18d4110d195574f13128a87148484,3,21,1280,720,531.5,318.0,67.5,745.5,537.0,179.5,306.198
51255806ea975ae87838f777d2e92c97ec6be44363e37133fb083be55e53ec1e,3,23,1280,720,200.0,188.0,18.0,194.5,281.0,20.5,93.162
30505822b4f9a678aa87f3debddc33873a7d85fc1e9c2057bc61bf0f3d4f8f7e,3,24,1280,720,1078.0,204.0,21.0,1110.5,291.5,24.0,93.341
342db439be5087e0f97bb937297479d15d1b4bc8d3ebfa052bb7204b9d319d60,3,25,1280,720,562.0,166.0,20.0,774.5,194.5,22.0,214.403
364673586ff647b95288b7b50e0b3677551dc4ad2743631d762152b7ea2ac610,3,26,1280,720,862.5,190.5,17.0,856.0,270.5,13.5,80.264
251228393c783d5ba6bd79674edcee42ebce3bd46c56031aa2414be2fbdf9aca,3,28,1280,720,819.0,282.0,26.0,808.0,421.5,23.5,139.933
20e1896d8372257eff2b0707c8dfed42c6d566c8279638ab276d261d469d3840,3,29,1280,720,528.5,63.5,17.0,756.5,18.0,24.5,232.496
8ac59600ce06f9890d83f39913c3a01f723e956d4d3b396624b2e388edf9c237,4,1,1280,720,991.5,302.5,19.0,991.0,299.0,20.0,3.536
683c859b88265acfc46931370397027c6b8b45bad9515a66cece7f96f284679a,4,6,1920,1080,1083.5,760.5,27.0,710.5,758.5,29.0,373.005
6122a3e8ee36a88b4dedfced5458e26fe5c938ab282cbec482d3816bb4c60137,4,13,1920,1080,1452.0,743.0,34.0,1455.0,744.5,31.5,3.354
4645b74c25df4efd7fb8ddb07f0df515ed7268c61222911cef132e7f5c1d9179,4,14,1920,1080,1494.5,493.5,39.0,1492.0,490.0,30.0,4.301
694f990b560c3ea542f2fb86fba9a0ca856072c53bf2be0db9b1f3afa54110fe,4,15,1280,720,583.0,453.0,22.0,572.5,428.5,19.0,26.655
2342fa2f794fffb239128ba4e3f610975c24f28f6109ee10f22ddd445137b730,4,16,1920,1080,983.5,287.5,35.0,959.5,334.5,30.0,52.773
479b06b30e23afdd1a50fd9e24d9125b4538451b46f2dd61067b7ab90efa42e8,4,18,1920,1080,386.0,489.0,36.0,391.0,490.0,28.0,5.099
75b7df0dc19e6591ae5565817878c5e6d6f77dc51f28f1afe8d98c1161d6756b,4,21,1280,720,768.0,225.0,20.0,739.0,228.5,20.5,29.21
54fc3dab005ceb55b056202fbdadf3571a1e11093bdb3d9e49b8180de52a3739,4,22,1280,720,1014.5,213.5,21.0,1016.5,208.0,19.5,5.852
4a1750769a6d81c19853fc506a091aa683c69a0c6265ef3c66d1d385debbcdb2,4,25,1280,720,1020.0,282.0,20.0,1019.0,278.5,20.5,3.64
821552787edc89400e99ded12330281db58db96a6cfd82ea0fed7b33bcc4a7c1,4,27,1280,720,710.5,261.5,21.0,677.5,245.5,21.0,36.674
2f817c74f8463b628ed68f6f047b9035b6c61aa90f14c2342718530c31c25e3d,4,28,1280,720,1203.0,90.0,167.0,1157.5,94.0,136.5,45.675
5111d6d51460f7a73541ddc95d3c38af4db0c4ae692cb48ae2e84f27451916a3,4,30,1920,1080,1044.0,733.0,73.0,1125.5,743.5,61.0,82.174
8c05207f2909a8411451ce2abe605e080b541a92e25137b251717d2b42dd25ec,5,1,1280,720,757.0,59.0,92.0,747.5,51.0,111.5,12.42
43a146721b4ecd958bbb7e9fbfea67880243a15d3bf275be49947c501fbf634b,5,5,1920,1080,1625.0,519.0,33.0,1616.5,522.0,30.5,9.014
4972a9bd15d5f5bbc74bd7666a49cea45871e73a1f405228e06005c755bb9921,5,14,1920,1080,302.5,516.5,35.0,301.0,520.5,29.5,4.272
73b55b32aaa40695a8e629c18214512f5c22341c337623c999d5af28246ea59f,5,15,1280,720,627.0,306.5,23.5,930.0,451.5,28.5,335.908
49f8dfaac04095659c2667b199f7aa0448ee5ff91c9a3daeea7a30ffd86a3346,5,16,1920,1080,1493.0,497.0,32.0,1772.0,470.5,32.5,280.256
903236982fa10d60795643107e74347f5a32f7a2e12cfd28920a68513a387830,5,17,1920,1080,1560.0,829.5,41.5,724.5,642.5,49.0,856.171
5837a6fd032f299831f49b4d9259167c563e566f0e431339095667516049a4aa,5,18,1920,1080,269.0,304.0,18.0,1583.5,828.5,40.0,1415.278
54f647e2516eddaf6c1a2954e6eade11816f582a864570f0706a22a3c7d88e83,5,19,1920,1080,1063.0,552.5,25.5,396.5,382.0,28.5,687.963
6b5723b2d2b7ece4017682dc43fce8d8ec7c0fd8418e74cc37aa3119b8653bc8,5,23,1280,720,476.5,445.0,15.5,503.5,413.5,17.0,41.488
64388f71e3cc7b3429fcb24e8f089f880fdfd9c1f05c672fb19bfceb06047acc,5,24,1280,720,417.5,290.5,28.0,418.5,292.5,29.0,2.236
76a161ada37815ef2c9e1c3d3f36d1f7ec1651052a0039a100e44d59e5dad558,5,25,1280,720,758.0,81.0,42.0,760.0,89.5,53.5,8.732
5a2f330d84697bcce4cd8dbadf8144539c84a4d9946eaae7b5e9ed5144fdd3a5,5,26,1280,720,510.5,240.0,17.5,512.0,240.0,20.0,1.5
82cec948f4729abc5df8507fd0f6d2312b681ba750547a9d873b56aefc0ed993,5,27,1280,720,244.0,387.0,20.0,242.0,385.5,19.5,2.5
2da3cf59323281dc36c8ac8298cbbc9be63134693707d56a9ff598eda4b2fc99,5,29,1280,720,727.0,318.5,30.5,687.5,312.0,29.5,40.031
ab164dd59b9ef79886dd6bc69676938a895e909e0261e20ccc9eccb2b1130986,6,2,1920,1080,1047.5,398.0,26.5,1046.5,396.5,28.0,1.803
7321b0c30573a5aa91462a54c70d68d30f046f2c77aa32d2646f433dabedcf37,6,8,1920,1080,1647.0,539.5,37.5,1642.0,538.5,33.5,5.099
4b226efc45537f13f291e186964f1b01706b0dfd1eecb73ff2708299795967a7,6,11,1920,1080,649.0,679.5,30.5,646.0,679.5,32.5,3.0
6b0cea4ffea185382f5fd9c40ba4283cb4c3f4b2e2641108a2785b3be18325e0,6,14,1920,1080,1152.5,777.5,52.0,1157.5,795.0,61.5,18.2
79ea5f1bf761d1ab152bd9f3b3a916c4b21efab0f2f7012ab8f1aec058f0e735,6,15,1280,720,1186.5,233.0,29.5,1173.0,408.0,26.0,175.52
98d222836e3ed00a730f843e408c1f40728648b98d98df63968469fde49c4ba2,6,16,1920,1080,1355.0,468.0,39.0,1358.0,471.0,38.0,4.243
7ebff0bd660d0165b1de252141fa54985634ac516e6fc3f83847c87ea2afee7c,6,19,1920,1080,1306.5,391.0,34.5,1221.5,492.0,33.5,132.008
d2307a2e373737524c4e2bc14aa5cae4a851674fe04b3d7a79d29b13b837e676,6,20,1280,720,1032.5,252.0,26.5,1032.0,355.0,19.0,103.001
9b6493d5f61b10bb3a7bd0260b543ac3a64d900469be30a1b879d2ffd31de804,6,23,1280,720,630.5,260.0,17.5,620.0,280.0,20.0,22.589
8b89257a9d092913287a9de1ff643d67734449ba9126e9f49afa7d90a6748d6d,6,24,1280,720,656.0,293.5,32.5,661.5,299.5,41.0,8.139
64494c7ed65840920de3dc1407bf3087b8d8f4d4e2d8c9b11dcc7a54b879ec93,6,26,1280,720,842.0,126.0,19.0,845.0,189.5,24.5,63.571
770cf3fbcf91631b945b49c08496481c7a0c90cf861eb1a81d323767d09c3f2b,6,30,1920,1080,1738.0,256.5,39.5,1750.5,258.5,42.0,12.659
c6c10b4839482d79e27f5cf4837ed5f4eb45cff501681d936dcd7589e4206740,7,2,1920,1080,1284.0,516.5,23.5,1250.5,518.5,30.0,33.56
769051cb48c0d476817cf74ac7c2b47ebd839eb928136470baf84e81c902507b,7,3,1920,1080,1088.5,333.5,34.0,1076.5,336.5,41.0,12.369
5bd1478b59152518c935cce2314e27ba02759fcd64d3d3691d0217a9f3480a9f,7,4,1920,1080,1352.0,411.5,47.5,1280.5,386.5,109.0,75.745
92352b7937f60fc803b3af393a8772bae6bcc37f5a22a84fda8454dec3feb718,7,5,1920,1080,1379.0,416.0,25.0,1348.5,406.5,27.0,31.945
cdd78a2279bae7055bfe4c19cb86bbd1756df77fbdc9136cd838166f6063b9fd,7,9,1920,1080,1004.0,783.5,115.5,1078.0,812.0,129.0,79.298
a9c0c368cc98a109a25650e95572b3a085ed6f94613cd1619e7d0f74b5cb69b6,7,10,1280,720,713.0,401.5,24.5,654.0,216.0,21.0,194.657
8d90a261a9d5faa03eb381cca35e3bac81c390a1e647bb6d5f704e43f178cd3a,7,13,1920,1080,567.0,598.5,40.5,571.0,600.5,44.5,4.472
9115fdc7cf7155d6e13c1d306c6c0df3d44ee31975c9e54a44a6f648f00ff599,7,15,1280,720,567.0,305.0,28.0,552.5,261.5,22.0,45.853
88d4cdde4d85e015fdc9d780454b1d3b7672bd926cbb13b642d8b419c2c80360,7,19,1920,1080,784.0,415.0,31.0,778.5,415.0,30.5,5.5
e5bac25c6b674f3439ab2fcc54adb83cf197e167807eaa9696f6afb20f0effbe,7,20,1280,720,523.5,221.5,26.0,456.0,296.5,25.5,100.902
96e5562dc38214af47488a859cb37572b4d86a48668c1687ed5d9f5b36071fc2,7,21,1280,720,873.0,148.0,31.0,866.0,141.0,22.0,9.899
987578fec437e4ec7e02a60d895d54793d65f1af03534c4613340a13033fdda3,7,22,1280,720,658.5,354.5,24.0,657.0,359.0,20.0,4.743
b2d2fa54ef1be8c0a9a37177625f255e1249b8ecc3486215128f97a376f23113,7,23,1280,720,410.0,257.0,25.0,405.5,252.5,22.0,6.364
b4a0830926da6c21ef6e5682ae9eecfb67fff6b9237354247f23313d0e9d83c3,7,24,1280,720,557.0,184.5,33.5,552.0,154.0,27.0,30.907
89e698b5946b10c5bad1793a9f03eaf9f9e532ac3964114cbfd10eccc199ad30,7,26,1280,720,402.0,312.5,21.5,399.5,311.0,17.5,2.915
9736ef960c3923b11f5eddf9229b63e9da2df81cf41d43be3fbdfd864a47762f,7,27,1280,720,1001.5,356.0,20.5,1000.5,358.0,19.5,2.236
70536d53a8070ebc6e8b53f6f8437b8bef0845236dd94f69e87deb8e0e4407f1,7,28,1280,720,767.5,282.5,46.0,777.0,302.5,69.5,22.142
7b2b0b4c5f589c1020f27d387b68274f936b53d5e3ae97a745eb0e3c4b4bad2b,7,29,1280,720,416.0,329.5,21.5,440.0,330.5,18.5,24.021
b4fb0c7a85d1ca8e37f846ad086dc62021d96a46f99655f33afe2f130ed05704,8,1,1280,720,884.0,397.0,12.0,893.5,391.5,16.0,10.977
a0cc8eb15237ac276e044b18607e4425949f09042a21da33b7f9fb0034eaa387,8,6,1920,1080,719.5,796.5,28.0,718.5,800.0,29.5,3.64
dd17d4d9a296f4d60382c257185ee5b6ab08e464533aefceca3c010ab26b5166,8,9,1920,1080,724.5,716.0,26.5,730.0,715.5,28.5,5.523
c7a6bb2ed8d17d9e8d4ec5004040a68ff02f97c0a4035ec167aa76d35b00bb0d,8,10,1280,720,370.0,166.5,19.5,366.5,170.5,19.0,5.315
c2f9d417e06e508c42ffac0fd95c71ff38c8503c3a9b9a9515972e86d5d90a71,8,12,1280,720,1027.0,94.0,18.0,541.5,170.0,18.5,491.413
b87836a7c968c40018d4b263afe1c31534feee41cfa58541dca9da290a57fc48,8,15,1280,720,879.5,696.5,26.0,715.0,282.5,16.5,445.484
e5d4e960192d4d220d3201eb07ef72f6c2b88aec432bc47a3923739132190b78,8,18,1920,1080,804.0,424.0,24.0,1085.0,649.5,30.5,360.293
94323b993bded6cf19708d96caabb2802960831e86b19bb6be14c655aa8448a1,8,19,1920,1080,1254.0,460.5,23.5,828.5,396.0,25.5,430.361
ead9fcb9d393d99c39b0b526d8802f4aa4043baf0e01da2650e171625ae12b64,8,20,1280,720,1140.0,265.0,28.0,1256.0,459.5,23.5,226.465
b4c21db951a7c24f82d2cdfbc70fe66256b2d4c003b9c132629d16a06c94873f,8,24,1280,720,808.0,326.0,22.0,329.0,285.0,20.0,480.751
9c42154fa44c94192549601fd980f71726081adfebcf787b031f73e779baa85b,8,25,1280,720,576.0,278.0,22.0,964.5,346.5,19.0,394.493
e6f95762c19e188b05f671d87406655ccc1f9131ab74abf8d72fd1c2ccf83d12,9,2,1920,1080,972.5,443.5,47.0,960.0,450.5,83.5,14.327
fc2124bb50bcaffb234a62378eac7620582eaa06696f2074a05fd18f2d701b04,9,6,1920,1080,430.5,293.0,86.5,466.0,294.0,88.0,35.514
b97481a69bac1dab1695e107f5252ae1e24926f47df4a229c70f84aa334ec1a8,9,7,1920,1080,1278.5,542.5,30.0,1280.0,542.5,43.5,1.5
c405748c24a2b1e96118dbfdefbfcb317cef9a3109b704e497b3e13c3efdb772,9,13,1920,1080,1288.5,275.0,43.5,1290.5,278.5,39.0,4.031
ea76ef78abc9f1d1e826594b21fd9e499049aae104042dc8e2f5ae4252fb0aba,9,14,1920,1080,1042.0,1033.5,91.5,964.0,1048.5,67.5,79.429
d8849a787681c0e30704e3c86d65e7048e3748ec252bc37819c6ef4b13aacb3d,9,16,1920,1080,1289.0,236.5,31.5,1310.0,248.0,44.0,23.943
ed4ec7cdb8a15d08596ca60d59afc97c03af91a91b4bacc86d91b50694e2d3d6,9,20,1280,720,136.0,395.5,25.5,166.0,392.5,29.5,30.15
edaa9b592debfefa422e9ef9b179fb3e1321585457909ab448722b7f2e0012e0,9,21,1280,720,58.0,342.5,22.5,56.0,345.5,23.5,3.606
d6885538f7310ec31523317a5463c10d44005a8f759d42f07c444a792fffb843,9,22,1280,720,249.5,520.0,27.5,250.0,524.5,24.5,4.528
a5f4c120dcd3648ea271df9bd7579d60eb45ce3d7106d935d10a7d33c24ca81d,9,25,1280,720,395.0,226.0,31.0,362.0,187.5,25.5,50.707
c1ee5aad7436feee21a0718c0c3754f6107d5b4b310840a8f6451a5e25854816,9,26,1280,720,423.0,187.0,20.0,416.0,291.5,30.5,104.734
d11b27ae54298c06cb64941c92e5ae8a7f384e4a7bad3d21626b9998db2d01be,9,29,1280,720,591.0,591.0,120.0,625.5,621.0,169.5,45.719
df0cc7a481e6ae1839a91b1c6660d62004553750f526fe49ba39dddb7196fbc0,10,1,1280,720,193.0,374.0,18.0,198.0,375.0,20.0,5.099
fa451cd89365cdfd8dd3fa76c76560df1817889c1f693901db719a7d30043c3f,10,2,1920,1080,826.5,788.5,44.0,829.0,794.0,48.0,6.042
dadf3658d9418133ade41215f9f987c6e01385e6b871d6a4fce613fc2c6b57d0,10,4,1920,1080,1139.5,286.5,79.0,1142.0,287.0,83.0,2.55
ff21b7948ffae5ff09ab07caba6d82170a99af0795313ecebad7bc8ae850c70b,10,6,1920,1080,1165.0,826.0,39.0,1162.0,833.0,36.0,7.616
e03efbe6e55ce176e99e24aedf239b3c9392d2f232b498ede434ecaa9ba0b248,10,8,1920,1080,1252.0,609.5,34.5,1255.0,584.5,32.5,25.179
e3896f3c0e1563967bcde6c23cd26a5473a6e32950613265cb7ed6eb21874618,10,12,1280,720,685.5,101.5,19.0,867.0,235.5,19.5,225.606
d600a381c231e8abbc43c9713eee8df2959255607fd5944f5dc4e50d0e4df307,10,13,1920,1080,1126.5,438.5,25.0,1129.0,431.5,27.5,7.433
fab772b26227589016ef5d6090e3c743bc65440a35c9a2ed7fb08154c59e12c5,10,17,1920,1080,1862.0,699.5,56.5,1877.5,699.0,70.5,15.508
eff19a93ae5a22527c757ad24df37f066273a207f6df4d64749c745a911d8f8a,10,18,1920,1080,1423.5,362.0,33.5,1434.5,355.0,50.5,13.038
e795691d00a2f8fd92f297822571e467879970a80a72a822015ce8f4b8d21fae,10,22,1280,720,638.0,325.5,22.5,491.5,414.5,19.0,171.415
d6c09fdfc10f628c9ea82f73a7859c65c367c777ba0b9a8376e72873ba0609cd,10,25,1280,720,480.0,333.5,24.5,481.0,333.5,26.5,1.0
e91eb80e92a5fc61ad92193ccc959e7b7e0bbfd022b84b4b46d9820e39ed8e8b,10,26,1280,720,669.5,273.5,31.0,675.5,236.5,24.0,37.483
e6384984a6cbf1067b8749ef3d0c1e1e21b9c43ff08bc7aaf099df9ed3591563,10,29,1280,720,503.0,334.5,47.5,495.5,335.5,57.0,7.566
