locator_name,row_id,source_id,arena,classification,negative_category,unresolved_reason,court_end,record_type,landmark_name,x,y,visible,confidence,note
gpt-5.6-sol,wnba_01_e06,wnba_01,Gateway Center Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,KEY_TOP,360,770,TRUE,0.72,clear
gpt-5.6-sol,wnba_01_e07,wnba_01,Gateway Center Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,CORNER_FAR_R,1242,357,TRUE,0.91,clear
gpt-5.6-sol,wnba_01_e07,wnba_01,Gateway Center Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,LANE_BASE_L,1270,459,TRUE,0.87,clear
gpt-5.6-sol,wnba_01_e07,wnba_01,Gateway Center Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,LANE_BASE_R,1647,583,TRUE,0.82,clear
gpt-5.6-sol,wnba_01_e07,wnba_01,Gateway Center Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,FT_LINE_L,872,480,TRUE,0.79,player-occlusion
gpt-5.6-sol,wnba_01_e07,wnba_01,Gateway Center Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,FT_LINE_R,1005,625,TRUE,0.81,clear
gpt-5.6-sol,wnba_01_e07,wnba_01,Gateway Center Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,KEY_TOP,731,553,TRUE,0.84,clear
gpt-5.6-sol,wnba_01_e08,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,CENTER_SIDELINE_FAR,1148,276,TRUE,0.61,motion-blur
gpt-5.6-sol,wnba_01_e08,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,CENTER_CIRCLE_TOP,1149,384,TRUE,0.58,motion-blur
gpt-5.6-sol,wnba_01_e08,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,CENTER_CIRCLE_BOTTOM,1147,614,TRUE,0.54,motion-blur
gpt-5.6-sol,wnba_01_e08,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,CENTER_SIDELINE_NEAR,1145,827,TRUE,0.45,graphic-occlusion
gpt-5.6-sol,wnba_01_e08,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,KEY_TOP,276,427,TRUE,0.50,motion-blur
gpt-5.6-sol,wnba_01_e08,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,SHORTFALL,,,,FALSE,,visible_named_landmarks=5;required=6
gpt-5.6-sol,wnba_01_e09,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,CORNER_FAR_L,710,374,TRUE,0.88,clear
gpt-5.6-sol,wnba_01_e09,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_L,630,498,TRUE,0.73,player-occlusion
gpt-5.6-sol,wnba_01_e09,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_R,295,600,TRUE,0.68,player-occlusion
gpt-5.6-sol,wnba_01_e09,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_L,1197,552,TRUE,0.80,player-occlusion
gpt-5.6-sol,wnba_01_e09,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_R,1025,714,TRUE,0.67,player-occlusion
gpt-5.6-sol,wnba_01_e09,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,KEY_TOP,1363,631,TRUE,0.83,clear
gpt-5.6-sol,wnba_01_e10,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,CORNER_FAR_L,610,366,TRUE,0.90,clear
gpt-5.6-sol,wnba_01_e10,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_L,520,466,TRUE,0.85,clear
gpt-5.6-sol,wnba_01_e10,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_R,280,604,TRUE,0.79,player-occlusion
gpt-5.6-sol,wnba_01_e10,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_L,1000,533,TRUE,0.86,clear
gpt-5.6-sol,wnba_01_e10,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_R,879,646,TRUE,0.82,clear
gpt-5.6-sol,wnba_01_e10,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,KEY_TOP,1243,583,TRUE,0.87,clear
gpt-5.6-sol,wnba_01_e11,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,CORNER_FAR_L,543,316,TRUE,0.93,clear
gpt-5.6-sol,wnba_01_e11,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_L,391,437,TRUE,0.88,clear
gpt-5.6-sol,wnba_01_e11,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_R,133,553,TRUE,0.87,clear
gpt-5.6-sol,wnba_01_e11,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_L,822,449,TRUE,0.89,clear
gpt-5.6-sol,wnba_01_e11,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_R,753,581,TRUE,0.85,clear
gpt-5.6-sol,wnba_01_e11,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,KEY_TOP,1073,511,TRUE,0.88,clear
gpt-5.6-sol,wnba_01_e12,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,CORNER_FAR_L,285,270,TRUE,0.67,motion-blur
gpt-5.6-sol,wnba_01_e12,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_L,197,385,TRUE,0.64,motion-blur
gpt-5.6-sol,wnba_01_e12,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_R,1,523,TRUE,0.55,frame-boundary
gpt-5.6-sol,wnba_01_e12,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_L,650,402,TRUE,0.66,motion-blur
gpt-5.6-sol,wnba_01_e12,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_R,557,498,TRUE,0.61,motion-blur
gpt-5.6-sol,wnba_01_e12,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,KEY_TOP,800,450,TRUE,0.60,motion-blur
gpt-5.6-sol,wnba_01_e14,wnba_01,Gateway Center Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,CORNER_FAR_R,1267,347,TRUE,0.90,clear
gpt-5.6-sol,wnba_01_e14,wnba_01,Gateway Center Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,LANE_BASE_L,1290,450,TRUE,0.83,clear
gpt-5.6-sol,wnba_01_e14,wnba_01,Gateway Center Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,LANE_BASE_R,1650,603,TRUE,0.79,player-occlusion
gpt-5.6-sol,wnba_01_e14,wnba_01,Gateway Center Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,FT_LINE_L,790,500,TRUE,0.78,player-occlusion
gpt-5.6-sol,wnba_01_e14,wnba_01,Gateway Center Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,FT_LINE_R,900,684,TRUE,0.75,player-occlusion
gpt-5.6-sol,wnba_01_e14,wnba_01,Gateway Center Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,KEY_TOP,638,562,TRUE,0.85,clear
gpt-5.6-sol,wnba_01_e16,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,CORNER_FAR_L,383,348,TRUE,0.73,motion-blur
gpt-5.6-sol,wnba_01_e16,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_L,321,414,TRUE,0.69,motion-blur
gpt-5.6-sol,wnba_01_e16,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_R,1,574,TRUE,0.57,frame-boundary
gpt-5.6-sol,wnba_01_e16,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_L,928,449,TRUE,0.68,motion-blur
gpt-5.6-sol,wnba_01_e16,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_R,789,601,TRUE,0.64,motion-blur
gpt-5.6-sol,wnba_01_e16,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,KEY_TOP,1157,517,TRUE,0.66,motion-blur
gpt-5.6-sol,wnba_01_e17,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,CORNER_FAR_L,588,334,TRUE,0.90,clear
gpt-5.6-sol,wnba_01_e17,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_L,489,453,TRUE,0.80,player-occlusion
gpt-5.6-sol,wnba_01_e17,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_R,220,587,TRUE,0.72,player-occlusion
gpt-5.6-sol,wnba_01_e17,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_L,1038,478,TRUE,0.79,player-occlusion
gpt-5.6-sol,wnba_01_e17,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_R,889,609,TRUE,0.70,player-occlusion
gpt-5.6-sol,wnba_01_e17,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,KEY_TOP,1283,552,TRUE,0.84,clear
gpt-5.6-sol,wnba_01_e18,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,CORNER_FAR_L,489,321,TRUE,0.92,clear
gpt-5.6-sol,wnba_01_e18,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_L,400,411,TRUE,0.87,clear
gpt-5.6-sol,wnba_01_e18,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_R,126,535,TRUE,0.84,clear
gpt-5.6-sol,wnba_01_e18,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_L,861,438,TRUE,0.88,clear
gpt-5.6-sol,wnba_01_e18,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_R,799,571,TRUE,0.82,clear
gpt-5.6-sol,wnba_01_e18,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,KEY_TOP,1074,502,TRUE,0.87,clear
gpt-5.6-sol,wnba_01_e27,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,CORNER_FAR_L,703,355,TRUE,0.89,clear
gpt-5.6-sol,wnba_01_e27,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_L,595,485,TRUE,0.72,player-occlusion
gpt-5.6-sol,wnba_01_e27,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,LANE_BASE_R,294,667,TRUE,0.64,player-occlusion
gpt-5.6-sol,wnba_01_e27,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_L,1248,567,TRUE,0.76,player-occlusion
gpt-5.6-sol,wnba_01_e27,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,FT_LINE_R,1057,748,TRUE,0.62,player-occlusion
gpt-5.6-sol,wnba_01_e27,wnba_01,Gateway Center Arena,ELIGIBLE,,,LEFT_BASKET,LANDMARK,KEY_TOP,1543,661,TRUE,0.78,clear
gpt-5.6-sol,wnba_04_e01,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=0;required=6
gpt-5.6-sol,wnba_04_e02,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=0;required=6
gpt-5.6-sol,wnba_04_e06,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=0;required=6
gpt-5.6-sol,wnba_04_e07,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=0;required=6
gpt-5.6-sol,wnba_04_e09,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=0;required=6
gpt-5.6-sol,wnba_04_e11,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=0;required=6
gpt-5.6-sol,wnba_04_e14,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_SIDELINE_FAR,317,379,TRUE,0.53,motion-blur
gpt-5.6-sol,wnba_04_e14,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_CIRCLE_TOP,317,679,TRUE,0.48,motion-blur
gpt-5.6-sol,wnba_04_e14,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=2;required=6
gpt-5.6-sol,wnba_04_e16,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=0;required=6
gpt-5.6-sol,wnba_04_e17,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_SIDELINE_FAR,566,475,TRUE,0.64,clear
gpt-5.6-sol,wnba_04_e17,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_CIRCLE_TOP,566,758,TRUE,0.57,player-occlusion
gpt-5.6-sol,wnba_04_e17,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=2;required=6
gpt-5.6-sol,wnba_04_e18,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=0;required=6
gpt-5.6-sol,wnba_04_e24,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_SIDELINE_FAR,803,586,TRUE,0.62,clear
gpt-5.6-sol,wnba_04_e24,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_CIRCLE_TOP,1110,780,TRUE,0.51,player-occlusion
gpt-5.6-sol,wnba_04_e24,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=2;required=6
gpt-5.6-sol,wnba_04_e25,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_SIDELINE_FAR,586,596,TRUE,0.57,motion-blur
gpt-5.6-sol,wnba_04_e25,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=1;required=6
gpt-5.6-sol,wnba_04_e26,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_SIDELINE_FAR,1619,642,TRUE,0.55,motion-blur
gpt-5.6-sol,wnba_04_e26,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=1;required=6
gpt-5.6-sol,wnba_04_e27,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=0;required=6
gpt-5.6-sol,wnba_04_e30,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_SIDELINE_FAR,1612,518,TRUE,0.59,clear
gpt-5.6-sol,wnba_04_e30,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=1;required=6
gpt-5.6-sol,wnba_04_e33,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_SIDELINE_FAR,128,484,TRUE,0.63,clear
gpt-5.6-sol,wnba_04_e33,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_CIRCLE_TOP,128,744,TRUE,0.55,player-occlusion
gpt-5.6-sol,wnba_04_e33,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=2;required=6
gpt-5.6-sol,wnba_04_e34,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_SIDELINE_FAR,1707,617,TRUE,0.55,motion-blur
gpt-5.6-sol,wnba_04_e34,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=1;required=6
gpt-5.6-sol,wnba_04_e37,wnba_04,Climate Pledge Arena,ELIGIBLE,,,RIGHT_BASKET,SHORTFALL,,,,FALSE,,visible_named_landmarks=0;required=6
gpt-5.6-sol,wnba_04_e38,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_SIDELINE_FAR,453,560,TRUE,0.50,motion-blur
gpt-5.6-sol,wnba_04_e38,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_CIRCLE_TOP,453,872,TRUE,0.44,motion-blur
gpt-5.6-sol,wnba_04_e38,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=2;required=6
gpt-5.6-sol,wnba_04_e39,wnba_04,Climate Pledge Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,CENTER_SIDELINE_FAR,251,574,TRUE,0.66,clear
gpt-5.6-sol,wnba_04_e39,wnba_04,Climate Pledge Arena,ELIGIBLE,,,RIGHT_BASKET,LANDMARK,CENTER_CIRCLE_TOP,252,773,TRUE,0.60,clear
gpt-5.6-sol,wnba_04_e39,wnba_04,Climate Pledge Arena,ELIGIBLE,,,RIGHT_BASKET,SHORTFALL,,,,FALSE,,visible_named_landmarks=2;required=6
gpt-5.6-sol,wnba_04_e41,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_SIDELINE_FAR,289,383,TRUE,0.64,clear
gpt-5.6-sol,wnba_04_e41,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_CIRCLE_TOP,289,682,TRUE,0.58,clear
gpt-5.6-sol,wnba_04_e41,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=2;required=6
gpt-5.6-sol,wnba_04_e42,wnba_04,Climate Pledge Arena,ELIGIBLE,,,LEFT_BASKET,SHORTFALL,,,,FALSE,,visible_named_landmarks=0;required=6
gpt-5.6-sol,wnba_04_e43,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_SIDELINE_FAR,402,576,TRUE,0.54,player-occlusion
gpt-5.6-sol,wnba_04_e43,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=1;required=6
gpt-5.6-sol,wnba_04_e44,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,LANDMARK,CENTER_SIDELINE_FAR,1597,579,TRUE,0.56,motion-blur
gpt-5.6-sol,wnba_04_e44,wnba_04,Climate Pledge Arena,ELIGIBLE,,,NOT_IDENTIFIABLE,SHORTFALL,,,,FALSE,,visible_named_landmarks=1;required=6
gpt-5.6-sol,wnba_04_e45,wnba_04,Climate Pledge Arena,ELIGIBLE,,,LEFT_BASKET,SHORTFALL,,,,FALSE,,visible_named_landmarks=0;required=6
