path	status	head_sha256_lf	pod_sha256_lf	head_bytes_lf	pod_bytes_lf	pod_mtime_utc
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0064.jpg	IDENTICAL	00b46ff38f54b18a34c51061cc472befcb88cc53689565e3d29065a53c7bf46a	00b46ff38f54b18a34c51061cc472befcb88cc53689565e3d29065a53c7bf46a	886099	886099	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0065.jpg	IDENTICAL	368620ed4576609264208c7ad21663c3c91f05d31490359f614260f55b2e9f7e	368620ed4576609264208c7ad21663c3c91f05d31490359f614260f55b2e9f7e	1401534	1401534	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0066.jpg	IDENTICAL	bdb9a292301396ef98e833e2281f693c3c758dca1a962fd99de76b1ddc3e4fc6	bdb9a292301396ef98e833e2281f693c3c758dca1a962fd99de76b1ddc3e4fc6	1419507	1419507	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0067.jpg	IDENTICAL	74e4e266fb03fb6b6a8c801ba58fc7724613f72fffc3b4e239c1a33a8ba63a3d	74e4e266fb03fb6b6a8c801ba58fc7724613f72fffc3b4e239c1a33a8ba63a3d	1255204	1255204	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0068.jpg	IDENTICAL	37971d2b01834c1366a09554a7c439cdd4c224cd5df33bd3ee7f23bf59f1608b	37971d2b01834c1366a09554a7c439cdd4c224cd5df33bd3ee7f23bf59f1608b	1295653	1295653	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0069.jpg	IDENTICAL	15c57a00e22d27ab9e89cea6ee976c70cfb60f31f30f1987b88af900c5834cd5	15c57a00e22d27ab9e89cea6ee976c70cfb60f31f30f1987b88af900c5834cd5	1171324	1171324	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0070.jpg	IDENTICAL	41fb1aae8431d08e847802dac8d1c1d22b3262526c00749a8c484551b3d767c3	41fb1aae8431d08e847802dac8d1c1d22b3262526c00749a8c484551b3d767c3	1012101	1012101	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0071.jpg	IDENTICAL	491dc1493203257edcb0f9bdc505000905160a7ce93f416e377989f4f9412af4	491dc1493203257edcb0f9bdc505000905160a7ce93f416e377989f4f9412af4	1304183	1304183	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0072.jpg	IDENTICAL	8de86adb016613c7cc2db8e956e1b14d6edf1fd8920e22e5ef47f6b4c070b01e	8de86adb016613c7cc2db8e956e1b14d6edf1fd8920e22e5ef47f6b4c070b01e	1468219	1468219	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0073.jpg	IDENTICAL	d27fdd4ff43757203a28819d66247e91397c8725e54ec3f1a26158d84d3d0b78	d27fdd4ff43757203a28819d66247e91397c8725e54ec3f1a26158d84d3d0b78	1335087	1335087	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0074.jpg	IDENTICAL	2f02dd04d7cf9c1d73abdf2ee6b56eedbf8637c6e5e753d339fa460ca9a47d39	2f02dd04d7cf9c1d73abdf2ee6b56eedbf8637c6e5e753d339fa460ca9a47d39	1394043	1394043	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0075.jpg	IDENTICAL	cd9d572299e21cb160f2386ff68268a793328c7904345f2f7a993ebc25632147	cd9d572299e21cb160f2386ff68268a793328c7904345f2f7a993ebc25632147	1729485	1729485	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0076.jpg	IDENTICAL	9544caed366182715e9487bc50a9b6d03180c8eae0fb0b7ee4c3a200fd977ee2	9544caed366182715e9487bc50a9b6d03180c8eae0fb0b7ee4c3a200fd977ee2	1183099	1183099	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0077.jpg	IDENTICAL	1faef826c7b389f664d38ac57190a53e3d307055f9ecf564137744567c3554e8	1faef826c7b389f664d38ac57190a53e3d307055f9ecf564137744567c3554e8	802924	802924	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0078.jpg	IDENTICAL	d9a5fa0c507266fde0145d90b71be201fd8b6f6561840c1cd77fc1212fa65d76	d9a5fa0c507266fde0145d90b71be201fd8b6f6561840c1cd77fc1212fa65d76	1348345	1348345	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0079.jpg	IDENTICAL	51dc8d72b85d7acd5ae5ccdd00142aff292161ebccdf0b359c20b61b0f9d4d40	51dc8d72b85d7acd5ae5ccdd00142aff292161ebccdf0b359c20b61b0f9d4d40	734581	734581	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0080.jpg	IDENTICAL	b6577b970c0a04084c8704aa2ead06c50e48e99fc55e66994515971496fcac1c	b6577b970c0a04084c8704aa2ead06c50e48e99fc55e66994515971496fcac1c	931650	931650	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0081.jpg	IDENTICAL	d0cab1247997011a866f15d95760bea87a315ffdf6b4a631beb2f665bf27d3ee	d0cab1247997011a866f15d95760bea87a315ffdf6b4a631beb2f665bf27d3ee	1220558	1220558	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0082.jpg	IDENTICAL	9e320aaab8e4e8989e9a64b6110fc5a8322a52b436ef6ed5d9335ba1e2b3beb4	9e320aaab8e4e8989e9a64b6110fc5a8322a52b436ef6ed5d9335ba1e2b3beb4	1084159	1084159	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0083.jpg	IDENTICAL	068ac52a3be75417039b8db5ba74abb7fec7a7ed7b566c96966a224b689f780d	068ac52a3be75417039b8db5ba74abb7fec7a7ed7b566c96966a224b689f780d	951352	951352	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0084.jpg	IDENTICAL	31d0e58e63fdedfb0abdef303af8103438676699dcbf3431c1c948695aa23f1c	31d0e58e63fdedfb0abdef303af8103438676699dcbf3431c1c948695aa23f1c	1193523	1193523	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0085.jpg	IDENTICAL	7b4be0a782ee49a2fd34c8c63197695b89ea698a0a05eeee9fbc1566574e1a4c	7b4be0a782ee49a2fd34c8c63197695b89ea698a0a05eeee9fbc1566574e1a4c	1359567	1359567	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0086.jpg	IDENTICAL	121ec025d5b8fb38901021075fff0dc4bf700e0ba56624c67a65fe2809c442b5	121ec025d5b8fb38901021075fff0dc4bf700e0ba56624c67a65fe2809c442b5	1288603	1288603	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0087.jpg	IDENTICAL	39269fe7a8418060b76dfeb689c89affd048add0f3810c318938857992c52b80	39269fe7a8418060b76dfeb689c89affd048add0f3810c318938857992c52b80	790395	790395	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0088.jpg	IDENTICAL	ff50da4d029addf54300e8c5dc4c57b573a6e678d35699affd7f4fb8e07c7492	ff50da4d029addf54300e8c5dc4c57b573a6e678d35699affd7f4fb8e07c7492	921984	921984	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0089.jpg	IDENTICAL	417236023a5b4bff62356a24d76ba48e5df02e9b3e486977e6f7aab78aa31a26	417236023a5b4bff62356a24d76ba48e5df02e9b3e486977e6f7aab78aa31a26	1491026	1491026	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0090.jpg	IDENTICAL	23bb336a9ac940fb620180a1618d9dbc02fe6135849d4358f9806e2537c4fa4f	23bb336a9ac940fb620180a1618d9dbc02fe6135849d4358f9806e2537c4fa4f	1046076	1046076	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0091.jpg	IDENTICAL	0cc8870f69d4a5e6376c4d6107166366eb0bee7d7dbcb1ffafedf91b84659a62	0cc8870f69d4a5e6376c4d6107166366eb0bee7d7dbcb1ffafedf91b84659a62	1115654	1115654	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0092.jpg	IDENTICAL	7106d2f79208efd647d87b4fe6d98966dec53dafbec82339262669c1dab143bf	7106d2f79208efd647d87b4fe6d98966dec53dafbec82339262669c1dab143bf	1191295	1191295	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0093.jpg	IDENTICAL	24950ef4c673fbbb9a4d4933ce1a636406609c6019456284bc3cd2ac43d61ae2	24950ef4c673fbbb9a4d4933ce1a636406609c6019456284bc3cd2ac43d61ae2	1091006	1091006	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0094.jpg	IDENTICAL	7458c59efed580fe36afaffaf0ece5a835806315bfda48c2f8ac0edc25c34836	7458c59efed580fe36afaffaf0ece5a835806315bfda48c2f8ac0edc25c34836	1071475	1071475	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0095.jpg	IDENTICAL	250d2744cf3221038783644bb93d4a6267aae10715685e64bbe177f45be817b0	250d2744cf3221038783644bb93d4a6267aae10715685e64bbe177f45be817b0	1250753	1250753	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0096.jpg	IDENTICAL	f1876266d1fde79ff0738b2775d59fb85570baccf389d67d5a821476b8523cdb	f1876266d1fde79ff0738b2775d59fb85570baccf389d67d5a821476b8523cdb	1096411	1096411	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0097.jpg	IDENTICAL	3c2dac0727625094aaa845cf34b61fd028b3993b5f70f75efa3f3d1e989c3ffb	3c2dac0727625094aaa845cf34b61fd028b3993b5f70f75efa3f3d1e989c3ffb	936747	936747	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0098.jpg	IDENTICAL	80915e11e78ea9734de8f42fa6b9fe56058d7450d041569203abd0a74401caa7	80915e11e78ea9734de8f42fa6b9fe56058d7450d041569203abd0a74401caa7	1328163	1328163	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0099.jpg	IDENTICAL	82f46f85e8608c34b54e924e39651c20a89dc6c24161bf9cb170848f10489072	82f46f85e8608c34b54e924e39651c20a89dc6c24161bf9cb170848f10489072	1225753	1225753	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/crops_2x/S1_0100.jpg	IDENTICAL	f6d7b4883f842a42a3f4810fee565c62c569bcd74d980dd24fba51bfc2838355	f6d7b4883f842a42a3f4810fee565c62c569bcd74d980dd24fba51bfc2838355	1010590	1010590	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/detector_counts_separate_ext.csv	IDENTICAL	d073ff98c1ec86e982d931d5c668029c6a1046c642ef14d4cc1a9b130ef2e04e	d073ff98c1ec86e982d931d5c668029c6a1046c642ef14d4cc1a9b130ef2e04e	2138	2138	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0037.jpg	IDENTICAL	4801ee8711c205fca1e9528401f9e5504f910c722e35b6abeb2fb934950ca8a2	4801ee8711c205fca1e9528401f9e5504f910c722e35b6abeb2fb934950ca8a2	355793	355793	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0038.jpg	IDENTICAL	27391dace9331e8c74c733a4f581cd5e110813bbff5ab3f45bd0bb58e04f0460	27391dace9331e8c74c733a4f581cd5e110813bbff5ab3f45bd0bb58e04f0460	307670	307670	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0039.jpg	IDENTICAL	9aa199c3d960c7335894f15bded9b14e5c9f513919e903b62bfaf30a41cecf1e	9aa199c3d960c7335894f15bded9b14e5c9f513919e903b62bfaf30a41cecf1e	513236	513236	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0040.jpg	IDENTICAL	03b81d44278aa8d922c28cbee260280231f2aee96dc0cf60d30b22e915a2b07e	03b81d44278aa8d922c28cbee260280231f2aee96dc0cf60d30b22e915a2b07e	491614	491614	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0041.jpg	IDENTICAL	9023d1f3fc2b1465ca69df5e3a62c9fbd21beedd9dcbffb5f5dc58914c9af92f	9023d1f3fc2b1465ca69df5e3a62c9fbd21beedd9dcbffb5f5dc58914c9af92f	565833	565833	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0042.jpg	IDENTICAL	1395bc954d0294337225841bb8c2fbeef272a0f5c43936219f22819259ebb7fc	1395bc954d0294337225841bb8c2fbeef272a0f5c43936219f22819259ebb7fc	211737	211737	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0043.jpg	IDENTICAL	768ec9d4c84111a895b83d94b6572ff30b6002051132e2039bb09401aa5f4e86	768ec9d4c84111a895b83d94b6572ff30b6002051132e2039bb09401aa5f4e86	183375	183375	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0044.jpg	IDENTICAL	6a10f63b4caaeca7add7ee5f04ba0f15a1228287ce1a85f443b84ff2d026562b	6a10f63b4caaeca7add7ee5f04ba0f15a1228287ce1a85f443b84ff2d026562b	445519	445519	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0045.jpg	IDENTICAL	a02c85b44cd34fc36bc598a028a8172fe0d4e375862f31bb30c7bc4a2ad9fbdb	a02c85b44cd34fc36bc598a028a8172fe0d4e375862f31bb30c7bc4a2ad9fbdb	505058	505058	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0046.jpg	IDENTICAL	6e9f1feca540dd3c6af5677b90e979fe4b377fb1362e7a32b4275c83c2af1078	6e9f1feca540dd3c6af5677b90e979fe4b377fb1362e7a32b4275c83c2af1078	443389	443389	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0047.jpg	IDENTICAL	7788c3f0644b569858e75cde1b84ac42ea93d7b77d76536fe7dc66ab94629868	7788c3f0644b569858e75cde1b84ac42ea93d7b77d76536fe7dc66ab94629868	327280	327280	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0048.jpg	IDENTICAL	94080705e0c6eb162c4146f7cbdf8f5c47a5dcc3f9d06b360e7a5e3b16af3498	94080705e0c6eb162c4146f7cbdf8f5c47a5dcc3f9d06b360e7a5e3b16af3498	346419	346419	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0049.jpg	IDENTICAL	0dcdf4abff9e433462525050902bc5883f3595c623090269c48d002559a1732f	0dcdf4abff9e433462525050902bc5883f3595c623090269c48d002559a1732f	314829	314829	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0050.jpg	IDENTICAL	260d45ca070935fe67c46a217d42e2be85d7d0627a69a65aa7ac03e9d3ce0be8	260d45ca070935fe67c46a217d42e2be85d7d0627a69a65aa7ac03e9d3ce0be8	271231	271231	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0051.jpg	IDENTICAL	06530dadf67acf9c899341e462b5e6e1253cda0ec7b59fe582d268ba9bccd7a4	06530dadf67acf9c899341e462b5e6e1253cda0ec7b59fe582d268ba9bccd7a4	389370	389370	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0052.jpg	IDENTICAL	02d4d8f9037f86008b8118dea2746e7786cacc07044bd0b89baacec8258c29d1	02d4d8f9037f86008b8118dea2746e7786cacc07044bd0b89baacec8258c29d1	443205	443205	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0053.jpg	IDENTICAL	421a3dd434cb73f6fe866c737e23f064862a341f989956e548bfeeb2fde7d672	421a3dd434cb73f6fe866c737e23f064862a341f989956e548bfeeb2fde7d672	431429	431429	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0054.jpg	IDENTICAL	e3e402377aea5c9213e3503f6d597d855dbae95afcda7a1d1ba217acb2a54bff	e3e402377aea5c9213e3503f6d597d855dbae95afcda7a1d1ba217acb2a54bff	244780	244780	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0055.jpg	IDENTICAL	65a8e127e7692d3eda544b3361463f21945fc6a44621e66ada72f15cefe52bcb	65a8e127e7692d3eda544b3361463f21945fc6a44621e66ada72f15cefe52bcb	299478	299478	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0056.jpg	IDENTICAL	e4b5969a0db294669eb1a38d2fcfcad87bc23c0bcb563e128ddc7924aa614415	e4b5969a0db294669eb1a38d2fcfcad87bc23c0bcb563e128ddc7924aa614415	449548	449548	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0057.jpg	IDENTICAL	1470f7c55d5a3cee9b42e62011bd72cdfb8ac741bf45b68441a169e0dee03e50	1470f7c55d5a3cee9b42e62011bd72cdfb8ac741bf45b68441a169e0dee03e50	315893	315893	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0058.jpg	IDENTICAL	8bab7ff275c4b93e38ddf24dac42d8e5fce00341954192539c84e75c8108847b	8bab7ff275c4b93e38ddf24dac42d8e5fce00341954192539c84e75c8108847b	405515	405515	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0059.jpg	IDENTICAL	26957824d9e21296ee1a0527ff836eb6802bd67829fd3bfe751385fe73477ccc	26957824d9e21296ee1a0527ff836eb6802bd67829fd3bfe751385fe73477ccc	536892	536892	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0060.jpg	IDENTICAL	11cb743fa1cd18bbc8c5ad66872a1739a04bebd6df8db20058f4019c16dc417e	11cb743fa1cd18bbc8c5ad66872a1739a04bebd6df8db20058f4019c16dc417e	514754	514754	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0061.jpg	IDENTICAL	3a25d4dd000d0e8d4ed406f250e0d2ed1f8713cbba114ffe087e5e351fddfcf6	3a25d4dd000d0e8d4ed406f250e0d2ed1f8713cbba114ffe087e5e351fddfcf6	262126	262126	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0062.jpg	IDENTICAL	45076f228b080d327f574a0f4e664c66b876d0d46ebe9192b7ef9344dbe4d34d	45076f228b080d327f574a0f4e664c66b876d0d46ebe9192b7ef9344dbe4d34d	529276	529276	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0063.jpg	IDENTICAL	4cc09a62b0c97737465d0457f65ae93b361804741574bbc05aa4243270e36efb	4cc09a62b0c97737465d0457f65ae93b361804741574bbc05aa4243270e36efb	199376	199376	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0064.jpg	IDENTICAL	73b6a19e862e71e8ce72c1fa89219c22d07ccccde49c87aa37f42d033da5376a	73b6a19e862e71e8ce72c1fa89219c22d07ccccde49c87aa37f42d033da5376a	311251	311251	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0065.jpg	IDENTICAL	c14d54ed3c09824cc0d66bd4bc246fc31faf6b0a538d9cd6bf9d4d61d4a5d5cd	c14d54ed3c09824cc0d66bd4bc246fc31faf6b0a538d9cd6bf9d4d61d4a5d5cd	538935	538935	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0066.jpg	IDENTICAL	8be3566f95671a2bb441a6a77f201ef5b46b81c1257669691aa034cc1c162f5f	8be3566f95671a2bb441a6a77f201ef5b46b81c1257669691aa034cc1c162f5f	538964	538964	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0067.jpg	IDENTICAL	ea85be030aef368087b82abd366420be82420010f6d1ffa6e2b7e1881655aae8	ea85be030aef368087b82abd366420be82420010f6d1ffa6e2b7e1881655aae8	481772	481772	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0068.jpg	IDENTICAL	6543f245a726aeb338a8689404a3d97fd914886775957682775b5c2db0168b22	6543f245a726aeb338a8689404a3d97fd914886775957682775b5c2db0168b22	503676	503676	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0069.jpg	IDENTICAL	42b3c3d258e096e700e3cf51f9706ad5097780087d61ebc90d2bcf64a4e0fcad	42b3c3d258e096e700e3cf51f9706ad5097780087d61ebc90d2bcf64a4e0fcad	439690	439690	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0070.jpg	IDENTICAL	a11d0f5b01fcfaa1b8d795737738993927e0c1165d83ad2815d11ef668b9cfaa	a11d0f5b01fcfaa1b8d795737738993927e0c1165d83ad2815d11ef668b9cfaa	363566	363566	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0071.jpg	IDENTICAL	25ad3cf3bde02b929e068f11f6b33869b115c9d168aec27ec66b36f3150284e3	25ad3cf3bde02b929e068f11f6b33869b115c9d168aec27ec66b36f3150284e3	505954	505954	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0072.jpg	IDENTICAL	c8b83d009e6fc22c41843a288012a4de2246360de1351d6e05ed7ca54a054375	c8b83d009e6fc22c41843a288012a4de2246360de1351d6e05ed7ca54a054375	562434	562434	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0073.jpg	IDENTICAL	870138adcb730e40fc2523574a75f2d93c0eacde715e7f61659f8e9e4d1f91ba	870138adcb730e40fc2523574a75f2d93c0eacde715e7f61659f8e9e4d1f91ba	504927	504927	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0074.jpg	IDENTICAL	e3fa68cc5d62b668ccb66ef4a7409854c15992636d8e9b41b0b5831dfd3778e1	e3fa68cc5d62b668ccb66ef4a7409854c15992636d8e9b41b0b5831dfd3778e1	542283	542283	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0075.jpg	IDENTICAL	73f03d5e8516e7103fcd5c87e5d0aec4b3f8ae3c77c5df59cccb906e46c65e91	73f03d5e8516e7103fcd5c87e5d0aec4b3f8ae3c77c5df59cccb906e46c65e91	684342	684342	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0076.jpg	IDENTICAL	11cf38b0236628104b2363fa2e9cbdd6f68ec09b196c62ef46140f35c5d2808e	11cf38b0236628104b2363fa2e9cbdd6f68ec09b196c62ef46140f35c5d2808e	436792	436792	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0077.jpg	IDENTICAL	dba04fb899e12b825bd72f3c62e45fb6e4d40239dd48dd917e11099471b58bed	dba04fb899e12b825bd72f3c62e45fb6e4d40239dd48dd917e11099471b58bed	278342	278342	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0078.jpg	IDENTICAL	693f4c73fd7beb34cceb2ffb358cdb901242791eab094ae5c1a09e0fe4a8ac53	693f4c73fd7beb34cceb2ffb358cdb901242791eab094ae5c1a09e0fe4a8ac53	518180	518180	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0079.jpg	IDENTICAL	6319b0d4c870e2b4fa993c0b053fdef34e1cf7e0110862c2c01e5414fd2b4390	6319b0d4c870e2b4fa993c0b053fdef34e1cf7e0110862c2c01e5414fd2b4390	252948	252948	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0080.jpg	IDENTICAL	c36cda1940e2f4a5a876151420fa978f23c7b788546775fba72ad0093299c343	c36cda1940e2f4a5a876151420fa978f23c7b788546775fba72ad0093299c343	331299	331299	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0081.jpg	IDENTICAL	6a069ae0dbdef4ccbf60971417e590c26fdb25481e9e6b9343703158785f7dcf	6a069ae0dbdef4ccbf60971417e590c26fdb25481e9e6b9343703158785f7dcf	445948	445948	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0082.jpg	IDENTICAL	f73c4d094cb1984fc415122ec80ee4650174f44abdab418ed60ae5033b1c5611	f73c4d094cb1984fc415122ec80ee4650174f44abdab418ed60ae5033b1c5611	400199	400199	2026-09-03T14:12:25Z
scripts/platformkit/a1_artifacts/soccer_s1/ext_2026-09-01/frames/S1_0083.jpg	IDENTICAL	fb60bca75bedaba915cc21e7cb032d6c7e3e291cdf1b1c60acc5f85013be612e	fb60bca75bedaba915cc21e7cb032d6c7e3e291cdf1b1c60acc5f85013be612e	349813	349813	2026-09-03T14:12:25Z
