captured_at,book,game_id,player_id,player_name,team,stat,line,over_price,under_price,market_status
2026-05-26T14:10:00,bov,25865305,,A'ja Wilson,LVA,fg3m,1.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,A'ja Wilson,LVA,stl,1.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,A'ja Wilson,LVA,blk,2.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,A'ja Wilson,LVA,tov,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Jackie Young,LVA,pts,16.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Jackie Young,LVA,reb,4.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Jackie Young,LVA,ast,8.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Jackie Young,LVA,fg3m,2.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Jackie Young,LVA,stl,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Jackie Young,LVA,tov,1.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Chelsea Gray,LVA,pts,12.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Chelsea Gray,LVA,reb,4.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Chelsea Gray,LVA,ast,6.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Chelsea Gray,LVA,fg3m,2.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Chelsea Gray,LVA,stl,1.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Chelsea Gray,LVA,tov,2.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Jewell Loyd,LVA,pts,12.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Jewell Loyd,LVA,reb,2.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Jewell Loyd,LVA,ast,1.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Jewell Loyd,LVA,fg3m,3.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Jewell Loyd,LVA,stl,1.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Jewell Loyd,LVA,blk,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Jewell Loyd,LVA,tov,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Megan Gustafson,LVA,pts,2.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Megan Gustafson,LVA,reb,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Megan Gustafson,LVA,fg3m,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Arike Ogunbowale,DAL,pts,12.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Arike Ogunbowale,DAL,reb,2.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Arike Ogunbowale,DAL,ast,2.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Arike Ogunbowale,DAL,stl,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Arike Ogunbowale,DAL,tov,1.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Paige Bueckers,DAL,pts,20.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Paige Bueckers,DAL,reb,3.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Paige Bueckers,DAL,ast,6.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Paige Bueckers,DAL,stl,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Paige Bueckers,DAL,blk,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Paige Bueckers,DAL,tov,1.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Maddy Siegrist,DAL,pts,14.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Maddy Siegrist,DAL,reb,2.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Maddy Siegrist,DAL,ast,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Maddy Siegrist,DAL,fg3m,1.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Maddy Siegrist,DAL,stl,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,Maddy Siegrist,DAL,tov,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,DiJonai Carrington,DAL,pts,7.0,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,DiJonai Carrington,DAL,reb,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,DiJonai Carrington,DAL,ast,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,DiJonai Carrington,DAL,fg3m,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,DiJonai Carrington,DAL,stl,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25865305,,DiJonai Carrington,DAL,tov,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Caitlin Clark,IND,pts,10.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Caitlin Clark,IND,reb,4.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Caitlin Clark,IND,ast,8.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Caitlin Clark,IND,fg3m,0.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Caitlin Clark,IND,stl,1.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Caitlin Clark,IND,tov,3.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Aliyah Boston,IND,pts,9.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Aliyah Boston,IND,reb,7.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Aliyah Boston,IND,ast,4.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Aliyah Boston,IND,stl,1.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Aliyah Boston,IND,tov,1.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Kelsey Mitchell,IND,pts,17.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Kelsey Mitchell,IND,reb,1.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Kelsey Mitchell,IND,ast,3.5,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Kelsey Mitchell,IND,fg3m,2.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Kelsey Mitchell,IND,stl,1.0,-110,-110,o
2026-05-26T14:10:00,bov,25863149,,Kelsey Mitchell,IND,tov,2.0,-110,-110,o
