geometry,sigma_px,draw,seed,baseline_gap_px,refined_gap_px,improvement_px,n_supports,n_assigned,n_fev,status,base_val_px,ref_val_px
G1_SYNTH_QUAD,0.00,38,2925205826,0.000000,0.000000,0.000000,546,546,2,ok,0.000000,0.000000
G1_SYNTH_QUAD,0.00,39,3041585704,0.000000,0.000000,0.000000,546,546,2,ok,0.000000,0.000000
G1_SYNTH_QUAD,0.25,0,2655238501,0.112646,0.129106,-0.016460,547,547,4,ok,0.298468,0.287547
G1_SYNTH_QUAD,0.25,1,2970712974,0.227152,0.225819,0.001333,546,546,5,ok,0.209964,0.231735
G1_SYNTH_QUAD,0.25,2,503825664,0.286342,0.270913,0.015429,546,546,4,ok,0.386776,0.411443
G1_SYNTH_QUAD,0.25,3,1248150188,0.238853,0.231160,0.007692,546,546,4,ok,0.093790,0.069687
G1_SYNTH_QUAD,0.25,4,2620569598,0.311368,0.108310,0.203058,546,546,4,ok,0.236697,0.186959
G1_SYNTH_QUAD,0.25,5,750061850,0.231042,0.183082,0.047960,546,546,4,ok,0.322093,0.332639
G1_SYNTH_QUAD,0.25,6,1977391363,0.253899,0.218598,0.035301,546,546,4,ok,0.360343,0.275105
G1_SYNTH_QUAD,0.25,7,3956062938,0.353943,0.300739,0.053204,547,547,5,ok,0.312206,0.312972
G1_SYNTH_QUAD,0.25,8,2332637382,0.173539,0.153778,0.019761,547,547,4,ok,0.124591,0.152783
G1_SYNTH_QUAD,0.25,9,2040632161,0.429514,0.312771,0.116742,546,546,4,ok,0.205400,0.196179
G1_SYNTH_QUAD,0.25,10,4133016534,0.179900,0.097732,0.082169,546,546,4,ok,0.119270,0.080583
G1_SYNTH_QUAD,0.25,11,3564048253,0.213521,0.175041,0.038480,546,546,4,ok,0.264378,0.282281
G1_SYNTH_QUAD,0.25,12,2016928677,0.121746,0.081376,0.040370,547,547,4,ok,0.137302,0.172366
G1_SYNTH_QUAD,0.25,13,448033290,0.163435,0.189418,-0.025983,546,546,4,ok,0.522497,0.543202
G1_SYNTH_QUAD,0.25,14,3241557265,0.295230,0.322831,-0.027601,546,546,4,ok,0.245430,0.157840
G1_SYNTH_QUAD,0.25,15,3343372110,0.246183,0.208206,0.037977,547,547,4,ok,0.325324,0.322949
G1_SYNTH_QUAD,0.25,16,1657677820,0.291186,0.307223,-0.016037,546,546,4,ok,0.132858,0.129301
G1_SYNTH_QUAD,0.25,17,4181919715,0.107168,0.116886,-0.009719,546,546,4,ok,0.067307,0.070005
G1_SYNTH_QUAD,0.25,18,3746114882,0.351392,0.193478,0.157914,546,546,4,ok,0.111741,0.109593
G1_SYNTH_QUAD,0.25,19,1194116018,0.206277,0.194274,0.012002,546,546,4,ok,0.235765,0.273707
G1_SYNTH_QUAD,0.25,20,897987746,0.246143,0.255822,-0.009679,546,546,4,ok,0.233400,0.262743
G1_SYNTH_QUAD,0.25,21,553393099,0.319246,0.200379,0.118868,547,547,4,ok,0.366628,0.360045
G1_SYNTH_QUAD,0.25,22,3515817993,0.243748,0.175455,0.068293,546,546,4,ok,0.180245,0.262302
G1_SYNTH_QUAD,0.25,23,1284155564,0.177637,0.170565,0.007072,547,547,5,ok,0.240292,0.220496
G1_SYNTH_QUAD,0.25,24,1823585226,0.256194,0.189449,0.066745,547,547,4,ok,0.227243,0.167788
G1_SYNTH_QUAD,0.25,25,3126257715,0.329392,0.248891,0.080501,546,546,4,ok,0.208506,0.181893
G1_SYNTH_QUAD,0.25,26,1978243535,0.175794,0.147101,0.028692,546,546,4,ok,0.212448,0.247164
G1_SYNTH_QUAD,0.25,27,2068810700,0.167039,0.147654,0.019385,546,546,5,ok,0.138586,0.142026
G1_SYNTH_QUAD,0.25,28,3804499114,0.243420,0.248244,-0.004825,546,546,4,ok,0.192523,0.200531
G1_SYNTH_QUAD,0.25,29,2879781001,0.368392,0.361977,0.006415,546,546,4,ok,0.330379,0.371118
G1_SYNTH_QUAD,0.25,30,61784359,0.231095,0.171181,0.059915,546,546,4,ok,0.070860,0.088558
G1_SYNTH_QUAD,0.25,31,2413923065,0.297246,0.309792,-0.012546,546,546,4,ok,0.253861,0.274358
G1_SYNTH_QUAD,0.25,32,2591212003,0.504640,0.259391,0.245249,546,546,4,ok,0.437372,0.325217
G1_SYNTH_QUAD,0.25,33,2853215870,0.414571,0.331532,0.083039,546,546,4,ok,0.203890,0.219532
G1_SYNTH_QUAD,0.25,34,2411113029,0.279244,0.184761,0.094483,546,546,5,ok,0.238967,0.141181
G1_SYNTH_QUAD,0.25,35,3489655495,0.225587,0.163242,0.062345,548,548,4,ok,0.246820,0.198885
G1_SYNTH_QUAD,0.25,36,74253534,0.273618,0.261772,0.011846,546,546,4,ok,0.046862,0.088279
G1_SYNTH_QUAD,0.25,37,2895508393,0.267992,0.198063,0.069928,546,546,4,ok,0.212746,0.194080
G1_SYNTH_QUAD,0.25,38,2688992031,0.240042,0.235943,0.004098,546,546,4,ok,0.270228,0.246610
G1_SYNTH_QUAD,0.25,39,2982247568,0.230414,0.175487,0.054927,546,546,4,ok,0.171889,0.237243
G1_SYNTH_QUAD,0.50,0,2875169837,0.696769,0.659718,0.037051,548,548,4,ok,0.335160,0.338054
G1_SYNTH_QUAD,0.50,1,3437869678,0.914711,0.392305,0.522406,546,546,4,ok,0.349124,0.306171
G1_SYNTH_QUAD,0.50,2,176353463,0.749745,0.750198,-0.000453,547,547,6,ok,0.506813,0.552479
G1_SYNTH_QUAD,0.50,3,2558120246,0.359028,0.337555,0.021472,547,547,4,ok,0.683140,0.694449
G1_SYNTH_QUAD,0.50,4,421142665,1.244174,0.770964,0.473209,546,546,4,ok,0.481917,0.390969
G1_SYNTH_QUAD,0.50,5,1138372523,0.581343,0.466328,0.115014,548,548,4,ok,0.242266,0.213887
G1_SYNTH_QUAD,0.50,6,2218299719,0.291245,0.352351,-0.061106,546,546,4,ok,0.177084,0.183067
G1_SYNTH_QUAD,0.50,7,2524841867,0.513529,0.216728,0.296801,547,547,4,ok,0.735834,0.571293
G1_SYNTH_QUAD,0.50,8,3384224876,0.170084,0.111243,0.058841,547,547,4,ok,0.118295,0.211139
G1_SYNTH_QUAD,0.50,9,2576061336,0.623308,0.511909,0.111399,547,547,4,ok,0.189877,0.196278
G1_SYNTH_QUAD,0.50,10,3486168255,0.421524,0.389080,0.032444,546,546,4,ok,0.362512,0.361416
G1_SYNTH_QUAD,0.50,11,1336169032,0.626461,0.327948,0.298513,547,547,4,ok,0.676155,0.738672
G1_SYNTH_QUAD,0.50,12,4255332344,0.391109,0.137642,0.253467,546,546,5,ok,0.617186,0.402322
G1_SYNTH_QUAD,0.50,13,1495381035,0.604035,0.673567,-0.069532,546,546,4,ok,0.229584,0.243914
G1_SYNTH_QUAD,0.50,14,2323810997,0.898268,0.700895,0.197374,547,547,4,ok,0.492767,0.456664
G1_SYNTH_QUAD,0.50,15,2965673844,0.592141,0.578025,0.014116,547,547,4,ok,0.226318,0.188453
G1_SYNTH_QUAD,0.50,16,3270541312,0.356409,0.344142,0.012267,547,547,5,ok,0.452546,0.483498
G1_SYNTH_QUAD,0.50,17,2212791875,0.368702,0.439932,-0.071230,548,548,5,ok,0.187860,0.181470
G1_SYNTH_QUAD,0.50,18,3200485573,0.359464,0.341390,0.018075,546,546,4,ok,0.456596,0.436081
G1_SYNTH_QUAD,0.50,19,1536914634,0.691915,0.694104,-0.002189,546,546,5,ok,0.490100,0.560991
G1_SYNTH_QUAD,0.50,20,1855319292,0.733084,0.467599,0.265484,547,547,4,ok,0.236538,0.463277
G1_SYNTH_QUAD,0.50,21,4122345355,0.558729,0.501374,0.057355,547,547,4,ok,0.531176,0.475462
G1_SYNTH_QUAD,0.50,22,1181387212,0.720721,0.586692,0.134029,548,548,4,ok,0.295512,0.320368
G1_SYNTH_QUAD,0.50,23,2047868222,0.398729,0.447956,-0.049228,546,546,4,ok,1.156820,1.175947
G1_SYNTH_QUAD,0.50,24,2086718358,0.257788,0.261764,-0.003975,547,547,4,ok,0.240310,0.246769
G1_SYNTH_QUAD,0.50,25,96581368,0.503249,0.292359,0.210890,546,546,4,ok,0.299691,0.177401
G1_SYNTH_QUAD,0.50,26,832117975,1.584324,0.690633,0.893691,546,546,4,ok,0.331551,0.129227
G1_SYNTH_QUAD,0.50,27,1403929177,0.376886,0.364742,0.012144,547,547,5,ok,0.114690,0.293237
G1_SYNTH_QUAD,0.50,28,4114932978,0.747060,0.675319,0.071741,546,546,5,ok,0.092652,0.056336
G1_SYNTH_QUAD,0.50,29,3457155706,0.377213,0.347809,0.029404,546,546,5,ok,0.294679,0.240242
G1_SYNTH_QUAD,0.50,30,1484930819,0.442222,0.390077,0.052145,546,546,5,ok,0.327778,0.345445
G1_SYNTH_QUAD,0.50,31,434958769,0.842928,0.532636,0.310292,546,546,4,ok,0.723937,0.719821
G1_SYNTH_QUAD,0.50,32,3041840272,0.349470,0.289228,0.060241,547,547,4,ok,0.178544,0.151387
G1_SYNTH_QUAD,0.50,33,2005141103,1.005411,0.584678,0.420732,546,546,4,ok,0.338707,0.228606
G1_SYNTH_QUAD,0.50,34,382132784,0.461058,0.493437,-0.032379,547,547,5,ok,0.332581,0.328079
G1_SYNTH_QUAD,0.50,35,3021322723,0.400102,0.272153,0.127949,546,546,4,ok,0.297618,0.218740
G1_SYNTH_QUAD,0.50,36,3930122292,0.337746,0.253645,0.084101,546,546,5,ok,0.098565,0.169692
G1_SYNTH_QUAD,0.50,37,2757529715,0.286882,0.405195,-0.118313,546,546,4,ok,0.246624,0.301051
G1_SYNTH_QUAD,0.50,38,1891893530,1.143770,0.601547,0.542223,546,546,4,ok,0.654254,0.300051
G1_SYNTH_QUAD,0.50,39,3610669670,0.472796,0.401670,0.071127,547,547,4,ok,0.328140,0.323784
G1_SYNTH_QUAD,1.00,0,490689400,1.901079,0.783804,1.117275,547,547,10,ok,1.660455,1.675065
G1_SYNTH_QUAD,1.00,1,2679827148,0.539653,0.437286,0.102367,546,546,6,ok,0.944571,0.822636
G1_SYNTH_QUAD,1.00,2,210526659,0.540027,0.765288,-0.225261,545,545,4,ok,0.951954,1.064454
G1_SYNTH_QUAD,1.00,3,1452798086,1.065477,1.023252,0.042225,547,547,4,ok,0.672387,0.813496
G1_SYNTH_QUAD,1.00,4,982259016,0.694117,0.472048,0.222070,546,546,4,ok,1.135659,0.864732
G1_SYNTH_QUAD,1.00,5,3672564135,1.204359,0.853336,0.351023,547,547,6,ok,0.436650,0.860772
G1_SYNTH_QUAD,1.00,6,3105094789,1.193378,1.096570,0.096807,548,548,5,ok,0.553288,0.580641
G1_SYNTH_QUAD,1.00,7,3622700675,1.390261,0.824219,0.566043,548,548,5,ok,0.588445,0.590681
G1_SYNTH_QUAD,1.00,8,2113724599,0.790017,0.746725,0.043292,546,546,4,ok,0.618744,0.632716
G1_SYNTH_QUAD,1.00,9,919301398,0.563414,0.671305,-0.107891,546,546,5,ok,0.939637,1.081240
G1_SYNTH_QUAD,1.00,10,1517923521,1.114182,1.214368,-0.100185,546,546,5,ok,0.602520,0.720958
G1_SYNTH_QUAD,1.00,11,2421341052,0.687496,0.800759,-0.113263,547,547,4,ok,0.780759,0.647060
G1_SYNTH_QUAD,1.00,12,2022869561,0.742277,0.522663,0.219614,546,546,5,ok,0.070913,0.483211
G1_SYNTH_QUAD,1.00,13,577795033,2.029831,1.014134,1.015697,546,546,5,ok,1.385626,0.571776
G1_SYNTH_QUAD,1.00,14,2733361931,1.596110,1.069542,0.526568,548,548,5,ok,0.264312,0.326019
G1_SYNTH_QUAD,1.00,15,951131019,1.699644,0.979389,0.720255,548,548,7,ok,0.840537,0.513585
G1_SYNTH_QUAD,1.00,16,2179158173,1.500933,0.721698,0.779235,545,545,7,ok,0.340006,0.355471
G1_SYNTH_QUAD,1.00,17,2030033550,1.104711,0.829540,0.275171,546,546,6,ok,1.031787,0.883228
G1_SYNTH_QUAD,1.00,18,1088534738,0.850197,0.712261,0.137935,547,547,4,ok,0.718968,0.989254
G1_SYNTH_QUAD,1.00,19,1215962718,0.346264,0.480056,-0.133792,547,547,4,ok,0.603895,0.733529
G1_SYNTH_QUAD,1.00,20,198835947,1.010365,1.045331,-0.034966,547,547,5,ok,1.014274,1.001337
G1_SYNTH_QUAD,1.00,21,317511184,1.662690,1.100707,0.561983,546,546,6,ok,0.231538,0.314167
G1_SYNTH_QUAD,1.00,22,2608576290,2.057845,1.326236,0.731609,546,546,6,ok,1.516140,1.421755
G1_SYNTH_QUAD,1.00,23,3689645567,0.788923,0.798253,-0.009330,548,548,4,ok,0.340398,0.412409
G1_SYNTH_QUAD,1.00,24,217187113,1.464404,0.544744,0.919660,547,547,7,ok,0.145980,0.221801
G1_SYNTH_QUAD,1.00,25,1639756240,1.048284,0.387633,0.660651,546,546,6,ok,0.426051,0.372120
G1_SYNTH_QUAD,1.00,26,3387159330,0.783294,0.827634,-0.044340,547,547,4,ok,0.496637,0.652754
G1_SYNTH_QUAD,1.00,27,129721217,0.936973,0.801951,0.135022,546,546,4,ok,2.273314,1.912822
G1_SYNTH_QUAD,1.00,28,656449790,0.574691,0.490189,0.084501,547,547,4,ok,0.945947,0.735648
G1_SYNTH_QUAD,1.00,29,2714698005,0.415943,0.422142,-0.006199,547,547,4,ok,0.874170,1.074697
G1_SYNTH_QUAD,1.00,30,1962181802,1.077353,1.026006,0.051347,546,546,4,ok,0.994197,0.946230
G1_SYNTH_QUAD,1.00,31,3148042599,0.382990,0.401660,-0.018671,546,546,4,ok,0.267993,0.237470
G1_SYNTH_QUAD,1.00,32,506516673,1.162114,1.101092,0.061022,547,547,4,ok,0.172563,0.523111
G1_SYNTH_QUAD,1.00,33,533717318,0.870728,0.753604,0.117124,548,548,5,ok,0.535039,0.495086
G1_SYNTH_QUAD,1.00,34,3577544804,1.013885,0.883877,0.130008,547,547,5,ok,0.490995,0.437974
G1_SYNTH_QUAD,1.00,35,2815341371,1.124115,0.638958,0.485157,546,546,5,ok,0.325085,0.535053
G1_SYNTH_QUAD,1.00,36,2230604390,0.386160,0.456065,-0.069905,546,546,4,ok,0.397841,0.479122
G1_SYNTH_QUAD,1.00,37,4257909315,0.718506,0.622017,0.096488,547,547,4,ok,0.832053,0.824719
G1_SYNTH_QUAD,1.00,38,2647431262,0.962586,0.790186,0.172400,546,546,4,ok,1.179879,0.973610
G1_SYNTH_QUAD,1.00,39,2888243071,0.816875,0.649800,0.167075,548,548,5,ok,0.488211,0.487358
G2_WIDE,0.00,0,3738592986,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,1,557905976,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,2,3680591891,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,3,3166414700,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,4,1645847903,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,5,2265036266,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,6,3214682469,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,7,3675327606,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,8,1208967204,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,9,2229422748,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,10,31452729,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,11,2864089219,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,12,2670078894,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,13,2038115159,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,14,51006231,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,15,2620115533,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,16,2167690034,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,17,1130192449,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,18,520488795,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,19,3203088682,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,20,237391282,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,21,2264899751,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,22,3752830712,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,23,1125553582,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,24,2405136617,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,25,1311421174,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,26,3350576826,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,27,106460992,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,28,1441650695,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,29,3844674507,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,30,707897765,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,31,635832811,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,32,2478889827,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,33,290620196,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,34,2340146613,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,35,1677798093,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,36,2281240,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,37,4218533817,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,38,583299234,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.00,39,2725249525,0.000000,0.000000,0.000000,568,568,2,ok,0.000000,0.000000
G2_WIDE,0.25,0,2594377114,0.306632,0.170853,0.135779,567,567,4,ok,0.232534,0.214831
G2_WIDE,0.25,1,1873955964,0.180149,0.175770,0.004379,568,568,4,ok,0.046355,0.041989
G2_WIDE,0.25,2,135958719,0.230952,0.169583,0.061369,567,567,5,ok,0.190681,0.194644
G2_WIDE,0.25,3,3937527381,0.166150,0.155436,0.010713,567,567,4,ok,0.067544,0.038688
G2_WIDE,0.25,4,2417785758,0.308595,0.300563,0.008032,567,567,4,ok,0.119773,0.123579
G2_WIDE,0.25,5,2320706073,0.321745,0.127056,0.194689,567,567,4,ok,0.174187,0.134778
G2_WIDE,0.25,6,648008941,0.358825,0.341486,0.017339,567,567,4,ok,0.279214,0.279456
G2_WIDE,0.25,7,3295122508,0.387619,0.379737,0.007882,568,568,4,ok,0.434624,0.408221
G2_WIDE,0.25,8,410470487,0.285395,0.185458,0.099937,567,567,4,ok,0.120344,0.101304
G2_WIDE,0.25,9,159758052,0.154370,0.162180,-0.007810,567,567,4,ok,0.190596,0.206964
G2_WIDE,0.25,10,1181530753,0.216439,0.228666,-0.012227,567,567,4,ok,0.246880,0.204153
G2_WIDE,0.25,11,3870842499,0.242781,0.193770,0.049011,568,568,4,ok,0.128242,0.111323
G2_WIDE,0.25,12,3370845412,0.223221,0.223315,-0.000093,567,567,4,ok,0.084353,0.081101
G2_WIDE,0.25,13,3582680512,0.296300,0.199685,0.096615,567,567,5,ok,0.196661,0.190131
G2_WIDE,0.25,14,84783170,0.193435,0.248550,-0.055114,567,567,4,ok,0.037489,0.047548
G2_WIDE,0.25,15,3762506100,0.293484,0.228304,0.065180,567,567,4,ok,0.099560,0.083004
G2_WIDE,0.25,16,1839133692,0.235876,0.189418,0.046458,567,567,4,ok,0.287622,0.304845
G2_WIDE,0.25,17,2758797002,0.215815,0.222692,-0.006876,567,567,4,ok,0.100120,0.120382
G2_WIDE,0.25,18,2259186643,0.441462,0.421115,0.020347,568,568,4,ok,0.211240,0.183408
G2_WIDE,0.25,19,1058009790,0.350068,0.219981,0.130087,568,568,4,ok,0.120137,0.205610
G2_WIDE,0.25,20,3677195039,0.130729,0.124286,0.006443,568,568,4,ok,0.203884,0.250708
G2_WIDE,0.25,21,3624060062,0.351329,0.137686,0.213643,567,567,4,ok,0.214136,0.054028
G2_WIDE,0.25,22,3519782104,0.160560,0.136839,0.023721,567,567,4,ok,0.166796,0.098826
G2_WIDE,0.25,23,2696633904,0.401868,0.343578,0.058290,567,567,4,ok,0.343753,0.307994
G2_WIDE,0.25,24,2065926313,0.139109,0.130870,0.008239,567,567,4,ok,0.168848,0.159399
G2_WIDE,0.25,25,1853754468,0.320296,0.201713,0.118582,567,567,4,ok,0.094967,0.113961
G2_WIDE,0.25,26,2872948703,0.148964,0.154387,-0.005423,568,568,5,ok,0.187357,0.225649
G2_WIDE,0.25,27,255049463,0.182994,0.173357,0.009637,567,567,4,ok,0.137182,0.151210
G2_WIDE,0.25,28,758207408,0.255701,0.273684,-0.017983,567,567,4,ok,0.181562,0.220751
G2_WIDE,0.25,29,562572991,0.572975,0.339839,0.233136,567,567,5,ok,0.195876,0.210528
G2_WIDE,0.25,30,592067969,0.163539,0.144736,0.018803,568,568,4,ok,0.133299,0.159591
G2_WIDE,0.25,31,465232620,0.300917,0.220629,0.080288,567,567,5,ok,0.494748,0.416337
G2_WIDE,0.25,32,2808305188,0.179173,0.180322,-0.001149,567,567,4,ok,0.065957,0.058925
G2_WIDE,0.25,33,1355245941,0.240103,0.163309,0.076794,568,568,4,ok,0.134770,0.088510
G2_WIDE,0.25,34,1641014487,0.264421,0.242776,0.021644,568,568,4,ok,0.192319,0.248705
G2_WIDE,0.25,35,1249626219,0.340279,0.236732,0.103547,568,568,4,ok,0.225641,0.201323
G2_WIDE,0.25,36,2408661687,0.348722,0.333042,0.015679,568,568,4,ok,0.570604,0.543925
G2_WIDE,0.25,37,3580197198,0.392619,0.186575,0.206044,568,568,5,ok,0.139345,0.156637
G2_WIDE,0.25,38,1965205754,0.232124,0.208520,0.023604,568,568,4,ok,0.091329,0.059757
G2_WIDE,0.25,39,808091148,0.411100,0.387403,0.023697,568,568,5,ok,0.545567,0.522541
G2_WIDE,0.50,0,3919628986,0.464010,0.277994,0.186016,568,568,6,ok,0.264947,0.439004
G2_WIDE,0.50,1,4275211135,0.374003,0.304802,0.069201,568,568,4,ok,0.423576,0.391040
G2_WIDE,0.50,2,3750098723,0.469391,0.434403,0.034988,567,567,4,ok,0.275082,0.209830
