source_id,draw_j,source,format_id,ext,resolution,height,fps,protocol,vcodec
UPlzuJyGLX0,1,listing,606,mp4,854x480,480,30.0,m3u8,vp09.00.30.08
UPlzuJyGLX0,1,listing,244,webm,854x480,480,30.0,https,vp9
UPlzuJyGLX0,1,listing,397,mp4,854x480,480,30.0,https,av01.0.04M.08
UPlzuJyGLX0,1,listing,232,mp4,1280x720,720,30.0,m3u8,avc1.4D401F
UPlzuJyGLX0,1,listing,136,mp4,1280x720,720,30.0,https,avc1.4d401f
UPlzuJyGLX0,1,listing,609,mp4,1280x720,720,30.0,m3u8,vp09.00.31.08
UPlzuJyGLX0,1,listing,247,webm,1280x720,720,30.0,https,vp9
UPlzuJyGLX0,1,listing,398,mp4,1280x720,720,30.0,https,av01.0.05M.08
UPlzuJyGLX0,1,listing,270,mp4,1920x1080,1080,30.0,m3u8,avc1.640028
UPlzuJyGLX0,1,listing,137,mp4,1920x1080,1080,30.0,https,avc1.640028
UPlzuJyGLX0,1,listing,614,mp4,1920x1080,1080,30.0,m3u8,vp09.00.40.08
UPlzuJyGLX0,1,listing,248,webm,1920x1080,1080,30.0,https,vp9
UPlzuJyGLX0,1,listing,399,mp4,1920x1080,1080,30.0,https,av01.0.08M.08
UPlzuJyGLX0,1,listing,616,mp4,1920x1080,1080,30.0,m3u8,vp09.00.40.08
UPlzuJyGLX0,1,metadata,sb2,mhtml,48x27,27,0.011813349084465446,mhtml,none
UPlzuJyGLX0,1,metadata,sb1,mhtml,79x45,45,0.10017720023626699,mhtml,none
UPlzuJyGLX0,1,metadata,sb0,mhtml,159x90,90,0.10017720023626699,mhtml,none
UPlzuJyGLX0,1,metadata,233,mp4,audio only,,,m3u8_native,none
UPlzuJyGLX0,1,metadata,234,mp4,audio only,,,m3u8_native,none
UPlzuJyGLX0,1,metadata,139-drc,m4a,audio only,,,https,none
UPlzuJyGLX0,1,metadata,249-drc,webm,audio only,,,https,none
UPlzuJyGLX0,1,metadata,250-drc,webm,audio only,,,https,none
UPlzuJyGLX0,1,metadata,139,m4a,audio only,,,https,none
UPlzuJyGLX0,1,metadata,249,webm,audio only,,,https,none
UPlzuJyGLX0,1,metadata,250,webm,audio only,,,https,none
UPlzuJyGLX0,1,metadata,140-drc,m4a,audio only,,,https,none
UPlzuJyGLX0,1,metadata,251-drc,webm,audio only,,,https,none
UPlzuJyGLX0,1,metadata,140,m4a,audio only,,,https,none
UPlzuJyGLX0,1,metadata,251,webm,audio only,,,https,none
UPlzuJyGLX0,1,metadata,602,mp4,256x144,144,15.0,m3u8_native,vp09.00.10.08
UPlzuJyGLX0,1,metadata,269,mp4,256x144,144,30.0,m3u8_native,avc1.4D400C
UPlzuJyGLX0,1,metadata,160,mp4,256x144,144,30,https,avc1.4d400c
UPlzuJyGLX0,1,metadata,603,mp4,256x144,144,30.0,m3u8_native,vp09.00.11.08
UPlzuJyGLX0,1,metadata,278,webm,256x144,144,30,https,vp9
UPlzuJyGLX0,1,metadata,394,mp4,256x144,144,30,https,av01.0.00M.08
UPlzuJyGLX0,1,metadata,229,mp4,426x240,240,30.0,m3u8_native,avc1.4D4015
UPlzuJyGLX0,1,metadata,133,mp4,426x240,240,30,https,avc1.4d4015
UPlzuJyGLX0,1,metadata,604,mp4,426x240,240,30.0,m3u8_native,vp09.00.20.08
UPlzuJyGLX0,1,metadata,242,webm,426x240,240,30,https,vp9
UPlzuJyGLX0,1,metadata,395,mp4,426x240,240,30,https,av01.0.00M.08
UPlzuJyGLX0,1,metadata,230,mp4,640x360,360,30.0,m3u8_native,avc1.4D401E
UPlzuJyGLX0,1,metadata,134,mp4,640x360,360,30,https,avc1.4d401e
UPlzuJyGLX0,1,metadata,605,mp4,640x360,360,30.0,m3u8_native,vp09.00.21.08
UPlzuJyGLX0,1,metadata,243,webm,640x360,360,30,https,vp9
UPlzuJyGLX0,1,metadata,396,mp4,640x360,360,30,https,av01.0.01M.08
UPlzuJyGLX0,1,metadata,231,mp4,854x480,480,30.0,m3u8_native,avc1.4D401F
UPlzuJyGLX0,1,metadata,135,mp4,854x480,480,30,https,avc1.4d401f
UPlzuJyGLX0,1,metadata,606,mp4,854x480,480,30.0,m3u8_native,vp09.00.30.08
UPlzuJyGLX0,1,metadata,244,webm,854x480,480,30,https,vp9
UPlzuJyGLX0,1,metadata,397,mp4,854x480,480,30,https,av01.0.04M.08
UPlzuJyGLX0,1,metadata,232,mp4,1280x720,720,30.0,m3u8_native,avc1.4D401F
UPlzuJyGLX0,1,metadata,136,mp4,1280x720,720,30,https,avc1.4d401f
UPlzuJyGLX0,1,metadata,609,mp4,1280x720,720,30.0,m3u8_native,vp09.00.31.08
UPlzuJyGLX0,1,metadata,247,webm,1280x720,720,30,https,vp9
UPlzuJyGLX0,1,metadata,398,mp4,1280x720,720,30,https,av01.0.05M.08
UPlzuJyGLX0,1,metadata,270,mp4,1920x1080,1080,30.0,m3u8_native,avc1.640028
UPlzuJyGLX0,1,metadata,137,mp4,1920x1080,1080,30,https,avc1.640028
UPlzuJyGLX0,1,metadata,614,mp4,1920x1080,1080,30.0,m3u8_native,vp09.00.40.08
UPlzuJyGLX0,1,metadata,248,webm,1920x1080,1080,30,https,vp9
UPlzuJyGLX0,1,metadata,399,mp4,1920x1080,1080,30,https,av01.0.08M.08
UPlzuJyGLX0,1,metadata,616,mp4,1920x1080,1080,30.0,m3u8_native,vp09.00.40.08
tPLwS9QjGHw,2,listing,sb3,mhtml,48x27,27,0.0,mhtml,images
tPLwS9QjGHw,2,listing,sb2,mhtml,80x45,45,0.0,mhtml,images
tPLwS9QjGHw,2,listing,sb1,mhtml,160x90,90,0.0,mhtml,images
tPLwS9QjGHw,2,listing,sb0,mhtml,320x180,180,0.0,mhtml,images
tPLwS9QjGHw,2,listing,602,mp4,256x144,144,15.0,m3u8,vp09.00.10.08
tPLwS9QjGHw,2,listing,269,mp4,256x144,144,30.0,m3u8,avc1.4D400C
tPLwS9QjGHw,2,listing,160,mp4,256x144,144,30.0,https,avc1.4d400c
tPLwS9QjGHw,2,listing,603,mp4,256x144,144,30.0,m3u8,vp09.00.11.08
tPLwS9QjGHw,2,listing,278,webm,256x144,144,30.0,https,vp9
tPLwS9QjGHw,2,listing,394,mp4,256x144,144,30.0,https,av01.0.00M.08
tPLwS9QjGHw,2,listing,229,mp4,426x240,240,30.0,m3u8,avc1.4D4015
tPLwS9QjGHw,2,listing,133,mp4,426x240,240,30.0,https,avc1.4d4015
tPLwS9QjGHw,2,listing,604,mp4,426x240,240,30.0,m3u8,vp09.00.20.08
tPLwS9QjGHw,2,listing,242,webm,426x240,240,30.0,https,vp9
tPLwS9QjGHw,2,listing,395,mp4,426x240,240,30.0,https,av01.0.00M.08
tPLwS9QjGHw,2,listing,230,mp4,640x360,360,30.0,m3u8,avc1.4D401E
tPLwS9QjGHw,2,listing,134,mp4,640x360,360,30.0,https,avc1.4d401e
tPLwS9QjGHw,2,listing,605,mp4,640x360,360,30.0,m3u8,vp09.00.21.08
tPLwS9QjGHw,2,listing,243,webm,640x360,360,30.0,https,vp9
tPLwS9QjGHw,2,listing,396,mp4,640x360,360,30.0,https,av01.0.01M.08
tPLwS9QjGHw,2,listing,231,mp4,854x480,480,30.0,m3u8,avc1.4D401F
tPLwS9QjGHw,2,listing,135,mp4,854x480,480,30.0,https,avc1.4d401f
tPLwS9QjGHw,2,listing,606,mp4,854x480,480,30.0,m3u8,vp09.00.30.08
tPLwS9QjGHw,2,listing,244,webm,854x480,480,30.0,https,vp9
tPLwS9QjGHw,2,listing,397,mp4,854x480,480,30.0,https,av01.0.04M.08
tPLwS9QjGHw,2,listing,232,mp4,1280x720,720,30.0,m3u8,avc1.4D401F
tPLwS9QjGHw,2,listing,136,mp4,1280x720,720,30.0,https,avc1.4d401f
tPLwS9QjGHw,2,listing,609,mp4,1280x720,720,30.0,m3u8,vp09.00.31.08
tPLwS9QjGHw,2,listing,247,webm,1280x720,720,30.0,https,vp9
tPLwS9QjGHw,2,listing,398,mp4,1280x720,720,30.0,https,av01.0.05M.08
tPLwS9QjGHw,2,listing,270,mp4,1920x1080,1080,30.0,m3u8,avc1.640028
tPLwS9QjGHw,2,listing,137,mp4,1920x1080,1080,30.0,https,avc1.640028
tPLwS9QjGHw,2,listing,614,mp4,1920x1080,1080,30.0,m3u8,vp09.00.40.08
tPLwS9QjGHw,2,listing,248,webm,1920x1080,1080,30.0,https,vp9
tPLwS9QjGHw,2,listing,399,mp4,1920x1080,1080,30.0,https,av01.0.08M.08
tPLwS9QjGHw,2,listing,616,mp4,1920x1080,1080,30.0,m3u8,vp09.00.40.08
tPLwS9QjGHw,2,metadata,sb3,mhtml,48x27,27,0.011402508551881414,mhtml,none
tPLwS9QjGHw,2,metadata,sb2,mhtml,80x45,45,0.10011402508551881,mhtml,none
tPLwS9QjGHw,2,metadata,sb1,mhtml,160x90,90,0.10011402508551881,mhtml,none
tPLwS9QjGHw,2,metadata,sb0,mhtml,320x180,180,0.10011402508551881,mhtml,none
tPLwS9QjGHw,2,metadata,233,mp4,audio only,,,m3u8_native,none
tPLwS9QjGHw,2,metadata,234,mp4,audio only,,,m3u8_native,none
tPLwS9QjGHw,2,metadata,139-drc,m4a,audio only,,,https,none
tPLwS9QjGHw,2,metadata,249-drc,webm,audio only,,,https,none
tPLwS9QjGHw,2,metadata,250-drc,webm,audio only,,,https,none
tPLwS9QjGHw,2,metadata,139,m4a,audio only,,,https,none
tPLwS9QjGHw,2,metadata,249,webm,audio only,,,https,none
tPLwS9QjGHw,2,metadata,250,webm,audio only,,,https,none
tPLwS9QjGHw,2,metadata,140-drc,m4a,audio only,,,https,none
tPLwS9QjGHw,2,metadata,251-drc,webm,audio only,,,https,none
tPLwS9QjGHw,2,metadata,140,m4a,audio only,,,https,none
tPLwS9QjGHw,2,metadata,251,webm,audio only,,,https,none
tPLwS9QjGHw,2,metadata,602,mp4,256x144,144,15.0,m3u8_native,vp09.00.10.08
tPLwS9QjGHw,2,metadata,269,mp4,256x144,144,30.0,m3u8_native,avc1.4D400C
tPLwS9QjGHw,2,metadata,160,mp4,256x144,144,30,https,avc1.4d400c
tPLwS9QjGHw,2,metadata,603,mp4,256x144,144,30.0,m3u8_native,vp09.00.11.08
tPLwS9QjGHw,2,metadata,278,webm,256x144,144,30,https,vp9
tPLwS9QjGHw,2,metadata,394,mp4,256x144,144,30,https,av01.0.00M.08
tPLwS9QjGHw,2,metadata,229,mp4,426x240,240,30.0,m3u8_native,avc1.4D4015
tPLwS9QjGHw,2,metadata,133,mp4,426x240,240,30,https,avc1.4d4015
tPLwS9QjGHw,2,metadata,604,mp4,426x240,240,30.0,m3u8_native,vp09.00.20.08
tPLwS9QjGHw,2,metadata,242,webm,426x240,240,30,https,vp9
tPLwS9QjGHw,2,metadata,395,mp4,426x240,240,30,https,av01.0.00M.08
tPLwS9QjGHw,2,metadata,230,mp4,640x360,360,30.0,m3u8_native,avc1.4D401E
tPLwS9QjGHw,2,metadata,134,mp4,640x360,360,30,https,avc1.4d401e
tPLwS9QjGHw,2,metadata,605,mp4,640x360,360,30.0,m3u8_native,vp09.00.21.08
tPLwS9QjGHw,2,metadata,243,webm,640x360,360,30,https,vp9
tPLwS9QjGHw,2,metadata,396,mp4,640x360,360,30,https,av01.0.01M.08
tPLwS9QjGHw,2,metadata,231,mp4,854x480,480,30.0,m3u8_native,avc1.4D401F
tPLwS9QjGHw,2,metadata,135,mp4,854x480,480,30,https,avc1.4d401f
tPLwS9QjGHw,2,metadata,606,mp4,854x480,480,30.0,m3u8_native,vp09.00.30.08
tPLwS9QjGHw,2,metadata,244,webm,854x480,480,30,https,vp9
tPLwS9QjGHw,2,metadata,397,mp4,854x480,480,30,https,av01.0.04M.08
tPLwS9QjGHw,2,metadata,232,mp4,1280x720,720,30.0,m3u8_native,avc1.4D401F
tPLwS9QjGHw,2,metadata,136,mp4,1280x720,720,30,https,avc1.4d401f
tPLwS9QjGHw,2,metadata,609,mp4,1280x720,720,30.0,m3u8_native,vp09.00.31.08
tPLwS9QjGHw,2,metadata,247,webm,1280x720,720,30,https,vp9
tPLwS9QjGHw,2,metadata,398,mp4,1280x720,720,30,https,av01.0.05M.08
tPLwS9QjGHw,2,metadata,270,mp4,1920x1080,1080,30.0,m3u8_native,avc1.640028
tPLwS9QjGHw,2,metadata,137,mp4,1920x1080,1080,30,https,avc1.640028
tPLwS9QjGHw,2,metadata,614,mp4,1920x1080,1080,30.0,m3u8_native,vp09.00.40.08
tPLwS9QjGHw,2,metadata,248,webm,1920x1080,1080,30,https,vp9
tPLwS9QjGHw,2,metadata,399,mp4,1920x1080,1080,30,https,av01.0.08M.08
tPLwS9QjGHw,2,metadata,616,mp4,1920x1080,1080,30.0,m3u8_native,vp09.00.40.08
StaR8HvV_jM,3,listing,sb2,mhtml,48x27,27,0.0,mhtml,images
StaR8HvV_jM,3,listing,sb1,mhtml,79x45,45,0.0,mhtml,images
StaR8HvV_jM,3,listing,sb0,mhtml,159x90,90,0.0,mhtml,images
StaR8HvV_jM,3,listing,602,mp4,256x144,144,15.0,m3u8,vp09.00.10.08
StaR8HvV_jM,3,listing,269,mp4,256x144,144,30.0,m3u8,avc1.4D400C
StaR8HvV_jM,3,listing,160,mp4,256x144,144,30.0,https,avc1.4d400c
StaR8HvV_jM,3,listing,603,mp4,256x144,144,30.0,m3u8,vp09.00.11.08
StaR8HvV_jM,3,listing,278,webm,256x144,144,30.0,https,vp9
StaR8HvV_jM,3,listing,229,mp4,426x240,240,30.0,m3u8,avc1.4D4015
StaR8HvV_jM,3,listing,133,mp4,426x240,240,30.0,https,avc1.4d4015
StaR8HvV_jM,3,listing,604,mp4,426x240,240,30.0,m3u8,vp09.00.20.08
StaR8HvV_jM,3,listing,242,webm,426x240,240,30.0,https,vp9
StaR8HvV_jM,3,listing,230,mp4,640x360,360,30.0,m3u8,avc1.4D401E
StaR8HvV_jM,3,listing,134,mp4,640x360,360,30.0,https,avc1.4d401e
StaR8HvV_jM,3,listing,605,mp4,640x360,360,30.0,m3u8,vp09.00.21.08
StaR8HvV_jM,3,listing,243,webm,640x360,360,30.0,https,vp9
StaR8HvV_jM,3,listing,231,mp4,854x480,480,30.0,m3u8,avc1.4D401F
StaR8HvV_jM,3,listing,135,mp4,854x480,480,30.0,https,avc1.4d401f
StaR8HvV_jM,3,listing,606,mp4,854x480,480,30.0,m3u8,vp09.00.30.08
StaR8HvV_jM,3,listing,244,webm,854x480,480,30.0,https,vp9
StaR8HvV_jM,3,listing,311,mp4,1280x720,720,60.0,m3u8,avc1.640020
StaR8HvV_jM,3,listing,298,mp4,1280x720,720,60.0,https,avc1.640020
StaR8HvV_jM,3,listing,612,mp4,1280x720,720,60.0,m3u8,vp09.00.40.08
StaR8HvV_jM,3,listing,302,webm,1280x720,720,60.0,https,vp9
StaR8HvV_jM,3,listing,312,mp4,1920x1080,1080,60.0,m3u8,avc1.64002A
StaR8HvV_jM,3,listing,299,mp4,1920x1080,1080,60.0,https,avc1.64002a
StaR8HvV_jM,3,listing,617,mp4,1920x1080,1080,60.0,m3u8,vp09.00.41.08
StaR8HvV_jM,3,listing,303,webm,1920x1080,1080,60.0,https,vp9
StaR8HvV_jM,3,metadata,sb2,mhtml,48x27,27,0.01122334455667789,mhtml,none
StaR8HvV_jM,3,metadata,sb1,mhtml,79x45,45,0.10011223344556677,mhtml,none
StaR8HvV_jM,3,metadata,sb0,mhtml,159x90,90,0.10011223344556677,mhtml,none
StaR8HvV_jM,3,metadata,233,mp4,audio only,,,m3u8_native,none
StaR8HvV_jM,3,metadata,234,mp4,audio only,,,m3u8_native,none
StaR8HvV_jM,3,metadata,139-drc,m4a,audio only,,,https,none
StaR8HvV_jM,3,metadata,249-drc,webm,audio only,,,https,none
StaR8HvV_jM,3,metadata,250-drc,webm,audio only,,,https,none
StaR8HvV_jM,3,metadata,139,m4a,audio only,,,https,none
StaR8HvV_jM,3,metadata,249,webm,audio only,,,https,none
StaR8HvV_jM,3,metadata,250,webm,audio only,,,https,none
StaR8HvV_jM,3,metadata,140-drc,m4a,audio only,,,https,none
StaR8HvV_jM,3,metadata,251-drc,webm,audio only,,,https,none
StaR8HvV_jM,3,metadata,140,m4a,audio only,,,https,none
StaR8HvV_jM,3,metadata,251,webm,audio only,,,https,none
StaR8HvV_jM,3,metadata,602,mp4,256x144,144,15.0,m3u8_native,vp09.00.10.08
StaR8HvV_jM,3,metadata,269,mp4,256x144,144,30.0,m3u8_native,avc1.4D400C
StaR8HvV_jM,3,metadata,160,mp4,256x144,144,30,https,avc1.4d400c
StaR8HvV_jM,3,metadata,603,mp4,256x144,144,30.0,m3u8_native,vp09.00.11.08
StaR8HvV_jM,3,metadata,278,webm,256x144,144,30,https,vp9
StaR8HvV_jM,3,metadata,229,mp4,426x240,240,30.0,m3u8_native,avc1.4D4015
StaR8HvV_jM,3,metadata,133,mp4,426x240,240,30,https,avc1.4d4015
StaR8HvV_jM,3,metadata,604,mp4,426x240,240,30.0,m3u8_native,vp09.00.20.08
StaR8HvV_jM,3,metadata,242,webm,426x240,240,30,https,vp9
StaR8HvV_jM,3,metadata,230,mp4,640x360,360,30.0,m3u8_native,avc1.4D401E
StaR8HvV_jM,3,metadata,134,mp4,640x360,360,30,https,avc1.4d401e
StaR8HvV_jM,3,metadata,605,mp4,640x360,360,30.0,m3u8_native,vp09.00.21.08
StaR8HvV_jM,3,metadata,243,webm,640x360,360,30,https,vp9
StaR8HvV_jM,3,metadata,231,mp4,854x480,480,30.0,m3u8_native,avc1.4D401F
StaR8HvV_jM,3,metadata,135,mp4,854x480,480,30,https,avc1.4d401f
StaR8HvV_jM,3,metadata,606,mp4,854x480,480,30.0,m3u8_native,vp09.00.30.08
StaR8HvV_jM,3,metadata,244,webm,854x480,480,30,https,vp9
StaR8HvV_jM,3,metadata,311,mp4,1280x720,720,60.0,m3u8_native,avc1.640020
StaR8HvV_jM,3,metadata,298,mp4,1280x720,720,60,https,avc1.640020
StaR8HvV_jM,3,metadata,612,mp4,1280x720,720,60.0,m3u8_native,vp09.00.40.08
StaR8HvV_jM,3,metadata,302,webm,1280x720,720,60,https,vp9
StaR8HvV_jM,3,metadata,312,mp4,1920x1080,1080,60.0,m3u8_native,avc1.64002A
StaR8HvV_jM,3,metadata,299,mp4,1920x1080,1080,60,https,avc1.64002a
StaR8HvV_jM,3,metadata,617,mp4,1920x1080,1080,60.0,m3u8_native,vp09.00.41.08
StaR8HvV_jM,3,metadata,303,webm,1920x1080,1080,60,https,vp9
g0lXjTWhxQo,4,listing,sb3,mhtml,48x27,27,0.0,mhtml,images
g0lXjTWhxQo,4,listing,sb2,mhtml,80x45,45,0.0,mhtml,images
g0lXjTWhxQo,4,listing,sb1,mhtml,160x90,90,0.0,mhtml,images
g0lXjTWhxQo,4,listing,sb0,mhtml,320x180,180,0.0,mhtml,images
g0lXjTWhxQo,4,listing,602,mp4,256x144,144,15.0,m3u8,vp09.00.10.08
g0lXjTWhxQo,4,listing,269,mp4,256x144,144,30.0,m3u8,avc1.4D400C
g0lXjTWhxQo,4,listing,160,mp4,256x144,144,30.0,https,avc1.4d400c
g0lXjTWhxQo,4,listing,603,mp4,256x144,144,30.0,m3u8,vp09.00.11.08
g0lXjTWhxQo,4,listing,278,webm,256x144,144,30.0,https,vp9
g0lXjTWhxQo,4,listing,229,mp4,426x240,240,30.0,m3u8,avc1.4D4015
g0lXjTWhxQo,4,listing,133,mp4,426x240,240,30.0,https,avc1.4d4015
g0lXjTWhxQo,4,listing,604,mp4,426x240,240,30.0,m3u8,vp09.00.20.08
g0lXjTWhxQo,4,listing,242,webm,426x240,240,30.0,https,vp9
g0lXjTWhxQo,4,listing,230,mp4,640x360,360,30.0,m3u8,avc1.4D401E
g0lXjTWhxQo,4,listing,134,mp4,640x360,360,30.0,https,avc1.4d401e
g0lXjTWhxQo,4,listing,605,mp4,640x360,360,30.0,m3u8,vp09.00.21.08
g0lXjTWhxQo,4,listing,243,webm,640x360,360,30.0,https,vp9
g0lXjTWhxQo,4,listing,231,mp4,854x480,480,30.0,m3u8,avc1.4D401F
g0lXjTWhxQo,4,listing,135,mp4,854x480,480,30.0,https,avc1.4d401f
g0lXjTWhxQo,4,listing,606,mp4,854x480,480,30.0,m3u8,vp09.00.30.08
g0lXjTWhxQo,4,listing,244,webm,854x480,480,30.0,https,vp9
g0lXjTWhxQo,4,listing,232,mp4,1280x720,720,30.0,m3u8,avc1.64001F
g0lXjTWhxQo,4,listing,136,mp4,1280x720,720,30.0,https,avc1.64001f
g0lXjTWhxQo,4,listing,609,mp4,1280x720,720,30.0,m3u8,vp09.00.31.08
g0lXjTWhxQo,4,listing,247,webm,1280x720,720,30.0,https,vp9
g0lXjTWhxQo,4,listing,270,mp4,1920x1080,1080,30.0,m3u8,avc1.640028
g0lXjTWhxQo,4,listing,137,mp4,1920x1080,1080,30.0,https,avc1.640028
g0lXjTWhxQo,4,listing,614,mp4,1920x1080,1080,30.0,m3u8,vp09.00.40.08
g0lXjTWhxQo,4,listing,248,webm,1920x1080,1080,30.0,https,vp9
g0lXjTWhxQo,4,metadata,sb3,mhtml,48x27,27,0.011275228323373548,mhtml,none
g0lXjTWhxQo,4,metadata,sb2,mhtml,80x45,45,0.1001240275115571,mhtml,none
g0lXjTWhxQo,4,metadata,sb1,mhtml,160x90,90,0.1001240275115571,mhtml,none
g0lXjTWhxQo,4,metadata,sb0,mhtml,320x180,180,0.1001240275115571,mhtml,none
g0lXjTWhxQo,4,metadata,233,mp4,audio only,,,m3u8_native,none
g0lXjTWhxQo,4,metadata,234,mp4,audio only,,,m3u8_native,none
g0lXjTWhxQo,4,metadata,139-drc,m4a,audio only,,,https,none
g0lXjTWhxQo,4,metadata,249-drc,webm,audio only,,,https,none
g0lXjTWhxQo,4,metadata,250-drc,webm,audio only,,,https,none
g0lXjTWhxQo,4,metadata,139,m4a,audio only,,,https,none
g0lXjTWhxQo,4,metadata,249,webm,audio only,,,https,none
g0lXjTWhxQo,4,metadata,250,webm,audio only,,,https,none
g0lXjTWhxQo,4,metadata,140-drc,m4a,audio only,,,https,none
g0lXjTWhxQo,4,metadata,251-drc,webm,audio only,,,https,none
g0lXjTWhxQo,4,metadata,140,m4a,audio only,,,https,none
g0lXjTWhxQo,4,metadata,251,webm,audio only,,,https,none
g0lXjTWhxQo,4,metadata,602,mp4,256x144,144,15.0,m3u8_native,vp09.00.10.08
g0lXjTWhxQo,4,metadata,269,mp4,256x144,144,30.0,m3u8_native,avc1.4D400C
g0lXjTWhxQo,4,metadata,160,mp4,256x144,144,30,https,avc1.4d400c
g0lXjTWhxQo,4,metadata,603,mp4,256x144,144,30.0,m3u8_native,vp09.00.11.08
g0lXjTWhxQo,4,metadata,278,webm,256x144,144,30,https,vp9
g0lXjTWhxQo,4,metadata,229,mp4,426x240,240,30.0,m3u8_native,avc1.4D4015
