source_frame,person_index,role,feet_visible,foot_x_px,foot_y_px,confidence,note
75839,4,player_on_court,true,724,428,approximate,white uniform player
75839,5,player_on_court,true,1056,517,approximate,white uniform player
75839,6,player_on_court,true,1168,417,approximate,black uniform player
75839,7,player_on_court,true,1284,761,approximate,white uniform player
75839,8,player_on_court,true,1531,783,approximate,black uniform player
75839,9,official,true,685,725,approximate,official foreground
83423,1,player_on_court,true,255,480,approximate,black uniform runner
83423,2,player_on_court,true,633,478,approximate,black uniform runner
83423,3,player_on_court,true,872,446,approximate,white uniform player
83423,4,player_on_court,true,1053,568,approximate,white uniform player
83423,5,player_on_court,true,1316,489,approximate,black uniform player
83423,6,player_on_court,true,1308,500,approximate,white uniform player
83423,7,player_on_court,true,1684,541,approximate,black uniform player
83423,8,player_on_court,true,1714,578,approximate,black uniform player
83423,9,official,true,971,786,approximate,official foreground
91006,1,player_on_court,true,332,557,approximate,black uniform player
91006,2,player_on_court,true,374,651,approximate,white uniform player
91006,3,player_on_court,true,571,531,approximate,white uniform player
91006,4,player_on_court,true,646,598,approximate,white uniform player
91006,5,player_on_court,true,673,590,approximate,black uniform player
91006,6,player_on_court,true,900,763,approximate,black uniform player
91006,7,player_on_court,true,1342,562,approximate,black uniform player
91006,8,player_on_court,true,1359,562,approximate,white uniform player
91006,9,player_on_court,true,913,785,approximate,black uniform player
91006,10,official,true,463,408,approximate,official near baseline
98590,1,player_on_court,true,471,448,approximate,white uniform ball handler
98590,2,player_on_court,true,622,490,approximate,black uniform defender
98590,3,player_on_court,true,761,432,approximate,white uniform player
98590,4,player_on_court,true,924,448,approximate,black uniform player
98590,5,player_on_court,true,1047,488,approximate,black uniform player
98590,6,player_on_court,true,1278,582,approximate,black uniform player
98590,7,player_on_court,true,1317,694,approximate,white uniform player
98590,8,player_on_court,true,1450,713,approximate,black uniform player
98590,9,player_on_court,true,1567,775,approximate,white uniform player
98590,10,official,true,17,819,approximate,official at frame-boundary
106174,1,player_on_court,true,511,767,approximate,black uniform player
106174,2,player_on_court,true,686,613,approximate,white uniform player
106174,3,player_on_court,true,1044,505,approximate,black uniform player
106174,4,player_on_court,true,1112,510,approximate,white uniform player
106174,5,player_on_court,true,1310,443,approximate,black uniform shooter
106174,6,player_on_court,true,1403,570,approximate,white uniform player
106174,7,player_on_court,true,1627,613,approximate,black uniform player
106174,8,player_on_court,true,1744,448,approximate,white uniform player
106174,9,player_on_court,true,1164,819,approximate,black uniform player
106174,10,player_on_court,true,1002,722,approximate,white uniform player
106174,11,official,true,673,769,approximate,official foreground
121342,1,player_on_court,true,220,516,approximate,white uniform runner
121342,2,player_on_court,true,494,422,approximate,white uniform runner
121342,3,player_on_court,true,711,708,approximate,white uniform runner
121342,4,player_on_court,true,970,648,approximate,black uniform runner
121342,5,player_on_court,true,1007,648,approximate,black uniform runner
121342,6,player_on_court,true,1314,702,approximate,white uniform runner
121342,7,player_on_court,true,1567,556,approximate,black uniform runner
121342,8,player_on_court,true,1768,671,approximate,black uniform runner
121342,9,player_on_court,true,1681,392,approximate,white uniform runner
121342,10,official,true,803,801,approximate,official in transition
128926,1,player_on_court,false,,,approximate,white uniform player feet below crop
128926,2,player_on_court,false,,,approximate,black uniform player feet below crop
144094,1,player_on_court,true,218,609,approximate,black uniform player
144094,2,player_on_court,true,289,760,approximate,white uniform player
144094,3,player_on_court,true,770,705,approximate,white uniform player
144094,4,player_on_court,true,840,678,approximate,white uniform player
144094,5,player_on_court,true,1060,599,approximate,black uniform player
144094,6,player_on_court,true,1075,761,approximate,white uniform player
144094,7,player_on_court,true,1358,789,approximate,black uniform player
144094,8,player_on_court,true,1500,495,approximate,black uniform player
144094,9,official,true,1165,663,approximate,official near lane
151677,1,player_on_court,true,275,448,approximate,white uniform ball handler
151677,2,player_on_court,true,490,453,approximate,black uniform defender
151677,3,player_on_court,true,691,544,approximate,white uniform player
151677,4,player_on_court,true,1040,522,approximate,black uniform player
151677,5,player_on_court,true,1490,368,approximate,black uniform player
151677,6,player_on_court,true,1624,488,approximate,black uniform player
151677,7,player_on_court,true,1458,753,approximate,white uniform player
151677,8,player_on_court,true,1531,718,approximate,black uniform player
151677,9,official,true,1584,730,approximate,official foreground
