closure,path,source,git_oid_expected,git_oid_restored,sha256_source,sha256_restored,sha256_pod,bytes,verdict
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_09_fe542224de89.jpg,S1:master,400ae3b5b67883036681a65bf32848d0a8e55dc6,400ae3b5b67883036681a65bf32848d0a8e55dc6,e1c142686dbefe98e9528cfa5ec7344f91ce82d6d7e304fc8080c164180ef0b7,e1c142686dbefe98e9528cfa5ec7344f91ce82d6d7e304fc8080c164180ef0b7,e1c142686dbefe98e9528cfa5ec7344f91ce82d6d7e304fc8080c164180ef0b7,156848,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_10_4d3b973423aa.jpg,S1:master,c81bdb762b7a215dd3de98de9c0dfae7886ab1b5,c81bdb762b7a215dd3de98de9c0dfae7886ab1b5,3f2ba3059680d899100e44db9754ede3d4cf12fac34ec7ffc278a76c6eb19633,3f2ba3059680d899100e44db9754ede3d4cf12fac34ec7ffc278a76c6eb19633,3f2ba3059680d899100e44db9754ede3d4cf12fac34ec7ffc278a76c6eb19633,195806,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_11_28ac36198862.jpg,S1:master,0a3aaba48ec408da5c92b22b4105f0592fbf7a66,0a3aaba48ec408da5c92b22b4105f0592fbf7a66,e45d2ea8e116e8b213bb90178b7ff9e1cec92c854607c2ee5035b9b3e8302819,e45d2ea8e116e8b213bb90178b7ff9e1cec92c854607c2ee5035b9b3e8302819,e45d2ea8e116e8b213bb90178b7ff9e1cec92c854607c2ee5035b9b3e8302819,178254,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_12_47826bc60f3c.jpg,S1:master,d35ffc115f6009b3cf9c821c0e4a764bfab95e8e,d35ffc115f6009b3cf9c821c0e4a764bfab95e8e,fb72ea69d4c11a35de7e321b3f89c7d9e6c16a28e7b9d25e9b4e3dd75c3e46fb,fb72ea69d4c11a35de7e321b3f89c7d9e6c16a28e7b9d25e9b4e3dd75c3e46fb,fb72ea69d4c11a35de7e321b3f89c7d9e6c16a28e7b9d25e9b4e3dd75c3e46fb,199077,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_13_369640d8f3c1.jpg,S1:master,29e93294e0e998c956a851f831cae2e98fe05232,29e93294e0e998c956a851f831cae2e98fe05232,a3b90e6cf6bb9c52e3e2037cc73ad10a6c526fad78d06aa3c41ac186e89125d2,a3b90e6cf6bb9c52e3e2037cc73ad10a6c526fad78d06aa3c41ac186e89125d2,a3b90e6cf6bb9c52e3e2037cc73ad10a6c526fad78d06aa3c41ac186e89125d2,179503,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_14_a7a44c71744c.jpg,S1:master,b2d27791d2ab428e1a17508ac189d16b4a47c1a7,b2d27791d2ab428e1a17508ac189d16b4a47c1a7,4bdc7ded5320f299627373326284d85cb9111e70ee7566a33cead36d80978924,4bdc7ded5320f299627373326284d85cb9111e70ee7566a33cead36d80978924,4bdc7ded5320f299627373326284d85cb9111e70ee7566a33cead36d80978924,184080,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_15_bed46a2ee91c.jpg,S1:master,d6c4c69f91d0688baa0d49323ce798e5bb789a86,d6c4c69f91d0688baa0d49323ce798e5bb789a86,871a9f6dd637d93eaa83738048dc15b920ea46d38483886681e250f3ff92a22d,871a9f6dd637d93eaa83738048dc15b920ea46d38483886681e250f3ff92a22d,871a9f6dd637d93eaa83738048dc15b920ea46d38483886681e250f3ff92a22d,179735,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_16_4b90d2fd363e.jpg,S1:master,686e5c437a844b9f4fbc101a19d22daf9636c891,686e5c437a844b9f4fbc101a19d22daf9636c891,2bab609f51d558c279d8214c32b8bcea85f610dde64bf804288daaa3488700ac,2bab609f51d558c279d8214c32b8bcea85f610dde64bf804288daaa3488700ac,2bab609f51d558c279d8214c32b8bcea85f610dde64bf804288daaa3488700ac,181720,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_17_3a1086cbf894.jpg,S1:master,8a69c687e4ac3ad45d08d41705781e1d07eb2c0d,8a69c687e4ac3ad45d08d41705781e1d07eb2c0d,5321bb2763e09bf95c8b41e4979134a2f1296143f548e194f57708b2be89719a,5321bb2763e09bf95c8b41e4979134a2f1296143f548e194f57708b2be89719a,5321bb2763e09bf95c8b41e4979134a2f1296143f548e194f57708b2be89719a,183107,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_18_b716e12e42a7.jpg,S1:master,0844cc16e2bc02404fb782adf05b23a8d40f062d,0844cc16e2bc02404fb782adf05b23a8d40f062d,5b163dee85af397386ff5c30cf78ef5efd6d79bf9322a520fae671a328c73d29,5b163dee85af397386ff5c30cf78ef5efd6d79bf9322a520fae671a328c73d29,5b163dee85af397386ff5c30cf78ef5efd6d79bf9322a520fae671a328c73d29,170859,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_19_2910362aaca2.jpg,S1:master,8064f8f98e3bebd6f32248128a4ff8eb896d9681,8064f8f98e3bebd6f32248128a4ff8eb896d9681,64f963588c34d0ea5da331ba0775b6f7f025de5cc104d376e60e1036d1b79d1a,64f963588c34d0ea5da331ba0775b6f7f025de5cc104d376e60e1036d1b79d1a,64f963588c34d0ea5da331ba0775b6f7f025de5cc104d376e60e1036d1b79d1a,190718,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_20_08037ac3f452.jpg,S1:master,20c5b203dc96adecf78c686e654f7062ecc66555,20c5b203dc96adecf78c686e654f7062ecc66555,804b8190c97e2ce1379306a3e3e21b05ff2c0283edfc584b7a16a833c73ebf9b,804b8190c97e2ce1379306a3e3e21b05ff2c0283edfc584b7a16a833c73ebf9b,804b8190c97e2ce1379306a3e3e21b05ff2c0283edfc584b7a16a833c73ebf9b,173207,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_21_5da3241e77e6.jpg,S1:master,baf2bde46ae922ad06b9259c8d12b3d5558ec737,baf2bde46ae922ad06b9259c8d12b3d5558ec737,3aed27e0f441337d5331e24754c677b281e951e5f53e876340bc69ab1277cc6e,3aed27e0f441337d5331e24754c677b281e951e5f53e876340bc69ab1277cc6e,3aed27e0f441337d5331e24754c677b281e951e5f53e876340bc69ab1277cc6e,167094,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_22_64b0424b6bdb.jpg,S1:master,c7dbd8e31eaf2155d50ccc7bab65f5f3df537718,c7dbd8e31eaf2155d50ccc7bab65f5f3df537718,3d585a773b12a19013c429a79120e96311df7f05043545dd6932c963c59671bc,3d585a773b12a19013c429a79120e96311df7f05043545dd6932c963c59671bc,3d585a773b12a19013c429a79120e96311df7f05043545dd6932c963c59671bc,195305,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_23_1b86f4d0f72a.jpg,S1:master,5af5e14765e9bc7949f04b4926242b2d133b752f,5af5e14765e9bc7949f04b4926242b2d133b752f,435ccc9d6bfb88cc793440c1defdb309444cf1a774106645c05ffaaa6aca2dcf,435ccc9d6bfb88cc793440c1defdb309444cf1a774106645c05ffaaa6aca2dcf,435ccc9d6bfb88cc793440c1defdb309444cf1a774106645c05ffaaa6aca2dcf,182804,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_24_c65af6218d9d.jpg,S1:master,8d23ab5c94f6e4564dd45f0c52809bfa0710af68,8d23ab5c94f6e4564dd45f0c52809bfa0710af68,5980c1c4b1b92ca835f9bd6ff5405453dd038050a4f36c3ea3f7bbe4141b29a2,5980c1c4b1b92ca835f9bd6ff5405453dd038050a4f36c3ea3f7bbe4141b29a2,5980c1c4b1b92ca835f9bd6ff5405453dd038050a4f36c3ea3f7bbe4141b29a2,180685,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_25_02a8ebb07627.jpg,S1:master,310d69877e7f0039e8b2205d50a5a6e7e9b2bff9,310d69877e7f0039e8b2205d50a5a6e7e9b2bff9,728634cbf1933ecf4e3a16b3574de197aad1cd76aefcff86bb00490cbbf3c789,728634cbf1933ecf4e3a16b3574de197aad1cd76aefcff86bb00490cbbf3c789,728634cbf1933ecf4e3a16b3574de197aad1cd76aefcff86bb00490cbbf3c789,167884,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_26_2eb34d6a761b.jpg,S1:master,a96bfbcc1f95a35249274f0dbe47c40b3d1b0464,a96bfbcc1f95a35249274f0dbe47c40b3d1b0464,9261e8330f50c0a03910ac52b73b46d37956e92a12d3ce14971ef72e3fdbe51b,9261e8330f50c0a03910ac52b73b46d37956e92a12d3ce14971ef72e3fdbe51b,9261e8330f50c0a03910ac52b73b46d37956e92a12d3ce14971ef72e3fdbe51b,163270,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_27_5524c7fb0cc3.jpg,S1:master,58e5f2afb8e039f994a8bb96a209c9a6fe4051b0,58e5f2afb8e039f994a8bb96a209c9a6fe4051b0,6b8b823e4fe008e0e09418f074ef0c7875d29e38fccec891e7128354251edbb0,6b8b823e4fe008e0e09418f074ef0c7875d29e38fccec891e7128354251edbb0,6b8b823e4fe008e0e09418f074ef0c7875d29e38fccec891e7128354251edbb0,177994,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_28_5ddd9b25dd62.jpg,S1:master,1ae8550366d76235a6288e39e9de66b99df35b8c,1ae8550366d76235a6288e39e9de66b99df35b8c,7862a2543c7fbc79c72011796915899518e97d18fd1e615a7914b0d1011ec18c,7862a2543c7fbc79c72011796915899518e97d18fd1e615a7914b0d1011ec18c,7862a2543c7fbc79c72011796915899518e97d18fd1e615a7914b0d1011ec18c,178971,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check/eye_29_98c7fd78a17a.jpg,S1:master,6f4a5a6e29afdbb0687755d38f783916e4fb73a5,6f4a5a6e29afdbb0687755d38f783916e4fb73a5,c9632438ff073135d3e533be7f6d30f452dea658027e1d2ad7d8f5c08dbfc64b,c9632438ff073135d3e533be7f6d30f452dea658027e1d2ad7d8f5c08dbfc64b,c9632438ff073135d3e533be7f6d30f452dea658027e1d2ad7d8f5c08dbfc64b,178990,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/eye_check_manifest.csv,S1:master,e0281b6cf71f1c7ff89d3eb3b453d6cb518e6f22,e0281b6cf71f1c7ff89d3eb3b453d6cb518e6f22,01e57b3647ce035f22c68c10210d097117540bac98caa1656023a2069b96814d,01e57b3647ce035f22c68c10210d097117540bac98caa1656023a2069b96814d,01e57b3647ce035f22c68c10210d097117540bac98caa1656023a2069b96814d,6654,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/frame_scores.csv,S1:master,892ff241924181a4a43cc2a1b7d586d48c1e2e0e,892ff241924181a4a43cc2a1b7d586d48c1e2e0e,77f13d9ff547f654a55524cb63ba12c552728e85facc549d64a978fb77430f81,77f13d9ff547f654a55524cb63ba12c552728e85facc549d64a978fb77430f81,77f13d9ff547f654a55524cb63ba12c552728e85facc549d64a978fb77430f81,445904,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/frames.csv,S1:master,3ac37599b9714971278832fe84a04afdf6dfc516,3ac37599b9714971278832fe84a04afdf6dfc516,b0c5e8953d4385a84b0d258e5b98da32149a985f3b49964df566abd1bf3565ea,b0c5e8953d4385a84b0d258e5b98da32149a985f3b49964df566abd1bf3565ea,b0c5e8953d4385a84b0d258e5b98da32149a985f3b49964df566abd1bf3565ea,348444,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/g363_prereg_2026-09-09.md,S1:master,c3f822460de5b36ba1b987d272f2451eb970361b,c3f822460de5b36ba1b987d272f2451eb970361b,6a9a0aa4036c802e4092e8c65b64d27164f761ab452cf6499fddd47e0c5d2619,6a9a0aa4036c802e4092e8c65b64d27164f761ab452cf6499fddd47e0c5d2619,6a9a0aa4036c802e4092e8c65b64d27164f761ab452cf6499fddd47e0c5d2619,15125,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/g363_prereg_amendment_2026-09-09.md,S1:master,99353e49eb7a223211175e999b701146e4dbfd8f,99353e49eb7a223211175e999b701146e4dbfd8f,346188f288836f27c19acdc4a342bcf788635230558367e2761f0d9dacfa9870,346188f288836f27c19acdc4a342bcf788635230558367e2761f0d9dacfa9870,346188f288836f27c19acdc4a342bcf788635230558367e2761f0d9dacfa9870,2399,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/identity.csv,S1:master,306afe14242aaa0ba5ec026d25dde687e6167dcc,306afe14242aaa0ba5ec026d25dde687e6167dcc,e0d2571e63cd243fc9f1ff75ca985e2a8ce7a168ffd5b30d0fa6c3b2a13cdb4c,e0d2571e63cd243fc9f1ff75ca985e2a8ce7a168ffd5b30d0fa6c3b2a13cdb4c,e0d2571e63cd243fc9f1ff75ca985e2a8ce7a168ffd5b30d0fa6c3b2a13cdb4c,316503,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/ledger_snapshot.jsonl,S1:master,a929bfaaee36d79581d9511b52c1b51f8f670f0f,a929bfaaee36d79581d9511b52c1b51f8f670f0f,d13601418bfee421e0dff37eafbe959c64f4f4e438694d0e5d57a9feb0978694,d13601418bfee421e0dff37eafbe959c64f4f4e438694d0e5d57a9feb0978694,d13601418bfee421e0dff37eafbe959c64f4f4e438694d0e5d57a9feb0978694,1056464,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/predictions.csv,S1:master,709766145fed433e65155d6b890a815e6d74e150,709766145fed433e65155d6b890a815e6d74e150,6a226ca5ee75e1156981f394b755c7b69b05f145a77c371cd24dce8c25bdb7fa,6a226ca5ee75e1156981f394b755c7b69b05f145a77c371cd24dce8c25bdb7fa,6a226ca5ee75e1156981f394b755c7b69b05f145a77c371cd24dce8c25bdb7fa,231721,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/predictions_A0_heldout.csv,S1:master,af690eabca02e59bdcd3aeeb66bb57d827e33de8,af690eabca02e59bdcd3aeeb66bb57d827e33de8,809737e80c8dbbe986496896f971a7a890412c28375df44cc6dc890d912cd774,809737e80c8dbbe986496896f971a7a890412c28375df44cc6dc890d912cd774,809737e80c8dbbe986496896f971a7a890412c28375df44cc6dc890d912cd774,1218,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/raters/adjudicator_batch_1.csv,S1:master,d6bec2addf5cb61cd98dcfbebfb25bc567f3b2b7,d6bec2addf5cb61cd98dcfbebfb25bc567f3b2b7,5765f00763c029e2b843f9e45d795a77acdd17e760d779d6ffa65ce201da3283,5765f00763c029e2b843f9e45d795a77acdd17e760d779d6ffa65ce201da3283,5765f00763c029e2b843f9e45d795a77acdd17e760d779d6ffa65ce201da3283,9945,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/raters/adjudicator_batch_2.csv,S1:master,de61f0f8fdb6f9d4a6617029614dab5fabb623db,de61f0f8fdb6f9d4a6617029614dab5fabb623db,00196f33cc8b689b0a4b5c03e8c6efa49edf2ea9e0407136debb8c2ebf9ca634,00196f33cc8b689b0a4b5c03e8c6efa49edf2ea9e0407136debb8c2ebf9ca634,00196f33cc8b689b0a4b5c03e8c6efa49edf2ea9e0407136debb8c2ebf9ca634,10414,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/raters/adjudicator_batch_3.csv,S1:master,e8d9aff74921bbf3773593ee161f746b3474bec7,e8d9aff74921bbf3773593ee161f746b3474bec7,6042e8140c7a79628de12c46297d77deb15349fb551f1d5684978618722956b9,6042e8140c7a79628de12c46297d77deb15349fb551f1d5684978618722956b9,6042e8140c7a79628de12c46297d77deb15349fb551f1d5684978618722956b9,9856,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/raters/adjudicator_batch_4.csv,S1:master,3b678520dbf52c0c1a40bff4bce5d704b414ef02,3b678520dbf52c0c1a40bff4bce5d704b414ef02,cdb64246873fe48b14a47c6116c2c0bf0b98b7f613ed6e80cb200d6ed4809a33,cdb64246873fe48b14a47c6116c2c0bf0b98b7f613ed6e80cb200d6ed4809a33,cdb64246873fe48b14a47c6116c2c0bf0b98b7f613ed6e80cb200d6ed4809a33,10486,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/raters/sol_batch_01.txt,S1:master,34d59e8396024707866e1651415e366d0b295f32,34d59e8396024707866e1651415e366d0b295f32,876381dd5af4576eecdf9ba4bbb23ef0afb51587a574e9b09c49e5ad6ec22b17,876381dd5af4576eecdf9ba4bbb23ef0afb51587a574e9b09c49e5ad6ec22b17,876381dd5af4576eecdf9ba4bbb23ef0afb51587a574e9b09c49e5ad6ec22b17,1191,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/raters/sol_batch_02.txt,S1:master,76d12132ad34e8fa83a90e9865a8d778d00d7466,76d12132ad34e8fa83a90e9865a8d778d00d7466,67e2223b1ad2f6f34846baf59185c6ee395fa03c552573860e3d9275a16e2373,67e2223b1ad2f6f34846baf59185c6ee395fa03c552573860e3d9275a16e2373,67e2223b1ad2f6f34846baf59185c6ee395fa03c552573860e3d9275a16e2373,1023,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/raters/sol_batch_03.txt,S1:master,e33a324f6db4755a64c955a522d32f78cde42019,e33a324f6db4755a64c955a522d32f78cde42019,262b3bd4d04a96112eb23a8da769065f1f7267433b83b00ac9e503c13957c862,262b3bd4d04a96112eb23a8da769065f1f7267433b83b00ac9e503c13957c862,262b3bd4d04a96112eb23a8da769065f1f7267433b83b00ac9e503c13957c862,1192,VERIFIED
G363,docs/evidence/tracking/g363_ball_coverage_2026-09-09/raters/sol_batch_04.txt,S1:master,3bf1d90152e9ea682c483f2304b302e3135b9b78,3bf1d90152e9ea682c483f2304b302e3135b9b78,c066b2b6ca4cbb93deee74ff550a3f6bd29b516a7365ac1e58ec25d12e4bbc66,c066b2b6ca4cbb93deee74ff550a3f6bd29b516a7365ac1e58ec25d12e4bbc66,c066b2b6ca4cbb93deee74ff550a3f6bd29b516a7365ac1e58ec25d12e4bbc66,1076,VERIFIED
