frame_key,kind,identifier,in_terra,in_sol,iou,decision,final_area_px
9sq-YMlIo9Q_s2346:002964,REGION,LED,0,1,,ONE_RATER_ONLY,0
9sq-YMlIo9Q_s2346:002964,REGION,SCORE_BUG,1,1,,AGREED,135675
9sq-YMlIo9Q_s2346:002964,REGION,OTHER,1,1,,AGREED,638434
GtwFiAa1gXI_s3762:000040,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
GtwFiAa1gXI_s3762:000040,REGION,LED,1,1,,AGREED,177016
GtwFiAa1gXI_s3762:000040,REGION,SCORE_BUG,1,1,,AGREED,132404
GtwFiAa1gXI_s3762:000040,REGION,OTHER,1,1,,AGREED,211596
GtwFiAa1gXI_s3762:001049,PAINTED,BASELINE_LEFT,0,1,0.000000,UNRESOLVED,0
GtwFiAa1gXI_s3762:001049,PAINTED,FREE_THROW_LINE_LEFT,1,1,0.000000,AGREED,0
GtwFiAa1gXI_s3762:001049,PAINTED,LANE_LINE_LEFT_FAR,0,1,0.000000,UNRESOLVED,0
GtwFiAa1gXI_s3762:001049,PAINTED,LANE_LINE_LEFT_NEAR,1,1,0.009247,AGREED,96
GtwFiAa1gXI_s3762:001049,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
GtwFiAa1gXI_s3762:001049,REGION,STANDS,1,1,,AGREED,446929
GtwFiAa1gXI_s3762:001049,REGION,LED,1,1,,AGREED,63116
GtwFiAa1gXI_s3762:001049,REGION,SCORE_BUG,1,1,,AGREED,134000
GtwFiAa1gXI_s3762:001049,REGION,OTHER,1,1,,AGREED,116385
GtwFiAa1gXI_s3762:002016,PAINTED,BASELINE_RIGHT,1,1,0.054091,AGREED,595
GtwFiAa1gXI_s3762:002016,PAINTED,FREE_THROW_LINE_RIGHT,1,1,0.000000,AGREED,0
GtwFiAa1gXI_s3762:002016,PAINTED,LANE_LINE_RIGHT_FAR,0,1,0.000000,UNRESOLVED,0
GtwFiAa1gXI_s3762:002016,PAINTED,LANE_LINE_RIGHT_NEAR,1,1,0.000000,AGREED,0
GtwFiAa1gXI_s3762:002016,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
GtwFiAa1gXI_s3762:002016,PAINTED,SIDELINE_NEAR,0,1,0.000000,UNRESOLVED,0
GtwFiAa1gXI_s3762:002016,REGION,STANDS,1,1,,AGREED,222720
GtwFiAa1gXI_s3762:002016,REGION,LED,1,1,,AGREED,35916
GtwFiAa1gXI_s3762:002016,REGION,SCORE_BUG,1,1,,AGREED,134000
GtwFiAa1gXI_s3762:002016,REGION,OTHER,1,1,,AGREED,65280
GtwFiAa1gXI_s3762:002984,PAINTED,CENTRE_LINE,1,1,0.091982,AGREED,1138
GtwFiAa1gXI_s3762:002984,PAINTED,FREE_THROW_LINE_RIGHT,1,1,0.000000,AGREED,0
GtwFiAa1gXI_s3762:002984,PAINTED,LANE_LINE_RIGHT_FAR,0,1,0.000000,UNRESOLVED,0
GtwFiAa1gXI_s3762:002984,PAINTED,LANE_LINE_RIGHT_NEAR,0,1,0.000000,UNRESOLVED,0
GtwFiAa1gXI_s3762:002984,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
GtwFiAa1gXI_s3762:002984,REGION,STANDS,1,1,,AGREED,328320
GtwFiAa1gXI_s3762:002984,REGION,LED,1,1,,AGREED,218836
GtwFiAa1gXI_s3762:002984,REGION,SCORE_BUG,1,1,,AGREED,134000
GtwFiAa1gXI_s3762:002984,REGION,OTHER,1,1,,AGREED,0
UCVSlzgun0o_s2298:000039,PAINTED,BASELINE_RIGHT,0,1,0.000000,UNRESOLVED,0
UCVSlzgun0o_s2298:000039,PAINTED,FREE_THROW_LINE_RIGHT,1,1,0.022486,AGREED,146
UCVSlzgun0o_s2298:000039,PAINTED,LANE_LINE_RIGHT_FAR,0,1,0.000000,UNRESOLVED,0
UCVSlzgun0o_s2298:000039,PAINTED,LANE_LINE_RIGHT_NEAR,1,1,0.000000,AGREED,0
UCVSlzgun0o_s2298:000039,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
UCVSlzgun0o_s2298:000039,REGION,STANDS,1,1,,AGREED,461155
UCVSlzgun0o_s2298:000039,REGION,SCORE_BUG,1,1,,AGREED,93351
UCVSlzgun0o_s2298:000039,REGION,OTHER,1,1,,AGREED,211857
UCVSlzgun0o_s2298:001026,REGION,SCORE_BUG,1,1,,AGREED,96830
UCVSlzgun0o_s2298:001026,REGION,OTHER,1,1,,AGREED,1841466
UCVSlzgun0o_s2298:001974,PAINTED,BASELINE_LEFT,0,1,0.000000,UNRESOLVED,0
UCVSlzgun0o_s2298:001974,PAINTED,FREE_THROW_LINE_LEFT,1,0,0.000000,UNRESOLVED,0
UCVSlzgun0o_s2298:001974,PAINTED,LANE_LINE_LEFT_FAR,0,1,0.000000,UNRESOLVED,0
UCVSlzgun0o_s2298:001974,PAINTED,LANE_LINE_LEFT_NEAR,0,1,0.000000,UNRESOLVED,0
UCVSlzgun0o_s2298:001974,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
UCVSlzgun0o_s2298:001974,REGION,STANDS,1,1,,AGREED,455585
UCVSlzgun0o_s2298:001974,REGION,LED,0,1,,ONE_RATER_ONLY,0
UCVSlzgun0o_s2298:001974,REGION,SCORE_BUG,1,1,,AGREED,109330
UCVSlzgun0o_s2298:001974,REGION,OTHER,0,1,,ONE_RATER_ONLY,0
UCVSlzgun0o_s2298:002922,PAINTED,BASELINE_LEFT,0,1,0.000000,UNRESOLVED,0
UCVSlzgun0o_s2298:002922,PAINTED,FREE_THROW_LINE_LEFT,0,1,0.000000,UNRESOLVED,0
UCVSlzgun0o_s2298:002922,PAINTED,LANE_LINE_LEFT_FAR,0,1,0.000000,UNRESOLVED,0
UCVSlzgun0o_s2298:002922,PAINTED,LANE_LINE_LEFT_NEAR,0,1,0.000000,UNRESOLVED,0
UCVSlzgun0o_s2298:002922,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
UCVSlzgun0o_s2298:002922,REGION,STANDS,1,1,,AGREED,366420
UCVSlzgun0o_s2298:002922,REGION,SCORE_BUG,0,1,,ONE_RATER_ONLY,0
UCVSlzgun0o_s2298:002922,REGION,OTHER,0,1,,ONE_RATER_ONLY,0
UCVSlzgun0o_s2298:002922,REGION,UNREADABLE,1,0,,ONE_RATER_ONLY,0
UCVSlzgun0o_s2298:003909,REGION,STANDS,1,1,,AGREED,322560
UCVSlzgun0o_s2298:003909,REGION,SCORE_BUG,1,1,,AGREED,109460
UCVSlzgun0o_s2298:003909,REGION,OTHER,0,1,,ONE_RATER_ONLY,0
UzaYBYy3GZg_s90:000042,PAINTED,BASELINE_RIGHT,0,1,0.000000,UNRESOLVED,0
UzaYBYy3GZg_s90:000042,PAINTED,CENTRE_LINE,0,1,0.000000,UNRESOLVED,0
UzaYBYy3GZg_s90:000042,PAINTED,FREE_THROW_LINE_RIGHT,1,1,0.000000,AGREED,0
UzaYBYy3GZg_s90:000042,PAINTED,LANE_LINE_RIGHT_FAR,1,1,0.000000,AGREED,0
UzaYBYy3GZg_s90:000042,PAINTED,LANE_LINE_RIGHT_NEAR,1,1,0.000000,AGREED,0
UzaYBYy3GZg_s90:000042,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
UzaYBYy3GZg_s90:000042,REGION,STANDS,1,1,,AGREED,362182
UzaYBYy3GZg_s90:000042,REGION,LED,1,1,,AGREED,1882
UzaYBYy3GZg_s90:000042,REGION,SCORE_BUG,1,1,,AGREED,231435
UzaYBYy3GZg_s90:000042,REGION,OTHER,0,1,,ONE_RATER_ONLY,0
UzaYBYy3GZg_s90:001090,PAINTED,BASELINE_LEFT,1,1,0.109838,AGREED,1725
UzaYBYy3GZg_s90:001090,PAINTED,FREE_THROW_LINE_LEFT,1,1,0.000000,AGREED,0
UzaYBYy3GZg_s90:001090,PAINTED,LANE_LINE_LEFT_FAR,1,1,0.010211,AGREED,79
UzaYBYy3GZg_s90:001090,PAINTED,LANE_LINE_LEFT_NEAR,1,1,0.000000,AGREED,0
UzaYBYy3GZg_s90:001090,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
UzaYBYy3GZg_s90:001090,PAINTED,THREE_POINT_STRAIGHT_LEFT_FAR,0,1,0.000000,UNRESOLVED,0
UzaYBYy3GZg_s90:001090,REGION,STANDS,1,1,,AGREED,400332
UzaYBYy3GZg_s90:001090,REGION,LED,1,1,,AGREED,18508
UzaYBYy3GZg_s90:001090,REGION,SCORE_BUG,1,1,,AGREED,135270
UzaYBYy3GZg_s90:001090,REGION,OTHER,0,1,,ONE_RATER_ONLY,0
UzaYBYy3GZg_s90:002097,REGION,STANDS,1,1,,AGREED,865920
UzaYBYy3GZg_s90:002097,REGION,LED,1,0,,ONE_RATER_ONLY,0
UzaYBYy3GZg_s90:002097,REGION,SCORE_BUG,1,1,,AGREED,133280
UzaYBYy3GZg_s90:002097,REGION,OTHER,0,1,,ONE_RATER_ONLY,0
UzaYBYy3GZg_s90:003104,PAINTED,BASELINE_RIGHT,0,1,0.000000,UNRESOLVED,0
UzaYBYy3GZg_s90:003104,PAINTED,FREE_THROW_LINE_RIGHT,1,1,0.000000,AGREED,0
UzaYBYy3GZg_s90:003104,PAINTED,LANE_LINE_RIGHT_FAR,1,1,0.000000,AGREED,0
UzaYBYy3GZg_s90:003104,PAINTED,LANE_LINE_RIGHT_NEAR,1,1,0.008180,AGREED,83
UzaYBYy3GZg_s90:003104,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
UzaYBYy3GZg_s90:003104,REGION,STANDS,1,1,,AGREED,415341
UzaYBYy3GZg_s90:003104,REGION,LED,1,0,,ONE_RATER_ONLY,0
UzaYBYy3GZg_s90:003104,REGION,SCORE_BUG,1,1,,AGREED,135108
UzaYBYy3GZg_s90:003104,REGION,OTHER,0,1,,ONE_RATER_ONLY,0
X5w3V6rh26s_s1376:000042,PAINTED,BASELINE_RIGHT,0,1,0.000000,UNRESOLVED,0
X5w3V6rh26s_s1376:000042,PAINTED,FREE_THROW_LINE_RIGHT,1,1,0.000000,AGREED,0
X5w3V6rh26s_s1376:000042,PAINTED,LANE_LINE_RIGHT_FAR,1,1,0.000000,AGREED,0
X5w3V6rh26s_s1376:000042,PAINTED,LANE_LINE_RIGHT_NEAR,1,1,0.009984,AGREED,80
X5w3V6rh26s_s1376:000042,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
X5w3V6rh26s_s1376:000042,REGION,STANDS,1,1,,AGREED,351018
X5w3V6rh26s_s1376:000042,REGION,LED,1,0,,ONE_RATER_ONLY,0
X5w3V6rh26s_s1376:000042,REGION,SCORE_BUG,1,1,,AGREED,135108
X5w3V6rh26s_s1376:000042,REGION,OTHER,0,1,,ONE_RATER_ONLY,0
X5w3V6rh26s_s1376:001088,REGION,STANDS,1,0,,ONE_RATER_ONLY,0
X5w3V6rh26s_s1376:001088,REGION,SCORE_BUG,1,1,,AGREED,133440
X5w3V6rh26s_s1376:001088,REGION,OTHER,1,1,,AGREED,1920000
X5w3V6rh26s_s1376:002092,PAINTED,FREE_THROW_LINE_RIGHT,1,1,0.000000,AGREED,0
X5w3V6rh26s_s1376:002092,PAINTED,LANE_LINE_RIGHT_FAR,1,1,0.000000,AGREED,0
X5w3V6rh26s_s1376:002092,PAINTED,LANE_LINE_RIGHT_NEAR,1,1,0.000000,AGREED,0
X5w3V6rh26s_s1376:002092,REGION,STANDS,1,1,,AGREED,309120
X5w3V6rh26s_s1376:002092,REGION,LED,1,1,,AGREED,23156
X5w3V6rh26s_s1376:002092,REGION,SCORE_BUG,1,1,,AGREED,217152
X5w3V6rh26s_s1376:002092,REGION,OTHER,1,0,,ONE_RATER_ONLY,0
X5w3V6rh26s_s1376:003097,PAINTED,BASELINE_LEFT,0,1,0.000000,UNRESOLVED,0
X5w3V6rh26s_s1376:003097,PAINTED,LANE_LINE_LEFT_FAR,1,1,0.000000,AGREED,0
X5w3V6rh26s_s1376:003097,PAINTED,LANE_LINE_LEFT_NEAR,1,1,0.000000,AGREED,0
X5w3V6rh26s_s1376:003097,PAINTED,SIDELINE_NEAR,0,1,0.000000,UNRESOLVED,0
X5w3V6rh26s_s1376:003097,REGION,STANDS,1,1,,AGREED,263156
X5w3V6rh26s_s1376:003097,REGION,LED,1,1,,AGREED,105304
X5w3V6rh26s_s1376:003097,REGION,SCORE_BUG,1,1,,AGREED,133760
X5w3V6rh26s_s1376:003097,REGION,OTHER,1,1,,AGREED,142235
Y1cgaIWW8gk_s2784:000042,PAINTED,BASELINE_LEFT,0,1,0.000000,UNRESOLVED,0
Y1cgaIWW8gk_s2784:000042,PAINTED,FREE_THROW_LINE_LEFT,1,1,0.000000,AGREED,0
Y1cgaIWW8gk_s2784:000042,PAINTED,LANE_LINE_LEFT_FAR,1,0,0.000000,UNRESOLVED,0
Y1cgaIWW8gk_s2784:000042,PAINTED,LANE_LINE_LEFT_NEAR,1,1,0.472406,AGREED,3150
Y1cgaIWW8gk_s2784:000042,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
Y1cgaIWW8gk_s2784:000042,PAINTED,SIDELINE_NEAR,0,1,0.000000,UNRESOLVED,0
Y1cgaIWW8gk_s2784:000042,REGION,STANDS,1,1,,AGREED,186937
Y1cgaIWW8gk_s2784:000042,REGION,LED,1,1,,AGREED,200368
Y1cgaIWW8gk_s2784:000042,REGION,SCORE_BUG,1,1,,AGREED,133320
Y1cgaIWW8gk_s2784:000042,REGION,OTHER,1,1,,AGREED,237
Y1cgaIWW8gk_s2784:001084,PAINTED,BASELINE_LEFT,0,1,0.000000,UNRESOLVED,0
Y1cgaIWW8gk_s2784:001084,PAINTED,FREE_THROW_LINE_LEFT,1,0,0.000000,UNRESOLVED,0
Y1cgaIWW8gk_s2784:001084,PAINTED,LANE_LINE_LEFT_FAR,1,0,0.000000,UNRESOLVED,0
Y1cgaIWW8gk_s2784:001084,PAINTED,LANE_LINE_LEFT_NEAR,1,1,0.000000,AGREED,0
Y1cgaIWW8gk_s2784:001084,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
Y1cgaIWW8gk_s2784:001084,PAINTED,SIDELINE_NEAR,0,1,0.000000,UNRESOLVED,0
Y1cgaIWW8gk_s2784:001084,REGION,STANDS,1,1,,AGREED,174349
Y1cgaIWW8gk_s2784:001084,REGION,LED,1,1,,AGREED,193009
Y1cgaIWW8gk_s2784:001084,REGION,SCORE_BUG,1,1,,AGREED,132326
Y1cgaIWW8gk_s2784:001084,REGION,OTHER,1,1,,AGREED,22357
Y1cgaIWW8gk_s2784:002085,REGION,SCORE_BUG,1,1,,AGREED,133320
Y1cgaIWW8gk_s2784:002085,REGION,OTHER,1,1,,AGREED,1862399
Y1cgaIWW8gk_s2784:003086,REGION,SCORE_BUG,1,1,,AGREED,132108
Y1cgaIWW8gk_s2784:003086,REGION,OTHER,1,1,,AGREED,1863725
_fl2i6vToTM_s90:000081,PAINTED,LANE_LINE_RIGHT_NEAR,1,0,0.000000,UNRESOLVED,0
_fl2i6vToTM_s90:000081,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
_fl2i6vToTM_s90:000081,REGION,STANDS,1,1,,AGREED,527082
_fl2i6vToTM_s90:000081,REGION,SCORE_BUG,1,1,,AGREED,69844
_fl2i6vToTM_s90:000081,REGION,OTHER,1,1,,AGREED,903548
_fl2i6vToTM_s90:002101,PAINTED,BASELINE_RIGHT,1,1,0.000000,AGREED,0
_fl2i6vToTM_s90:002101,PAINTED,FREE_THROW_LINE_RIGHT,1,1,0.000000,AGREED,0
_fl2i6vToTM_s90:002101,PAINTED,LANE_LINE_RIGHT_FAR,1,1,0.012072,AGREED,72
_fl2i6vToTM_s90:002101,PAINTED,LANE_LINE_RIGHT_NEAR,1,1,0.021249,AGREED,145
_fl2i6vToTM_s90:002101,REGION,STANDS,1,1,,AGREED,285022
_fl2i6vToTM_s90:002101,REGION,LED,0,1,,ONE_RATER_ONLY,0
_fl2i6vToTM_s90:002101,REGION,SCORE_BUG,1,1,,AGREED,69920
_fl2i6vToTM_s90:002101,REGION,OTHER,1,1,,AGREED,383312
_fl2i6vToTM_s90:004040,PAINTED,BASELINE_RIGHT,1,1,0.033608,AGREED,364
_fl2i6vToTM_s90:004040,PAINTED,LANE_LINE_RIGHT_FAR,1,1,0.130146,AGREED,841
_fl2i6vToTM_s90:004040,PAINTED,LANE_LINE_RIGHT_NEAR,1,1,0.014076,AGREED,69
_fl2i6vToTM_s90:004040,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
_fl2i6vToTM_s90:004040,REGION,STANDS,1,1,,AGREED,681032
_fl2i6vToTM_s90:004040,REGION,LED,1,1,,AGREED,38002
_fl2i6vToTM_s90:004040,REGION,SCORE_BUG,1,1,,AGREED,69844
_fl2i6vToTM_s90:004040,REGION,OTHER,1,1,,AGREED,154538
_fl2i6vToTM_s90:005978,PAINTED,BASELINE_RIGHT,1,1,0.000000,AGREED,0
_fl2i6vToTM_s90:005978,PAINTED,LANE_LINE_RIGHT_FAR,1,1,0.006522,AGREED,78
_fl2i6vToTM_s90:005978,PAINTED,LANE_LINE_RIGHT_NEAR,1,1,0.007246,AGREED,62
_fl2i6vToTM_s90:005978,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
_fl2i6vToTM_s90:005978,REGION,STANDS,1,1,,AGREED,597068
_fl2i6vToTM_s90:005978,REGION,LED,0,1,,ONE_RATER_ONLY,0
_fl2i6vToTM_s90:005978,REGION,SCORE_BUG,1,1,,AGREED,69920
_fl2i6vToTM_s90:005978,REGION,OTHER,1,1,,AGREED,207761
i2y-_7B0IUg_s490:000070,PAINTED,CENTRE_LINE,1,1,0.000000,AGREED,0
i2y-_7B0IUg_s490:000070,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
i2y-_7B0IUg_s490:000070,REGION,STANDS,1,0,,ONE_RATER_ONLY,0
i2y-_7B0IUg_s490:000070,REGION,LED,1,1,,AGREED,154270
i2y-_7B0IUg_s490:000070,REGION,SCORE_BUG,1,1,,AGREED,125790
i2y-_7B0IUg_s490:000070,REGION,OTHER,1,1,,AGREED,369426
i2y-_7B0IUg_s490:001819,PAINTED,BASELINE_RIGHT,0,1,0.000000,UNRESOLVED,0
i2y-_7B0IUg_s490:001819,PAINTED,FREE_THROW_LINE_RIGHT,1,0,0.000000,UNRESOLVED,0
i2y-_7B0IUg_s490:001819,PAINTED,LANE_LINE_RIGHT_FAR,0,1,0.000000,UNRESOLVED,0
i2y-_7B0IUg_s490:001819,PAINTED,LANE_LINE_RIGHT_NEAR,0,1,0.000000,UNRESOLVED,0
i2y-_7B0IUg_s490:001819,PAINTED,THREE_POINT_STRAIGHT_RIGHT_FAR,0,1,0.000000,UNRESOLVED,0
i2y-_7B0IUg_s490:001819,REGION,STANDS,1,1,,AGREED,325732
i2y-_7B0IUg_s490:001819,REGION,LED,1,1,,AGREED,155197
i2y-_7B0IUg_s490:001819,REGION,SCORE_BUG,1,1,,AGREED,133488
i2y-_7B0IUg_s490:001819,REGION,OTHER,1,1,,AGREED,35410
i2y-_7B0IUg_s490:003498,PAINTED,CENTRE_LINE,1,1,0.000000,AGREED,0
i2y-_7B0IUg_s490:003498,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
i2y-_7B0IUg_s490:003498,PAINTED,SIDELINE_NEAR,0,1,0.000000,UNRESOLVED,0
i2y-_7B0IUg_s490:003498,REGION,STANDS,1,1,,AGREED,365670
i2y-_7B0IUg_s490:003498,REGION,LED,1,1,,AGREED,104630
i2y-_7B0IUg_s490:003498,REGION,SCORE_BUG,1,1,,AGREED,130473
i2y-_7B0IUg_s490:003498,REGION,OTHER,1,1,,AGREED,28350
i2y-_7B0IUg_s490:005177,PAINTED,BASELINE_LEFT,0,1,0.000000,UNRESOLVED,0
i2y-_7B0IUg_s490:005177,PAINTED,FREE_THROW_LINE_LEFT,1,0,0.000000,UNRESOLVED,0
i2y-_7B0IUg_s490:005177,PAINTED,LANE_LINE_LEFT_FAR,0,1,0.000000,UNRESOLVED,0
i2y-_7B0IUg_s490:005177,PAINTED,LANE_LINE_LEFT_NEAR,0,1,0.000000,UNRESOLVED,0
i2y-_7B0IUg_s490:005177,PAINTED,THREE_POINT_STRAIGHT_LEFT_FAR,0,1,0.000000,UNRESOLVED,0
i2y-_7B0IUg_s490:005177,REGION,STANDS,1,1,,AGREED,481480
i2y-_7B0IUg_s490:005177,REGION,LED,1,1,,AGREED,73033
i2y-_7B0IUg_s490:005177,REGION,SCORE_BUG,1,1,,AGREED,131004
i2y-_7B0IUg_s490:005177,REGION,OTHER,1,1,,AGREED,94340
iwbowtaIIz8_s90:000068,PAINTED,BASELINE_LEFT,0,1,0.000000,UNRESOLVED,0
iwbowtaIIz8_s90:000068,PAINTED,FREE_THROW_LINE_LEFT,1,1,0.000000,AGREED,0
iwbowtaIIz8_s90:000068,PAINTED,LANE_LINE_LEFT_FAR,1,1,0.000000,AGREED,0
iwbowtaIIz8_s90:000068,PAINTED,LANE_LINE_LEFT_NEAR,1,1,0.016706,AGREED,172
iwbowtaIIz8_s90:000068,REGION,STANDS,1,1,,AGREED,280320
iwbowtaIIz8_s90:000068,REGION,SCORE_BUG,1,1,,AGREED,120960
iwbowtaIIz8_s90:000068,REGION,OTHER,1,1,,AGREED,127789
iwbowtaIIz8_s90:001767,PAINTED,CENTRE_LINE,1,1,0.000000,AGREED,0
iwbowtaIIz8_s90:001767,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
iwbowtaIIz8_s90:001767,PAINTED,SIDELINE_NEAR,0,1,0.000000,UNRESOLVED,0
iwbowtaIIz8_s90:001767,REGION,STANDS,1,1,,AGREED,289920
iwbowtaIIz8_s90:001767,REGION,LED,1,1,,AGREED,37969
iwbowtaIIz8_s90:001767,REGION,SCORE_BUG,1,1,,AGREED,120960
iwbowtaIIz8_s90:001767,REGION,OTHER,1,1,,AGREED,51459
iwbowtaIIz8_s90:003399,PAINTED,BASELINE_LEFT,0,1,0.000000,UNRESOLVED,0
iwbowtaIIz8_s90:003399,PAINTED,FREE_THROW_LINE_LEFT,1,1,0.011948,AGREED,86
iwbowtaIIz8_s90:003399,PAINTED,LANE_LINE_LEFT_FAR,1,1,0.000000,AGREED,0
iwbowtaIIz8_s90:003399,PAINTED,LANE_LINE_LEFT_NEAR,1,1,0.010795,AGREED,94
iwbowtaIIz8_s90:003399,REGION,STANDS,1,1,,AGREED,291840
iwbowtaIIz8_s90:003399,REGION,LED,1,0,,ONE_RATER_ONLY,0
iwbowtaIIz8_s90:003399,REGION,SCORE_BUG,1,1,,AGREED,120960
iwbowtaIIz8_s90:003399,REGION,OTHER,1,1,,AGREED,116452
iwbowtaIIz8_s90:005031,PAINTED,CENTRE_LINE,1,1,0.000000,AGREED,0
iwbowtaIIz8_s90:005031,PAINTED,SIDELINE_FAR,0,1,0.000000,UNRESOLVED,0
iwbowtaIIz8_s90:005031,PAINTED,SIDELINE_NEAR,0,1,0.000000,UNRESOLVED,0
iwbowtaIIz8_s90:005031,REGION,STANDS,1,1,,AGREED,291840
iwbowtaIIz8_s90:005031,REGION,LED,1,1,,AGREED,42599
iwbowtaIIz8_s90:005031,REGION,SCORE_BUG,1,1,,AGREED,120960
iwbowtaIIz8_s90:005031,REGION,OTHER,1,1,,AGREED,54612
qrWmO434a0k_s2804:000042,PAINTED,BASELINE_RIGHT,0,1,0.000000,UNRESOLVED,0
qrWmO434a0k_s2804:000042,PAINTED,FREE_THROW_LINE_RIGHT,1,0,0.000000,UNRESOLVED,0
qrWmO434a0k_s2804:000042,PAINTED,LANE_LINE_RIGHT_FAR,0,1,0.000000,UNRESOLVED,0
qrWmO434a0k_s2804:000042,PAINTED,LANE_LINE_RIGHT_NEAR,0,1,0.000000,UNRESOLVED,0
qrWmO434a0k_s2804:000042,PAINTED,THREE_POINT_STRAIGHT_RIGHT_FAR,0,1,0.000000,UNRESOLVED,0
qrWmO434a0k_s2804:000042,REGION,STANDS,1,1,,AGREED,340765
qrWmO434a0k_s2804:000042,REGION,SCORE_BUG,1,1,,AGREED,115488
qrWmO434a0k_s2804:000042,REGION,OTHER,1,1,,AGREED,178195
qrWmO434a0k_s2804:001084,PAINTED,BASELINE_RIGHT,0,1,0.000000,UNRESOLVED,0
qrWmO434a0k_s2804:001084,PAINTED,FREE_THROW_LINE_RIGHT,1,0,0.000000,UNRESOLVED,0
qrWmO434a0k_s2804:001084,PAINTED,LANE_LINE_RIGHT_FAR,0,1,0.000000,UNRESOLVED,0
qrWmO434a0k_s2804:001084,PAINTED,LANE_LINE_RIGHT_NEAR,0,1,0.000000,UNRESOLVED,0
qrWmO434a0k_s2804:001084,REGION,STANDS,1,1,,AGREED,307782
qrWmO434a0k_s2804:001084,REGION,LED,1,1,,AGREED,30935
qrWmO434a0k_s2804:001084,REGION,SCORE_BUG,1,1,,AGREED,115584
qrWmO434a0k_s2804:001084,REGION,OTHER,1,1,,AGREED,171570
qrWmO434a0k_s2804:002085,PAINTED,BASELINE_LEFT,0,1,0.000000,UNRESOLVED,0
qrWmO434a0k_s2804:002085,PAINTED,CENTRE_LINE,0,1,0.000000,UNRESOLVED,0
qrWmO434a0k_s2804:002085,PAINTED,FREE_THROW_LINE_LEFT,1,0,0.000000,UNRESOLVED,0
qrWmO434a0k_s2804:002085,PAINTED,LANE_LINE_LEFT_FAR,0,1,0.000000,UNRESOLVED,0
qrWmO434a0k_s2804:002085,PAINTED,LANE_LINE_LEFT_NEAR,0,1,0.000000,UNRESOLVED,0
