clip,source_frame,ball_visible,center_x_image_px,center_y_image_px,frame_width_image_px,frame_height_image_px,ball_radius_image_px,uncertain,uncertain_reason,render
tennis__tennis_10.mp4,4223,,,,1920,1080,,true,motion blur after tiled 2x review,renders/courtband_tiles_2x/tennis__tennis_10_004223_mid_tile2x.jpg
tennis__tennis_10.mp4,4228,,,,1920,1080,,true,motion blur after tiled 2x review,renders/courtband_tiles_2x/tennis__tennis_10_004228_mid_tile2x.jpg
tennis__tennis_10.mp4,4233,true,684,255,1920,1080,3,false,,renders/courtband_tiles_2x/tennis__tennis_10_004233_left_tile2x.jpg
tennis__tennis_10.mp4,4238,true,123,255,1920,1080,3,false,,renders/courtband_tiles_2x/tennis__tennis_10_004238_left_tile2x.jpg
tennis__tennis_10.mp4,4243,,,,1920,1080,,true,motion blur after tiled 2x review,renders/courtband_tiles_2x/tennis__tennis_10_004243_mid_tile2x.jpg
tennis__tennis_10.mp4,4248,,,,1920,1080,,true,motion blur after tiled 2x review,renders/courtband_tiles_2x/tennis__tennis_10_004248_mid_tile2x.jpg
tennis__tennis_10.mp4,4253,,,,1920,1080,,true,motion blur after tiled 2x review,renders/courtband_tiles_2x/tennis__tennis_10_004253_mid_tile2x.jpg
tennis__tennis_10.mp4,4258,,,,1920,1080,,true,motion blur after tiled 2x review,renders/courtband_tiles_2x/tennis__tennis_10_004258_mid_tile2x.jpg
tennis__tennis_10.mp4,4263,true,1135,665,1920,1080,4,false,,renders/courtband_tiles_2x/tennis__tennis_10_004263_mid_tile2x.jpg
tennis__tennis_10.mp4,4268,true,670,850,1920,1080,4,false,,renders/courtband_tiles_2x/tennis__tennis_10_004268_mid_tile2x.jpg
tennis__tennis_10.mp4,4273,true,1308,885,1920,1080,4,false,,renders/courtband_tiles_2x/tennis__tennis_10_004273_mid_tile2x.jpg
tennis__tennis_10.mp4,4278,true,748,890,1920,1080,4,false,,renders/courtband_tiles_2x/tennis__tennis_10_004278_mid_tile2x.jpg
tennis__tennis_10.mp4,4283,true,1340,865,1920,1080,4,false,,renders/courtband_tiles_2x/tennis__tennis_10_004283_right_tile2x.jpg
tennis__tennis_10.mp4,4288,true,1435,920,1920,1080,4,false,,renders/courtband_tiles_2x/tennis__tennis_10_004288_right_tile2x.jpg
