frame_key,split,why,adjudicator,adjudicator_label,adjudicator_cx,adjudicator_cy,terra_label,sol_label,primary_state,agreement,conflict_class
c651943b59ddbb91da9eccdfe04c602c1096f832e6057a3054d4808e12d136ce,heldout,CENTRE-GAP,sol,UNKNOWN,,,VISIBLE,VISIBLE,UNANIMOUS,AGREES-NEITHER,PRIMARY-UNANIMOUS-CONTRADICTED
78c1ebe2dc5f1a72164bec33fc0c97dacceff477384d2e7f4d37c1ded520d147,heldout,LABEL-DISAGREEMENT,terra,VISIBLE,514.5,421.0,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
b6478b24d22284a33fa2e084ca4b2b92ad795abd7a32e6475f3295368112799f,heldout,CENTRE-GAP,sol,VISIBLE,627.5,370.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
8afdb97e4ed4975c13366c296f32940f37b56c5860c92d3b561e7621c9950f80,development,CENTRE-GAP,terra,VISIBLE,544.0,480.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
9fc7a394e3af6f381fc37a5e344e94f7935de035195138cae2c5e4e26a5a0e4a,development,LABEL-DISAGREEMENT,sol,ABSENT,,,UNKNOWN,ABSENT,SPLIT,AGREES-ONE,
d377d870327deaab186158c707e9e5dc48aad395333b76fc9d0fc69790542867,development,CENTRE-GAP,terra,VISIBLE,1429.5,415.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
11490e40048bdff582ba91dfef0f49a5d65e64e3240f2837ec3b4d697d91d1b8,development,CENTRE-GAP,sol,VISIBLE,731.0,527.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
b50d55a74545f50c699cf0451ac33a0986e401674802df5e9eca1ffca292f748,development,LABEL-DISAGREEMENT,terra,VISIBLE,1128.5,94.5,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
d935e975e0a8292121501de9866e7cb8710ec5f4b471ef2f7e3a1ff215013d8f,development,LABEL-DISAGREEMENT,sol,UNKNOWN,,,ABSENT,UNKNOWN,SPLIT,AGREES-ONE,
3c8c0a44838309207cf22158cbb7e9914cc67e24114ec6a0f28a9dda882fcdfd,development,CENTRE-GAP,terra,VISIBLE,559.5,542.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
6210a2f091bda239e733240299b7918c64c7e2d0e47675ae6c9b50c0c756e61d,development,LABEL-DISAGREEMENT,sol,UNKNOWN,,,ABSENT,UNKNOWN,SPLIT,AGREES-ONE,
737c1d5502b5460479290270e1edd7c2c40313b99d30ca3a816fd98efa5e68c4,development,LABEL-DISAGREEMENT,terra,VISIBLE,1423.5,579.5,ABSENT,VISIBLE,SPLIT,AGREES-ONE,
9ec4658ae5da7ea22987575bc9ec1aa4b4eeb28c3cfcf5cac77a9625cece245a,development,CENTRE-GAP,sol,VISIBLE,1009.0,130.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
69c8d65657470a90320bf75ef1a4354f5d8ea2de7cd2eeb18ce94deaf36c6e7e,development,CENTRE-GAP,terra,VISIBLE,747.0,315.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
496b17f368a9e490d9a203531fb0a5239d30c2f863d7b5a0c8755e88d9f19c17,development,LABEL-DISAGREEMENT,sol,UNKNOWN,,,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
f4b8c2436cf9bcb5f988bcc06f60178dfadd942e7896cf4c275ca4c417a5cb80,development,CENTRE-GAP,terra,VISIBLE,377.0,463.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
1e37dbc9ff10abc234165e3f925fba54d99a35f7824171685aadafd30333660b,development,LABEL-DISAGREEMENT,sol,UNKNOWN,,,UNKNOWN,ABSENT,SPLIT,AGREES-ONE,
6ea733bc62553892f9f58bb305267994d1d64625eb6f8409d324cfe5617e0596,development,CENTRE-GAP,terra,VISIBLE,1517.5,86.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
8fc5f69f75423607a5af3ff25e76b8393faea61e80b5cf5bab9336e7458c8af8,development,LABEL-DISAGREEMENT,sol,VISIBLE,1163.5,748.5,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
839db258cd89c74955aa838f19d61d0de1412c5caacde5aa827f688bdb6c70ff,development,LABEL-DISAGREEMENT,terra,ABSENT,,,ABSENT,UNKNOWN,SPLIT,AGREES-ONE,
50fc0905e9b86426b0a3b203e59639cc3a07a57faf306181eb59db5829f10a36,development,LABEL-DISAGREEMENT,sol,UNKNOWN,,,UNKNOWN,ABSENT,SPLIT,AGREES-ONE,
9a98b3eb9ad17c060e332c6faf9f0496a06ca012588a532ace89143a8deccc6b,heldout,LABEL-DISAGREEMENT,terra,VISIBLE,1070.0,502.5,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
a45b83a13ce2a68bc5d60e23aeda2e7b1cfc0df45619f65f4cc9846a44971acf,heldout,LABEL-DISAGREEMENT,sol,UNKNOWN,,,VISIBLE,ABSENT,SPLIT,AGREES-NEITHER,
3f21f1ddaf0bf659c0e6b1a2729684e4bf9314a76b2c3fd356f62c5524ca8d68,heldout,CENTRE-GAP,terra,VISIBLE,1464.0,463.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
91472eb3a6244434131930847469dbc873a1f11412a2a137fc5c8e262485240b,heldout,LABEL-DISAGREEMENT,sol,VISIBLE,605.5,288.0,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
62e105916483cc76c43ce0286daf6cc4dd1d4e897cd6bd88493850b1cfd26ce6,heldout,CENTRE-GAP,terra,VISIBLE,1121.0,429.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
080b4ae24d37915b8a352eccbef7306919a4520c6c07ff4cef75fc397e5e62b7,heldout,CENTRE-GAP,sol,VISIBLE,935.0,144.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
640da5e14096ed438c6d768e65a8eb67f93f41e642d9488b6ed8ec60e39ead5a,heldout,LABEL-DISAGREEMENT,terra,ABSENT,,,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
fd74ef3ff8775523a9726de1fd609b2296f73d66b81bce6d432f5ee1c349752b,heldout,LABEL-DISAGREEMENT,sol,UNKNOWN,,,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
3ff88c8cbc62e29a9bb402c16b78ba628c458b0cdc4d9e1e29bdab0f46eee40a,heldout,LABEL-DISAGREEMENT,terra,VISIBLE,972.0,621.5,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
f6c38194abd9fb6f1b8100df9cee13e4012d5208a103640ec4a9fc4ac9f9eec9,heldout,LABEL-DISAGREEMENT,sol,UNKNOWN,,,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
02a8ebb076270a5e8156d01dd9351034a2358f6c799902ea671c86bf3bf6d635,heldout,CENTRE-GAP,terra,VISIBLE,1457.25,474.75,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
d13c6dc3777b23232d2fc1109060ae21e20fb376be523825218a502044b1fb3c,heldout,CENTRE-GAP,sol,VISIBLE,1177.0,626.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
9c55d00df5a80514cef10b4a521418bcf466aefaeed08201231b76e124d83aca,development,LABEL-DISAGREEMENT,terra,UNKNOWN,,,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
592c0c85869af2165da4e905ec3ed3fe25e6421aa22e2928926c148960cfecb5,development,LABEL-DISAGREEMENT,sol,UNKNOWN,,,VISIBLE,ABSENT,SPLIT,AGREES-NEITHER,
0e28ec60437d97badf30bfeebc4bfefd2af91be56c178e38903ba8e81356707e,development,LABEL-DISAGREEMENT,terra,UNKNOWN,,,VISIBLE,ABSENT,SPLIT,AGREES-NEITHER,
7723df499d48da5900ec7c5e5582ee2f872c602455750840bc55e031ca1a7608,development,LABEL-DISAGREEMENT,sol,VISIBLE,935.5,159.5,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
6037df5845d3d2a0cdcb3209c7f78a8c3af43a80fb0d8dbbddbf296c554fa1ee,development,CENTRE-GAP,terra,VISIBLE,1098.0,578.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
fe22e0d21948082bf65a2c94a391c21230a8b1bee5ef7467f8e1b2f9cbb0c8eb,development,CENTRE-GAP,sol,VISIBLE,984.5,550.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
d59480f9b498cc710e78436a2d940eac320668e92fab7086d2d5026cf380446d,development,CENTRE-GAP,terra,VISIBLE,680.5,659.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
5a7a00430493c186a8dd1495e8f8b39a1005cbbf6f4c49b30fc673938dd2d4e6,development,LABEL-DISAGREEMENT,sol,VISIBLE,1130.5,446.5,ABSENT,UNKNOWN,SPLIT,AGREES-NEITHER,
5d03fad32d3076a2ba9e2c6080fef49b8126f67e979226a114dc87a8d38827bc,development,CENTRE-GAP,terra,VISIBLE,1384.0,616.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
bd251db670c174f56456f38789b25fb69a887d5741b2c48ee32c1434cdf0efac,development,LABEL-DISAGREEMENT,sol,VISIBLE,910.5,645.0,ABSENT,VISIBLE,SPLIT,AGREES-ONE,
36532f71366e5a2dc0f1a1c065a989f8baf353045b2b8ae885c374fec1e9c8e7,development,CENTRE-GAP,terra,VISIBLE,929.5,211.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
8ec372e96f437d5cc58b205b33ceec70b7d60e6c7d0a4e3628da189fc0199e8c,development,CENTRE-GAP,sol,VISIBLE,1567.5,715.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
582edf9bf2107782543d4f8a5885620f78d829e419ae726379d51ca14a16326c,development,LABEL-DISAGREEMENT,terra,ABSENT,,,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
493100e98464b4fd6069f97bf684305eb9f66930f355dbadf330a3fe3b6075f4,development,LABEL-DISAGREEMENT,sol,VISIBLE,868.5,569.5,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
ab0e4f6ada8cdda8e2b9ba35d1b812d141fa9795803eb8645caf24da4d697ed2,development,LABEL-DISAGREEMENT,terra,UNKNOWN,,,UNKNOWN,ABSENT,SPLIT,AGREES-ONE,
c6c877370ce1ce4ffcafb507055a4a44c37e0f0f5cdd5094cad2a44516859d07,development,CENTRE-GAP,sol,VISIBLE,1043.5,611.75,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
167958b50c68c4e4a66e3a490eda19b440264c9845ca2909291cd357e741ad9f,development,LABEL-DISAGREEMENT,terra,ABSENT,,,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
ab3a6c3c5a4aeb475adcf9bb0fc9cdba9c4f0a03110f6663f9139cb2a40ba440,development,CENTRE-GAP,sol,VISIBLE,1774.5,514.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
52bed970ae0792b81fd9c55c6404dcbf7c74b3007150b876b8cf6f279bc59871,heldout,CENTRE-GAP,terra,VISIBLE,1301.5,456.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
b3851928e652b8d4cafd9cef64c210bae068adbccdeb63b86436fda1c92b8660,heldout,CENTRE-GAP,sol,VISIBLE,657.0,361.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
3d209e63af68ec4bd5dde83a5465e5fd96e003ab244c9b9f92405fe09f556636,heldout,CENTRE-GAP,terra,VISIBLE,1434.5,488.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
1623782c2aebfa8ca01815dc8824efd1bc748dec80580a27181bb14350d87767,heldout,CENTRE-GAP,sol,VISIBLE,345.5,403.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
4bfbd15059d0c58f0997241208c12f7623edd999b41b8cfcdff9d5fcdaae37b1,heldout,CENTRE-GAP,terra,VISIBLE,287.0,464.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
edce8ae845c0dd71d5cb5e6862086be7657d5a6aa80893adb11cbcf0205aeae7,heldout,CENTRE-GAP,sol,VISIBLE,72.5,268.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
41d019c3b574a31c1a73f27c69c1923021c4d5984c3eb04e81ff63d63c0aa3b0,heldout,LABEL-DISAGREEMENT,terra,VISIBLE,832.5,619.0,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
3a1086cbf8943b8233eb6e9c621c8750283d5b0d2e11a30e99bd73cea799f3ab,heldout,CENTRE-GAP,sol,VISIBLE,384.0,339.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
2910362aaca2fd21ed16ef886f80acd40b51ecb66fe487b1d0972bdc56112d26,heldout,CENTRE-GAP,terra,VISIBLE,1616.5,463.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
64b0424b6bdbe9f91340e587ed47c04879a5bb09cf7871d54c078ac284b7ad0a,heldout,LABEL-DISAGREEMENT,sol,VISIBLE,1332.0,365.0,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
bc77f4a2b217155434b683cc98bb534490a213d5e4bf7100586f7c778b41f540,heldout,LABEL-DISAGREEMENT,terra,VISIBLE,930.0,12.0,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
0bd4386adf802886b9b44360e518cb26ccaba0a6ad0250f497075e4e2f0acbb7,heldout,CENTRE-GAP,sol,VISIBLE,860.5,609.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
be1e89d51985ee87dead837ecdb68dc78749a28a3c12a53bc3d73a6fc03415d7,development,LABEL-DISAGREEMENT,terra,VISIBLE,1273.5,429.0,ABSENT,UNKNOWN,SPLIT,AGREES-NEITHER,
adbb4cc1d4ac9a043ed18e6e92da64dd78023d6191bd134408d257091d6629b5,development,LABEL-DISAGREEMENT,sol,VISIBLE,888.0,493.5,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
b1cb6633fc48051c209137f0885df2837158d54cc9ec222a42587cf6fa37e4f7,development,CENTRE-GAP,terra,,,,VISIBLE,VISIBLE,UNANIMOUS,UNRESOLVED,AUDIT-LABEL-CONFLICT
b9d6f540b4000ae4b66f960f41a609881e7af7688503c661c978f5ee39e09311,development,LABEL-DISAGREEMENT,sol,ABSENT,,,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
b9ddfc73add0532c0ba667ff69bf6ced4cbd9c2a3c811197b37e07630d997d61,development,LABEL-DISAGREEMENT,terra,VISIBLE,1506.0,615.0,ABSENT,VISIBLE,SPLIT,AGREES-ONE,
a501184c5ce1ba7445f0cb8b2f593f21d9de0dbba03b2a1c2367659200e2fd20,development,CENTRE-GAP,sol,VISIBLE,1155.5,201.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
33dbd104f0a73329c1c73af8b184788d76676b73fef93b514d545b18bc2d7741,development,CENTRE-GAP,terra,VISIBLE,738.5,318.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
bc46741fe1036968019ec24fe5606241ebacc92acadbc13a8c2ca62b3604ddf0,development,CENTRE-GAP,sol,VISIBLE,1289.5,389.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
52bf5ee4997d267f0dda861eb1a58401d5b87ee8fd6bcd27e6d15624377469c8,development,LABEL-DISAGREEMENT,terra,ABSENT,,,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
422239c9c6fb0e2e7582a06e2c51ff7a3c25dba2e8858d44bfaa84d8f10cd4a3,development,LABEL-DISAGREEMENT,sol,VISIBLE,780.0,466.0,ABSENT,UNKNOWN,SPLIT,AGREES-NEITHER,
c6f3e658d15d209b2d9b0d1568cf27c1b43a8516c255dbc89b5b43778ad60a04,development,LABEL-DISAGREEMENT,terra,UNKNOWN,,,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
e59a47671c939a2fac174ef719417bf6603a0515a5980131ce2f9a28ec535f9c,development,LABEL-DISAGREEMENT,sol,UNKNOWN,,,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
65efed56fbe2179ab44fd671b5583580a7b27bffa283e9d592f2519cc66923af,development,CENTRE-GAP,terra,VISIBLE,838.0,812.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
e5c7cb72f83fa496bc3184c61096d327e2971c52977999c6792a68037704c3ad,development,LABEL-DISAGREEMENT,sol,ABSENT,,,ABSENT,UNKNOWN,SPLIT,AGREES-ONE,
ceb578923915b5469c15bfc27a34660f304e2244a42d4a48228ff4d033901694,development,CENTRE-GAP,terra,VISIBLE,906.0,728.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
17e6d839fc6bf897372105d62514a44b171717ebb5eeaad0bc854d342194b553,development,CENTRE-GAP,sol,VISIBLE,1636.5,363.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
82c470d699956c885fe6f200926b670df97dad40b19613843cfc29b73a5fbc70,development,CENTRE-GAP,terra,VISIBLE,1128.0,248.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
57203e476711e545033caf6a188710e92015c86527866b5d777ac08ae6dd3889,development,LABEL-DISAGREEMENT,sol,VISIBLE,1021.0,674.5,ABSENT,VISIBLE,SPLIT,AGREES-ONE,
0f10333a93b690a10420bb8b30fb96f6699978f52fb28c1a25563c440a034495,heldout,CENTRE-GAP,terra,VISIBLE,793.5,467.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
311dcabd8fc06df051cac04a20433cddd8ae920a34ee3f2540859fad02969855,heldout,LABEL-DISAGREEMENT,sol,VISIBLE,764.0,815.75,ABSENT,VISIBLE,SPLIT,AGREES-ONE,
e156d800c4405fb89da685a79ff9ad540add767bbdfc5bf0176885997875a3a9,heldout,LABEL-DISAGREEMENT,terra,UNKNOWN,,,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
e68262a433bafad167691e9a21dd34b4030045a3dab058364914bade2b50ff88,heldout,CENTRE-GAP,sol,UNKNOWN,,,VISIBLE,VISIBLE,UNANIMOUS,AGREES-NEITHER,PRIMARY-UNANIMOUS-CONTRADICTED
fe542224de892f6b3360d9b40409e1acf7270c185087f4bd7872f14dd7f3eb90,heldout,LABEL-DISAGREEMENT,terra,ABSENT,,,ABSENT,UNKNOWN,SPLIT,AGREES-ONE,
a2e2075549febda5567a7e5d7c454afe9897d3a72f0541825899b63de48664f8,heldout,LABEL-DISAGREEMENT,sol,ABSENT,,,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
5f81b9f9e38b5466e0f9e8de08b166779c1dc2e3e58994cd3e1f769ad0d28269,heldout,CENTRE-GAP,terra,VISIBLE,551.5,521.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
a77de0779abafb5ce70dba85a83170c17bbb4b4b3237f1d56ed35cbedb798df5,heldout,CENTRE-GAP,sol,VISIBLE,617.5,239.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
6b7dce507b0eca22820a99da08b661159a6eb53c84e523d2842a066eb4dff82f,heldout,LABEL-DISAGREEMENT,terra,VISIBLE,743.5,378.5,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
8f745c2bbdd6d80498297e647eb691a8b9e87a80b9b97632edb0fdce66ac06e0,heldout,CENTRE-GAP,sol,VISIBLE,1456.5,312.5,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
42118b6a72a0f59ea5950ec9fe1f7f6a3c2303d1fbd0537d6fb9971f18ab9f21,heldout,LABEL-DISAGREEMENT,terra,VISIBLE,1204.0,422.5,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
5ddd9b25dd622cc5bc13075a68cd0d6a667f73cb764244580453f63371336bb7,heldout,CENTRE-GAP,sol,VISIBLE,303.0,683.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
7cb042e3cc028e947cd3c380ff55dc052a1e49a285c49cc2a5818cba561b8727,development,LABEL-DISAGREEMENT,terra,VISIBLE,803.0,355.5,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
9f3e39ba1e780d197a84b9d59abf69b98904538c1c1a3c9924c7e196443c66d6,development,CENTRE-GAP,sol,VISIBLE,1003.5,509.0,VISIBLE,VISIBLE,UNANIMOUS,AGREES-BOTH,
fb8993f79ed1da944090a4c404d2f728c9df8070bd0c328f3c03533de062075f,development,LABEL-DISAGREEMENT,terra,VISIBLE,1239.5,426.5,UNKNOWN,ABSENT,SPLIT,AGREES-NEITHER,
2907518c14b187e352f9ecd8c7e8724c263e2df27e9cae75731b594f31ef1d5b,development,LABEL-DISAGREEMENT,sol,VISIBLE,753.0,479.5,UNKNOWN,VISIBLE,SPLIT,AGREES-ONE,
44c5afc97e5bc535fedb3ffcf6371ebae4f670bac4b6e250e40dc5d2f4dc97e5,development,CENTRE-GAP,terra,ABSENT,,,VISIBLE,VISIBLE,UNANIMOUS,AGREES-NEITHER,PRIMARY-UNANIMOUS-CONTRADICTED
4d0ca1a50dcaddd48d69b4d55d1f2ad5083270177e76bd2b9e5964df7546dc48,development,LABEL-DISAGREEMENT,sol,VISIBLE,800.5,314.5,VISIBLE,UNKNOWN,SPLIT,AGREES-ONE,
4de1c405885f132d8c5747f9b392d626708dfe6306316130cb3da21aada3db45,development,LABEL-DISAGREEMENT,terra,ABSENT,,,ABSENT,UNKNOWN,SPLIT,AGREES-ONE,
408efc38c7d543ce0eeade31cf43247c2562e14d5f184813bf56acef94f91e1a,development,LABEL-DISAGREEMENT,sol,VISIBLE,1379.5,430.5,VISIBLE,ABSENT,SPLIT,AGREES-ONE,
