frame_key,split,source,sheet,sheet_bytes,width,height,game,section,frame_index,sheet_scale,queue_state,settled_by
1bda1144f13c51902e27b29c0faae8004ed3bbb1523d6c124423f30dbb44a0c5,development,extra,1bda1144f13c.jpg,184389,1920,1080,wptZj4SuFtE,wptZj4SuFtE_s2598,2964,1.0,PENDING,
1c2fb1bc86296994ed46fe1e0f60706386d329c3b6b4cc415af0efbe7440922e,development,extra,1c2fb1bc8629.jpg,187812,1920,1080,6FlZaoWSfFw,6FlZaoWSfFw_s337,3203,1.0,SETTLED,g373
1c53069b32d7d144f1093a18e94ced4e54d2a06af9dcb3cb296bde833ee1dd8a,development,extra,1c53069b32d7.jpg,177474,1920,1080,bt3NwN7k8bY,bt3NwN7k8bY_s90,1890,1.0,SETTLED,g373
1c8b42e646cb97ed346f4802fadf1988adc137bcaf843ea8ea632b8a07aaf725,development,extra,1c8b42e646cb.jpg,188719,1920,1080,1zPhldjbJnU,1zPhldjbJnU_s5620,376,1.0,PENDING,
1cfcbb1e9d8f130372ac02126672f6af28d02f07a568563e4afe45e84f17b52a,development,extra,1cfcbb1e9d8f.jpg,181133,1920,1080,3eeaJz1PJTM,3eeaJz1PJTM_s2572,993,1.0,SETTLED,g384
1db0b68cc5e5ee4554a980aa07ae75ea807d3cf10ca58965197ad12c86307f0e,development,extra,1db0b68cc5e5.jpg,173169,1920,1080,hLv8cwl0asQ,hLv8cwl0asQ_s3705,1079,1.0,SETTLED,g373
1e2a891efe606a5404d0caf2589792e40404fb1e5ffc847aff9040383110adcb,development,extra,1e2a891efe60.jpg,188178,1920,1080,5PNHcMafoX8,5PNHcMafoX8_s4128,721,1.0,SETTLED,g373
1e330a843b83c748067d8c25a60f83f946cb709438b8671c09cdf84a3b7b5cf6,development,extra,1e330a843b83.jpg,195926,1920,1080,ql7kzzTRo4M,ql7kzzTRo4M_s5610,4087,1.0,SETTLED,g373
1e37dbc9ff10abc234165e3f925fba54d99a35f7824171685aadafd30333660b,development,extra,1e37dbc9ff10.jpg,196963,1920,1080,h5pTl8fOM2U,h5pTl8fOM2U_s3399,3805,1.0,PENDING,
1e63d1a8e8ddc1a2af1e39236a50aebb69dd25aa2209cbd68db06324a550ad45,development,extra,1e63d1a8e8dd.jpg,192105,1920,1080,q9kHoUZvxik,q9kHoUZvxik_s3681,179,1.0,PENDING,
1fafec2c985200986e1739e650e91ad59aa773f9fd0ea50d95327df09a4ddc39,development,extra,1fafec2c9852.jpg,198684,1920,1080,g7dzEFLiemQ,g7dzEFLiemQ_s90,5705,1.0,PENDING,
1ff7ac29819c556ed865ec550e519b07899dc8e5265608f100b40f0c5988ad66,development,extra,1ff7ac29819c.jpg,118761,1920,1080,jKoEJNdiRyI,jKoEJNdiRyI_s3429,2047,1.0,SETTLED,g373
20c7cbb969b611d2cc3c321ea90034970a6a170e3b191feddb03f41dc572bb45,development,extra,20c7cbb969b6.jpg,182806,1920,1080,q9kHoUZvxik,q9kHoUZvxik_s3681,3514,1.0,SETTLED,g384
20ea26903294e40b4c13c060e70bc0d662f403b4cc854b61116d71acc8f86ef7,development,extra,20ea26903294.jpg,187869,1920,1080,6FlZaoWSfFw,6FlZaoWSfFw_s337,3058,1.0,PENDING,
210193738364654024a1d752d22e847abee17520168793df7eb94a373805c7f4,development,extra,210193738364.jpg,187155,1920,1080,gLdwA_gHN8Y,gLdwA_gHN8Y_s90,2760,1.0,SETTLED,g373
211fa10e2341460440db8ae4572be85ef1ad51365304cb18458cf4ddb8572c25,development,extra,211fa10e2341.jpg,155677,1920,1080,wptZj4SuFtE,wptZj4SuFtE_s2598,2239,1.0,PENDING,
2129587167703b7b73a2258a779fce802f276efc0bd35206e19f918c72aa30a5,development,extra,212958716770.jpg,188809,1920,1080,wJSOHbeQcg4,wJSOHbeQcg4_s5540,1279,1.0,SETTLED,g373
2151cd3a6bba8b1cb513834fda63c8d75a4d914f3be663c569193ed44a0bd2c2,development,extra,2151cd3a6bba.jpg,149857,1920,1080,hLv8cwl0asQ,hLv8cwl0asQ_s3705,2819,1.0,SETTLED,g373
2196e69d0c916df286e836ee1448f6a5c22d8a855786e3497cc489d13aa1b850,development,extra,2196e69d0c91.jpg,188604,1920,1080,wptZj4SuFtE,wptZj4SuFtE_s2598,2384,1.0,PENDING,
22189c790cbe2954f2aba95c4e30fbe7b0d71577923fa92c3513ae19d33a76d6,development,extra,22189c790cbe.jpg,146468,1920,1080,5PNHcMafoX8,5PNHcMafoX8_s4128,1743,1.0,SETTLED,g373
223e2f513ec484e888affd944d9971f14638ab109c98c4cfa7701597a41a69e3,development,extra,223e2f513ec4.jpg,167529,1920,1080,X5w3V6rh26s,X5w3V6rh26s_s5234,1789,1.0,SETTLED,g373
22ad77b6ab07710801d256744d791c4c776b1e13d18bc72ac9de4f6d3f7ec1b1,development,extra,22ad77b6ab07.jpg,187281,1920,1080,EqseleqhpTk,EqseleqhpTk_s5310,30,1.0,SETTLED,g373
22c28f55c3efe6b0f206f20d8aa2336d8ea3506057151d8a344dcba758005f36,development,extra,22c28f55c3ef.jpg,193724,1920,1080,hLv8cwl0asQ,hLv8cwl0asQ_s3705,1804,1.0,PENDING,
22e98406f7f0f899d6465019599dd6680c6a8736673ddfe06e251525ad697f69,development,extra,22e98406f7f0.jpg,196079,1920,1080,gLdwA_gHN8Y,gLdwA_gHN8Y_s90,3048,1.0,SETTLED,g384
22f94007fe87d43066ce590c24226f25bb44b8f63d8fc016ccff35f04ee17d10,development,extra,22f94007fe87.jpg,196069,1920,1080,850xnW8BoAU,850xnW8BoAU_s1358,460,1.0,SETTLED,g373
22fde2ad8dae19fe11bd842cdc77fa0f4dbe70df814483f6ccd4bf1d3d0aec7a,development,extra,22fde2ad8dae.jpg,195040,1920,1080,hLv8cwl0asQ,hLv8cwl0asQ_s3705,2674,1.0,SETTLED,g373
230132ff8c1244b0183d12cc3faeceef7416928085664c20b1954162ff1f88f7,development,extra,230132ff8c12.jpg,168525,1920,1080,bt3NwN7k8bY,bt3NwN7k8bY_s90,3678,1.0,SETTLED,g373
2309e67fdc71bfdddf3d319748817c69c0bdcdf18d962791500928e731a3dc9a,development,extra,2309e67fdc71.jpg,197830,1920,1080,fXLNra4sjjU,fXLNra4sjjU_s90,979,1.0,PENDING,
242719c5fbdd1093c0a3258539ca89b183613396a020e9fb57377e9911cf751f,development,extra,242719c5fbdd.jpg,193826,1920,1080,XCaGht2GmPg,XCaGht2GmPg_s4068,7168,1.0,SETTLED,g373
26c23880e4b88d8afcb2ef1d2a98b59936edf4b59fd6a8fd502ca371ca1febd5,development,extra,26c23880e4b8.jpg,176097,1920,1080,3eeaJz1PJTM,3eeaJz1PJTM_s2572,2185,1.0,SETTLED,g373
26c27cbb31f84f96a5da3482aa015dd0e9f8d48597ff7a0c27467f74ab25bba9,development,extra,26c27cbb31f8.jpg,189211,1920,1080,XCaGht2GmPg,XCaGht2GmPg_s4068,6590,1.0,PENDING,
26e4e8a6a82a9f29fe40f8eae8b54936b08e64d386cac1689fbc9337e3792b77,development,extra,26e4e8a6a82a.jpg,185048,1920,1080,h5pTl8fOM2U,h5pTl8fOM2U_s3399,3075,1.0,SETTLED,g373
272146cdabd84db38e62b179407344f2a021d62649e61591d52e5690eee717f1,development,extra,272146cdabd8.jpg,156382,1920,1080,QXFM3hlaDAk,QXFM3hlaDAk_s5230,160,1.0,SETTLED,g373
275d6449cc1fb4f57b4867386d12d12b9da443cfb0439c905585976ef9c580c9,development,extra,275d6449cc1f.jpg,199403,1920,1080,gLdwA_gHN8Y,gLdwA_gHN8Y_s90,888,1.0,SETTLED,g373
284ddc4f03adef0f3046de6b94ee9c8476ef876769f72d98b06bc03a13e6d085,development,extra,284ddc4f03ad.jpg,190286,1920,1080,3fT6aYz2N9w,3fT6aYz2N9w_s5086,2740,1.0,SETTLED,g373
2907518c14b187e352f9ecd8c7e8724c263e2df27e9cae75731b594f31ef1d5b,development,extra,2907518c14b1.jpg,190549,1920,1080,5PNHcMafoX8,5PNHcMafoX8_s4128,3057,1.0,PENDING,
290c6cea365404bae102a2f78e22a9b4d107c09e87493de858c7ba03b45c4480,development,extra,290c6cea3654.jpg,190561,1920,1080,7Ci3zQ5Vm4M,7Ci3zQ5Vm4M_s3423,778,1.0,SETTLED,g384
290f7b67972e672fe1a0a0b2cc4f6ab788add9e028e3a949aee479a66bca4dee,development,extra,290f7b67972e.jpg,190197,1920,1080,q9kHoUZvxik,q9kHoUZvxik_s3681,34,1.0,PENDING,
29b9cba3a83ede1f65080a285f78bde553bef3853d5b39f4c259886d500384c3,development,extra,29b9cba3a83e.jpg,191180,1920,1080,E-5WuXXdGSA,E-5WuXXdGSA_s3993,2740,1.0,SETTLED,g373
29ccca429264302ed21a7332229f6c74423ce51fba86305c3e803e49aa6a4bf5,development,extra,29ccca429264.jpg,188418,1920,1080,wJSOHbeQcg4,wJSOHbeQcg4_s5540,3203,1.0,SETTLED,g373
2b468df5ce6c86aa325c22dfed9bdc49baa92d9d2ebc10c1cd897cd35690f1f8,development,extra,2b468df5ce6c.jpg,176148,1920,1080,bt3NwN7k8bY,bt3NwN7k8bY_s90,698,1.0,SETTLED,g373
2b6e49e2f950178f74349cb185aaf579c151d5a3d640232cdba6ec8a872be2d4,development,extra,2b6e49e2f950.jpg,166533,1920,1080,q9kHoUZvxik,q9kHoUZvxik_s3681,1194,1.0,PENDING,
2b8b1770bc1d032f7111321af2897e9169ba90cd297b3a3d9325b8293832e931,development,extra,2b8b1770bc1d.jpg,180615,1920,1080,7Ci3zQ5Vm4M,7Ci3zQ5Vm4M_s3423,3013,1.0,SETTLED,g373
