video_id,frame_index,pts
y8UQxPOVdbE,286,9.533333
y8UQxPOVdbE,287,9.566667
y8UQxPOVdbE,288,9.600000
y8UQxPOVdbE,289,9.633333
y8UQxPOVdbE,290,9.666667
y8UQxPOVdbE,291,9.700000
y8UQxPOVdbE,292,9.733333
y8UQxPOVdbE,293,9.766667
y8UQxPOVdbE,294,9.800000
y8UQxPOVdbE,295,9.833333
y8UQxPOVdbE,296,9.866667
y8UQxPOVdbE,297,9.900000
y8UQxPOVdbE,298,9.933333
y8UQxPOVdbE,299,9.966667
y8UQxPOVdbE,300,10.000000
y8UQxPOVdbE,301,10.033333
y8UQxPOVdbE,302,10.066667
y8UQxPOVdbE,303,10.100000
y8UQxPOVdbE,304,10.133333
y8UQxPOVdbE,305,10.166667
y8UQxPOVdbE,306,10.200000
y8UQxPOVdbE,307,10.233333
y8UQxPOVdbE,308,10.266667
y8UQxPOVdbE,309,10.300000
y8UQxPOVdbE,310,10.333333
y8UQxPOVdbE,311,10.366667
y8UQxPOVdbE,312,10.400000
y8UQxPOVdbE,313,10.433333
y8UQxPOVdbE,314,10.466667
y8UQxPOVdbE,315,10.500000
y8UQxPOVdbE,316,10.533333
y8UQxPOVdbE,317,10.566667
y8UQxPOVdbE,318,10.600000
y8UQxPOVdbE,319,10.633333
y8UQxPOVdbE,320,10.666667
y8UQxPOVdbE,321,10.700000
y8UQxPOVdbE,322,10.733333
y8UQxPOVdbE,323,10.766667
y8UQxPOVdbE,324,10.800000
y8UQxPOVdbE,325,10.833333
y8UQxPOVdbE,326,10.866667
y8UQxPOVdbE,327,10.900000
y8UQxPOVdbE,328,10.933333
y8UQxPOVdbE,329,10.966667
y8UQxPOVdbE,330,11.000000
y8UQxPOVdbE,331,11.033333
y8UQxPOVdbE,332,11.066667
y8UQxPOVdbE,333,11.100000
y8UQxPOVdbE,334,11.133333
y8UQxPOVdbE,335,11.166667
y8UQxPOVdbE,336,11.200000
y8UQxPOVdbE,337,11.233333
y8UQxPOVdbE,338,11.266667
y8UQxPOVdbE,339,11.300000
y8UQxPOVdbE,340,11.333333
y8UQxPOVdbE,341,11.366667
y8UQxPOVdbE,342,11.400000
y8UQxPOVdbE,343,11.433333
y8UQxPOVdbE,344,11.466667
y8UQxPOVdbE,345,11.500000
y8UQxPOVdbE,346,11.533333
y8UQxPOVdbE,347,11.566667
y8UQxPOVdbE,348,11.600000
y8UQxPOVdbE,349,11.633333
y8UQxPOVdbE,350,11.666667
y8UQxPOVdbE,351,11.700000
y8UQxPOVdbE,352,11.733333
y8UQxPOVdbE,353,11.766667
y8UQxPOVdbE,354,11.800000
y8UQxPOVdbE,355,11.833333
y8UQxPOVdbE,356,11.866667
y8UQxPOVdbE,357,11.900000
y8UQxPOVdbE,358,11.933333
y8UQxPOVdbE,359,11.966667
y8UQxPOVdbE,360,12.000000
y8UQxPOVdbE,361,12.033333
y8UQxPOVdbE,362,12.066667
y8UQxPOVdbE,363,12.100000
y8UQxPOVdbE,364,12.133333
y8UQxPOVdbE,365,12.166667
y8UQxPOVdbE,366,12.200000
y8UQxPOVdbE,367,12.233333
y8UQxPOVdbE,368,12.266667
y8UQxPOVdbE,369,12.300000
y8UQxPOVdbE,370,12.333333
y8UQxPOVdbE,371,12.366667
y8UQxPOVdbE,372,12.400000
y8UQxPOVdbE,373,12.433333
y8UQxPOVdbE,374,12.466667
y8UQxPOVdbE,375,12.500000
y8UQxPOVdbE,376,12.533333
y8UQxPOVdbE,377,12.566667
y8UQxPOVdbE,378,12.600000
y8UQxPOVdbE,379,12.633333
y8UQxPOVdbE,380,12.666667
y8UQxPOVdbE,381,12.700000
y8UQxPOVdbE,382,12.733333
y8UQxPOVdbE,383,12.766667
y8UQxPOVdbE,384,12.766678
y8UQxPOVdbE,385,12.833333
y8UQxPOVdbE,386,12.866667
y8UQxPOVdbE,387,12.866678
y8UQxPOVdbE,388,12.933333
y8UQxPOVdbE,389,12.966667
y8UQxPOVdbE,390,13.000000
y8UQxPOVdbE,391,13.033333
y8UQxPOVdbE,392,13.066667
y8UQxPOVdbE,393,13.100000
y8UQxPOVdbE,394,13.133333
y8UQxPOVdbE,395,13.166667
y8UQxPOVdbE,396,13.200000
y8UQxPOVdbE,397,13.233333
y8UQxPOVdbE,398,13.266667
y8UQxPOVdbE,399,13.300000
y8UQxPOVdbE,400,13.333333
y8UQxPOVdbE,401,13.366667
y8UQxPOVdbE,402,13.400000
y8UQxPOVdbE,403,13.433333
y8UQxPOVdbE,404,13.466667
y8UQxPOVdbE,405,13.500000
y8UQxPOVdbE,406,13.533333
y8UQxPOVdbE,407,13.566667
y8UQxPOVdbE,408,13.600000
y8UQxPOVdbE,409,13.633333
y8UQxPOVdbE,410,13.666667
y8UQxPOVdbE,411,13.700000
y8UQxPOVdbE,412,13.733333
y8UQxPOVdbE,413,13.766667
y8UQxPOVdbE,414,13.800000
y8UQxPOVdbE,415,13.833333
y8UQxPOVdbE,416,13.866667
y8UQxPOVdbE,417,13.900000
y8UQxPOVdbE,418,13.900011
y8UQxPOVdbE,419,13.933333
y8UQxPOVdbE,420,14.000000
y8UQxPOVdbE,421,14.033333
y8UQxPOVdbE,422,14.066667
y8UQxPOVdbE,423,14.100000
y8UQxPOVdbE,424,14.133333
y8UQxPOVdbE,425,14.166667
y8UQxPOVdbE,426,14.200000
y8UQxPOVdbE,427,14.233333
y8UQxPOVdbE,428,14.266667
y8UQxPOVdbE,429,14.300000
y8UQxPOVdbE,430,14.333333
y8UQxPOVdbE,431,14.366667
y8UQxPOVdbE,432,14.400000
y8UQxPOVdbE,433,14.433333
y8UQxPOVdbE,434,14.466667
y8UQxPOVdbE,435,14.500000
y8UQxPOVdbE,436,14.533333
y8UQxPOVdbE,437,14.566667
y8UQxPOVdbE,438,14.600000
y8UQxPOVdbE,439,14.633333
y8UQxPOVdbE,440,14.666667
y8UQxPOVdbE,441,14.700000
y8UQxPOVdbE,442,14.733333
y8UQxPOVdbE,443,14.766667
y8UQxPOVdbE,444,14.800000
y8UQxPOVdbE,445,14.833333
y8UQxPOVdbE,446,14.866667
y8UQxPOVdbE,447,14.900000
y8UQxPOVdbE,448,14.933333
y8UQxPOVdbE,449,14.966667
y8UQxPOVdbE,450,15.000000
y8UQxPOVdbE,451,15.033333
y8UQxPOVdbE,452,15.066667
y8UQxPOVdbE,453,15.100000
y8UQxPOVdbE,454,15.133333
y8UQxPOVdbE,455,15.166667
y8UQxPOVdbE,456,15.200000
y8UQxPOVdbE,457,15.233333
y8UQxPOVdbE,458,15.266667
y8UQxPOVdbE,459,15.300000
y8UQxPOVdbE,460,15.333333
y8UQxPOVdbE,461,15.366667
y8UQxPOVdbE,462,15.400000
y8UQxPOVdbE,463,15.433333
y8UQxPOVdbE,464,15.466667
y8UQxPOVdbE,465,15.500000
y8UQxPOVdbE,466,15.533333
y8UQxPOVdbE,467,15.566667
y8UQxPOVdbE,468,15.600000
y8UQxPOVdbE,469,15.633333
y8UQxPOVdbE,470,15.666667
y8UQxPOVdbE,471,15.700000
y8UQxPOVdbE,472,15.733333
y8UQxPOVdbE,473,15.766667
y8UQxPOVdbE,474,15.800000
y8UQxPOVdbE,475,15.833333
y8UQxPOVdbE,476,15.866667
y8UQxPOVdbE,477,15.900000
y8UQxPOVdbE,478,15.933333
y8UQxPOVdbE,479,15.966667
y8UQxPOVdbE,480,16.000000
y8UQxPOVdbE,481,16.033333
y8UQxPOVdbE,482,16.066667
y8UQxPOVdbE,483,16.100000
y8UQxPOVdbE,484,16.133333
y8UQxPOVdbE,485,16.166667
y8UQxPOVdbE,486,16.200000
y8UQxPOVdbE,487,16.233333
y8UQxPOVdbE,488,16.266667
y8UQxPOVdbE,489,16.300000
y8UQxPOVdbE,490,16.333333
y8UQxPOVdbE,491,16.366667
y8UQxPOVdbE,492,16.400000
y8UQxPOVdbE,493,16.433333
y8UQxPOVdbE,494,16.466667
y8UQxPOVdbE,495,16.500000
y8UQxPOVdbE,496,16.533333
y8UQxPOVdbE,497,16.566667
y8UQxPOVdbE,498,16.600000
y8UQxPOVdbE,499,16.633333
y8UQxPOVdbE,500,16.666667
y8UQxPOVdbE,501,16.700000
y8UQxPOVdbE,502,16.733333
y8UQxPOVdbE,503,16.766667
y8UQxPOVdbE,504,16.800000
y8UQxPOVdbE,505,16.833333
y8UQxPOVdbE,506,16.866667
y8UQxPOVdbE,507,16.900000
y8UQxPOVdbE,508,16.933333
y8UQxPOVdbE,509,16.966667
y8UQxPOVdbE,510,17.000000
y8UQxPOVdbE,511,17.033333
y8UQxPOVdbE,512,17.066667
y8UQxPOVdbE,513,17.100000
y8UQxPOVdbE,514,17.133333
y8UQxPOVdbE,515,17.166667
y8UQxPOVdbE,516,17.200000
y8UQxPOVdbE,517,17.233333
y8UQxPOVdbE,518,17.266667
y8UQxPOVdbE,519,17.300000
y8UQxPOVdbE,520,17.333333
y8UQxPOVdbE,521,17.366667
y8UQxPOVdbE,522,17.400000
y8UQxPOVdbE,523,17.433333
y8UQxPOVdbE,524,17.466667
y8UQxPOVdbE,525,17.500000
y8UQxPOVdbE,526,17.533333
y8UQxPOVdbE,527,17.566667
y8UQxPOVdbE,528,17.600000
y8UQxPOVdbE,529,17.633333
y8UQxPOVdbE,530,17.666667
y8UQxPOVdbE,531,17.700000
y8UQxPOVdbE,532,17.733333
y8UQxPOVdbE,533,17.766667
y8UQxPOVdbE,534,17.800000
y8UQxPOVdbE,535,17.833333
y8UQxPOVdbE,536,17.866667
y8UQxPOVdbE,537,17.900000
y8UQxPOVdbE,538,17.933333
y8UQxPOVdbE,539,17.966667
y8UQxPOVdbE,540,18.000000
y8UQxPOVdbE,541,18.033333
y8UQxPOVdbE,542,18.066667
y8UQxPOVdbE,543,18.100000
y8UQxPOVdbE,544,18.133333
y8UQxPOVdbE,545,18.166667
y8UQxPOVdbE,546,18.200000
y8UQxPOVdbE,547,18.233333
y8UQxPOVdbE,548,18.266667
y8UQxPOVdbE,549,18.300000
y8UQxPOVdbE,550,18.333333
y8UQxPOVdbE,551,18.366667
y8UQxPOVdbE,552,18.400000
y8UQxPOVdbE,553,18.433333
y8UQxPOVdbE,554,18.466667
y8UQxPOVdbE,555,18.500000
y8UQxPOVdbE,556,18.533333
y8UQxPOVdbE,557,18.566667
y8UQxPOVdbE,558,18.600000
y8UQxPOVdbE,559,18.633333
y8UQxPOVdbE,560,18.666667
y8UQxPOVdbE,561,18.700000
y8UQxPOVdbE,562,18.733333
y8UQxPOVdbE,563,18.766667
y8UQxPOVdbE,564,18.800000
y8UQxPOVdbE,565,18.833333
y8UQxPOVdbE,566,18.866667
y8UQxPOVdbE,567,18.900000
y8UQxPOVdbE,568,18.933333
y8UQxPOVdbE,569,18.966667
y8UQxPOVdbE,570,19.000000
y8UQxPOVdbE,571,19.033333
y8UQxPOVdbE,572,19.066667
y8UQxPOVdbE,573,19.100000
y8UQxPOVdbE,574,19.133333
y8UQxPOVdbE,575,19.166667
y8UQxPOVdbE,576,19.200000
y8UQxPOVdbE,577,19.233333
y8UQxPOVdbE,578,19.266667
y8UQxPOVdbE,579,19.300000
y8UQxPOVdbE,580,19.333333
y8UQxPOVdbE,581,19.366667
y8UQxPOVdbE,582,19.400000
y8UQxPOVdbE,583,19.433333
y8UQxPOVdbE,584,19.466667
y8UQxPOVdbE,585,19.500000
y8UQxPOVdbE,586,19.533333
y8UQxPOVdbE,587,19.566667
y8UQxPOVdbE,588,19.600000
y8UQxPOVdbE,589,19.633333
y8UQxPOVdbE,590,19.666667
y8UQxPOVdbE,591,19.700000
y8UQxPOVdbE,592,19.733333
y8UQxPOVdbE,593,19.766667
y8UQxPOVdbE,594,19.800000
y8UQxPOVdbE,595,19.833333
y8UQxPOVdbE,596,19.866667
y8UQxPOVdbE,597,19.900000
y8UQxPOVdbE,598,19.933333
y8UQxPOVdbE,599,19.966667
y8UQxPOVdbE,600,20.000000
y8UQxPOVdbE,601,20.033333
y8UQxPOVdbE,602,20.066667
y8UQxPOVdbE,603,20.100000
y8UQxPOVdbE,604,20.133333
y8UQxPOVdbE,605,20.133344
y8UQxPOVdbE,606,20.200000
y8UQxPOVdbE,607,20.233333
y8UQxPOVdbE,608,20.266667
y8UQxPOVdbE,609,20.300000
y8UQxPOVdbE,610,20.333333
y8UQxPOVdbE,611,20.366667
y8UQxPOVdbE,612,20.400000
y8UQxPOVdbE,613,20.433333
y8UQxPOVdbE,614,20.466667
y8UQxPOVdbE,615,20.500000
y8UQxPOVdbE,616,20.533333
y8UQxPOVdbE,617,20.566667
y8UQxPOVdbE,618,20.600000
y8UQxPOVdbE,619,20.633333
y8UQxPOVdbE,620,20.666667
y8UQxPOVdbE,621,20.700000
y8UQxPOVdbE,622,20.733333
y8UQxPOVdbE,623,20.766667
y8UQxPOVdbE,624,20.800000
y8UQxPOVdbE,625,20.833333
y8UQxPOVdbE,626,20.866667
y8UQxPOVdbE,627,20.900000
y8UQxPOVdbE,628,20.933333
y8UQxPOVdbE,629,20.966667
y8UQxPOVdbE,630,21.000000
y8UQxPOVdbE,631,21.033333
y8UQxPOVdbE,632,21.066667
y8UQxPOVdbE,633,21.100000
y8UQxPOVdbE,634,21.133333
y8UQxPOVdbE,635,21.166667
y8UQxPOVdbE,636,21.200000
y8UQxPOVdbE,637,21.233333
y8UQxPOVdbE,638,21.266667
y8UQxPOVdbE,639,21.300000
y8UQxPOVdbE,640,21.333333
y8UQxPOVdbE,641,21.366667
y8UQxPOVdbE,642,21.400000
y8UQxPOVdbE,643,21.433333
y8UQxPOVdbE,644,21.466667
y8UQxPOVdbE,645,21.500000
y8UQxPOVdbE,646,21.533333
y8UQxPOVdbE,647,21.566667
y8UQxPOVdbE,648,21.600000
y8UQxPOVdbE,649,21.633333
y8UQxPOVdbE,650,21.666667
y8UQxPOVdbE,651,21.700000
y8UQxPOVdbE,652,21.733333
y8UQxPOVdbE,653,21.766667
y8UQxPOVdbE,654,21.800000
y8UQxPOVdbE,655,21.833333
y8UQxPOVdbE,656,21.866667
y8UQxPOVdbE,657,21.900000
y8UQxPOVdbE,658,21.933333
y8UQxPOVdbE,659,21.966667
y8UQxPOVdbE,660,22.000000
y8UQxPOVdbE,661,22.033333
y8UQxPOVdbE,662,22.066667
y8UQxPOVdbE,663,22.100000
y8UQxPOVdbE,664,22.133333
y8UQxPOVdbE,665,22.166667
y8UQxPOVdbE,666,22.200000
y8UQxPOVdbE,667,22.233333
y8UQxPOVdbE,668,22.266667
y8UQxPOVdbE,669,22.300000
y8UQxPOVdbE,670,22.333333
y8UQxPOVdbE,671,22.366667
y8UQxPOVdbE,672,22.400000
y8UQxPOVdbE,673,22.433333
y8UQxPOVdbE,674,22.466667
y8UQxPOVdbE,675,22.500000
y8UQxPOVdbE,676,22.533333
y8UQxPOVdbE,677,22.566667
y8UQxPOVdbE,678,22.600000
y8UQxPOVdbE,679,22.633333
y8UQxPOVdbE,680,22.666667
y8UQxPOVdbE,681,22.700000
y8UQxPOVdbE,682,22.733333
y8UQxPOVdbE,683,22.766667
y8UQxPOVdbE,684,22.800000
y8UQxPOVdbE,685,22.833333
y8UQxPOVdbE,686,22.866667
y8UQxPOVdbE,687,22.900000
y8UQxPOVdbE,688,22.933333
y8UQxPOVdbE,689,22.966667
y8UQxPOVdbE,690,23.000000
y8UQxPOVdbE,691,23.033333
y8UQxPOVdbE,692,23.066667
y8UQxPOVdbE,693,23.100000
y8UQxPOVdbE,694,23.133333
y8UQxPOVdbE,695,23.166667
y8UQxPOVdbE,696,23.200000
y8UQxPOVdbE,697,23.233333
y8UQxPOVdbE,698,23.266667
y8UQxPOVdbE,699,23.300000
y8UQxPOVdbE,700,23.333333
y8UQxPOVdbE,701,23.366667
y8UQxPOVdbE,702,23.400000
y8UQxPOVdbE,703,23.433333
y8UQxPOVdbE,704,23.466667
y8UQxPOVdbE,705,23.500000
y8UQxPOVdbE,706,23.533333
y8UQxPOVdbE,707,23.566667
y8UQxPOVdbE,708,23.600000
y8UQxPOVdbE,709,23.633333
y8UQxPOVdbE,710,23.666667
y8UQxPOVdbE,711,23.700000
y8UQxPOVdbE,712,23.733333
y8UQxPOVdbE,713,23.766667
y8UQxPOVdbE,714,23.800000
y8UQxPOVdbE,715,23.833333
y8UQxPOVdbE,716,23.866667
y8UQxPOVdbE,717,23.900000
y8UQxPOVdbE,718,23.933333
y8UQxPOVdbE,719,23.966667
y8UQxPOVdbE,720,24.000000
y8UQxPOVdbE,721,24.033333
y8UQxPOVdbE,722,24.066667
y8UQxPOVdbE,723,24.100000
y8UQxPOVdbE,724,24.133333
y8UQxPOVdbE,725,24.166667
y8UQxPOVdbE,726,24.200000
y8UQxPOVdbE,727,24.233333
y8UQxPOVdbE,728,24.266667
y8UQxPOVdbE,729,24.300000
y8UQxPOVdbE,730,24.333333
y8UQxPOVdbE,731,24.366667
y8UQxPOVdbE,732,24.400000
y8UQxPOVdbE,733,24.433333
y8UQxPOVdbE,734,24.466667
