arm,state_key,split_id,state_ts,cluster_id,p_model,outcome,loss
A0,g390:82fbbc268e44bafcf5363d701f43b75fc70ddfb804314586a64323bad9b07a9e,0,2026-01-09T15:12:30+00:00,82fbbc268e44bafcf5363d701f43b75fc70ddfb804314586a64323bad9b07a9e,0.0,1,1.0
A0,g390:e68262a433bafad167691e9a21dd34b4030045a3dab058364914bade2b50ff88,0,2026-01-09T15:54:30+00:00,e68262a433bafad167691e9a21dd34b4030045a3dab058364914bade2b50ff88,0.0,1,1.0
A0,g390:be34c82fab196cb5ccc4390aac909e4f8f78ef45741bd27214ed3329c541e7de,0,2026-01-09T16:36:30+00:00,be34c82fab196cb5ccc4390aac909e4f8f78ef45741bd27214ed3329c541e7de,0.0,0,0.0
A0,g390:95a0ce7b95876ad2a4d58556798b5b5af68f384a74d886cde957ac64939a8cc0,0,2026-01-09T19:19:30+00:00,95a0ce7b95876ad2a4d58556798b5b5af68f384a74d886cde957ac64939a8cc0,0.0,1,1.0
A0,g390:727b74f3b8cc3762fd72afd6c6d1ec49e12bee23929ddd4d51d321b2c12b6ce6,0,2026-01-09T20:01:30+00:00,727b74f3b8cc3762fd72afd6c6d1ec49e12bee23929ddd4d51d321b2c12b6ce6,0.0,0,0.0
A0,g390:6faaf410ce8baeb68cd1aae766f1a9963602ce6a30a92f480013269f29eab2b9,0,2026-01-09T23:26:30+00:00,6faaf410ce8baeb68cd1aae766f1a9963602ce6a30a92f480013269f29eab2b9,1.0,1,0.0
A0,g390:e979919ec4742c9cafcd760cfe6fb091c47f5fab9a5b786c88de0cbcdd50b8ca,0,2026-01-13T00:45:30+00:00,e979919ec4742c9cafcd760cfe6fb091c47f5fab9a5b786c88de0cbcdd50b8ca,0.0,0,0.0
A0,g390:88b95d236e19dc06b226cdff5c840282e46d06b6bd2f038fe278d6ee1dca37f9,0,2026-01-13T01:57:30+00:00,88b95d236e19dc06b226cdff5c840282e46d06b6bd2f038fe278d6ee1dca37f9,0.0,0,0.0
A0,g390:3f41b5db499787fdae222123d3b1cdb64039a0a66090090efe2de0fc0f9fe412,0,2026-01-13T03:09:30+00:00,3f41b5db499787fdae222123d3b1cdb64039a0a66090090efe2de0fc0f9fe412,0.0,0,0.0
A0,g390:cf363db185f5457674cb922c545511b3c1d4ffc9216b3b3bd8dc0f68a56719a9,0,2026-01-13T04:57:30+00:00,cf363db185f5457674cb922c545511b3c1d4ffc9216b3b3bd8dc0f68a56719a9,0.0,0,0.0
A0,g390:79e19c5ef2c3474fca60e0d12de47f138cdb6d59ba09149ee42d3113df1ea54a,0,2026-01-13T06:09:30+00:00,79e19c5ef2c3474fca60e0d12de47f138cdb6d59ba09149ee42d3113df1ea54a,0.0,0,0.0
A0,g390:27dc4e42485e51ffb24f202b9a035eaae7989240a062b4caeb4b81ac82284a30,0,2026-01-13T07:21:30+00:00,27dc4e42485e51ffb24f202b9a035eaae7989240a062b4caeb4b81ac82284a30,0.0,1,1.0
A0,g390:0382ec91fd1d2da780e67b48b0add10c7a76837b570dac8b22e60c7098e4bfb7,0,2026-01-13T09:09:30+00:00,0382ec91fd1d2da780e67b48b0add10c7a76837b570dac8b22e60c7098e4bfb7,0.0,0,0.0
A0,g390:b03e2fa047ac83a3467519744358ca18eae784ee110835141c1b0f767b1a07fd,0,2026-01-13T10:21:30+00:00,b03e2fa047ac83a3467519744358ca18eae784ee110835141c1b0f767b1a07fd,0.0,0,0.0
A0,g390:9061d91c2aad6f456848b30d1106cae637a44481dfea95d00a556ee4c9e68520,0,2026-01-13T11:33:30+00:00,9061d91c2aad6f456848b30d1106cae637a44481dfea95d00a556ee4c9e68520,0.0,0,0.0
A0,g390:2429eda8f89636a22b1d11a36220a0c73255fe554cbcac9fdaa992e356cb5057,0,2026-01-13T13:21:30+00:00,2429eda8f89636a22b1d11a36220a0c73255fe554cbcac9fdaa992e356cb5057,0.0,0,0.0
A0,g390:69134b3fc18bccde4bc30f5014ea2fcf57d85d44d221e4e4a7a9b37f2991b3e4,0,2026-01-13T14:33:30+00:00,69134b3fc18bccde4bc30f5014ea2fcf57d85d44d221e4e4a7a9b37f2991b3e4,0.0,1,1.0
A0,g390:28ac36198862035ea0c6bd1aca9b2daadaf7efdaebd19b7f9879678cbb7f8372,0,2026-01-13T15:45:30+00:00,28ac36198862035ea0c6bd1aca9b2daadaf7efdaebd19b7f9879678cbb7f8372,0.0,0,0.0
A0,g390:5b4aa6539fcc28f7006c3627f7efc904221a86875b35846d5cb5143ccc1a0147,0,2026-01-13T17:33:30+00:00,5b4aa6539fcc28f7006c3627f7efc904221a86875b35846d5cb5143ccc1a0147,0.0,0,0.0
A0,g390:66cea5293a7f7eb181ae2ebead07218e4e883e2748d49632dc96bbb11013c1de,0,2026-01-13T18:45:30+00:00,66cea5293a7f7eb181ae2ebead07218e4e883e2748d49632dc96bbb11013c1de,0.0,1,1.0
A0,g390:9de0a425b11464499f4b48ae3c659cb0c55171b7db0dbb4c6011d1dfb4e999f5,0,2026-01-13T21:45:30+00:00,9de0a425b11464499f4b48ae3c659cb0c55171b7db0dbb4c6011d1dfb4e999f5,0.0,0,0.0
A0,g390:f183ac9e41aa49dde97766504e80649a4e977cd4b2546ee4e3f0251db1b38702,0,2026-01-13T22:57:30+00:00,f183ac9e41aa49dde97766504e80649a4e977cd4b2546ee4e3f0251db1b38702,0.0,0,0.0
A0,g390:5f81b9f9e38b5466e0f9e8de08b166779c1dc2e3e58994cd3e1f769ad0d28269,0,2026-01-17T02:15:30+00:00,5f81b9f9e38b5466e0f9e8de08b166779c1dc2e3e58994cd3e1f769ad0d28269,0.0,1,1.0
A0,g390:350458ba9feec4e39bf5581d4b4537cff555839a192050d9322d8bf57de03859,0,2026-01-17T03:09:30+00:00,350458ba9feec4e39bf5581d4b4537cff555839a192050d9322d8bf57de03859,0.0,0,0.0
A0,g390:3a43247ea7551d6a14ba6048aa80349de0e47f77911f3860ba85389fd92fa492,0,2026-01-17T05:30:30+00:00,3a43247ea7551d6a14ba6048aa80349de0e47f77911f3860ba85389fd92fa492,0.0,1,1.0
A0,g390:a7a44c71744c91a886460f3901f06f6c13a383869cf154a0c40fa5536bba5c1a,0,2026-01-17T06:24:30+00:00,a7a44c71744c91a886460f3901f06f6c13a383869cf154a0c40fa5536bba5c1a,0.0,1,1.0
A0,g390:c2579c7c4aba220914cec5d6576021cb3d2ba794a49c4ce2f4b1031d69f648de,0,2026-01-17T07:18:30+00:00,c2579c7c4aba220914cec5d6576021cb3d2ba794a49c4ce2f4b1031d69f648de,0.0,0,0.0
A0,g390:dee93ac0d3ca512e9c264f56a4cbdb9d1f9eec5837911db5ba2ae5eaf53eb0b5,0,2026-01-17T09:39:30+00:00,dee93ac0d3ca512e9c264f56a4cbdb9d1f9eec5837911db5ba2ae5eaf53eb0b5,0.0,1,1.0
A0,g390:538d2e85209eac040555e63e077cecc0184fcf87d0f61daf1cc0a7a4d66c48f7,0,2026-01-17T10:33:30+00:00,538d2e85209eac040555e63e077cecc0184fcf87d0f61daf1cc0a7a4d66c48f7,0.0,1,1.0
A0,g390:1ac73a2dcdf15b5d6440505a27ab2ea5de2ea00ec81ccbc506c9dff7173e5033,0,2026-01-17T11:27:30+00:00,1ac73a2dcdf15b5d6440505a27ab2ea5de2ea00ec81ccbc506c9dff7173e5033,0.0,0,0.0
A0,g390:dfe5c5f3a10a839eb6b416a5ce20a0017e5b19911ef0b9120870e331c8b27674,0,2026-01-17T13:48:30+00:00,dfe5c5f3a10a839eb6b416a5ce20a0017e5b19911ef0b9120870e331c8b27674,0.0,0,0.0
A0,g390:e3f8f96a0d79b6aa49a693643e9888c20fabd99b538c1066ff87eb40f6280c6a,0,2026-01-17T14:42:30+00:00,e3f8f96a0d79b6aa49a693643e9888c20fabd99b538c1066ff87eb40f6280c6a,0.0,0,0.0
A0,g390:e86b1958b0e933225f4d64262291b7186822cf745302bfa18fd5e63db8024f40,0,2026-01-17T15:36:30+00:00,e86b1958b0e933225f4d64262291b7186822cf745302bfa18fd5e63db8024f40,0.0,0,0.0
A0,g390:743b7be3d8ee0e65ca800a1dcb7c4466e221e38d935a11a05782bdb9ab7e30bf,0,2026-01-17T17:57:30+00:00,743b7be3d8ee0e65ca800a1dcb7c4466e221e38d935a11a05782bdb9ab7e30bf,0.0,1,1.0
A0,g390:a12b95f43c96fd1a26e8a8317da8c3f01f3ac17a27ee0e0f081941be588b0182,0,2026-01-17T18:51:30+00:00,a12b95f43c96fd1a26e8a8317da8c3f01f3ac17a27ee0e0f081941be588b0182,0.0,0,0.0
A0,g390:41d019c3b574a31c1a73f27c69c1923021c4d5984c3eb04e81ff63d63c0aa3b0,0,2026-01-17T22:06:30+00:00,41d019c3b574a31c1a73f27c69c1923021c4d5984c3eb04e81ff63d63c0aa3b0,0.0,1,1.0
A0,g390:d89130c2299a26280faa875fd3c86e4afa065898199528d0884c14b3018a5a08,0,2026-01-17T23:00:30+00:00,d89130c2299a26280faa875fd3c86e4afa065898199528d0884c14b3018a5a08,0.0,0,0.0
A0,g390:c132da3e321d975c9f0e54dc4a04e319df17332e74c44876dd896bdb7605e1d9,0,2026-01-21T01:05:30+00:00,c132da3e321d975c9f0e54dc4a04e319df17332e74c44876dd896bdb7605e1d9,0.0,1,1.0
A0,g390:8d4631207aa624276d7d7f682e9fbe9740585c8a2b39fee7eb2ab34fd18b1cf8,0,2026-01-21T02:42:30+00:00,8d4631207aa624276d7d7f682e9fbe9740585c8a2b39fee7eb2ab34fd18b1cf8,0.0,1,1.0
A0,g390:5042276960abad3600bc36257c2fde450a2e98b8f28e7843e15266ae9da3411f,0,2026-01-21T04:00:30+00:00,5042276960abad3600bc36257c2fde450a2e98b8f28e7843e15266ae9da3411f,0.0,0,0.0
A0,g390:c5a93ad76402254df4b91b451682785176e98d712e6bc8bb75bbeb47dd5f7b6a,0,2026-01-21T05:18:30+00:00,c5a93ad76402254df4b91b451682785176e98d712e6bc8bb75bbeb47dd5f7b6a,0.0,0,0.0
A0,g390:b716e12e42a764637e3398a5d33153cd8133d4532da6039e2fa5adf783802d04,0,2026-01-21T06:55:30+00:00,b716e12e42a764637e3398a5d33153cd8133d4532da6039e2fa5adf783802d04,0.0,1,1.0
A0,g390:77f595ac7e96900a97da47e604df99289bf09e03a00255daba70a3138a307f1a,0,2026-01-21T08:13:30+00:00,77f595ac7e96900a97da47e604df99289bf09e03a00255daba70a3138a307f1a,0.0,0,0.0
A0,g390:74dfea90b16a6dbe567b70e6e56e83126056d39e73f012a369305be9f00deb7f,0,2026-01-21T09:31:30+00:00,74dfea90b16a6dbe567b70e6e56e83126056d39e73f012a369305be9f00deb7f,0.0,0,0.0
A0,g390:3da016070261f317f62e1023453b415bfc76365c7aca1bbb75ed144cf77b5be2,0,2026-01-21T11:08:30+00:00,3da016070261f317f62e1023453b415bfc76365c7aca1bbb75ed144cf77b5be2,0.0,0,0.0
A0,g390:918f12e96516f2d52f3a4b88f0ab8846a71ca4e7e3deec9fa422a0d888934753,0,2026-01-21T12:26:30+00:00,918f12e96516f2d52f3a4b88f0ab8846a71ca4e7e3deec9fa422a0d888934753,0.0,1,1.0
A0,g390:0cd4a064a09a5aef1b0a15bf646ad3462b57c51d326009f471d0e1de9e417f56,0,2026-01-21T13:44:30+00:00,0cd4a064a09a5aef1b0a15bf646ad3462b57c51d326009f471d0e1de9e417f56,0.0,1,1.0
A0,g390:ebc26084e402a1376edef7e983ef560631e47f7618866adb9cabbe895979069c,0,2026-01-21T15:21:30+00:00,ebc26084e402a1376edef7e983ef560631e47f7618866adb9cabbe895979069c,0.0,0,0.0
A0,g390:2bb500a83daf3afa5636a418a3a2a1a45600bc7c1f071b8732fc6c6c0d9ff236,0,2026-01-21T16:39:30+00:00,2bb500a83daf3afa5636a418a3a2a1a45600bc7c1f071b8732fc6c6c0d9ff236,0.0,1,1.0
A0,g390:d3747f70cbcce00c72da265771bed172cc9c3c914bd146bd27e14854d48b91cb,0,2026-01-21T17:57:30+00:00,d3747f70cbcce00c72da265771bed172cc9c3c914bd146bd27e14854d48b91cb,0.0,1,1.0
A0,g390:f4745b0656259bef203c918c65d63093e234ab37fc411cadaaf85511c6515173,0,2026-01-21T19:34:30+00:00,f4745b0656259bef203c918c65d63093e234ab37fc411cadaaf85511c6515173,0.0,1,1.0
A0,g390:4aa64724a263ec9b72c8b0dd853da47466633fa55c1c9695305bd39c59a52bb9,0,2026-01-21T20:52:30+00:00,4aa64724a263ec9b72c8b0dd853da47466633fa55c1c9695305bd39c59a52bb9,0.0,1,1.0
A0,g390:0fe4c8ddae336a282ae19bce206c65ec4a54eed69b2eb6303488544000d2c7a7,0,2026-01-21T23:47:30+00:00,0fe4c8ddae336a282ae19bce206c65ec4a54eed69b2eb6303488544000d2c7a7,0.0,0,0.0
A0,g390:f6c38194abd9fb6f1b8100df9cee13e4012d5208a103640ec4a9fc4ac9f9eec9,0,2026-01-25T01:44:30+00:00,f6c38194abd9fb6f1b8100df9cee13e4012d5208a103640ec4a9fc4ac9f9eec9,0.0,0,0.0
A0,g390:65082cf67f56023ddd2048dfb33d81456b925f95c8cf7fb5a691e4ede13dc50b,0,2026-01-25T02:08:30+00:00,65082cf67f56023ddd2048dfb33d81456b925f95c8cf7fb5a691e4ede13dc50b,0.0,1,1.0
A0,g390:5faf12f4f07db17627826e1e880cbcfe7b8b1b7f13c629095f27b9f1537f08d0,0,2026-01-25T04:56:30+00:00,5faf12f4f07db17627826e1e880cbcfe7b8b1b7f13c629095f27b9f1537f08d0,0.0,0,0.0
A0,g390:9a228ea59ee671a3df1c0c0d6424d09d22291c6c6cb56defd497b902f1831383,0,2026-01-25T05:20:30+00:00,9a228ea59ee671a3df1c0c0d6424d09d22291c6c6cb56defd497b902f1831383,0.0,1,1.0
