frame_key,split,competition,game,section,offset_s,section_path,section_bytes,section_sha256,frame_index,width,height,sheet_scale,m1_sha256,m2_sha256
9534d65f18d29affa12890ffd2fae33f1545eb5006b81aa5cbdfdead2305704c,development,ncaa_basketball,0SQ709_N0Yg,0SQ709_N0Yg_s90,90,/workspace/g363_scratch/sections/0SQ709_N0Yg_s90.mp4,95068656,08763ea22994ac7d3eef44dbec8555693329de86cb5ab0c0580677284519021c,6943,1920,1080,0.5,af7b141f6e6eb0c81dcf44acc5ff818fc9d60cdfbec81cb099d85d9f09d35395,247e41235efe22bb8c3b51483424ea9f1f050b5e8dae1bffc20edb9dfefe99d1
0b2a0da950da99fe7a74d37330dd9abbe818a55878e288e3cb5d8d27c1e6eda4,development,ncaa_basketball,0SQ709_N0Yg,0SQ709_N0Yg_s90,90,/workspace/g363_scratch/sections/0SQ709_N0Yg_s90.mp4,95068656,08763ea22994ac7d3eef44dbec8555693329de86cb5ab0c0580677284519021c,7599,1920,1080,0.5,b97651b304114fe6d7e6128ee8dd9c297109a4b6ba32fc9bc6c5306453666f2d,27cd0fa4d4b8cff469bd6d315ed9b0a04077d2b0f1c79217d768aee5cd52f4a5
914518aa85f595b1534a72b83bde1f3768c13030027215f2cda311cd22b70684,development,wnba,1zPhldjbJnU,1zPhldjbJnU_s5620,5620,/workspace/g363_scratch/sections/1zPhldjbJnU_s5620.mp4,61303904,58cbaf875f0896ed576e4a245744017b60c8d869476d8912b50ba8f708fba305,287,1920,1080,0.5,d6d977b003c8b4878a159f4f1687272dd30f6798c95f80192e4378a42cd813e1,699878faa1c5b5b214b44f005f21b777931319f00b8a9cb2c5f46e1959a585af
1f6c55e79eb3d2a3f1a58ca9f3c1c519d71a540ea74f16aa6b50e761cdc1105a,development,wnba,1zPhldjbJnU,1zPhldjbJnU_s5620,5620,/workspace/g363_scratch/sections/1zPhldjbJnU_s5620.mp4,61303904,58cbaf875f0896ed576e4a245744017b60c8d869476d8912b50ba8f708fba305,624,1920,1080,0.5,669bbd44f2aebd0a0fdf217986be8a53748d8262268a97077e0476b753739331,4ebde668c17d1b51898243be392d11cbccd34f74ba1127cb738243f45d71fed2
059f61cfb0f7f317bb995f10741559cf3b6b5150b0d7cceaa5a5909cf7c2d975,development,wnba,1zPhldjbJnU,1zPhldjbJnU_s5620,5620,/workspace/g363_scratch/sections/1zPhldjbJnU_s5620.mp4,61303904,58cbaf875f0896ed576e4a245744017b60c8d869476d8912b50ba8f708fba305,961,1920,1080,0.5,9d83b89e6919bf1e6c654724569d26ab84893486f6ab7848171ebfaa136e997f,36c6eb5f5015a5cc75b30b874c6f3abc6a825f1e1d9f2ad5c7bbb7ce9bbee091
f9932656ee59d5138b52ef1d5501ba9871fa2d695bd6be6de6f9aae09f730584,development,wnba,1zPhldjbJnU,1zPhldjbJnU_s5620,5620,/workspace/g363_scratch/sections/1zPhldjbJnU_s5620.mp4,61303904,58cbaf875f0896ed576e4a245744017b60c8d869476d8912b50ba8f708fba305,1298,1920,1080,0.5,34d23e305e0e06506e8bdbdf1dc3d9fdc97a02d63735873fdc1d2be908828000,a4c8be046ca74aa7f974cd9a38f2e51ad0831ae2e3cae85723e6140cfd82cfa2
85597a5e8bf84c4e99fc09019eaa3af4712cc575a5b5fe507a837000c06b34c7,development,wnba,1zPhldjbJnU,1zPhldjbJnU_s5620,5620,/workspace/g363_scratch/sections/1zPhldjbJnU_s5620.mp4,61303904,58cbaf875f0896ed576e4a245744017b60c8d869476d8912b50ba8f708fba305,1635,1920,1080,0.5,f9bb080def466246e4ccf1feed569295612ba7048a814699a51a4ab3baf568bd,5ce85817c3ffe3f711afe141133b7b36614c8c13c1876ced02f2d9a3bea2f38f
0996009510971daace753d9ad4ac50e072508cb7b32c81430bd4657683de2ccc,development,wnba,1zPhldjbJnU,1zPhldjbJnU_s5620,5620,/workspace/g363_scratch/sections/1zPhldjbJnU_s5620.mp4,61303904,58cbaf875f0896ed576e4a245744017b60c8d869476d8912b50ba8f708fba305,1972,1920,1080,0.5,571e58f69ce3bc0ff768488b0d43a49a7014bc25302a2f37c82665e61eff4c16,108920757d7a804fba1316ce097c3c13d1311ef548f1d07a8108e96a04a53ac1
2f04941c7a03abe8fea239a8e6e6e1cc31256fa8b44169e458712516ee768627,development,wnba,1zPhldjbJnU,1zPhldjbJnU_s5620,5620,/workspace/g363_scratch/sections/1zPhldjbJnU_s5620.mp4,61303904,58cbaf875f0896ed576e4a245744017b60c8d869476d8912b50ba8f708fba305,2309,1920,1080,0.5,b43a7aaa3315a22e45d20d9d10856026e4fda4144e43f05d3bfd36eefcadda45,302109a0aee1c5cac39330c92e91a297551d38f48ea7145fe2064a863ff30328
fc7d49e94fc2feab024df67469101f3323d0a90abdd88ff258159671705f3f66,development,wnba,1zPhldjbJnU,1zPhldjbJnU_s5620,5620,/workspace/g363_scratch/sections/1zPhldjbJnU_s5620.mp4,61303904,58cbaf875f0896ed576e4a245744017b60c8d869476d8912b50ba8f708fba305,2646,1920,1080,0.5,15c504054f4534016b98cc88ad15fc0803e7eae2f22e8cdaf76a48352e3a5283,a9ec12e7ecf7df51447fe6381b0ca6f50e766e34b86c03223ef289417c31bcfb
de8f6c3ca68ac5c9009f6320cf23bd13ab2937747e7f1d227404cedde658c02a,development,wnba,1zPhldjbJnU,1zPhldjbJnU_s5620,5620,/workspace/g363_scratch/sections/1zPhldjbJnU_s5620.mp4,61303904,58cbaf875f0896ed576e4a245744017b60c8d869476d8912b50ba8f708fba305,2983,1920,1080,0.5,9617ff8c4f7b4b8d3e77fcaa00549b2c9b15d004a0fd2b768a0a846ae15dee64,34b67cb4789c98f864a9c9d2f1967011622e76c059807c359fbec5912c29d1de
4a4d42a5cf72a295de2a1642845b6ea02226e7002ea8bdcec9c46851ae76091a,development,wnba,1zPhldjbJnU,1zPhldjbJnU_s5620,5620,/workspace/g363_scratch/sections/1zPhldjbJnU_s5620.mp4,61303904,58cbaf875f0896ed576e4a245744017b60c8d869476d8912b50ba8f708fba305,3320,1920,1080,0.5,69ad7e30f5dbf30258e782d0051f846db129324d8a74ace0561269385348a4d6,c4e3539f6daa1e2fde90962ca87529a8efec38cb21a0d89743e1a1ffbb9e1cb8
9c2f3a5abf4713d2b1f6291c87a172bab64c6f3ca09b0f157ba658ae2a4f69ed,development,wnba,1zPhldjbJnU,1zPhldjbJnU_s5620,5620,/workspace/g363_scratch/sections/1zPhldjbJnU_s5620.mp4,61303904,58cbaf875f0896ed576e4a245744017b60c8d869476d8912b50ba8f708fba305,3657,1920,1080,0.5,b3ff64000b7cee4daf7c4e6fa19d4a3790af4df3c3d2eb407e4bc128a083506e,92b4afd6a0c44592317ec476e41ac778850d6aa0b1360f10006f211f4bdd1704
592c0c85869af2165da4e905ec3ed3fe25e6421aa22e2928926c148960cfecb5,development,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s2572,2572,/workspace/g363_scratch/sections/3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,261,1920,1080,0.5,7bea6fbff3987a353d9a484d3f96f15c46b5e9be1b961c1702566e080abe016e,3f7899f7f2cfdbd6d33f5437f6e1ad0f1887d025da4385e8c7113c43af12cfbc
ad95b6516712ac58c5568cd9dda57e765fe109f7647a191058fc9d0cc6001b66,development,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s2572,2572,/workspace/g363_scratch/sections/3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,596,1920,1080,0.5,f653934d7703d7afd430868171d056f393fcdecd95c6c9c3a3cdf3f64fb0c645,71a7aff8f03fac9d97e4a9e27d3cd749ca4be12dd0b6f614d2bab637e99cb926
f15fccffca03276c1d8633ea654df2261496ddb605f7b304fe28a00fd21910fd,development,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s2572,2572,/workspace/g363_scratch/sections/3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,931,1920,1080,0.5,581b42cc0b383794e77aa4aa0f68bdba0193705dafdb714865a8c2c13d164a02,ca43cf91211da6eb86c3e1505070c9732436c9169d27c497dae67fda6c759a22
806edbdc1576c643f67ba0843c7573c73a30d8351253483513b5f4e7cffbe9b5,development,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s2572,2572,/workspace/g363_scratch/sections/3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,1266,1920,1080,0.5,d6a9b774fdd3c8c5e3fdba9af39c06523ba28d8687cae99a43933203e05a5137,73a2b71cd37d1b6b0ccb1bbe438531071386030b55a0f6d96caed0cf5ac5b02f
51036ebc10cf82e7f12cf940b65ac306798d4a8d563ae8cfdb2b3a4a030f3fd9,development,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s2572,2572,/workspace/g363_scratch/sections/3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,1601,1920,1080,0.5,41846a9bad0bca761620401f21103d34091d18f6302ff68fef1bcccc7d741316,f93a20668a27ff76fa41252e25c1e22892935c20581d102f73f02160aa1ae4a9
139b5e762e0905a971a75a59bf0811b9a551726d69b23d7215ea4ae1bcf67ef3,development,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s2572,2572,/workspace/g363_scratch/sections/3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,1936,1920,1080,0.5,4dea8e3e2e16c822320d7171005d5fc6ad67bb63afd05d8befb91cf79143b6a1,116744389086c9fd961c72e6fbf7c70287e77ab6cfa7124ba09227dfa112756f
9d27b2b4a8d77b85965706307964c18d6a24242fe93ce209d45c51820ef51a1b,development,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s2572,2572,/workspace/g363_scratch/sections/3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,2271,1920,1080,0.5,0163b37878e43c5ac76426cfe9d1eb3363124465ecefbde1cd0e00d138fa3af4,1143ea3d6b4430289b18682b6e309a1f1da384f3f7f63816bfba8caab0ed72c9
3fac7667dfa4f79f231fac3b79b5ce60f2865aa75300e45a10eba7b34c747741,development,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s2572,2572,/workspace/g363_scratch/sections/3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,2606,1920,1080,0.5,287ed45a68eefcc888f360feb5018edeab70ac7a71febbb5a7a0c7cba491b244,b88b5331f9e5558144e646f109321971ef26e446538d3c228bd2bfda6f85f0c0
4120fe16d5c55c3885999b18d77b7a2d0eb5e1a10c2712e5709aca3d58bff755,development,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s2572,2572,/workspace/g363_scratch/sections/3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,2941,1920,1080,0.5,1775ef679e8f8cf7bc44f883a27fea0846b330e59b915581f59e5c068c68eac4,17bab80386f6257a6b08a25af6f6292bdd7c395731cf02e024dcba7637698bce
0560ba4573e3fbd7c7945660a3476cd07a986a689e8200743c4de19c481c5281,development,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s2572,2572,/workspace/g363_scratch/sections/3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,3276,1920,1080,0.5,2ee0b8c4e80316a52a182fc46b945495dc700a8f2ff68b4f647b1f63c52fb1e1,8504e302dd0e1b107288299213be18d09b4e3baa0ca40cef37fa0f396a16b62c
bf77cbc60af01953c39c553bc094a0ecdef43e23bcb3ea502fe94026aba062a9,development,wnba,3eeaJz1PJTM,3eeaJz1PJTM_s2572,2572,/workspace/g363_scratch/sections/3eeaJz1PJTM_s2572.mp4,70877597,4c5c274f4afcb100f7f923a90789f97adfbee2ad7b79757993db866f0a1e6cad,3611,1920,1080,0.5,53f34b3a5dec56a5b02d94c1efdf51734d9130351270e07f71797d20ca9b8a08,7848a62719446001dce96b1a1d39feae0ce1900f22f29e25c4fa90af56d71a3e
66f95c9da73da975684ff915d7af4343ad76e0fc2e1b568221aa79a84e3e9f43,development,nba,3fT6aYz2N9w,3fT6aYz2N9w_s5086,5086,/workspace/g363_scratch/sections/3fT6aYz2N9w_s5086.mp4,68110046,7da7132bac019e4694cbb020bcafc42a53516d9d16de80f02592568677635118,96,1920,1080,0.5,a6c7d6abccd1b6793d72f63f1c6d52b9766ff5ffc7e780f96ac5558b63cea3b6,e526424584e6829e1dfebaac6a4b3ff292d1159da9acd9cb2481d03025463dfc
19aa39df5c12435f075506b642b27877c073bd5cf9ddd7265743a7d7c73b8c61,development,nba,3fT6aYz2N9w,3fT6aYz2N9w_s5086,5086,/workspace/g363_scratch/sections/3fT6aYz2N9w_s5086.mp4,68110046,7da7132bac019e4694cbb020bcafc42a53516d9d16de80f02592568677635118,436,1920,1080,0.5,f94e2744f486963de08689ec006b58d004f01340b25e42c865156c7d8c639ea6,b395450d35c3f232bcc54ace4691fad0acf9ccdef8240e348d24b7d6a164ce3a
30154a7e31103db64f8bbe2024a6f240d6327313267156aba1a723009f6a356d,development,nba,3fT6aYz2N9w,3fT6aYz2N9w_s5086,5086,/workspace/g363_scratch/sections/3fT6aYz2N9w_s5086.mp4,68110046,7da7132bac019e4694cbb020bcafc42a53516d9d16de80f02592568677635118,776,1920,1080,0.5,d5fb4cc0835e9f54b82340de777f98ed5832466e596e220558345b39811ce3e9,13273dd6d8dd6b6ee6fdbddd9a25896cb91f97f5272f3a2c0e120fd8f9f02036
0e28ec60437d97badf30bfeebc4bfefd2af91be56c178e38903ba8e81356707e,development,nba,3fT6aYz2N9w,3fT6aYz2N9w_s5086,5086,/workspace/g363_scratch/sections/3fT6aYz2N9w_s5086.mp4,68110046,7da7132bac019e4694cbb020bcafc42a53516d9d16de80f02592568677635118,1116,1920,1080,0.5,e5fae78d94cc18359c5a1c121539879e6029947bf2b5ce56852c9c6a6a75b868,ab8e58432c83c66dbb74ccf523ababe78dbc8efe46831f9ed34095a45c742018
23cca1abd53a7a1bb7dd13b7e6b754b9c78ba99cb28f1f8824d7a7cd6fc27f8f,development,nba,3fT6aYz2N9w,3fT6aYz2N9w_s5086,5086,/workspace/g363_scratch/sections/3fT6aYz2N9w_s5086.mp4,68110046,7da7132bac019e4694cbb020bcafc42a53516d9d16de80f02592568677635118,1456,1920,1080,0.5,ec680d2b815fbe857424d1f685cf99321c7e516de9b623ab14c5c3ea6a49416c,6e57b08f00c1fa5de0a3e0ab92ace88ea22c22366d1e4ff2af19af84b4f20a09
98d4313d277b0890d32404a7474e089a036ce861dd125485ef42d017014c042a,development,nba,3fT6aYz2N9w,3fT6aYz2N9w_s5086,5086,/workspace/g363_scratch/sections/3fT6aYz2N9w_s5086.mp4,68110046,7da7132bac019e4694cbb020bcafc42a53516d9d16de80f02592568677635118,1796,1920,1080,0.5,d208f91e8b7af4369f6190101f8eeaa05e4c0fb55fe06eedd618c3d59d1f8948,df85459b9520e54622e68a4f10bf70e32c5a495f9042cf651545a4ce0121f6d3
746676d0fa6a0f5b4f3ae9efd4688883eb909b285f8aacb8e8d023671c513f9f,development,nba,3fT6aYz2N9w,3fT6aYz2N9w_s5086,5086,/workspace/g363_scratch/sections/3fT6aYz2N9w_s5086.mp4,68110046,7da7132bac019e4694cbb020bcafc42a53516d9d16de80f02592568677635118,2136,1920,1080,0.5,5f69bfd9ad496955a50e2e64af5f300af486370d3f45434cbcec84102945478a,a468ce8d0fc2483e042a57d499091089f6175d3aa4ec5e35115c02f82bf17c47
5875f38e37f94f797acd27aa3ecc98ccfb32f9bc2fde945db3d9378e9e357084,development,nba,3fT6aYz2N9w,3fT6aYz2N9w_s5086,5086,/workspace/g363_scratch/sections/3fT6aYz2N9w_s5086.mp4,68110046,7da7132bac019e4694cbb020bcafc42a53516d9d16de80f02592568677635118,2476,1920,1080,0.5,186401a3025724ae466e079764f7bc477ca4dc4a1a3e0763837afd1eabd90134,bed86c8d4528e31bdd7c61378c796e58d48d4597cec838779e828fe78d3457fe
9a36cd5a21143857ac8350e624d82b7771a29ab40cf6f44fffd07bd02dc42402,development,nba,3fT6aYz2N9w,3fT6aYz2N9w_s5086,5086,/workspace/g363_scratch/sections/3fT6aYz2N9w_s5086.mp4,68110046,7da7132bac019e4694cbb020bcafc42a53516d9d16de80f02592568677635118,2816,1920,1080,0.5,8798854ee9dc82fdd12fa3c74731ffbe77ccb962b4437f12021013de0ccb8a3c,2dcbe27b42e9a00e5e31e95864bb1cc90fce9111802b411fe5715fde2e1506b1
af9749790c503761fc4ae9ee3c3cb5fdaebd5a5021268925af3bc5af2f67450c,development,nba,3fT6aYz2N9w,3fT6aYz2N9w_s5086,5086,/workspace/g363_scratch/sections/3fT6aYz2N9w_s5086.mp4,68110046,7da7132bac019e4694cbb020bcafc42a53516d9d16de80f02592568677635118,3156,1920,1080,0.5,89531c22652b5451ca965b5939c8f2b3bbba245e3490787a7f1c642d8f467498,4dd20494f13163559fee860b55d9a8ce1ed889ac74292504fadde019ab01f5cb
39adef9c83249a4e5ef43f71db222d86e09aacb8c7011dff0f5aeecbd6359f70,development,nba,3fT6aYz2N9w,3fT6aYz2N9w_s5086,5086,/workspace/g363_scratch/sections/3fT6aYz2N9w_s5086.mp4,68110046,7da7132bac019e4694cbb020bcafc42a53516d9d16de80f02592568677635118,3496,1920,1080,0.5,08ca54cd5f845cceb0f03c8d8d415ffd31180c8cbf1c0c69c5b99f4ba529568f,ac5ddb451c00ab2df39d11b4885c7000a3f1764743141586c1398ae6c1eeb360
f442c7b355e0d3c2fef1eab175358a9adaa17b9512436ec645af7e227497ced1,development,nba,3fT6aYz2N9w,3fT6aYz2N9w_s5086,5086,/workspace/g363_scratch/sections/3fT6aYz2N9w_s5086.mp4,68110046,7da7132bac019e4694cbb020bcafc42a53516d9d16de80f02592568677635118,3836,1920,1080,0.5,8c75ef33ccaf78d24cc3485847e86e4e92a8badab19e945be4b01bdd862d7a7c,5eedb1c905eae30e0b41c2751c114860002ecacccfdd76f9442392deef44091e
7dac93726975443987de11b4c692c44fa4957042a2d33622e628e8c0ce69b771,development,nba,5PNHcMafoX8,5PNHcMafoX8_s4128,4128,/workspace/g363_scratch/sections/5PNHcMafoX8_s4128.mp4,67011898,09916f9a40860bb0415cca57752ed12442db9dc329472259f4a825c7a2f1d3d6,195,1920,1080,0.5,db7b7236b39999b7c9e24a6325dec830c5af23944cf0993d53ca5aa937ea2986,c3232c368e52b81e6299a4c6a25334df7f1f0b45d59d61c1b41c1a987cdbc9a0
cee1530bf9195ce8f20672a014f24ab73a04b41000112e03cc3103a9bc0aa46c,development,nba,5PNHcMafoX8,5PNHcMafoX8_s4128,4128,/workspace/g363_scratch/sections/5PNHcMafoX8_s4128.mp4,67011898,09916f9a40860bb0415cca57752ed12442db9dc329472259f4a825c7a2f1d3d6,524,1920,1080,0.5,48e96b015f39da65fdce4e069f4785aa57d4cef293056cce7951f7346ce5d6ee,0741620ba21e28b464e37e0005f9e7db5ba2901bc0cc9f02248d40ffa25fbca8
6b4ce5ad7263ecbc75b1dfdd91cf8139feb690749b8a8b67f393f172c680223c,development,nba,5PNHcMafoX8,5PNHcMafoX8_s4128,4128,/workspace/g363_scratch/sections/5PNHcMafoX8_s4128.mp4,67011898,09916f9a40860bb0415cca57752ed12442db9dc329472259f4a825c7a2f1d3d6,853,1920,1080,0.5,7644905738678b86978d56e158621f7de4f5b5ca4c880d18ed364943d7924852,032d8cc0316e57257ff5ff1011c6415630c49ffc4e2a45f65bf63ec2b7fd1cb4
8df8b92593dfdd3fc2c8a0005ed714d8a537f63aa277d43656023059c772730f,development,nba,5PNHcMafoX8,5PNHcMafoX8_s4128,4128,/workspace/g363_scratch/sections/5PNHcMafoX8_s4128.mp4,67011898,09916f9a40860bb0415cca57752ed12442db9dc329472259f4a825c7a2f1d3d6,1182,1920,1080,0.5,94199d5b517eeee592055a4d3f6684d6484ca32b001f7e81e5f015b6c4ba5d64,4c62f7bca341e75340d5ec351b273374c7e20b3bbd558f3fbe15d69150c2d30b
75772aaa460e8a5e129a537bbb765fab7e7fd559ec1314e8690c5098175bbb75,development,nba,5PNHcMafoX8,5PNHcMafoX8_s4128,4128,/workspace/g363_scratch/sections/5PNHcMafoX8_s4128.mp4,67011898,09916f9a40860bb0415cca57752ed12442db9dc329472259f4a825c7a2f1d3d6,1511,1920,1080,0.5,9a7786fa03d2d71db800ce4601efa30d757988c190b2b83775347c0298f0051e,39eb10c1cacb460e2fd7f97a5af3ee4e56a8ed5e4ab7813a8610ef939ae47e0e
defe3c0d1e5b03d1838a890e52849dac4a007c54d71ba1ba3b393bcbb3f40124,development,nba,5PNHcMafoX8,5PNHcMafoX8_s4128,4128,/workspace/g363_scratch/sections/5PNHcMafoX8_s4128.mp4,67011898,09916f9a40860bb0415cca57752ed12442db9dc329472259f4a825c7a2f1d3d6,1840,1920,1080,0.5,9f002777b3b1b2a3669e57f8131e7c105edd25632cd9daacee8994b4b88a45b2,97cb13baaf796aa5d7f333db219b237befb343d2914bb19eeb4258c870e38044
75ca38a47fa9ef7defc0dcc72236d7dbd35f351c16db9af95959c64504ba20d8,development,nba,5PNHcMafoX8,5PNHcMafoX8_s4128,4128,/workspace/g363_scratch/sections/5PNHcMafoX8_s4128.mp4,67011898,09916f9a40860bb0415cca57752ed12442db9dc329472259f4a825c7a2f1d3d6,2169,1920,1080,0.5,805948d2ac23607b8efde110b95ba1b07e74948ad5de62a5a9f09227018ed564,26341aea4e1180b47b9702aa69aa7de92a16b76eedd92a67013c93584b7a056d
7723df499d48da5900ec7c5e5582ee2f872c602455750840bc55e031ca1a7608,development,nba,5PNHcMafoX8,5PNHcMafoX8_s4128,4128,/workspace/g363_scratch/sections/5PNHcMafoX8_s4128.mp4,67011898,09916f9a40860bb0415cca57752ed12442db9dc329472259f4a825c7a2f1d3d6,2498,1920,1080,0.5,1c5a5bf84223f9b9bf6483c5c98d4d11a9818e627368b156df21a83cd6b002c9,38e9260e51584c8fc9e769237de0a0beaf17b6a310f9e4561f8416abac8dfe2f
