memo,line,artifact,token,length,landing_commit,class,reason,candidates
docs/evidence/tracking/G304_VERIFY_ATTEMPT2_2026-09-07.md,5,NONE,1331fba8c2544e3ef3f44ceb7ff2886d67faa3027cc07c4d6f1919d4d53dc166,64,656723694cb235cfcb2e4c83384dd4fcc0e5600d,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=969e0a829e4a172308f06804f317511a1f94b8dbc52fc05027197e83536285bc|969e0a829e4a172308f06804f317511a1f94b8dbc52fc05027197e83536285bc
docs/evidence/tracking/G305_VERIFY_2026-09-07.md,12,NONE,c5a86154da32177f00b72c8b54651ce73b4d68c48001348848ff4df3c6bd2f95,64,4db5e8b1346b8364db365609b8f0535c0ec9b68e,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=dc9b1f34b6d8ef8264571cb293856d4a89cecb35f1a2a683d73b67159767d518|dc9b1f34b6d8ef8264571cb293856d4a89cecb35f1a2a683d73b67159767d518
docs/evidence/tracking/G305_VERIFY_2026-09-07.md,18,NONE,b1ac28da603c0bfee91b59a30280a2b861ab0e781aec366949a2fdad61b64b96,64,4db5e8b1346b8364db365609b8f0535c0ec9b68e,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=dc9b1f34b6d8ef8264571cb293856d4a89cecb35f1a2a683d73b67159767d518|dc9b1f34b6d8ef8264571cb293856d4a89cecb35f1a2a683d73b67159767d518
docs/evidence/tracking/G305_VERIFY_2026-09-07.md,33,NONE,c5a86154da32177f00b72c8b54651ce73b4d68c48001348848ff4df3c6bd2f95,64,4db5e8b1346b8364db365609b8f0535c0ec9b68e,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=dc9b1f34b6d8ef8264571cb293856d4a89cecb35f1a2a683d73b67159767d518|dc9b1f34b6d8ef8264571cb293856d4a89cecb35f1a2a683d73b67159767d518
docs/evidence/tracking/G305_VERIFY_2026-09-07.md,33,NONE,752c616ed,9,4db5e8b1346b8364db365609b8f0535c0ec9b68e,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=dc9b1f34b6d8ef8264571cb293856d4a89cecb35f1a2a683d73b67159767d518|dc9b1f34b6d8ef8264571cb293856d4a89cecb35f1a2a683d73b67159767d518
docs/evidence/tracking/G309_VERIFY_2026-09-07.md,15,NONE,f79cb63ab17a93d1b219b2e020af68c764d670241189d40a61bf0f387eca50e0,64,0813aae4c7fa7b3e484615acebe63096374b9adf,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=ddee7e9ea3eb0e214baf0cc3fba399c0d89336069bc97d46741aa9dadfbb721b|ddee7e9ea3eb0e214baf0cc3fba399c0d89336069bc97d46741aa9dadfbb721b
docs/evidence/tracking/G311_VERIFY_ATTEMPT1_2026-09-07.md,9,NONE,df8cfa89e76a05e5bfb5d57ecf9998289761f79efa051a44b4a12619bc145eff,64,89fc40ddd232a8f812fdf9e93b948150104b0d18,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=fe65114583f58ea0d794f2b5ff813c509ba000107250319a44acdc1eb16612a2|fe65114583f58ea0d794f2b5ff813c509ba000107250319a44acdc1eb16612a2
docs/evidence/tracking/G311_VERIFY_ATTEMPT1_2026-09-07.md,9,NONE,229f527ca88498e8894a778a62a878a322b4a3ea2cae09ea537d34b7e907792b,64,89fc40ddd232a8f812fdf9e93b948150104b0d18,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=fe65114583f58ea0d794f2b5ff813c509ba000107250319a44acdc1eb16612a2|fe65114583f58ea0d794f2b5ff813c509ba000107250319a44acdc1eb16612a2
docs/evidence/tracking/G312_VERIFY_2026-09-07.md,22,NONE,e04867c94d7e8b30cdec89acd809be71937536b86538446fa53dbaa1acaa9213,64,f569a61f5e079578a2a8e4a9f94203c33fc716b2,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=67238d027d5ca3c2ce70209265da210f7b81adee85e61306bb210f1a3d99748a|67238d027d5ca3c2ce70209265da210f7b81adee85e61306bb210f1a3d99748a
docs/evidence/tracking/G313_VERIFY_2026-09-07.md,27,g313_prereg_2026-09-07.md:50-51,5cb2a5da7a37186b967dec37807cc931a92e456b2cc5e5e141aac51cc6f121da,64,9c87fb34f1ae3647aeb3da7fd8f9b48916c45d47,UNRESOLVED,token is not a digest,tried=g313_prereg_2026-09-07.md|docs/evidence/tracking/G313_VERIFY_2026-09-07/g313_prereg_2026-09-07.md|docs/evidence/tracking/g313_prereg_2026-09-07.md;landing=32e69fa0c5db4d29e5aa02fa36eb17f7257a62718c7ee3b5bbc3b6132dbb0983;head=32e69fa0c5db4d29e5aa02fa36eb17f7257a62718c7ee3b5bbc3b6132dbb0983;crlf_landing=32e69fa0c5db4d29e5aa02fa36eb17f7257a62718c7ee3b5bbc3b6132dbb0983;crlf_head=32e69fa0c5db4d29e5aa02fa36eb17f7257a62718c7ee3b5bbc3b6132dbb0983;unnamed=1b94155f022ce2df88d5cd6d2b0fffd803967d284ddf1ce6d512912182137ef4|1b94155f022ce2df88d5cd6d2b0fffd803967d284ddf1ce6d512912182137ef4
docs/evidence/tracking/G314_VERIFY_2026-09-07.md,21,g314_prereg_2026-09-07.md:55-57,47bc38d36a4c5612fc6c5473983893a58fdcd04a6cbe08c6decb564efa1ee81e,64,ad451e63c589cd49914bcc698c5dd44bde3cd1d1,UNRESOLVED,token is not a digest,tried=g314_prereg_2026-09-07.md|docs/evidence/tracking/G314_VERIFY_2026-09-07/g314_prereg_2026-09-07.md|docs/evidence/tracking/g314_prereg_2026-09-07.md;landing=380b544c4f59b7f1b2ee638021faa66194b3582c0a49484b6ba0761c1fe824b3;head=380b544c4f59b7f1b2ee638021faa66194b3582c0a49484b6ba0761c1fe824b3;crlf_landing=380b544c4f59b7f1b2ee638021faa66194b3582c0a49484b6ba0761c1fe824b3;crlf_head=380b544c4f59b7f1b2ee638021faa66194b3582c0a49484b6ba0761c1fe824b3;unnamed=cef333b24278e56b1611f973b32da5978c843a64ca159646247149ebf863087e|cef333b24278e56b1611f973b32da5978c843a64ca159646247149ebf863087e
docs/evidence/tracking/G315_VERIFY_2026-09-07.md,14,NONE,277466cac9d20e86ba79e1565ade4b8b404a0abecf46a17f37c84acd44a1121a,64,3967314800d2dc632c2c78faef4185f3a71a7cb6,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=3f1d214b99a8b651c8f8c87c19408cf3a082d1491412519487cad8e257072f8b|3f1d214b99a8b651c8f8c87c19408cf3a082d1491412519487cad8e257072f8b
docs/evidence/tracking/G316_VERIFY_2026-09-07.md,17,NONE,3bc7e52d1bbee336ee8ba1d90547721c9cfc26e7cbaacd6ad0ef52d2cb4dfbdd,64,c7b8a93960a38e308aa90df6d009116623cd37f0,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=603f91a2c2a0ad7e147abeae0d4ae65d8a8292688808613fd4778aa068cf6f40|603f91a2c2a0ad7e147abeae0d4ae65d8a8292688808613fd4778aa068cf6f40
docs/evidence/tracking/G318_VERIFY_2026-09-08.md,17,NONE,ab606d577e63f088ce9ca885c9ed81acf65025b4a599f778b1d7d9837deb2586,64,4af2132a27b16144a44dba47a6f9073301e82ecb,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=0eb7ec47479f6e81de588d995eee41ab8a22e92a7528f3bfa2b4f7bd15747660|0eb7ec47479f6e81de588d995eee41ab8a22e92a7528f3bfa2b4f7bd15747660
docs/evidence/tracking/G318_VERIFY_2026-09-08.md,17,NONE,1ca27e6cb4d29c433295db047f1e93b9c19ada5d41a8f996a2d0afcc2c93a729,64,4af2132a27b16144a44dba47a6f9073301e82ecb,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=0eb7ec47479f6e81de588d995eee41ab8a22e92a7528f3bfa2b4f7bd15747660|0eb7ec47479f6e81de588d995eee41ab8a22e92a7528f3bfa2b4f7bd15747660
docs/evidence/tracking/G319_VERIFY_2026-09-08.md,11,g319_prereg_2026-09-08.md:162,9ea653854fbe4670c01e5d7ae74ef21dba9bfbe936bf10f440784e2ef7189653,64,2305589fcc666311f4f8643d14593a492798904d,UNRESOLVED,token is not a digest,tried=g319_prereg_2026-09-08.md|docs/evidence/tracking/G319_VERIFY_2026-09-08/g319_prereg_2026-09-08.md|docs/evidence/tracking/g319_prereg_2026-09-08.md;landing=a65a24d52c74252b920fc21ba28f2022a8f16593b9efeb043600ee91485b9f53;head=a65a24d52c74252b920fc21ba28f2022a8f16593b9efeb043600ee91485b9f53;crlf_landing=a65a24d52c74252b920fc21ba28f2022a8f16593b9efeb043600ee91485b9f53;crlf_head=a65a24d52c74252b920fc21ba28f2022a8f16593b9efeb043600ee91485b9f53;unnamed=49cc3f68732ed2e6df4001c0cf6b082a41e35a21ecbc63dc5c8a73115ae1018f|49cc3f68732ed2e6df4001c0cf6b082a41e35a21ecbc63dc5c8a73115ae1018f
docs/evidence/tracking/G320_VERIFY_2026-09-08.md,5,NONE,1fc07bd285fd0d9bfc906ea053d9aecd139e64f586e6c9535bc84f7eac707a86,64,6898bb2b3849ebdf8edeb089de84a03af19b47fe,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=bbf4360f80bd36be01967fe6f3c4735ad71e84ace90072041f550b11830672b7|bbf4360f80bd36be01967fe6f3c4735ad71e84ace90072041f550b11830672b7
docs/evidence/tracking/G320_VERIFY_2026-09-08.md,9,NONE,805c6479e6988dbb0958d8b15c2b2f35f8a1ee4a51a626be5361b1d24f60ca1d,64,6898bb2b3849ebdf8edeb089de84a03af19b47fe,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=bbf4360f80bd36be01967fe6f3c4735ad71e84ace90072041f550b11830672b7|bbf4360f80bd36be01967fe6f3c4735ad71e84ace90072041f550b11830672b7
docs/evidence/tracking/G320_VERIFY_2026-09-08.md,9,NONE,79537a95f1d8ca4f0f609b27e07c19aa1f1d66e6bdfb3926558e942d273b8510,64,6898bb2b3849ebdf8edeb089de84a03af19b47fe,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=bbf4360f80bd36be01967fe6f3c4735ad71e84ace90072041f550b11830672b7|bbf4360f80bd36be01967fe6f3c4735ad71e84ace90072041f550b11830672b7
docs/evidence/tracking/G320_VERIFY_2026-09-08.md,23,g320_prereg_2026-09-08.md:98-100,30b530367c7a019a8c8f3d803b1ba4b06bc708b596d6621e028426836fafc634,64,6898bb2b3849ebdf8edeb089de84a03af19b47fe,UNRESOLVED,token is not a digest,tried=g320_prereg_2026-09-08.md|docs/evidence/tracking/G320_VERIFY_2026-09-08/g320_prereg_2026-09-08.md|docs/evidence/tracking/g320_prereg_2026-09-08.md;landing=fd855b32809734d59aa9defee3671823fbe2610de91c291d2f9497c65e08832f;head=fd855b32809734d59aa9defee3671823fbe2610de91c291d2f9497c65e08832f;crlf_landing=fd855b32809734d59aa9defee3671823fbe2610de91c291d2f9497c65e08832f;crlf_head=fd855b32809734d59aa9defee3671823fbe2610de91c291d2f9497c65e08832f;unnamed=bbf4360f80bd36be01967fe6f3c4735ad71e84ace90072041f550b11830672b7|bbf4360f80bd36be01967fe6f3c4735ad71e84ace90072041f550b11830672b7
docs/evidence/tracking/G321_VERIFY_2026-09-07.md,21,NONE,50e09b04b907a7357d463052371560e7e0354f87b0f9f148d892f92246f9034e,64,bd9d62329bbb970e780acf81a71aa95b5fab78fd,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=9cb8b15e68470759f64858c36400855ef4a80da59d97cb7e3134ebf66c5b1f08|9cb8b15e68470759f64858c36400855ef4a80da59d97cb7e3134ebf66c5b1f08
docs/evidence/tracking/G322_VERIFY_2026-09-08.md,19,NONE,60dea2d35090f443c550064742863e797b229abb30f51f6290275985a55bd92c,64,11e7318b2adce372fdeb15f8c5e8425c2d9dbcdd,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=dfc2e5590061f7c193a99566a8ed791359caa4f5f17efc61800b6745c6bc91fe|dfc2e5590061f7c193a99566a8ed791359caa4f5f17efc61800b6745c6bc91fe
docs/evidence/tracking/G322_VERIFY_ATTEMPT1_2026-09-07.md,20,NONE,ca5227924c06e83b56de72782fe210a16ebad8169613215794aa3f26da9fb010,64,11e7318b2adce372fdeb15f8c5e8425c2d9dbcdd,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=879b7cf915d7a6bb81f50b8ee4d2f568eacce47726b3ee528c5056e752ea3336|879b7cf915d7a6bb81f50b8ee4d2f568eacce47726b3ee528c5056e752ea3336
docs/evidence/tracking/G322_VERIFY_ATTEMPT2_REJECT1_2026-09-07.md,21,NONE,60dea2d35090f443c550064742863e797b229abb30f51f6290275985a55bd92c,64,11e7318b2adce372fdeb15f8c5e8425c2d9dbcdd,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=2bbdf8a55dcc0a5519c1ed96d30aa136fdcbe9320f37202306e4c256232a2adc|2bbdf8a55dcc0a5519c1ed96d30aa136fdcbe9320f37202306e4c256232a2adc
docs/evidence/tracking/G323_VERIFY_2026-09-07.md,10,g323_nonplayer_boxes_attempt2_2026-09-07.md:42-56,73bc654a90bd28effeceacd031ecc290633d063edc4bc56c8973574a60dfe4bd,64,75f4af4bcf084693c8677cfb7bff9d1e69df5708,UNRESOLVED,token is not a digest,tried=g323_nonplayer_boxes_attempt2_2026-09-07.md|docs/evidence/tracking/G323_VERIFY_2026-09-07/g323_nonplayer_boxes_attempt2_2026-09-07.md|docs/evidence/tracking/g323_nonplayer_boxes_attempt2_2026-09-07.md;landing=0ec7dd6c4eadf935d88b0bb8faa33333fd9d835533772aed8eb612ad3aa223fe;head=0ec7dd6c4eadf935d88b0bb8faa33333fd9d835533772aed8eb612ad3aa223fe;crlf_landing=0ec7dd6c4eadf935d88b0bb8faa33333fd9d835533772aed8eb612ad3aa223fe;crlf_head=0ec7dd6c4eadf935d88b0bb8faa33333fd9d835533772aed8eb612ad3aa223fe;unnamed=8402366c6b574dbbda59aaaa0fa4763e8df2685680a263a1cbb496a1a4f13d69|8402366c6b574dbbda59aaaa0fa4763e8df2685680a263a1cbb496a1a4f13d69
docs/evidence/tracking/G325_VERIFY_ATTEMPT1_REJECT_2026-09-07.md,17,g325_prereg_2026-09-07.md:216-217,678742194723f1e3155391940c2dc54ae478a8b0e9917c25254741577c6d16b9,64,1df2ebe0698d1f47bf1c3ee4b6b0c2a475f70bcc,UNRESOLVED,artifact never committed,tried=g325_prereg_2026-09-07.md|docs/evidence/tracking/G325_VERIFY_ATTEMPT1_REJECT_2026-09-07/g325_prereg_2026-09-07.md|docs/evidence/tracking/g325_prereg_2026-09-07.md;landing=;head=;crlf_landing=;crlf_head=;unnamed=0110ef09c33ae40197cf0dbeadb0012774137752945139339587a3de2e9d3b30|0110ef09c33ae40197cf0dbeadb0012774137752945139339587a3de2e9d3b30
docs/evidence/tracking/G325_VERIFY_ATTEMPT2_REJECT_2026-09-07.md,20,g325_prereg_attempt2_2026-09-07.md:229-230,57d7748a2cf7c84ebf7e3397357d3feb672a7fa0f2ca28cfdf25e6f8ae1518ca,64,1df2ebe0698d1f47bf1c3ee4b6b0c2a475f70bcc,UNRESOLVED,token is not a digest,tried=g325_prereg_attempt2_2026-09-07.md|docs/evidence/tracking/G325_VERIFY_ATTEMPT2_REJECT_2026-09-07/g325_prereg_attempt2_2026-09-07.md|docs/evidence/tracking/g325_prereg_attempt2_2026-09-07.md;landing=0fc3c13b54ddd6757955824239632d505e3379189113b36e8872ba985379d919;head=0fc3c13b54ddd6757955824239632d505e3379189113b36e8872ba985379d919;crlf_landing=0fc3c13b54ddd6757955824239632d505e3379189113b36e8872ba985379d919;crlf_head=0fc3c13b54ddd6757955824239632d505e3379189113b36e8872ba985379d919;unnamed=9f521d37398ff717b2fdf67290b90d15c07a0813a4e61569bc4f4e1c41b5557d|9f521d37398ff717b2fdf67290b90d15c07a0813a4e61569bc4f4e1c41b5557d
docs/evidence/tracking/G326_VERIFY_ATTEMPT1_REJECT_2026-09-07.md,21,NONE,a2a5fbc7a3e4f7f655a4798c1cab78bc0e8cf718ab5321383f7e2839977fe9ad,64,abc0b7caf57377e714259676796a649318bf8d0e,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=869feb871ecfcf483a3247dfdcbe13f987d09fade213177ddada50f1874c9b6a|869feb871ecfcf483a3247dfdcbe13f987d09fade213177ddada50f1874c9b6a
docs/evidence/tracking/G327_VERIFY_2026-09-08.md,15,NONE,fb668830470aff9abdff6b580771db97fe58c7ce4ab04f3cb61fc551fed2cb13,64,3b1e15e0cb925e798652a2987c971d1173a53377,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=2fa3916d82de97a8a50e95d6db03c337e215de8d0d6d8cdb12b1e05c4d8d1c97|2fa3916d82de97a8a50e95d6db03c337e215de8d0d6d8cdb12b1e05c4d8d1c97
docs/evidence/tracking/G327_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,17,NONE,6548ebe7d340cb94c021ab363d574438f976628ab5d52ba7c7ebceac6f130534,64,3b1e15e0cb925e798652a2987c971d1173a53377,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=45020a75f240ac10b574b55a563f8af8cb84748fe4edcf6b8ce5738980f6548f|45020a75f240ac10b574b55a563f8af8cb84748fe4edcf6b8ce5738980f6548f
docs/evidence/tracking/G327_VERIFY_ATTEMPT2_REJECT_2026-09-08.md,18,NONE,fb668830470aff9abdff6b580771db97fe58c7ce4ab04f3cb61fc551fed2cb13,64,3b1e15e0cb925e798652a2987c971d1173a53377,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=2248fef923c303a5319270fca458bf94d3c64d6941d257a8dc9bcdfbc942ce88|2248fef923c303a5319270fca458bf94d3c64d6941d257a8dc9bcdfbc942ce88
docs/evidence/tracking/G327_VERIFY_FIX2B_REJECT_2026-09-08.md,17,NONE,fb668830470aff9abdff6b580771db97fe58c7ce4ab04f3cb61fc551fed2cb13,64,3b1e15e0cb925e798652a2987c971d1173a53377,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=b462f7f76281d3687656fc32fea0a70fee19396e69254e113762fdd4275c148b|b462f7f76281d3687656fc32fea0a70fee19396e69254e113762fdd4275c148b
docs/evidence/tracking/G328_VERIFY_2026-09-08.md,15,NONE,cd96127d5ba8da858ff9c2ab0214e51cc85e40270a589434210e39ab48ee90e5,64,26b21db74973d063444efc3b928a5a8428252827,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=4e673df5cdc63d14e5a369c31815489e38a9ea81e83e74cfa12cc98dac9c54ee|4e673df5cdc63d14e5a369c31815489e38a9ea81e83e74cfa12cc98dac9c54ee
docs/evidence/tracking/G328_VERIFY_2026-09-08.md,26,NONE,06903fbb743e0298bf5e4a728b50d33224798737f09d2e34446ddc4664762729,64,26b21db74973d063444efc3b928a5a8428252827,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=4e673df5cdc63d14e5a369c31815489e38a9ea81e83e74cfa12cc98dac9c54ee|4e673df5cdc63d14e5a369c31815489e38a9ea81e83e74cfa12cc98dac9c54ee
docs/evidence/tracking/G328_VERIFY_2026-09-08.md,26,NONE,e3ac3130542e0c1b4ded58155e953c92b094549af34e6a4a8030fc8f388ebc2c,64,26b21db74973d063444efc3b928a5a8428252827,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=4e673df5cdc63d14e5a369c31815489e38a9ea81e83e74cfa12cc98dac9c54ee|4e673df5cdc63d14e5a369c31815489e38a9ea81e83e74cfa12cc98dac9c54ee
docs/evidence/tracking/G328_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,23,NONE,cd96127d5ba8da858ff9c2ab0214e51cc85e40270a589434210e39ab48ee90e5,64,26b21db74973d063444efc3b928a5a8428252827,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=d5041b788aa4d38f07e4e31fcd0cd51678f03fffe61fecb512bda73b1f816e39|d5041b788aa4d38f07e4e31fcd0cd51678f03fffe61fecb512bda73b1f816e39
docs/evidence/tracking/G329_VERIFY_2026-09-08.md,19,NONE,898c5ff5201cf23cb8b1030ddfd2edd75bf0cf57b288742cd471550c221eb636,64,27ea4cfb2d77f8dcb0f1ed08120c69281084e953,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=e410de9bf157d8ba91a435ff547fd288edf5464129b53e484a297638a00a83fd|e410de9bf157d8ba91a435ff547fd288edf5464129b53e484a297638a00a83fd
docs/evidence/tracking/G329_VERIFY_FIX1B_REJECT_2026-09-08.md,18,NONE,08edacaeb,9,27ea4cfb2d77f8dcb0f1ed08120c69281084e953,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=7a062b837023c757608f25b6383074a0f4ccf8a1ee1f1e248deef03ce6c81bbe|7a062b837023c757608f25b6383074a0f4ccf8a1ee1f1e248deef03ce6c81bbe
docs/evidence/tracking/G330_VERIFY_2026-09-08.md,23,NONE,5616e3199c863f8ff7dfa6fb3d020762f4a1b23b8759f923f599b2f90614357c,64,b3220a9e4f401790dde98bdfb69e213ee69763e1,UNRESOLVED,artifact never committed,tried=NONE;landing=;head=;crlf_landing=;crlf_head=;unnamed=a74411cb987470bea17869f9c327135a6f03789cdcb3649693dab1d537e6831c|a74411cb987470bea17869f9c327135a6f03789cdcb3649693dab1d537e6831c
docs/evidence/tracking/G330_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,6,"census.csv:2,265",ce975e8e58438d71,16,b3220a9e4f401790dde98bdfb69e213ee69763e1,UNRESOLVED,artifact never committed,"tried=census.csv:2,265|docs/evidence/tracking/G330_VERIFY_ATTEMPT1_REJECT_2026-09-08/census.csv:2,265|docs/evidence/tracking/census.csv:2,265;landing=;head=;crlf_landing=;crlf_head=;unnamed=6766d05465e27a0cbe1343d9e87ee8823840eff78cc7cd154b2f80dc4e52ffde|6766d05465e27a0cbe1343d9e87ee8823840eff78cc7cd154b2f80dc4e52ffde"
