g_id,memo,resolved,tokens,register_verdict
314,docs/evidence/tracking/G314_VERIFY_2026-09-07.md,0,1,"| G314 | all | **ALLOCATED 2026-09-07, SPEC WRITTEN, NOT DISPATCHED.** BALL-INFERRED COORDINATES. G309 measured `ball_valid_share == ball_detected / ball_rows` **exactly, in all 15 games**, so the 0-311 `ball_inferred` rows per game (311 `wnba_05`, 273 `wnba_02`, 54 `ncaa_basketball_mRkuGgeECak`, 0 in seven games) carry **NO `ball_x2d`/`ball_y2d` at all** -- the inferred flag is set and the position it exists to carry is missing, so every ball-possession or ball-proximity feature reading that flag reads a hole. **PREMISE (binding): on `wnba_05` and `wnba_02`, print `ball_rows`, `ball_detected`, `ball_inferred` and the count of inferred rows with a finite coordinate pair; a nonzero last count on either game is PREMISE FALSE and STOP.** Traces the emitting site read-only and states which of three it is: (a) never computed, (b) computed then dropped before the writer, or (c) computed into a column the census does not read -- **(c) is a real possible outcome and would make this a NAMING defect, not a data one.** Fix in `scripts/platformkit/` if it lives there, otherwise a PROPOSED diff and STOP. **A coordinate is not a correct coordinate: no ball position in the census has ever been checked against an image.** | `specs/G314_spec.md` | **DONE 2026-09-07 ad451e63c -- ACCEPT (verified: codex-sol, contract A/B/Q; memo G314_VERIFY):** PREMISE FALSE: ball_inferred rows carry coordinates 310/311 wnba_05 and 267/273 wnba_02; ball_detected and ball_inferred overlap so G309's identity is a writer identity at unified_pipeline.py:1985-1991; tracking_data.csv has no ball_inferred column, the census read ball_tracking.csv. Prereg 9b2a9d383; memos g314_ball_inferred_coords_2026-09-07.md and G314_VERIFY_2026-09-07.md; tests in master test_g314_ball_inferred_coords.py 2 passed, LOC rail 1 passed. No src/ change, no PROPOSED diff, pod read-only. NEW GAP -> G320. |"
315,docs/evidence/tracking/G315_VERIFY_2026-09-07.md,0,1,## G312-G315 allocation register (2026-09-07) -- the four rows the G309 census opened
316,docs/evidence/tracking/G316_VERIFY_2026-09-07.md,0,1,skipped it and `NEXT_GAP_ID` moved G311 -> G316. **The G311 register row is owed by whoever wrote
318,docs/evidence/tracking/G318_VERIFY_2026-09-08.md,0,2,this commit moves G316 -> G318.
319,docs/evidence/tracking/G319_VERIFY_2026-09-08.md,0,1,"| G309 | all | **ALLOCATED 2026-09-07, SPEC WRITTEN, BUILT BY THE ORCHESTRATOR (codex lanes cannot reach the pod today).** MULTI-GAME TRACKING CENSUS -- the first CROSS-GAME distribution of the programme's own tracking output. Every `data/tracking/<game>/` on the pod holding a `tracking_data.csv` gets exactly one census row: rows, frames emitted, frames attempted and `coverage_attempted_frames_pct` (plus `coverage_decoded_pct`, which is what the ledger's own `coverage_pct` means -- they differ by the stride), distinct track ids, median track length, id churn per detection, ball rows detected/inferred/none, `ball_valid_share`, p95 per-track consecutive bbox-bottom-centre displacement normalised by `source_height`, share of frames with >= 6 player rows, zero-step liveness share, and the ledger's `passed`/`status`/`rung`/first `failure_heads` entry verbatim. **PREMISE (binding): ledger rows with `passed != null` >= 6, printed at census time; below 6 is PREMISE FALSE and STOP.** Orchestrator measured **8** at allocation (16 ledger lines: 8 `status=thin` `passed=null`, 8 `status=tracked` `passed=false`), so this is a distribution of FAILING runs and says so. Metrics are RECOMPUTED from the CSVs, never copied from the ledger; recomputed `rows` must equal the ledger `rows` exactly and `coverage_decoded_pct` must equal the ledger `coverage_pct` to its own 4-decimal rounding; **a disagreement is REPORTED, never patched.** **NO ground truth of any kind: every metric is an internal-consistency proxy, none is recall, precision or registration, and finding nothing anomalous is a FULL SUCCESS.** | `specs/G309_spec.md`; `g309_multigame_census_2026-09-07.csv`; `g309_multigame_census_2026-09-07.md` | DONE 2026-09-07 0813aae4c -- ACCEPT WITH CORRECTIONS (verified: codex-sol, contract A/B/Q; memo G309_VERIFY): 22 adjudicated rows at verify, 15 games 58,678 rows, attempted-frame coverage median 0.9790 min 0.7210 (ledger denominator ignores max_frames=3000), exactly 10 player ids per game, ball_inferred rows carry no coordinates, median p95 same-id step 0.73 frame height, corrections applied 078ef6379, NEW GAP: source snapshot not archived CENSUS CAVEAT (G319 sweep 2026-09-08): 3 memo counts at lines 000004, 000033, 000039 are NOT RECOMPUTABLE from committed bytes (see docs/evidence/tracking/g319_census_recomputable_2026-09-08/sweep.csv). |"
320,docs/evidence/tracking/G320_VERIFY_2026-09-08.md,0,4,"| G314 | all | **ALLOCATED 2026-09-07, SPEC WRITTEN, NOT DISPATCHED.** BALL-INFERRED COORDINATES. G309 measured `ball_valid_share == ball_detected / ball_rows` **exactly, in all 15 games**, so the 0-311 `ball_inferred` rows per game (311 `wnba_05`, 273 `wnba_02`, 54 `ncaa_basketball_mRkuGgeECak`, 0 in seven games) carry **NO `ball_x2d`/`ball_y2d` at all** -- the inferred flag is set and the position it exists to carry is missing, so every ball-possession or ball-proximity feature reading that flag reads a hole. **PREMISE (binding): on `wnba_05` and `wnba_02`, print `ball_rows`, `ball_detected`, `ball_inferred` and the count of inferred rows with a finite coordinate pair; a nonzero last count on either game is PREMISE FALSE and STOP.** Traces the emitting site read-only and states which of three it is: (a) never computed, (b) computed then dropped before the writer, or (c) computed into a column the census does not read -- **(c) is a real possible outcome and would make this a NAMING defect, not a data one.** Fix in `scripts/platformkit/` if it lives there, otherwise a PROPOSED diff and STOP. **A coordinate is not a correct coordinate: no ball position in the census has ever been checked against an image.** | `specs/G314_spec.md` | **DONE 2026-09-07 ad451e63c -- ACCEPT (verified: codex-sol, contract A/B/Q; memo G314_VERIFY):** PREMISE FALSE: ball_inferred rows carry coordinates 310/311 wnba_05 and 267/273 wnba_02; ball_detected and ball_inferred overlap so G309's identity is a writer identity at unified_pipeline.py:1985-1991; tracking_data.csv has no ball_inferred column, the census read ball_tracking.csv. Prereg 9b2a9d383; memos g314_ball_inferred_coords_2026-09-07.md and G314_VERIFY_2026-09-07.md; tests in master test_g314_ball_inferred_coords.py 2 passed, LOC rail 1 passed. No src/ change, no PROPOSED diff, pod read-only. NEW GAP -> G320. |"
321,docs/evidence/tracking/G321_VERIFY_2026-09-07.md,0,1,"| G304 | wnba | **ALLOCATED 2026-09-07, SPEC WRITTEN, NOT DISPATCHED.** The E1 SEALED HELD-OUT PACKET, prerequisite for every route: two native-1080p broadcasts from different arenas, 30 frames each (20 eligible court views from >=4 shots + 10 declared negatives: 4 close-ups, 3 graphics/transitions, 3 replay/alternate views), time-stratified selection by an annotator who never sees a candidate output, six named court landmarks across >=3 marking structures per eligible frame (240 held-out correspondences), two independent locators on native zoomed crops, adjudication of every >4 px disagreement, then SEAL (source SHA256s, decode hashes, frame indices, PTS, dimensions, league, shot/end identities, all 60 rows) BEFORE any prediction exists. Unresolved labels mean INSTRUMENT NOT VALIDATED, not omitted frames and not successful abstentions. **PREMISE INVENTORY ALREADY MEASURED by the orchestrator with `ffprobe`: TWO native-1080p WNBA arenas are on this box** -- `data/videos/bridge/wnba_01.f137.mp4` (1920x1080, 30/1, 5814.333333 s, 2841750689 B; Gateway Center Arena) and `data/videos/bridge/wnba_04.f137.mp4` (1920x1080, 30/1, 3193.666667 s, 1114349874 B; Climate Pledge Arena), with `ncaa_basketball_IB-_u4gW3ds.mp4` (1920x1080, 30000/1001, 205444 frames) as a different-league fallback; every `data/videos/*.mp4` NBA broadcast probes 1280x720 and is INELIGIBLE. **The arena identities are TRANSCRIBED from the G25 verifier note (RESULTS_LEDGER.md:63) and NOT re-verified** -- the lane must confirm distinctness by eye. **So the footage bridge is NOT part of this row**; it is a local-only fallback if a source fails byte identity. | `specs/G304_spec.md` | **CLOSED AT LIMIT 2026-09-07 656723694 -- attempt 2 of 2 (proposal-verify): INSTRUMENT NOT VALIDATED, 0/240 correspondences, raters terra 4/756 and sol 9/756 ACCEPT, both-accept 0, agreement 0.983 (kappa prevalence-bound); attempt 1 (model locators) 0/78 within 4 px. The E1 packet cannot be built by models with these families. REMAINING ROUTES = USER DECISION: human annotation of the 63 eligible frames, or a working semantic-line proposer (G321). G306-G308 BLOCKED.** |"
322,docs/evidence/tracking/G322_VERIFY_2026-09-08.md,0,1,"The id came from `NEXT_GAP_ID`, which this commit moves G321 -> G322."
322,docs/evidence/tracking/G322_VERIFY_ATTEMPT1_2026-09-07.md,0,1,"The id came from `NEXT_GAP_ID`, which this commit moves G321 -> G322."
322,docs/evidence/tracking/G322_VERIFY_ATTEMPT2_REJECT1_2026-09-07.md,0,1,"The id came from `NEXT_GAP_ID`, which this commit moves G321 -> G322."
323,docs/evidence/tracking/G323_VERIFY_2026-09-07.md,0,1,## G322-G323 allocation register (2026-09-07) -- the two rows the G315 screen opened
325,docs/evidence/tracking/G325_VERIFY_ATTEMPT1_REJECT_2026-09-07.md,0,1,"| G323 | all | **DONE 75f4af4bc (2026-09-07).** Attempt 2 after attempt 1 (995863242) was REJECTED on Q6 vocabulary alone; the prereg was re-sealed (41a36061e, seal 45c59ccc) and the whole sequence repeated, and the re-drawn sample is BYTE-IDENTICAL to attempt 1's 60 boxes. Rater A (Claude Opus 5) 31 of 60 and rater B (codex gpt-5.6-sol) 30 of 60 in the sealed NON_PLAYER set against the sealed 10/60 bar -> PREMISE HOLDS; raw agreement 42 of 60, kappa 0.628483 with asymptotic SE 0.073264. 28 of 60 panels are non-player to BOTH raters, and the standalone team-colour gate rejects 2 of those 28 = 0.071429, far below the sealed 0.50 bar -> GATE MISSING; the 2 rejects are off-frame containment, not colour. NO court mask exists anywhere in src/ -- the premise this row was allocated on is corrected: the only region reject is the projected-footpoint map_2d bounds test at advanced_tracker.py:1429-1431. The PROPOSED gate (G1 frame containment; G2 region tightening explicitly NOT justified here) lives in the gitignored docs/research/organization-sprint/ and its substance is repeated in full inside the memo. NO GROUND TRUTH: both raters are models, so this is a screen for whether a human labelling effort is worth mounting, not a content rate for any game. ACCEPT WITH CORRECTIONS, verified codex-sol (contract A/B/Q); the collapsed acceptance denominator was corrected at landing from 2/19 to 2/28. Off-frame boxes carried to G325. Evidence: g323_prereg_attempt2_2026-09-07.md, g323_nonplayer_boxes_attempt2_2026-09-07.md, g323_agreement_attempt2_2026-09-07.csv, g323_gate_check_attempt2_2026-09-07.csv, g323_contact_sheets/, G323_VERIFY_2026-09-07.md, G323_VERIFY_ATTEMPT1_2026-09-07.md, tests/platformkit/test_g323_nonplayer_boxes.py. ALLOCATED AS: NON-PLAYER CONTENT IN PLAYER BOXES: both G315 raters independently named crowd, bench, graphic or off-frame content inside player boxes on 12 of 30 panels. Row = a sealed blind census (2 model raters + kappa; human labels named as the limit) of 60 boxes stratified by box size and court region across 3 games, per-game share of non-player boxes, whether the production tracker's team-colour or court-mask gates (src/tracking/color_reid.py, unified_pipeline.py court mask) reject them, and the PROPOSED gate if not. Consumes G322's census. |"
325,docs/evidence/tracking/G325_VERIFY_ATTEMPT2_REJECT_2026-09-07.md,0,1,"| G323 | all | **DONE 75f4af4bc (2026-09-07).** Attempt 2 after attempt 1 (995863242) was REJECTED on Q6 vocabulary alone; the prereg was re-sealed (41a36061e, seal 45c59ccc) and the whole sequence repeated, and the re-drawn sample is BYTE-IDENTICAL to attempt 1's 60 boxes. Rater A (Claude Opus 5) 31 of 60 and rater B (codex gpt-5.6-sol) 30 of 60 in the sealed NON_PLAYER set against the sealed 10/60 bar -> PREMISE HOLDS; raw agreement 42 of 60, kappa 0.628483 with asymptotic SE 0.073264. 28 of 60 panels are non-player to BOTH raters, and the standalone team-colour gate rejects 2 of those 28 = 0.071429, far below the sealed 0.50 bar -> GATE MISSING; the 2 rejects are off-frame containment, not colour. NO court mask exists anywhere in src/ -- the premise this row was allocated on is corrected: the only region reject is the projected-footpoint map_2d bounds test at advanced_tracker.py:1429-1431. The PROPOSED gate (G1 frame containment; G2 region tightening explicitly NOT justified here) lives in the gitignored docs/research/organization-sprint/ and its substance is repeated in full inside the memo. NO GROUND TRUTH: both raters are models, so this is a screen for whether a human labelling effort is worth mounting, not a content rate for any game. ACCEPT WITH CORRECTIONS, verified codex-sol (contract A/B/Q); the collapsed acceptance denominator was corrected at landing from 2/19 to 2/28. Off-frame boxes carried to G325. Evidence: g323_prereg_attempt2_2026-09-07.md, g323_nonplayer_boxes_attempt2_2026-09-07.md, g323_agreement_attempt2_2026-09-07.csv, g323_gate_check_attempt2_2026-09-07.csv, g323_contact_sheets/, G323_VERIFY_2026-09-07.md, G323_VERIFY_ATTEMPT1_2026-09-07.md, tests/platformkit/test_g323_nonplayer_boxes.py. ALLOCATED AS: NON-PLAYER CONTENT IN PLAYER BOXES: both G315 raters independently named crowd, bench, graphic or off-frame content inside player boxes on 12 of 30 panels. Row = a sealed blind census (2 model raters + kappa; human labels named as the limit) of 60 boxes stratified by box size and court region across 3 games, per-game share of non-player boxes, whether the production tracker's team-colour or court-mask gates (src/tracking/color_reid.py, unified_pipeline.py court mask) reject them, and the PROPOSED gate if not. Consumes G322's census. |"
326,docs/evidence/tracking/G326_VERIFY_ATTEMPT1_REJECT_2026-09-07.md,0,1,## G325-G326 allocation register (2026-09-07) -- the two rows the G321 landing and the G303 verify opened
327,docs/evidence/tracking/G327_VERIFY_2026-09-08.md,0,1,"| G319 | all | LANDED 04658e777 (see status cell) -- allocated 2026-09-07. Repeated-census claims are not artifact-recomputable: G317 reports a 56/58/58 ledger-row sequence but commits only the final 58-row snapshot. Rule for census memos: commit every snapshot (or a hash-chained snapshot list) so each count in the memo is recomputable from committed bytes; sweep the 2026-09-07 census memos (G309, G312, G313, G317, S314) for the same defect. | `specs/G319_spec.md`; `docs/evidence/tracking/CENSUS_RULE.md`; `g319_prereg_2026-09-08.md` (seal 9ea653854fbe4670, committed alone at e6401c497); `g319_census_recomputable_2026-09-08.md` with `g319_census_recomputable_2026-09-08/sweep.csv`; `G319_VERIFY_2026-09-08.md`; `scripts/platformkit/tracking/census_recomputable.py`; `tests/platformkit/test_g319_census_recomputable.py` | DONE 2026-09-08 04658e777 (ACCEPT verified codex-sol) -- premise TRUE (G317 commits 0 tabular rows; 1 of 3 reads has a snapshot-list entry); CENSUS_RULE.md (40 L) written; census_recomputable.py (193 L) + 4 tests; sweep 13 entries: 161 counts, 22 RECOMPUTABLE, 57 NOT RECOMPUTABLE (51 genuine after 6 parser false positives), 82 UNPARSED, G327 memos ABSENT at sweep time (landed since); owning rows stamped with a census caveat: G309, G317, G329, G330, G310, G331; NEW GAPs: snapshot-list validation, silent filesystem fallback, TXT header rule, VERDICT prefix |"
327,docs/evidence/tracking/G327_VERIFY_ATTEMPT1_REJECT_2026-09-08.md,0,1,"| G319 | all | LANDED 04658e777 (see status cell) -- allocated 2026-09-07. Repeated-census claims are not artifact-recomputable: G317 reports a 56/58/58 ledger-row sequence but commits only the final 58-row snapshot. Rule for census memos: commit every snapshot (or a hash-chained snapshot list) so each count in the memo is recomputable from committed bytes; sweep the 2026-09-07 census memos (G309, G312, G313, G317, S314) for the same defect. | `specs/G319_spec.md`; `docs/evidence/tracking/CENSUS_RULE.md`; `g319_prereg_2026-09-08.md` (seal 9ea653854fbe4670, committed alone at e6401c497); `g319_census_recomputable_2026-09-08.md` with `g319_census_recomputable_2026-09-08/sweep.csv`; `G319_VERIFY_2026-09-08.md`; `scripts/platformkit/tracking/census_recomputable.py`; `tests/platformkit/test_g319_census_recomputable.py` | DONE 2026-09-08 04658e777 (ACCEPT verified codex-sol) -- premise TRUE (G317 commits 0 tabular rows; 1 of 3 reads has a snapshot-list entry); CENSUS_RULE.md (40 L) written; census_recomputable.py (193 L) + 4 tests; sweep 13 entries: 161 counts, 22 RECOMPUTABLE, 57 NOT RECOMPUTABLE (51 genuine after 6 parser false positives), 82 UNPARSED, G327 memos ABSENT at sweep time (landed since); owning rows stamped with a census caveat: G309, G317, G329, G330, G310, G331; NEW GAPs: snapshot-list validation, silent filesystem fallback, TXT header rule, VERDICT prefix |"
