sheet_id,terra_label,sol_label,final_label,other_sport
g385_0102,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0103,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0104,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0105,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0106,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0107,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0108,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0109,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0110,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0111,BASKETBALL_NONPLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0112,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0113,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0114,BASKETBALL_NONPLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0115,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0116,BASKETBALL_NONPLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0117,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0118,BASKETBALL_NONPLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0119,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0120,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0121,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0122,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0123,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0124,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0125,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0126,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0127,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0128,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0129,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0130,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0131,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0132,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0133,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0134,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0135,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0136,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0137,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0138,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0139,BASKETBALL_NONPLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0140,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0141,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0142,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0143,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0144,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0145,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0146,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0147,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0148,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0149,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0150,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0151,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0152,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0153,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0154,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0155,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0156,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0157,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0158,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0159,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0160,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0161,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0162,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0163,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0164,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0165,NON_SPORT,NON_SPORT,NON_SPORT,
g385_0166,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0167,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0168,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0169,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0170,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0171,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0172,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0173,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0174,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0175,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0176,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0177,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0178,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0179,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0180,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0181,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0182,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0183,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0184,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0185,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_PLAY,
g385_0186,BASKETBALL_NONPLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0187,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0188,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0189,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0190,BASKETBALL_NONPLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0191,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0192,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0193,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0194,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0195,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0196,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0197,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0198,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0199,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0200,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_PLAY,
g385_0201,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0202,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0203,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0204,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0205,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0206,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0207,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0208,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0209,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0210,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0211,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0212,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0213,BASKETBALL_NONPLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0214,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0215,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0216,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0217,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0218,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0219,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0220,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0221,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0222,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0223,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0224,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0225,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0226,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0227,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0228,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0229,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0230,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0231,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0232,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0233,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0234,BASKETBALL_NONPLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0235,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_PLAY,
g385_0236,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0237,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0238,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0239,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0240,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0241,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0242,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0243,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0244,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0245,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0246,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0247,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0248,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_PLAY,
g385_0249,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0250,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0251,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0252,BASKETBALL_NONPLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0253,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_PLAY,
g385_0254,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0255,BASKETBALL_NONPLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0256,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0257,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0258,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0259,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_PLAY,
g385_0260,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0261,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0262,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0263,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0264,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0265,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0266,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0267,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0268,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0269,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0270,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0271,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0272,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0273,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_PLAY,
g385_0274,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0275,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0276,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0277,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0278,UNKNOWN,UNKNOWN,UNKNOWN,
g385_0279,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_PLAY,
g385_0280,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0281,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0282,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0283,BASKETBALL_PLAY,BASKETBALL_NONPLAY,BASKETBALL_PLAY,
g385_0284,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0285,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0286,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0287,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,BASKETBALL_NONPLAY,
g385_0288,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
g385_0289,BASKETBALL_PLAY,BASKETBALL_PLAY,BASKETBALL_PLAY,
