packet_id,game,section,frame_index,native_path,crop_path
G391-027-a396b20d33d6c21e,tDpmV777-IQ,tDpmV777-IQ_s90,2609,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/6fed7dc9b40b.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-027-a396b20d33d6c21e.jpg
G391-028-84c38b9c70d6642e,uZkAbRqeGrc,uZkAbRqeGrc_s1607,3032,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/aeb0302bb27c.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-028-84c38b9c70d6642e.jpg
G391-029-870cd6855ef094d2,uZkAbRqeGrc,uZkAbRqeGrc_s3124,2594,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/2efda3987864.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-029-870cd6855ef094d2.jpg
G391-030-671b7c93ec3e4b5e,wd08fix8q3Q,wd08fix8q3Q_s5830,261,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/819977e602ed.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-030-671b7c93ec3e4b5e.jpg
G391-031-0e1cc9a704144cf1,0KIBu1jQBL8,0KIBu1jQBL8_s5665,1155,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/3a1eac61e1a9.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-031-0e1cc9a704144cf1.jpg
G391-032-6e10c14f63b49908,1E5Rw89keTg,1E5Rw89keTg_s312,1627,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/4fecde40157e.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-032-6e10c14f63b49908.jpg
G391-033-f4abd8a1ace86c60,50pp-OqYVok,50pp-OqYVok_s1500,1201,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/8eaa76587cb1.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-033-f4abd8a1ace86c60.jpg
G391-034-144981d0ab680a2e,5U9k1U6nN-g,5U9k1U6nN-g_s1207,111,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/793ae9295581.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-034-144981d0ab680a2e.jpg
G391-035-e8bb6627ec5038d7,5U9k1U6nN-g,5U9k1U6nN-g_s1207,3891,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/f7f4a82ba9cb.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-035-e8bb6627ec5038d7.jpg
G391-036-2d70fa69edad1e6a,7WBKNCu3NLU,7WBKNCu3NLU_s90,3478,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/c8584a3adc7a.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-036-2d70fa69edad1e6a.jpg
G391-037-94fa0dfb549c30cd,8kHt2bFTK6g,8kHt2bFTK6g_s90,2984,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/8e018c1de817.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-037-94fa0dfb549c30cd.jpg
G391-038-7f653b4ee7f38d87,9F5q5jCbrMI,9F5q5jCbrMI_s3630,6421,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/3d209e63af68.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-038-7f653b4ee7f38d87.jpg
G391-039-a53e731c25203a6b,AIMOY6CoQKI,AIMOY6CoQKI_s4438,3649,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/22bbc4ff9c7e.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-039-a53e731c25203a6b.jpg
G391-040-eb5d4cefaf8ef98f,G8bPOW37Sp0,G8bPOW37Sp0_s90,3381,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/bea639731fa9.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-040-eb5d4cefaf8ef98f.jpg
G391-041-19c9824ebcb734e1,HUSo3PzP7lo,HUSo3PzP7lo_s402,6936,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/a7025315194d.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-041-19c9824ebcb734e1.jpg
G391-042-6da921d0dc521808,N-eE7ZwTuno,N-eE7ZwTuno_s2365,971,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/cde14e856cbf.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-042-6da921d0dc521808.jpg
G391-043-4d0cb5a9b076a6e9,RIrGQJ_jsGQ,RIrGQJ_jsGQ_s90,3320,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/27dc4e42485e.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-043-4d0cb5a9b076a6e9.jpg
G391-044-34d8b2788769f012,UHJ90jJmCYw,UHJ90jJmCYw_s90,2512,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/080b4ae24d37.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-044-34d8b2788769f012.jpg
G391-045-8111ce94b4f8dc45,UPco-jzOoEg,UPco-jzOoEg_s2796,2507,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/2faa7ff03a5c.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-045-8111ce94b4f8dc45.jpg
G391-046-3d3abcbd78c9eb01,UzaYBYy3GZg,UzaYBYy3GZg_s5242,1557,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/65c1594f57bc.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-046-3d3abcbd78c9eb01.jpg
G391-047-c5e3866368912214,Vm0FqeGo-8g,Vm0FqeGo-8g_s4998,3484,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/1ac73a2dcdf1.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-047-c5e3866368912214.jpg
G391-048-9402389115e3afde,XzIzQZBrPBY,XzIzQZBrPBY_s398,219,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/4d4cfea838a0.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-048-9402389115e3afde.jpg
G391-049-cf0803dbb9474dc9,XzIzQZBrPBY,XzIzQZBrPBY_s398,5587,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/716a47c0e6fa.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-049-cf0803dbb9474dc9.jpg
G391-050-e95510d68bcd84c9,Ze8frxZxNyk,Ze8frxZxNyk_s2646,2670,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/20ea1070cef4.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-050-e95510d68bcd84c9.jpg
G391-051-45767c52905a2dd1,Ze8frxZxNyk,Ze8frxZxNyk_s3924,3356,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/bfb8daf6db57.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-051-45767c52905a2dd1.jpg
G391-052-7ebef5d7a838f981,h6j_iLYRx8U,h6j_iLYRx8U_s90,1033,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/e039ae267e70.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-052-7ebef5d7a838f981.jpg
G391-053-69a3aa12f69b836d,hOtf1-DI88w,hOtf1-DI88w_s90,1567,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/412413c05f7b.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-053-69a3aa12f69b836d.jpg
G391-054-1b5775276e20bb81,mJRz1DoW6VU,mJRz1DoW6VU_s5530,6605,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/1b86f4d0f72a.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-054-1b5775276e20bb81.jpg
G391-055-980ff2dba7d18d20,myAuD3DmJMY,myAuD3DmJMY_s6535,192,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/c65af6218d9d.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-055-980ff2dba7d18d20.jpg
G391-056-6961054ab64db729,myAuD3DmJMY,myAuD3DmJMY_s6535,3692,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/ed5e6a35bf81.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-056-6961054ab64db729.jpg
G391-057-2d160eb7df241dce,uZkAbRqeGrc,uZkAbRqeGrc_s1607,80,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/e89b2b5cefc1.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-057-2d160eb7df241dce.jpg
G391-058-130ae495aef549f9,uZkAbRqeGrc,uZkAbRqeGrc_s1607,3524,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/0db71514d7ad.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-058-130ae495aef549f9.jpg
G391-059-c21f1d76c07d2835,uZkAbRqeGrc,uZkAbRqeGrc_s3124,2841,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/5ddd9b25dd62.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-059-c21f1d76c07d2835.jpg
G391-060-1d2b96a25dd0d52b,wd08fix8q3Q,wd08fix8q3Q_s5830,505,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/55e1a59bf974.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-060-1d2b96a25dd0d52b.jpg
G391-061-88ea68b69f3fbe79,0KIBu1jQBL8,0KIBu1jQBL8_s5665,1399,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/0716d136adb4.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-061-88ea68b69f3fbe79.jpg
G391-062-d4a8da289ddb8d3a,1E5Rw89keTg,1E5Rw89keTg_s312,2129,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/24896f416885.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-062-d4a8da289ddb8d3a.jpg
G391-063-e25906d81a08d3f5,50pp-OqYVok,50pp-OqYVok_s1500,1447,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/588c42315e4e.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-063-e25906d81a08d3f5.jpg
G391-064-93e8e2e1a8d0f3d0,5U9k1U6nN-g,5U9k1U6nN-g_s1207,615,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/18f3d180b485.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-064-93e8e2e1a8d0f3d0.jpg
G391-065-fc8c2f51b3e09060,7WBKNCu3NLU,7WBKNCu3NLU_s90,150,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/e848892b2b17.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-065-fc8c2f51b3e09060.jpg
G391-066-2af23d6b52fac257,7WBKNCu3NLU,7WBKNCu3NLU_s90,3734,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/67cf74d777b1.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-066-2af23d6b52fac257.jpg
G391-067-c2ab8867b5c6c3e5,8kHt2bFTK6g,8kHt2bFTK6g_s90,3230,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/f88f6bc56152.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-067-c2ab8867b5c6c3e5.jpg
G391-068-34e9ee16aed08194,9F5q5jCbrMI,9F5q5jCbrMI_s3630,6919,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/e156d800c440.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-068-34e9ee16aed08194.jpg
G391-069-191c53d6006069f3,G8bPOW37Sp0,G8bPOW37Sp0_s90,170,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/fdc404d87dff.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-069-191c53d6006069f3.jpg
G391-070-80b337ed57864f80,HUSo3PzP7lo,HUSo3PzP7lo_s402,332,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/513d233d9a07.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-070-80b337ed57864f80.jpg
G391-071-56c61917c626353b,HUSo3PzP7lo,HUSo3PzP7lo_s402,7444,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/58f519105706.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-071-56c61917c626353b.jpg
G391-072-6025a5a666a09ccb,N-eE7ZwTuno,N-eE7ZwTuno_s2365,1475,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/34a68e7844f3.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-072-6025a5a666a09ccb.jpg
G391-073-610bbd8805f9dbd3,RIrGQJ_jsGQ,RIrGQJ_jsGQ_s90,3824,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/28ac36198862.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-073-610bbd8805f9dbd3.jpg
G391-074-bfce8b8a680c2972,UHJ90jJmCYw,UHJ90jJmCYw_s90,2763,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/ac32eaa830f2.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-074-bfce8b8a680c2972.jpg
G391-075-d9534eed2d98f73d,UPco-jzOoEg,UPco-jzOoEg_s2796,3005,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/d0daa78771d3.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-075-d9534eed2d98f73d.jpg
G391-076-96692339df336257,UzaYBYy3GZg,UzaYBYy3GZg_s5242,3033,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/5dae5c030d69.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-076-96692339df336257.jpg
G391-077-9e8d33026db29916,Vm0FqeGo-8g,Vm0FqeGo-8g_s4998,3733,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/e86b1958b0e9.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-077-9e8d33026db29916.jpg
G391-078-eb1e4afdc584ee5f,XzIzQZBrPBY,XzIzQZBrPBY_s398,707,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/adfe897bd5b6.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-078-eb1e4afdc584ee5f.jpg
G391-079-7fed64ff5b7d1b7b,XzIzQZBrPBY,XzIzQZBrPBY_s398,6075,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/4b90d2fd363e.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-079-7fed64ff5b7d1b7b.jpg
G391-080-11582dacf7924050,Ze8frxZxNyk,Ze8frxZxNyk_s2646,3168,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/b3395d884755.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-080-11582dacf7924050.jpg
G391-081-a760935df0b05b17,Ze8frxZxNyk,Ze8frxZxNyk_s3924,3609,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/50a956f66e3d.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-081-a760935df0b05b17.jpg
G391-082-6de9452c036df521,h6j_iLYRx8U,h6j_iLYRx8U_s90,2015,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/8eddb6561311.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-082-6de9452c036df521.jpg
G391-083-648ebac3bab53789,hOtf1-DI88w,hOtf1-DI88w_s90,2569,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/470cd9afd8c5.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-083-648ebac3bab53789.jpg
G391-084-e028dd1f5253710d,mJRz1DoW6VU,mJRz1DoW6VU_s5530,7591,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/cb9e43cfe826.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-084-e028dd1f5253710d.jpg
G391-085-888d969bbdf61c69,myAuD3DmJMY,myAuD3DmJMY_s6535,692,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/10b7527d0321.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-085-888d969bbdf61c69.jpg
G391-086-d5c6682e2d4cea6e,s4xx-bV7D8I,s4xx-bV7D8I_s479,670,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/7d9d521aeec6.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-086-d5c6682e2d4cea6e.jpg
G391-087-8f3a417862016b55,uZkAbRqeGrc,uZkAbRqeGrc_s1607,326,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/06b15ae77e14.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-087-8f3a417862016b55.jpg
G391-088-fe82ff38d0d91bdc,uZkAbRqeGrc,uZkAbRqeGrc_s1607,3770,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/e4d79aadcddc.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-088-fe82ff38d0d91bdc.jpg
G391-089-f86f2aed29c6ac06,uZkAbRqeGrc,uZkAbRqeGrc_s3124,3335,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/ec8f5ca63a7b.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-089-f86f2aed29c6ac06.jpg
G391-090-ed057321d892bd6f,wd08fix8q3Q,wd08fix8q3Q_s5830,749,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/714d3bae0764.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-090-ed057321d892bd6f.jpg
G391-091-8e29e54bcc341d9d,0KIBu1jQBL8,0KIBu1jQBL8_s5665,1643,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/23cbad5a1c2d.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-091-8e29e54bcc341d9d.jpg
G391-092-7c87203b79f48d87,1E5Rw89keTg,1E5Rw89keTg_s312,2631,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/e225e1049d6a.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-092-7c87203b79f48d87.jpg
G391-093-4abd1f1f4197659f,50pp-OqYVok,50pp-OqYVok_s1500,1939,docs/evidence/tracking/g373_ball_detector_v2_2026-09-10/sheets/9b3c40ebe88f.jpg,docs/evidence/tracking/g391_ball_false_call_audit_2026-09-11/cards/G391-093-4abd1f1f4197659f.jpg
