frame_key,source_path,frame_index,section_id,game_id,source_sha256,tick_rank
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:2632,/workspace/data/footage_corpus/basketball__fiba-7HQqWMaKxpA_s6980.mp4,2632,basketball__fiba-7HQqWMaKxpA_s6980,basketball__fiba-7HQqWMaKxpA,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,13
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:2820,/workspace/data/footage_corpus/basketball__fiba-7HQqWMaKxpA_s6980.mp4,2820,basketball__fiba-7HQqWMaKxpA_s6980,basketball__fiba-7HQqWMaKxpA,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,14
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:3008,/workspace/data/footage_corpus/basketball__fiba-7HQqWMaKxpA_s6980.mp4,3008,basketball__fiba-7HQqWMaKxpA_s6980,basketball__fiba-7HQqWMaKxpA,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,15
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:3196,/workspace/data/footage_corpus/basketball__fiba-7HQqWMaKxpA_s6980.mp4,3196,basketball__fiba-7HQqWMaKxpA_s6980,basketball__fiba-7HQqWMaKxpA,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,16
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:3384,/workspace/data/footage_corpus/basketball__fiba-7HQqWMaKxpA_s6980.mp4,3384,basketball__fiba-7HQqWMaKxpA_s6980,basketball__fiba-7HQqWMaKxpA,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,17
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:3572,/workspace/data/footage_corpus/basketball__fiba-7HQqWMaKxpA_s6980.mp4,3572,basketball__fiba-7HQqWMaKxpA_s6980,basketball__fiba-7HQqWMaKxpA,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,18
393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c:basketball__fiba-7HQqWMaKxpA_s6980:3760,/workspace/data/footage_corpus/basketball__fiba-7HQqWMaKxpA_s6980.mp4,3760,basketball__fiba-7HQqWMaKxpA_s6980,basketball__fiba-7HQqWMaKxpA,393a426efc3eb67b5ac344fc3af4b8dd631783db2f038100b2358b3c4ff9e57c,19
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:192,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,192,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:385,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,385,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,1
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:578,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,578,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,2
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:771,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,771,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,3
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:964,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,964,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,4
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:1157,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,1157,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,5
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:1350,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,1350,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,6
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:1542,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,1542,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,7
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:1735,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,1735,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,8
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:1928,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,1928,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,9
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:2121,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,2121,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,10
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:2314,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,2314,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,11
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:2507,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,2507,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,12
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:2700,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,2700,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,13
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:2892,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,2892,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,14
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:3085,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,3085,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,15
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:3278,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,3278,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,16
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:3471,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,3471,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,17
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:3664,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,3664,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,18
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:3857,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s6825.mp4,3857,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542,19
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:192,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,192,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,0
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:385,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,385,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,1
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:578,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,578,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,2
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:771,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,771,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,3
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:964,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,964,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,4
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:1157,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,1157,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,5
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:1350,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,1350,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,6
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:1542,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,1542,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,7
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:1735,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,1735,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,8
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:1928,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,1928,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,9
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:2121,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,2121,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,10
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:2314,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,2314,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,11
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:2507,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,2507,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,12
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:2700,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,2700,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,13
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:2892,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,2892,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,14
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:3085,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,3085,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,15
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:3278,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,3278,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,16
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:3471,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,3471,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,17
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:3664,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,3664,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,18
2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37:basketball__fiba-Y1cgaIWW8gk_s90:3857,/workspace/data/footage_corpus/basketball__fiba-Y1cgaIWW8gk_s90.mp4,3857,basketball__fiba-Y1cgaIWW8gk_s90,basketball__fiba-Y1cgaIWW8gk,2a8931de71495dd5ec186b9f204b3d3fbe90a82f240995aa7d3a3fb016e7db37,19
4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb:basketball__fiba-fyp4VsE-8Fc_s90:382,/workspace/data/footage_corpus/basketball__fiba-fyp4VsE-8Fc_s90.mp4,382,basketball__fiba-fyp4VsE-8Fc_s90,basketball__fiba-fyp4VsE-8Fc,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,0
4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb:basketball__fiba-fyp4VsE-8Fc_s90:764,/workspace/data/footage_corpus/basketball__fiba-fyp4VsE-8Fc_s90.mp4,764,basketball__fiba-fyp4VsE-8Fc_s90,basketball__fiba-fyp4VsE-8Fc,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,1
4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb:basketball__fiba-fyp4VsE-8Fc_s90:1147,/workspace/data/footage_corpus/basketball__fiba-fyp4VsE-8Fc_s90.mp4,1147,basketball__fiba-fyp4VsE-8Fc_s90,basketball__fiba-fyp4VsE-8Fc,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,2
4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb:basketball__fiba-fyp4VsE-8Fc_s90:1529,/workspace/data/footage_corpus/basketball__fiba-fyp4VsE-8Fc_s90.mp4,1529,basketball__fiba-fyp4VsE-8Fc_s90,basketball__fiba-fyp4VsE-8Fc,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,3
4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb:basketball__fiba-fyp4VsE-8Fc_s90:1912,/workspace/data/footage_corpus/basketball__fiba-fyp4VsE-8Fc_s90.mp4,1912,basketball__fiba-fyp4VsE-8Fc_s90,basketball__fiba-fyp4VsE-8Fc,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,4
4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb:basketball__fiba-fyp4VsE-8Fc_s90:2294,/workspace/data/footage_corpus/basketball__fiba-fyp4VsE-8Fc_s90.mp4,2294,basketball__fiba-fyp4VsE-8Fc_s90,basketball__fiba-fyp4VsE-8Fc,4bf0387f7cc4641c38fe031fe544ee5f5f2b6822b55e93ad8319c23ed28f04cb,5
