frame_key,section_id,game_id,reference_label,reference_source,is_negative,presence_prediction,selection_status,validation_status,raw_state,cascade_accepted
0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46:nba__RIrGQJ_jsGQ_s6690:3582,nba__RIrGQJ_jsGQ_s6690,nba__RIrGQJ_jsGQ,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46:nba__RIrGQJ_jsGQ_s6690:377,nba__RIrGQJ_jsGQ_s6690,nba__RIrGQJ_jsGQ,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46:nba__RIrGQJ_jsGQ_s6690:3771,nba__RIrGQJ_jsGQ_s6690,nba__RIrGQJ_jsGQ,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46:nba__RIrGQJ_jsGQ_s6690:565,nba__RIrGQJ_jsGQ_s6690,nba__RIrGQJ_jsGQ,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_VALIDATION,REFUSED,REFUSED,0
0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46:nba__RIrGQJ_jsGQ_s6690:754,nba__RIrGQJ_jsGQ_s6690,nba__RIrGQJ_jsGQ,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bb70000aaabbfd72a3508c399577d4281737022d9dcc42809f6ef178a9b2b46:nba__RIrGQJ_jsGQ_s6690:942,nba__RIrGQJ_jsGQ_s6690,nba__RIrGQJ_jsGQ,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:1157,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CLOSEUP,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:1350,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CLOSEUP,agreed,1,NON_COURT,NO_CANDIDATES,NO_CANDIDATES,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:1542,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CLOSEUP,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:1735,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CLOSEUP,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:192,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CLOSEUP,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:1928,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_VALIDATION,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:2121,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:2314,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_VALIDATION,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:2507,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:2700,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:2892,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:3085,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:3278,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:3471,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:3664,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:385,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CLOSEUP,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:3857,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CLOSEUP,agreed,1,NON_COURT,NO_DISTINCT_RUNNER_UP,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:578,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CLOSEUP,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:771,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CLOSEUP,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
0bc6f60a62beca8dc12a5b3b99cd5022a0c2d97a32dc630e823be8a83ec45542:basketball__fiba-Y1cgaIWW8gk_s6825:964,basketball__fiba-Y1cgaIWW8gk_s6825,basketball__fiba-Y1cgaIWW8gk,CLOSEUP,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:1144,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:1335,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:1526,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:1717,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:190,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:1908,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:2098,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,CLOSEUP,agreed,1,NON_COURT,REFUSED_VALIDATION,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:2289,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,CROWD_GRAPHICS,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:2480,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,CLOSEUP,adjudicated,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:2671,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,CLOSEUP,agreed,1,NON_COURT,REFUSED_VALIDATION,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:2862,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,CLOSEUP,agreed,1,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:3052,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,CLOSEUP,agreed,1,NON_COURT,NO_DISTINCT_RUNNER_UP,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:3243,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,CLOSEUP,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:3434,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,CLOSEUP,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:3625,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:381,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,USABLE_COURT,agreed,0,COURT,NO_DISTINCT_RUNNER_UP,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:3816,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:572,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,USABLE_COURT,agreed,0,COURT,NO_DISTINCT_RUNNER_UP,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:763,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
18b43039b92d38f12495c66ba4b6c60c6798ccdc8b5236546b07482e76b3a311:nba__cRqEjm_OF1E_s3309:954,nba__cRqEjm_OF1E_s3309,nba__cRqEjm_OF1E,USABLE_COURT,agreed,0,COURT,NO_DISTINCT_RUNNER_UP,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:1129,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:1318,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:1506,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:1694,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:188,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,NO_DISTINCT_RUNNER_UP,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:1882,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:2071,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:2259,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:2447,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,CLOSEUP,agreed,1,ABSTAIN,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:2636,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,CLOSEUP,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:2824,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,CLOSEUP,agreed,1,NON_COURT,NO_CANDIDATES,NO_CANDIDATES,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:3012,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,CLOSEUP,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:3200,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,NO_DISTINCT_RUNNER_UP,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:3389,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:3577,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:376,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:3765,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:564,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:753,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,CLOSEUP,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
1e64b2044b1b2980462f32bea838744017f47ca0b0492c6b4506ed14af945848:nba__7DT_8xZwDRU_s2312:941,nba__7DT_8xZwDRU_s2312,nba__7DT_8xZwDRU,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
2475fd603eb172d455b601377e06ea7be4ce29587a2ed89bd98a2f30874255a2:nba__KO5gQVMZlrw_s9549:1161,nba__KO5gQVMZlrw_s9549,nba__KO5gQVMZlrw,CLOSEUP,agreed,1,NON_COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
2475fd603eb172d455b601377e06ea7be4ce29587a2ed89bd98a2f30874255a2:nba__KO5gQVMZlrw_s9549:1548,nba__KO5gQVMZlrw_s9549,nba__KO5gQVMZlrw,USABLE_COURT,agreed,0,COURT,NO_CANDIDATES,NO_CANDIDATES,REFUSED,0
2475fd603eb172d455b601377e06ea7be4ce29587a2ed89bd98a2f30874255a2:nba__KO5gQVMZlrw_s9549:1936,nba__KO5gQVMZlrw_s9549,nba__KO5gQVMZlrw,USABLE_COURT,agreed,0,COURT,REFUSED_VALIDATION,REFUSED,REFUSED,0
2475fd603eb172d455b601377e06ea7be4ce29587a2ed89bd98a2f30874255a2:nba__KO5gQVMZlrw_s9549:2323,nba__KO5gQVMZlrw_s9549,nba__KO5gQVMZlrw,USABLE_COURT,agreed,0,COURT,REFUSED_VALIDATION,REFUSED,REFUSED,0
2475fd603eb172d455b601377e06ea7be4ce29587a2ed89bd98a2f30874255a2:nba__KO5gQVMZlrw_s9549:2710,nba__KO5gQVMZlrw_s9549,nba__KO5gQVMZlrw,USABLE_COURT,agreed,0,COURT,NO_DISTINCT_RUNNER_UP,REFUSED,REFUSED,0
2475fd603eb172d455b601377e06ea7be4ce29587a2ed89bd98a2f30874255a2:nba__KO5gQVMZlrw_s9549:3097,nba__KO5gQVMZlrw_s9549,nba__KO5gQVMZlrw,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
2475fd603eb172d455b601377e06ea7be4ce29587a2ed89bd98a2f30874255a2:nba__KO5gQVMZlrw_s9549:3485,nba__KO5gQVMZlrw_s9549,nba__KO5gQVMZlrw,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
2475fd603eb172d455b601377e06ea7be4ce29587a2ed89bd98a2f30874255a2:nba__KO5gQVMZlrw_s9549:387,nba__KO5gQVMZlrw_s9549,nba__KO5gQVMZlrw,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
2475fd603eb172d455b601377e06ea7be4ce29587a2ed89bd98a2f30874255a2:nba__KO5gQVMZlrw_s9549:3872,nba__KO5gQVMZlrw_s9549,nba__KO5gQVMZlrw,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
2475fd603eb172d455b601377e06ea7be4ce29587a2ed89bd98a2f30874255a2:nba__KO5gQVMZlrw_s9549:4259,nba__KO5gQVMZlrw_s9549,nba__KO5gQVMZlrw,USABLE_COURT,agreed,0,COURT,REFUSED_MARGIN,REFUSED,REFUSED,0
2475fd603eb172d455b601377e06ea7be4ce29587a2ed89bd98a2f30874255a2:nba__KO5gQVMZlrw_s9549:4646,nba__KO5gQVMZlrw_s9549,nba__KO5gQVMZlrw,USABLE_COURT,agreed,0,COURT,REFUSED_VALIDATION,REFUSED,REFUSED,0
